model_id,dataset,gilt,prodigy,vision,vision_minus_prodigy,gilt_minus_prodigy,gilt_minus_vision
all9,covid_political,0.8385659677010996,0.557586669921875,0.9225085223162616,0.36492185239438657,0.2809792977792246,-0.08394255461516198
all9,election2020,0.9678955078125,0.54034423828125,0.98687744140625,0.446533203125,0.42755126953125,-0.01898193359375
all9,twibot20,0.5461529625786675,0.6513676113552518,0.5987654791937935,-0.05260213216145826,-0.10521464877658426,-0.052612516615126004
all9,ukr_rus_suspended,0.490234375,0.4935302734375,0.4830322265625,-0.010498046875,-0.0032958984375,0.0072021484375
ordA_r2,covid_political,0.7241663049768519,0.6410143816912616,0.8295177883572049,0.18850340666594334,0.08315192328559029,-0.10535148338035305
ordA_r2,election2020,0.83642578125,0.52294921875,0.911376953125,0.388427734375,0.3134765625,-0.074951171875
ordA_r2,twibot20,0.5449500613742404,0.6369732750786675,0.611697726779514,-0.025275548299153572,-0.09202321370442712,-0.06674766540527355
ordA_r2,ukr_rus_suspended,0.4881591796875,0.51837158203125,0.531005859375,0.01263427734375,-0.03021240234375,-0.0428466796875
ordA_r3,covid_political,0.7230032461660878,0.6550162986472802,0.9001868919089988,0.24517059326171864,0.06798694751880763,-0.177183645742911
ordA_r3,election2020,0.8094482421875,0.5455322265625,0.980224609375,0.4346923828125,0.263916015625,-0.1707763671875
ordA_r3,twibot20,0.5548027886284722,0.6963975694444444,0.5982449849446615,-0.09815258449978292,-0.1415947808159722,-0.043442196316189285
ordA_r3,ukr_rus_suspended,0.48590087890625,0.51116943359375,0.476806640625,-0.03436279296875,-0.0252685546875,0.00909423828125
ordA_r4,covid_political,0.8205275358977142,0.5695687753182871,0.9228283917462384,0.35325961642795134,0.2509587605794271,-0.10230085584852422
ordA_r4,election2020,0.94720458984375,0.5338134765625,0.98736572265625,0.45355224609375,0.41339111328125,-0.0401611328125
ordA_r4,twibot20,0.5522047678629557,0.6228266821967231,0.606842041015625,-0.015984641181098103,-0.07062191433376741,-0.05463727315266931
ordA_r4,ukr_rus_suspended,0.488037109375,0.49542236328125,0.51678466796875,0.0213623046875,-0.00738525390625,-0.02874755859375
ordA_r5,covid_political,0.8380443431712963,0.6578747784649883,0.9270499900535302,0.26917521158854185,0.18016956470630796,-0.08900564688223389
ordA_r5,election2020,0.97344970703125,0.511474609375,0.9862060546875,0.4747314453125,0.46197509765625,-0.01275634765625
ordA_r5,twibot20,0.5488098992241753,0.6713782416449653,0.5983977847629123,-0.07298045688205301,-0.12256834242078996,-0.04958788553873694
