task,arm,rung,training_seed,target,roc_auc,baseline_roc_auc,rung1_roc_auc,delta_vs_baseline,delta_vs_rung1
NM,baseline,4,2,midterm,0.8594425580967434,0.8594425580967434,0.8545257302536361,0.0,0.004916827843107319
NM,baseline,4,2,twibot20,0.9063788696267139,0.9063788696267139,0.9075146124280733,0.0,-0.0011357428013594184
NM,baseline,4,2,ukr_rus,0.8987609453584956,0.8987609453584956,0.922823257007818,0.0,-0.024062311649322377
NM,baseline,4,2,ukr_rus_suspended,0.8230471750785565,0.8230471750785565,0.8216652546805895,0.0,0.0013819203979670291
NM,baseline,5,1,covid,0.9538169071592131,0.9538169071592131,0.961537596686133,0.0,-0.007720689526919955
NM,baseline,5,1,covid_political,0.8585704603414427,0.8585704603414427,0.8410336360164073,0.0,0.01753682432503534
NM,baseline,5,1,cp_hk,0.7086391374982636,0.7086391374982636,0.7105927189191182,0.0,-0.0019535814208546665
NM,baseline,5,1,election2020,0.8467643285619801,0.8467643285619801,0.8370652000109353,0.0,0.009699128551044822
NM,baseline,5,1,facebook_page_reference,0.8448085531421091,0.8448085531421091,0.876801998998927,0.0,-0.03199344585681785
NM,baseline,5,1,midterm,0.8607719384390732,0.8607719384390732,0.855801357620064,0.0,0.0049705808190091405
NM,baseline,5,1,twibot20,0.9049031853675841,0.9049031853675841,0.9061205207616432,0.0,-0.0012173353940591047
NM,baseline,5,1,ukr_rus,0.9005336451804501,0.9005336451804501,0.9235431864343842,0.0,-0.023009541253934063
NM,baseline,5,1,ukr_rus_suspended,0.8164799424423569,0.8164799424423569,0.827116859644309,0.0,-0.010636917201952145
NM,baseline,5,2,covid,0.9514774636290538,0.9514774636290538,0.96178915445832,0.0,-0.010311690829266196
NM,baseline,5,2,covid_political,0.8554351211964398,0.8554351211964398,0.8402796859028696,0.0,0.015155435293570219
NM,baseline,5,2,cp_hk,0.7124400711607658,0.7124400711607658,0.719379757327595,0.0,-0.006939686166829162
NM,baseline,5,2,election2020,0.8475001321441825,0.8475001321441825,0.8352661238319573,0.0,0.012234008312225209
NM,baseline,5,2,facebook_page_reference,0.8373742411876547,0.8373742411876547,0.8745259800176511,0.0,-0.03715173882999645
NM,baseline,5,2,midterm,0.8594270892526912,0.8594270892526912,0.8545257302536361,0.0,0.004901358999055083
NM,baseline,5,2,twibot20,0.9030716169839617,0.9030716169839617,0.9075146124280733,0.0,-0.0044429954441116415
NM,baseline,5,2,ukr_rus,0.8902699549992881,0.8902699549992881,0.922823257007818,0.0,-0.032553302008529905
NM,baseline,5,2,ukr_rus_suspended,0.8191329680640121,0.8191329680640121,0.8216652546805895,0.0,-0.0025322866165773394
NM,baseline,6,1,covid,0.9572571318725059,0.9572571318725059,0.961537596686133,0.0,-0.004280464813627094
NM,baseline,6,1,covid_political,0.8537839318143909,0.8537839318143909,0.8410336360164073,0.0,0.01275029579798359
NM,baseline,6,1,cp_hk,0.7197784293657062,0.7197784293657062,0.7105927189191182,0.0,0.009185710446588002
NM,baseline,6,1,election2020,0.8458229299249319,0.8458229299249319,0.8370652000109353,0.0,0.008757729913996593
NM,baseline,6,1,facebook_page_reference,0.8524390975634257,0.8524390975634257,0.876801998998927,0.0,-0.02436290143550124
NM,baseline,6,1,midterm,0.8603507918873051,0.8603507918873051,0.855801357620064,0.0,0.0045494342672410815
NM,baseline,6,1,twibot20,0.9044658866421932,0.9044658866421932,0.9061205207616432,0.0,-0.0016546341194499936
NM,baseline,6,1,ukr_rus,0.9061309264994216,0.9061309264994216,0.9235431864343842,0.0,-0.017412259934962537
NM,baseline,6,1,ukr_rus_suspended,0.8953803026813199,0.8953803026813199,0.827116859644309,0.0,0.06826344303701082
NM,baseline,6,2,covid,0.954747770572531,0.954747770572531,0.96178915445832,0.0,-0.00704138388578901
NM,baseline,6,2,covid_political,0.854368243135255,0.854368243135255,0.8402796859028696,0.0,0.014088557232385335
NM,baseline,6,2,cp_hk,0.723858456913082,0.723858456913082,0.719379757327595,0.0,0.004478699585487078
NM,baseline,6,2,election2020,0.8477687708262741,0.8477687708262741,0.8352661238319573,0.0,0.012502646994316802
NM,baseline,6,2,facebook_page_reference,0.8473789626154408,0.8473789626154408,0.8745259800176511,0.0,-0.02714701740221037
NM,baseline,6,2,midterm,0.862720454287255,0.862720454287255,0.8545257302536361,0.0,0.008194724033618872
NM,baseline,6,2,twibot20,0.9008250935324309,0.9008250935324309,0.9075146124280733,0.0,-0.006689518895642399
NM,baseline,6,2,ukr_rus,0.8980990326267551,0.8980990326267551,0.922823257007818,0.0,-0.02472422438106292
NM,baseline,6,2,ukr_rus_suspended,0.8926827955520017,0.8926827955520017,0.8216652546805895,0.0,0.07101754087141221
NM,baseline,7,1,covid,0.9541168412942995,0.9541168412942995,0.961537596686133,0.0,-0.007420755391833511
NM,baseline,7,1,covid_political,0.8494186168429496,0.8494186168429496,0.8410336360164073,0.0,0.008384980826542265
NM,baseline,7,1,cp_hk,0.7287455129897457,0.7287455129897457,0.7105927189191182,0.0,0.01815279407062742
NM,baseline,7,1,election2020,0.8442710792881318,0.8442710792881318,0.8370652000109353,0.0,0.007205879277196514
NM,baseline,7,1,facebook_page_reference,0.8539430303135135,0.8539430303135135,0.876801998998927,0.0,-0.022858968685413483
NM,baseline,7,1,midterm,0.8628839054326901,0.8628839054326901,0.855801357620064,0.0,0.007082547812626072
NM,baseline,7,1,twibot20,0.9038976703567067,0.9038976703567067,0.9061205207616432,0.0,-0.002222850404936527
NM,baseline,7,1,ukr_rus,0.9059351349699087,0.9059351349699087,0.9235431864343842,0.0,-0.017608051464475416
NM,baseline,7,1,ukr_rus_suspended,0.8931238308720204,0.8931238308720204,0.827116859644309,0.0,0.06600697122771138
NM,baseline,7,2,covid,0.958935903132647,0.958935903132647,0.96178915445832,0.0,-0.002853251325673045
NM,baseline,7,2,covid_political,0.8450328740580328,0.8450328740580328,0.8402796859028696,0.0,0.004753188155163235
NM,baseline,7,2,cp_hk,0.7288949704718315,0.7288949704718315,0.719379757327595,0.0,0.009515213144236534
NM,baseline,7,2,election2020,0.8380210277677951,0.8380210277677951,0.8352661238319573,0.0,0.0027549039358377714
NM,baseline,7,2,facebook_page_reference,0.8555173913637796,0.8555173913637796,0.8745259800176511,0.0,-0.01900858865387156
NM,baseline,7,2,midterm,0.8610472184488143,0.8610472184488143,0.8545257302536361,0.0,0.006521488195178171
NM,baseline,7,2,twibot20,0.9057229035202113,0.9057229035202113,0.9075146124280733,0.0,-0.0017917089078619552
NM,baseline,7,2,ukr_rus,0.9098926334545528,0.9098926334545528,0.922823257007818,0.0,-0.01293062355326513
NM,baseline,7,2,ukr_rus_suspended,0.894494200848985,0.894494200848985,0.8216652546805895,0.0,0.07282894616839553
NM,baseline,8,1,covid,0.9527442119587426,0.9527442119587426,0.961537596686133,0.0,-0.00879338472739044
NM,baseline,8,1,covid_political,0.8481694977858969,0.8481694977858969,0.8410336360164073,0.0,0.007135861769489549
NM,baseline,8,1,cp_hk,0.7230773248891721,0.7230773248891721,0.7105927189191182,0.0,0.012484605970053853
NM,baseline,8,1,election2020,0.8410720348358152,0.8410720348358152,0.8370652000109353,0.0,0.004006834824879846
NM,baseline,8,1,facebook_page_reference,0.8725697262533778,0.8725697262533778,0.876801998998927,0.0,-0.004232272745549159
NM,baseline,8,1,midterm,0.8593104813290737,0.8593104813290737,0.855801357620064,0.0,0.003509123709009687
NM,baseline,8,1,twibot20,0.9029744623721333,0.9029744623721333,0.9061205207616432,0.0,-0.003146058389509876
NM,baseline,8,1,ukr_rus,0.9013988727810741,0.9013988727810741,0.9235431864343842,0.0,-0.022144313653310044
NM,baseline,8,1,ukr_rus_suspended,0.8863672889512161,0.8863672889512161,0.827116859644309,0.0,0.05925042930690705
NM,baseline,8,2,covid,0.9563165666043074,0.9563165666043074,0.96178915445832,0.0,-0.005472587854012612
NM,baseline,8,2,covid_political,0.8475738333559586,0.8475738333559586,0.8402796859028696,0.0,0.007294147453088984
NM,baseline,8,2,cp_hk,0.7066838037008528,0.7066838037008528,0.719379757327595,0.0,-0.01269595362674214
NM,baseline,8,2,election2020,0.8407154962934296,0.8407154962934296,0.8352661238319573,0.0,0.005449372461472257
NM,baseline,8,2,facebook_page_reference,0.8739680208008864,0.8739680208008864,0.8745259800176511,0.0,-0.000557959216764714
NM,baseline,8,2,midterm,0.8518301191001103,0.8518301191001103,0.8545257302536361,0.0,-0.00269561115352579
NM,baseline,8,2,twibot20,0.9015549387054882,0.9015549387054882,0.9075146124280733,0.0,-0.0059596737225851015
NM,baseline,8,2,ukr_rus,0.9025052654332126,0.9025052654332126,0.922823257007818,0.0,-0.020317991574605343
NM,baseline,8,2,ukr_rus_suspended,0.8890127963033215,0.8890127963033215,0.8216652546805895,0.0,0.06734754162273204
NM,composition,1,1,covid,0.9611618850423002,0.961537596686133,0.9611618850423002,-0.0003757116438328767,0.0
NM,composition,1,1,covid_political,0.8379938590115512,0.8410336360164073,0.8379938590115512,-0.0030397770048561368,0.0
NM,composition,1,1,cp_hk,0.7247389575530742,0.7105927189191182,0.7247389575530742,0.014146238633955921,0.0
NM,composition,1,1,election2020,0.8377527135542072,0.8370652000109353,0.8377527135542072,0.0006875135432719004,0.0
NM,composition,1,1,facebook_page_reference,0.886290885388166,0.876801998998927,0.886290885388166,0.00948888638923906,0.0
NM,composition,1,1,midterm,0.8655134027031647,0.855801357620064,0.8655134027031647,0.00971204508310064,0.0
NM,composition,1,1,twibot20,0.907945437540953,0.9061205207616432,0.907945437540953,0.0018249167793098486,0.0
NM,composition,1,1,ukr_rus,0.9231156075137785,0.9235431864343842,0.9231156075137785,-0.0004275789206056313,0.0
NM,composition,1,1,ukr_rus_suspended,0.8208210673825495,0.827116859644309,0.8208210673825495,-0.006295792261759581,0.0
NM,composition,1,2,covid,0.9616528394578518,0.96178915445832,0.9616528394578518,-0.00013631500046817902,0.0
NM,composition,1,2,covid_political,0.8426656646290047,0.8402796859028696,0.8426656646290047,0.0023859787261351073,0.0
NM,composition,1,2,cp_hk,0.722898982311117,0.719379757327595,0.722898982311117,0.0035192249835220846,0.0
NM,composition,1,2,election2020,0.8365055588470107,0.8352661238319573,0.8365055588470107,0.001239435015053414,0.0
NM,composition,1,2,facebook_page_reference,0.8843733562820257,0.8745259800176511,0.8843733562820257,0.009847376264374597,0.0
NM,composition,1,2,midterm,0.8609584479496397,0.8545257302536361,0.8609584479496397,0.00643271769600362,0.0
NM,composition,1,2,twibot20,0.9087031372662246,0.9075146124280733,0.9087031372662246,0.0011885248381513502,0.0
NM,composition,1,2,ukr_rus,0.924297158197425,0.922823257007818,0.924297158197425,0.0014739011896069965,0.0
NM,composition,1,2,ukr_rus_suspended,0.8251905254934025,0.8216652546805895,0.8251905254934025,0.003525270812813064,0.0
NM,composition,2,1,covid,0.9611809811372866,0.9654285770723188,0.9611618850423002,-0.004247595935032211,1.9096094986403855e-05
NM,composition,2,1,covid_political,0.8370896849138985,0.8387551399483079,0.8379938590115512,-0.0016654550344094021,-0.0009041740976527546
NM,composition,2,1,cp_hk,0.7229524134219378,0.7060528023489592,0.7247389575530742,0.01689961107297866,-0.001786544131136325
NM,composition,2,1,election2020,0.8378545156840622,0.8382627635166562,0.8377527135542072,-0.00040824783259396646,0.00010180212985499981
NM,composition,2,1,facebook_page_reference,0.8657746998743079,0.8696709601358436,0.886290885388166,-0.0038962602615356667,-0.020516185513858143
NM,composition,2,1,midterm,0.8574140469233195,0.8557629397545736,0.8655134027031647,0.0016511071687458356,-0.008099355779845219
NM,composition,2,1,twibot20,0.9073911449004863,0.9094925977717871,0.907945437540953,-0.002101452871300813,-0.0005542926404666915
NM,composition,2,1,ukr_rus,0.9169982051027232,0.9184120024757825,0.9231156075137785,-0.0014137973730592446,-0.006117402411055295
NM,composition,2,1,ukr_rus_suspended,0.8251689402536416,0.8280498611515964,0.8208210673825495,-0.002880920897954775,0.004347872871092173
NM,composition,2,2,covid,0.9647166141148271,0.9650952006208484,0.9616528394578518,-0.0003785865060212945,0.003063774656975271
NM,composition,2,2,covid_political,0.8371967898018059,0.8449907012369441,0.8426656646290047,-0.00779391143513819,-0.005468874827198822
NM,composition,2,2,cp_hk,0.7175827146946698,0.7082194943537655,0.722898982311117,0.00936322034090431,-0.005316267616447212
NM,composition,2,2,election2020,0.8359036422323906,0.8371404750593778,0.8365055588470107,-0.0012368328269872775,-0.0006019166146201682
NM,composition,2,2,facebook_page_reference,0.8657488805124129,0.874424574841028,0.8843733562820257,-0.008675694328615036,-0.01862447576961279
NM,composition,2,2,midterm,0.8580724269494245,0.8553768706047672,0.8609584479496397,0.002695556344657346,-0.0028860210002151776
NM,composition,2,2,twibot20,0.9099617348320181,0.9099319222329677,0.9087031372662246,2.9812599050438315e-05,0.0012585975657934956
NM,composition,2,2,ukr_rus,0.9185601600285234,0.9211281374953261,0.924297158197425,-0.0025679774668027067,-0.005736998168901608
NM,composition,2,2,ukr_rus_suspended,0.8290311784579836,0.8232028049984199,0.8251905254934025,0.005828373459563663,0.003840652964581026
NM,composition,3,1,covid,0.955584027986417,0.9623785268301253,0.9611618850423002,-0.006794498843708308,-0.005577857055883206
NM,composition,3,1,covid_political,0.8357466460644513,0.8409679919823834,0.8379938590115512,-0.0052213459179321076,-0.0022472129470999525
NM,composition,3,1,cp_hk,0.7128748954027546,0.7180167383161083,0.7247389575530742,-0.0051418429133537336,-0.011864062150319543
NM,composition,3,1,election2020,0.8364915320242959,0.8383822558940142,0.8377527135542072,-0.001890723869718225,-0.0012611815299112816
NM,composition,3,1,facebook_page_reference,0.8552999684180336,0.8558446097648005,0.886290885388166,-0.0005446413467669053,-0.030990916970132454
NM,composition,3,1,midterm,0.8738488526179873,0.8723807602093138,0.8655134027031647,0.0014680924086735159,0.008335449914822601
NM,composition,3,1,twibot20,0.9046942980810143,0.9088851482018657,0.907945437540953,-0.004190850120851408,-0.0032511394599387122
NM,composition,3,1,ukr_rus,0.9116161938371331,0.9107744296391806,0.9231156075137785,0.0008417641979524548,-0.01149941367664542
NM,composition,3,1,ukr_rus_suspended,0.8230312295343685,0.8228980420649736,0.8208210673825495,0.0001331874693948354,0.0022101621518190173
NM,composition,3,2,covid,0.9582862778641713,0.9635988961691145,0.9616528394578518,-0.0053126183049432285,-0.0033665615936805393
NM,composition,3,2,covid_political,0.8382826979132905,0.8352461250349026,0.8426656646290047,0.0030365728783878776,-0.004382966715714254
NM,composition,3,2,cp_hk,0.7098136344175231,0.7157251589599697,0.722898982311117,-0.005911524542446589,-0.013085347893593946
NM,composition,3,2,election2020,0.836001147346935,0.8386049137718377,0.8365055588470107,-0.002603766424902676,-0.000504411500075741
NM,composition,3,2,facebook_page_reference,0.8607762680656609,0.8665019682084006,0.8843733562820257,-0.005725700142739765,-0.02359708821636486
NM,composition,3,2,midterm,0.8716579359153219,0.8694025965942734,0.8609584479496397,0.0022553393210484884,0.010699487965682208
NM,composition,3,2,twibot20,0.9050861999906342,0.9081571568017719,0.9087031372662246,-0.0030709568111376706,-0.003616937275590426
NM,composition,3,2,ukr_rus,0.9143140091293159,0.9122047083131197,0.924297158197425,0.0021093008161962024,-0.009983149068109043
NM,composition,3,2,ukr_rus_suspended,0.8210527330979535,0.8192733285070836,0.8251905254934025,0.001779404590869893,-0.004137792395449091
NM,composition,4,1,covid,0.9570547494395026,0.952494866409521,0.9611618850423002,0.004559883029981671,-0.004107135602797518
NM,composition,4,1,covid_political,0.8608658230167696,0.8589918106451804,0.8379938590115512,0.0018740123715892398,0.022871964005218404
NM,composition,4,1,cp_hk,0.7151387797004873,0.7165424263340301,0.7247389575530742,-0.0014036466335427544,-0.009600177852586822
NM,composition,4,1,election2020,0.8421683795150671,0.8445751369684591,0.8377527135542072,-0.0024067574533920277,0.004415665960859849
NM,composition,4,1,facebook_page_reference,0.8570401236928743,0.8586901682546768,0.886290885388166,-0.0016500445618025106,-0.029250761695291727
NM,composition,4,1,midterm,0.8718105010602666,0.8634517632681749,0.8655134027031647,0.00835873779209173,0.006297098357101905
NM,composition,4,1,twibot20,0.9037106814055608,0.9035849321847674,0.907945437540953,0.0001257492207933364,-0.004234756135392259
NM,composition,4,1,ukr_rus,0.9101191841322802,0.9020434813937921,0.9231156075137785,0.008075702738488122,-0.012996423381498312
NM,composition,4,1,ukr_rus_suspended,0.8209281436328231,0.8119819680849713,0.8208210673825495,0.00894617554785182,0.00010707625027361889
NM,composition,4,2,covid,0.9548756646013808,0.9568772202250603,0.9616528394578518,-0.0020015556236794296,-0.006777174856471002
NM,composition,4,2,covid_political,0.8673362608613641,0.8606056624445422,0.8426656646290047,0.006730598416821887,0.024670596232359343
NM,composition,4,2,cp_hk,0.7152962487319421,0.7098676608896805,0.722898982311117,0.005428587842261634,-0.007602733579174958
NM,composition,4,2,election2020,0.8432683341804592,0.844064746779957,0.8365055588470107,-0.0007964125994978088,0.00676277533344849
NM,composition,4,2,facebook_page_reference,0.8577486642475787,0.8481916037099115,0.8843733562820257,0.00955706053766714,-0.02662469203444706
NM,composition,4,2,midterm,0.8724626443851954,0.8594425580967434,0.8609584479496397,0.01302008628845197,0.01150419643555567
NM,composition,4,2,twibot20,0.9049185041723581,0.9063788696267139,0.9087031372662246,-0.0014603654543557942,-0.003784633093866563
NM,composition,4,2,ukr_rus,0.9081396589333984,0.8987609453584956,0.924297158197425,0.00937871357490283,-0.016157499264026542
NM,composition,4,2,ukr_rus_suspended,0.816326545709851,0.8230471750785565,0.8251905254934025,-0.006720629368705544,-0.008863979783551579
NM,composition,5,1,covid,0.9522048233569352,0.9538169071592131,0.9611618850423002,-0.0016120838022778416,-0.00895706168536492
NM,composition,5,1,covid_political,0.8576032944109246,0.8585704603414427,0.8379938590115512,-0.0009671659305180436,0.01960943539937343
NM,composition,5,1,cp_hk,0.7051526846556828,0.7086391374982636,0.7247389575530742,-0.003486452842580756,-0.019586272897391344
NM,composition,5,1,election2020,0.8483764917000958,0.8467643285619801,0.8377527135542072,0.0016121631381156298,0.010623778145888552
NM,composition,5,1,facebook_page_reference,0.8505533062178512,0.8448085531421091,0.886290885388166,0.005744753075742071,-0.03573757917031484
NM,composition,5,1,midterm,0.8742528759199997,0.8607719384390732,0.8655134027031647,0.013480937480926491,0.008739473216834992
NM,composition,5,1,twibot20,0.9017253105667815,0.9049031853675841,0.907945437540953,-0.0031778748008025604,-0.006220126974171514
NM,composition,5,1,ukr_rus,0.9059983674137072,0.9005336451804501,0.9231156075137785,0.005464722233257113,-0.017117240100071318
NM,composition,5,1,ukr_rus_suspended,0.8164975966530285,0.8164799424423569,0.8208210673825495,1.765421067156936e-05,-0.004323470729520995
NM,composition,5,2,covid,0.953719140469343,0.9514774636290538,0.9616528394578518,0.0022416768402891973,-0.00793369898850882
NM,composition,5,2,covid_political,0.8616180899499478,0.8554351211964398,0.8426656646290047,0.006182968753507989,0.0189524253209431
NM,composition,5,2,cp_hk,0.7073642282650389,0.7124400711607658,0.722898982311117,-0.005075842895726934,-0.01553475404607818
NM,composition,5,2,election2020,0.8480975638860943,0.8475001321441825,0.8365055588470107,0.0005974317419117359,0.01159200503908353
NM,composition,5,2,facebook_page_reference,0.833422902534748,0.8373742411876547,0.8843733562820257,-0.003951338652906644,-0.05095045374727769
NM,composition,5,2,midterm,0.8682326070193587,0.8594270892526912,0.8609584479496397,0.008805517766667492,0.007274159069718955
NM,composition,5,2,twibot20,0.9015243726215143,0.9030716169839617,0.9087031372662246,-0.001547244362447353,-0.007178764644710345
NM,composition,5,2,ukr_rus,0.906247122671412,0.8902699549992881,0.924297158197425,0.015977167672123982,-0.01805003552601292
NM,composition,5,2,ukr_rus_suspended,0.8252022508917185,0.8191329680640121,0.8251905254934025,0.006069282827706357,1.1725398315953761e-05
NM,composition,6,1,covid,0.9516718660277884,0.9572571318725059,0.9611618850423002,-0.005585265844717524,-0.009490019014511741
NM,composition,6,1,covid_political,0.8595173127349766,0.8537839318143909,0.8379938590115512,0.005733380920585618,0.021523453723425345
NM,composition,6,1,cp_hk,0.7142653041872487,0.7197784293657062,0.7247389575530742,-0.00551312517845759,-0.010473653365825508
NM,composition,6,1,election2020,0.848703248062353,0.8458229299249319,0.8377527135542072,0.0028803181374210673,0.01095053450814576
NM,composition,6,1,facebook_page_reference,0.8582748122598933,0.8524390975634257,0.886290885388166,0.005835714696467598,-0.0280160731282727
NM,composition,6,1,midterm,0.873623772462209,0.8603507918873051,0.8655134027031647,0.013272980574903892,0.008110369759044334
NM,composition,6,1,twibot20,0.9021640043149051,0.9044658866421932,0.907945437540953,-0.0023018823272881184,-0.005781433226047961
NM,composition,6,1,ukr_rus,0.9045694777335243,0.9061309264994216,0.9231156075137785,-0.0015614487658973664,-0.018546129780254272
NM,composition,6,1,ukr_rus_suspended,0.9004818771077298,0.8953803026813199,0.8208210673825495,0.005101574426409905,0.0796608097251803
NM,composition,6,2,covid,0.9517340905364904,0.954747770572531,0.9616528394578518,-0.0030136800360406335,-0.009918748921361464
NM,composition,6,2,covid_political,0.8591909668911463,0.854368243135255,0.8426656646290047,0.004822723755891323,0.01652530226214155
NM,composition,6,2,cp_hk,0.7111679652641559,0.723858456913082,0.722898982311117,-0.012690491648926105,-0.011731017046961112
NM,composition,6,2,election2020,0.8472162256295653,0.8477687708262741,0.8365055588470107,-0.0005525451967087758,0.010710666782554612
NM,composition,6,2,facebook_page_reference,0.8476197597624241,0.8473789626154408,0.8843733562820257,0.0002407971469833292,-0.03675359651960164
NM,composition,6,2,midterm,0.8707707961400352,0.862720454287255,0.8609584479496397,0.008050341852780196,0.009812348190395448
NM,composition,6,2,twibot20,0.9000264869339164,0.9008250935324309,0.9087031372662246,-0.0007986065985144952,-0.008676650332308244
NM,composition,6,2,ukr_rus,0.9047012085202096,0.8980990326267551,0.924297158197425,0.006602175893454576,-0.01959594967721534
NM,composition,6,2,ukr_rus_suspended,0.9035502920205566,0.8926827955520017,0.8251905254934025,0.010867496468554894,0.07835976652715404
NM,composition,7,1,covid,0.9543639526970085,0.9541168412942995,0.9611618850423002,0.00024711140270894383,-0.006797932345291691
NM,composition,7,1,covid_political,0.8520762122910599,0.8494186168429496,0.8379938590115512,0.0026575954481102837,0.014082353279508686
NM,composition,7,1,cp_hk,0.740400262673696,0.7287455129897457,0.7247389575530742,0.011654749683950305,0.015661305120621805
NM,composition,7,1,election2020,0.8472629885563905,0.8442710792881318,0.8377527135542072,0.0029919092682586523,0.009510275002183266
NM,composition,7,1,facebook_page_reference,0.8331825833211,0.8539430303135135,0.886290885388166,-0.020760446992413528,-0.05310830206706607
NM,composition,7,1,midterm,0.8711742468263913,0.8628839054326901,0.8655134027031647,0.008290341393701217,0.005660844123226649
NM,composition,7,1,twibot20,0.9008314177907745,0.9038976703567067,0.907945437540953,-0.0030662525659321815,-0.007114019750178557
NM,composition,7,1,ukr_rus,0.9053919202979953,0.9059351349699087,0.9231156075137785,-0.0005432146719134279,-0.017723687215783213
NM,composition,7,1,ukr_rus_suspended,0.9041463075012994,0.8931238308720204,0.8208210673825495,0.011022476629279021,0.08332524011874998
NM,composition,7,2,covid,0.9548768512133894,0.958935903132647,0.9616528394578518,-0.004059051919257595,-0.006775988244462461
NM,composition,7,2,covid_political,0.8560244954865556,0.8450328740580328,0.8426656646290047,0.010991621428522724,0.013358830857550852
NM,composition,7,2,cp_hk,0.7408400346492898,0.7288949704718315,0.722898982311117,0.011945064177458331,0.01794105233817278
NM,composition,7,2,election2020,0.8470432080071547,0.8380210277677951,0.8365055588470107,0.009022180239359634,0.010537649160143991
NM,composition,7,2,facebook_page_reference,0.8433536233573125,0.8555173913637796,0.8843733562820257,-0.012163768006467124,-0.04101973292471328
NM,composition,7,2,midterm,0.871291604672355,0.8610472184488143,0.8609584479496397,0.010244386223540736,0.010333156722715287
NM,composition,7,2,twibot20,0.9001082398425574,0.9057229035202113,0.9087031372662246,-0.005614663677653953,-0.008594897423667258
NM,composition,7,2,ukr_rus,0.9024097371375426,0.9098926334545528,0.924297158197425,-0.007482896317010268,-0.021887421059882395
NM,composition,7,2,ukr_rus_suspended,0.9003624187118705,0.894494200848985,0.8251905254934025,0.005868217862885494,0.07517189321846796
NM,composition,8,1,covid,0.9528368016769145,0.9527442119587426,0.9611618850423002,9.258971817194261e-05,-0.008325083365385622
NM,composition,8,1,covid_political,0.8452566005717749,0.8481694977858969,0.8379938590115512,-0.0029128972141220233,0.007262741560223662
NM,composition,8,1,cp_hk,0.7410350654317044,0.7230773248891721,0.7247389575530742,0.017957740542532297,0.016296107878630228
NM,composition,8,1,election2020,0.8451271425718548,0.8410720348358152,0.8377527135542072,0.004055107736039676,0.007374429017647621
NM,composition,8,1,facebook_page_reference,0.8710055296448456,0.8725697262533778,0.886290885388166,-0.0015641966085322423,-0.015285355743320461
NM,composition,8,1,midterm,0.8686766273673923,0.8593104813290737,0.8655134027031647,0.009366146038318535,0.003163224664227582
NM,composition,8,1,twibot20,0.9005540494261118,0.9029744623721333,0.907945437540953,-0.0024204129460214663,-0.007391388114841191
NM,composition,8,1,ukr_rus,0.9022087099908412,0.9013988727810741,0.9231156075137785,0.000809837209767128,-0.020906897522937284
NM,composition,8,1,ukr_rus_suspended,0.8968014304665314,0.8863672889512161,0.8208210673825495,0.010434141515315298,0.07598036308398193
NM,composition,8,2,covid,0.9455769675901564,0.9563165666043074,0.9616528394578518,-0.010739599014151002,-0.016075871867695435
NM,composition,8,2,covid_political,0.8426894146820595,0.8475738333559586,0.8426656646290047,-0.004884418673899105,2.3750053054771847e-05
NM,composition,8,2,cp_hk,0.7420289763088881,0.7066838037008528,0.722898982311117,0.03534517260803527,0.019129993997771044
NM,composition,8,2,election2020,0.8457648599284818,0.8407154962934296,0.8365055588470107,0.005049363635052262,0.009259301081471105
NM,composition,8,2,facebook_page_reference,0.8656178351106315,0.8739680208008864,0.8843733562820257,-0.008350185690254919,-0.01875552117139423
NM,composition,8,2,midterm,0.8683398889399124,0.8518301191001103,0.8609584479496397,0.016509769839802124,0.007381440990272714
NM,composition,8,2,twibot20,0.898834030244542,0.9015549387054882,0.9087031372662246,-0.002720908460946192,-0.009869107021682644
NM,composition,8,2,ukr_rus,0.8995046046958574,0.9025052654332126,0.924297158197425,-0.0030006607373552763,-0.024792553501567616
NM,composition,8,2,ukr_rus_suspended,0.8961870120859694,0.8890127963033215,0.8251905254934025,0.007174215782647875,0.07099648659256685
NM,exposure,1,1,covid,0.96011158447156,0.961537596686133,0.96011158447156,-0.001426012214573058,0.0
NM,exposure,1,1,covid_political,0.8371438159339729,0.8410336360164073,0.8371438159339729,-0.0038898200824344364,0.0
NM,exposure,1,1,cp_hk,0.7198610566128261,0.7105927189191182,0.7198610566128261,0.009268337693707829,0.0
NM,exposure,1,1,election2020,0.8371207552394647,0.8370652000109353,0.8371207552394647,5.5555228529402534e-05,0.0
NM,exposure,1,1,facebook_page_reference,0.8818155691541475,0.876801998998927,0.8818155691541475,0.005013570155220526,0.0
NM,exposure,1,1,midterm,0.8557615565157484,0.855801357620064,0.8557615565157484,-3.9801104315673186e-05,0.0
NM,exposure,1,1,twibot20,0.9077032015241426,0.9061205207616432,0.9077032015241426,0.0015826807624994554,0.0
NM,exposure,1,1,ukr_rus,0.9236361026763916,0.9235431864343842,0.9236361026763916,9.291624200746806e-05,0.0
NM,exposure,1,1,ukr_rus_suspended,0.8177459253661934,0.827116859644309,0.8177459253661934,-0.009370934278115639,0.0
NM,exposure,1,2,covid,0.9624682664871216,0.96178915445832,0.9624682664871216,0.000679112028801554,0.0
NM,exposure,1,2,covid_political,0.8358106540537428,0.8402796859028696,0.8358106540537428,-0.004469031849126837,0.0
NM,exposure,1,2,cp_hk,0.7259700897096218,0.719379757327595,0.7259700897096218,0.006590332382026887,0.0
