task,arm,rung,target,training_seeds,delta_vs_baseline_mean,delta_vs_baseline_min,delta_vs_baseline_max,delta_vs_rung1_mean,delta_vs_rung1_min,delta_vs_rung1_max
NM,exposure,7,ukr_rus,3,0.007069666221223958,0.003538887254123213,0.010159162132219124,-0.006787317511679196,-0.011219955723861141,-0.0016001912369126847
NM,exposure,7,ukr_rus_suspended,3,-0.06656463886129434,-0.06816785335540776,-0.06472416622885324,0.0013770384806784202,-0.005718992222314534,0.00857600850620499
NM,exposure,8,covid,3,0.011007024638954274,0.009914344891734483,0.012656323937164093,0.004633732088680935,0.003762645008920318,0.005288951424346711
NM,exposure,8,covid_political,3,-0.005527393205869258,-0.00838987443638961,-0.003049039018565347,0.005300850658124467,0.00337330486582621,0.0066468314192760225
NM,exposure,8,cp_hk,3,0.00037656058753595306,-0.005442095624989207,0.009252991895565943,-0.005663848197323129,-0.010033294113203084,0.0005350537683771472
NM,exposure,8,election2020,3,-0.0032784795852455564,-0.005150217982544114,-0.0015639411992041108,-8.619005195934874e-05,-0.0011989383861936709,0.000550570159123076
NM,exposure,8,facebook_page_reference,3,-0.007838897549786209,-0.011939662489397596,-0.003962915245143583,-0.01260070312068832,-0.013870650872416679,-0.010722700343735014
NM,exposure,8,midterm,3,0.0018720073261481545,0.0012447072171619666,0.002928639691451407,0.0014446277728026313,-0.001973132566473912,0.00499159988315645
NM,exposure,8,twibot20,3,0.006730339079524324,0.005682630648558007,0.007594769439478122,0.0033424685741293425,0.0009538914965486756,0.006605757927072409
NM,exposure,8,ukr_rus,3,0.012253032242201386,0.011433095219491651,0.012674301657183196,-0.007145978207789098,-0.009562928238134316,-0.0023804952358377207
NM,exposure,8,ukr_rus_suspended,3,-0.05937789628332146,-0.06272874604696532,-0.05406496141148687,0.0012579926585786587,-0.004372524804082456,0.005892617538057365
NM,objective,1,covid,3,-9.150683194758535e-05,-0.000982153415680198,0.0006061637538601339,0.0,0.0,0.0
NM,objective,1,covid_political,3,-0.006003687116834892,-0.007092088940499841,-0.004117369377750091,0.0,0.0,0.0
NM,objective,1,cp_hk,3,-0.0022662588462976454,-0.005899446175016254,0.00013666947682700048,0.0,0.0,0.0
NM,objective,1,election2020,3,-0.0040971533092044226,-0.0064757691032582,-0.0006442616725788053,0.0,0.0,0.0
NM,objective,1,facebook_page_reference,3,-0.004202398303824813,-0.015154140022979545,0.001824359373114648,0.0,0.0,0.0
NM,objective,1,midterm,3,-0.0033980012853483212,-0.008174057253475642,0.001164783828560001,0.0,0.0,0.0
NM,objective,1,twibot20,3,-0.001474606488399477,-0.0020993619129574537,-0.0004175963072939881,0.0,0.0,0.0
NM,objective,1,ukr_rus,3,0.0018160074149968786,0.00026884051575082335,0.003494964248832555,0.0,0.0,0.0
NM,objective,1,ukr_rus_suspended,3,0.0009219230363194756,-0.0025619025888111713,0.002892643144760898,0.0,0.0,0.0
NM,objective,2,covid,3,0.002871288650337441,0.0016459399256213425,0.003873551302942979,0.006037781932801689,0.004850516922172421,0.006883637521459041
NM,objective,2,covid_political,3,-0.0015158659653645341,-0.0025372881998960706,-0.0002425576078481928,0.005251393007592697,0.001438277480246053,0.00974486627797988
NM,objective,2,cp_hk,3,0.006616411355263548,0.002208581601066406,0.01036711657184286,0.0017213720471466927,-0.003711802795015595,0.00686319984238748
NM,objective,2,election2020,3,-0.0009837283941977655,-0.0032373013167545928,0.0021270827315318375,0.004900291733357968,-0.0003043539222632452,0.009172863110728624
NM,objective,2,facebook_page_reference,3,-0.001940438847888822,-0.004113095519186372,0.0008607502641349019,-0.006231583717682325,-0.008094647972063163,-0.004937086434199989
NM,objective,2,midterm,3,0.003996681573290546,-0.0005827224117584962,0.007321003935803039,0.00442227760037243,0.002563590153880413,0.005765122928838684
NM,objective,2,twibot20,3,0.002345546908762134,0.0013275639764191993,0.003978596747606478,0.006984610210433247,0.0058442356942710605,0.008100176679676996
NM,objective,2,ukr_rus,3,0.0007927931131529823,-0.00030295588504325455,0.002119122976544041,-0.0041005254248549505,-0.006253189191050779,-0.002266915913285983
NM,objective,2,ukr_rus_suspended,3,-0.001156896740997393,-0.008103798860791156,0.006543533829436843,-0.0037410214029508873,-0.004004345954149557,-0.003412452237359198
NM,objective,3,covid,3,0.0008785094337900498,-0.00022464086269513572,0.0017806249103324845,0.002608211926573715,1.012552743695494e-05,0.005026693453734188
NM,objective,3,covid_political,3,0.001897674730454213,-0.002723551618641906,0.004712825259943099,0.006641747485632103,0.004302893287833953,0.010150556454713189
NM,objective,3,cp_hk,3,0.0037862444289343453,-0.0015487280385247937,0.010687169261362595,0.005544262096799701,0.004465139871356216,0.006911291199169001
NM,objective,3,election2020,3,0.0004930890382934816,-0.0002788815005069223,0.0016256754425748587,0.007387041588852543,0.004099932073176604,0.010135894534231471
NM,objective,3,facebook_page_reference,3,-0.0010845778088915219,-0.0039934017192356785,0.002222523195990478,-0.012680600703447675,-0.02055922541125066,-0.007253124248022047
NM,objective,3,midterm,3,-0.0003944410674874277,-0.0016667566080204033,0.0005960098628340349,0.01566951238332574,0.013599506054801425,0.018097376412358646
NM,objective,3,twibot20,3,0.0012135832245778373,-0.00045913923745877216,0.002629071542586292,0.004882475973545741,0.0042123494477107615,0.006222354817664422
NM,objective,3,ukr_rus,3,0.001203994138944268,-0.0006252227158380919,0.004500043940270149,-0.010312458610169198,-0.015078196991448856,-0.004708950821010416
NM,objective,3,ukr_rus_suspended,3,0.000692168825887666,-0.001462095222253823,0.0031807440450821733,-0.0022260656758742816,-0.006295988477509451,0.000909910256835178
NM,objective,4,covid,3,0.005144241623494768,0.0038291272075695604,0.007121126131079625,-0.00128680074808681,-0.0025277678993925745,-0.0001483581532003564
NM,objective,4,covid_political,3,-0.0008271173499095527,-0.008572102278128435,0.012977282617284036,0.020378596298539442,0.016478161291144433,0.024416580419430844
NM,objective,4,cp_hk,3,0.005625533372506375,-0.0013938070713785944,0.012401548884380942,0.004999073894544607,0.0022562080416185237,0.0071491134577783555
NM,objective,4,election2020,3,0.00033652449019564806,-0.0019627209367423237,0.003142529794539217,0.010547010788972208,0.005818230530310942,0.013815470673572028
NM,objective,4,facebook_page_reference,3,0.006250719183706195,0.0039642812191752475,0.009191089525990126,-0.016345960061668996,-0.023092680826954814,-0.011605796046640582
NM,objective,4,midterm,3,0.008019984362225877,0.003282209785505419,0.01462400356928506,0.013595829247514938,0.009905783746434471,0.016764358131364787
NM,objective,4,twibot20,3,0.0018739014293043255,0.0007939385271621413,0.0024892287692805937,0.0024114354816890207,0.0017098096595414836,0.0037669391467654023
NM,objective,4,ukr_rus,3,0.006612486035430927,0.005916685756595652,0.007523256334765138,-0.015597080407928324,-0.01726723676440367,-0.012716108629073242
NM,objective,4,ukr_rus_suspended,3,0.006510149382083348,0.003915692471909815,0.010975005434847418,-0.0032797673196170254,-0.01293016987285367,0.007859515458688016
NM,objective,5,covid,3,0.005223201243813517,0.0027418287321067103,0.006634048894904154,-0.0016955082900678524,-0.0037791111003393496,0.0007257134064861948
NM,objective,5,covid_political,3,0.0035912642990492496,-0.005597054410254931,0.009942458963942302,0.025514851950137547,0.019031858855280248,0.031899497289767265
NM,objective,5,cp_hk,3,0.003763438641339989,-0.00037889645017408213,0.007645079733311411,-0.0005968155988787712,-0.0034778614153809784,0.0029838926490697304
NM,objective,5,election2020,3,0.0007232003741795371,-0.0005167795323776092,0.002512941826349091,0.01304084459940591,0.005885539383723715,0.016888657931623863
NM,objective,5,facebook_page_reference,3,0.011110148987094207,0.00024388946335895945,0.021020187591684336,-0.018367155484312742,-0.02175143532369317,-0.01649589415254249
NM,objective,5,midterm,3,0.00025038340082580063,-0.0048258523831421485,0.006024699101502828,0.00826159706517656,0.0033294588669963154,0.01169405805653545
NM,objective,5,twibot20,3,0.001559459386657543,0.0005261149899712381,0.002357131448285421,0.001977033313663427,1.3497917131233272e-05,0.003432944451255193
NM,objective,5,ukr_rus,3,0.006569110159672875,0.0032564761994899882,0.009892619478291231,-0.018653969609417786,-0.022929523045989497,-0.014896861849159948
NM,objective,5,ukr_rus_suspended,3,-0.0001260468786247193,-0.0036190261786011035,0.003317262386453579,-0.007250440075022957,-0.009754683368507266,-0.0035894102063672717
NM,objective,6,covid,3,0.0023894073862681386,0.0014347769748203065,0.003905081885984818,-0.0034781547798506582,-0.0057080760769460115,-0.0016681229931180264
NM,objective,6,covid_political,3,0.004815736949672189,0.004154906464719277,0.005443663021613809,0.021632104084409447,0.01516021942270207,0.02573880162732356
NM,objective,6,cp_hk,3,-0.007019410781933392,-0.015747903818371545,0.003925334037035433,0.0007564447391992616,-0.0053697580578682125,0.006653044552638376
NM,objective,6,election2020,3,0.00026100357830290594,-0.004307578623980124,0.0058749256462885535,0.011870903758710213,0.007797051024162616,0.01444916272985508
NM,objective,6,facebook_page_reference,3,0.0004208751108452831,-0.009025154853689488,0.007424977044949377,-0.024567879525181063,-0.03689475799429032,-0.013484422913912941
NM,objective,6,midterm,3,0.004744851132462184,0.0023294543397833767,0.008138618661069241,0.01172499866777891,0.009359394544842248,0.014314956363590148
NM,objective,6,twibot20,3,0.0004406718001966903,-0.0021655192320377825,0.003519849119515306,-0.0020536683528360467,-0.006755676214722728,0.00037475851760504497
NM,objective,6,ukr_rus,3,0.0033971178577319274,0.0019895815301212982,0.004906253294012841,-0.017330810713128624,-0.023003483366692445,-0.013187990106385272
NM,objective,6,ukr_rus_suspended,3,0.0014349804070718324,-0.0036811642263128164,0.0043665698204917724,0.06781210853678976,0.06409009626542006,0.06989827923391057
NM,objective,7,covid,3,0.0019473824007758174,-0.0015294808080826838,0.004329974486909971,-0.0037843140605764067,-0.00498526562219348,-0.0018834752598027027
NM,objective,7,covid_political,3,0.000510679533655134,-0.0025905122702148953,0.0054897729007675755,0.014017134105565487,0.0101875691578307,0.01897727566203855
NM,objective,7,cp_hk,3,-0.002132283042673914,-0.011665837381077848,0.003635835099494167,0.010642103719528525,0.00374882193817494,0.02282462901082527
NM,objective,7,election2020,3,0.0016216365770363634,-0.0013569475590496927,0.005247398354541688,0.010228126487512626,0.005185947198977137,0.013173731442155723
NM,objective,7,facebook_page_reference,3,-0.0014888411737491076,-0.0077395873508232516,0.005645020391749633,-0.022759153970813333,-0.02747076174308527,-0.019038307666778498
NM,objective,7,midterm,3,0.004837897088792602,0.002722573828423225,0.006126502464557371,0.012856133230801259,0.008079278195041395,0.015931893217152604
NM,objective,7,twibot20,3,-0.0006321400518162212,-0.002726436346426775,0.0009563306282305284,-0.0005633046343866225,-0.0024187833413312765,0.0011711730354133643
NM,objective,7,ukr_rus,3,-0.0023307887987159917,-0.004594426182494615,-0.0008639652153543675,-0.017688144988940706,-0.020826243943181666,-0.014444300772129881
NM,objective,7,ukr_rus_suspended,3,0.002262065100030427,0.0004915484066667641,0.00384566866118341,0.06858858029961128,0.06246573239907427,0.07588239716387346
NM,objective,8,covid,3,0.0025359623276867507,-0.0015507403461414437,0.006675682670768679,-0.004730110241535394,-0.0071247973661313635,-0.002723865810481896
NM,objective,8,covid_political,3,0.0021581713267213587,-0.001368192831675219,0.006964989092158369,0.015122227650492611,0.011446185495661565,0.02119293980214776
NM,objective,8,cp_hk,3,0.006121454887463333,-0.006901183210570205,0.017418674490917718,0.007665504166906552,0.005754922861340495,0.010622167039191832
NM,objective,8,election2020,3,0.002130336185981611,0.0010579736753442148,0.0036957596910413004,0.011072539963484637,0.006781179466466725,0.014178363619179346
NM,objective,8,facebook_page_reference,3,-0.0005901615281669695,-0.001812335540508081,0.0009523650695538732,-0.00013926992927926207,-0.007868967659171888,0.0077793377569354005
NM,objective,8,midterm,3,0.007506448875442125,0.0033808664343827344,0.010110471577480129,0.00958957124030472,0.006250076595394338,0.01244391655099808
NM,objective,8,twibot20,3,0.0003343538762965818,-0.0003156688021516141,0.0015725771586100334,-0.0016669237750699766,-0.0022877346510176144,-0.0012199928020607542
NM,objective,8,ukr_rus,3,0.0007868959985930513,-5.215913399858607e-05,0.0019876769219321355,-0.02011248690871899,-0.023403360925871697,-0.016295108575930528
NM,objective,8,ukr_rus_suspended,3,0.0052214744904031845,-0.0032133628582131646,0.011385256531594834,0.06424220128991139,0.05782986523091094,0.06820065728549318
NM,schedule,1,covid,3,-0.0017433917385407671,-0.0022129345214227936,-0.0010830705193267676,0.0,0.0,0.0
NM,schedule,1,covid_political,3,-0.0038336944306033294,-0.005734504776439553,-0.0021592915743244845,0.0,0.0,0.0
NM,schedule,1,cp_hk,3,0.001744672393433418,-0.0018740700579238379,0.006254940608451998,0.0,0.0,0.0
NM,schedule,1,election2020,3,0.0016314800671691405,-0.0005947454222318127,0.003885157491969049,0.0,0.0,0.0
NM,schedule,1,facebook_page_reference,3,-0.0006895670945617308,-0.01018223378850136,0.010906223456064845,0.0,0.0,0.0
NM,schedule,1,midterm,3,0.0012643516292060175,-0.007639944142308619,0.009132205343794553,0.0,0.0,0.0
NM,schedule,1,twibot20,3,-0.0012299463666719153,-0.0037574018555124322,0.0004031092271037373,0.0,0.0,0.0
NM,schedule,1,ukr_rus,3,-0.0011018169337304224,-0.001396657406598667,-0.0005621078370630084,0.0,0.0,0.0
NM,schedule,1,ukr_rus_suspended,3,-0.0032409268320748863,-0.008977198052680602,0.0022698562720725457,0.0,0.0,0.0
NM,schedule,2,covid,3,-0.001784302813796416,-0.002779968168543423,-0.0005027610680149452,0.003034075375261014,0.0026082422541476857,0.003754971356227599
NM,schedule,2,covid_political,3,-0.0032479071525778336,-0.005827934714569438,-0.0007032493065142198,0.0013493591341478355,0.0002529458067881407,0.002752759401825844
NM,schedule,2,cp_hk,3,-0.00038320794416091264,-0.007634156325767472,0.003463522867224733,-0.009289178492008832,-0.011543801187098635,-0.007331334311386328
NM,schedule,2,election2020,3,-0.0003680362098517446,-0.005088722979885274,0.002363598346710405,-0.0002126494586695745,-0.002205291835740919,0.001957133720661086
NM,schedule,2,facebook_page_reference,3,-0.005192967210236136,-0.012936325730948606,0.0034526718073878415,-0.01299694328929272,-0.02394395436363661,-0.004613279885259169
NM,schedule,2,midterm,3,-0.003111719811099589,-0.00452092885971056,-0.0004773729148949135,-0.0073484766985720444,-0.01261792265135675,-0.0028165844665174466
NM,schedule,2,twibot20,3,-0.0018035447917222152,-0.0027883728345237113,-0.0005720013859626949,0.0025908583882213363,0.0007025961218212196,0.004673012645765251
NM,schedule,2,ukr_rus,3,-0.0005209335422151998,-0.0033985871008075375,0.0026074139551184317,-0.0024964277314958316,-0.0045061540329595084,0.0007638918942418638
NM,schedule,2,ukr_rus_suspended,3,-0.0003773597465164628,-0.006896261237133272,0.004818397691880083,0.0012013654599244046,-0.004908615282212314,0.005498773339150831
NM,schedule,3,covid,3,-0.0012143118171401568,-0.0022690335909530956,0.0007855753789003384,0.0021672755822366905,0.0010779520560951772,0.003560675697765303
NM,schedule,3,covid_political,3,0.0024662242081885757,-0.00016586999783574363,0.005008643386007705,0.005040304277134903,-0.00031837005724877354,0.010677504128423276
NM,schedule,3,cp_hk,3,0.003831535874655456,-0.0017725877378178545,0.008115535494925052,0.0015786223027897488,-0.006280332735215222,0.009284614283463166
NM,schedule,3,election2020,3,0.00043632778628114693,-0.0006519136757685562,0.002267112129035853,0.0016016469604666443,-0.0011982812278572563,0.004023082228912678
NM,schedule,3,facebook_page_reference,3,-0.001148240547984014,-0.0030998567055011694,0.002094880465803639,-0.01625709465180325,-0.022030091970816512,-0.010671374167519065
NM,schedule,3,midterm,3,-0.004910236665572332,-0.00599673452048477,-0.0032563869980561932,0.006491363870686495,0.0024882739987865943,0.008801020424941575
NM,schedule,3,twibot20,3,-0.0006838788474656798,-0.0014071101429818933,0.00033892941200863724,0.0027403537797746624,-0.00042901929767624747,0.007272018235305211
NM,schedule,3,ukr_rus,3,0.0015693733975348234,-0.002067698281386976,0.004637588988775532,-0.007029255002851342,-0.013439797669991815,-0.0005143336866094694
NM,schedule,3,ukr_rus_suspended,3,-0.0026861718331258797,-0.009599953136224637,0.00341407471689692,-0.0014415564664934655,-0.01124800005178328,0.004037587259007602
NM,schedule,4,covid,3,0.0022221619598710163,-0.0016600078549877662,0.007338205425218569,-0.00255699550511738,-0.0061899204363766724,0.00022964532347924393
NM,schedule,4,covid_political,3,-0.010949070882979991,-0.012203292188973203,-0.009909686823000863,0.008086650079237442,0.0010195285424418055,0.012958445768246674
NM,schedule,4,cp_hk,3,0.00024297712406440297,-0.0036312521189110214,0.005629048265259895,-0.004394413593628428,-0.013996495186597624,0.002387352373408147
NM,schedule,4,election2020,3,-0.002394364163336604,-0.00451479095152052,0.0011572129424960442,0.0020874887590663915,0.0010879509750453265,0.003783397427920776
NM,schedule,4,facebook_page_reference,3,0.00798942686497491,-0.0013496512654181947,0.01302380164464334,-0.018120083589663365,-0.024946469548104866,-0.012744990162465553
NM,schedule,4,midterm,3,-0.0006606392476751211,-0.00664268512835442,0.007780972979534617,0.00025285272305960077,-0.007335583094892795,0.009387214430447322
NM,schedule,4,twibot20,3,-0.0010474567669105372,-0.004157986449099149,0.002276312345745768,-0.0007545828362534035,-0.0049581827788515165,0.0033568197283250223
NM,schedule,4,ukr_rus,3,0.008547285370443025,0.0039871177454101625,0.01328432368136001,-0.010744456724188925,-0.011732632949434496,-0.009431302410432774
NM,schedule,4,ukr_rus_suspended,3,-0.002072202930961997,-0.008227167184325479,0.007350294754422726,-0.007699269764268009,-0.020460602469827727,0.0011926012477655457
NM,schedule,5,covid,3,-0.0036344221725317003,-0.008736814438611407,0.0008571913872641446,-0.008901246799819887,-0.010652012660585353,-0.007241564920579258
NM,schedule,5,covid_political,3,-0.01586811040096355,-0.022380874759849623,-0.004838203424694987,0.003885484563893186,-0.003070526150451336,0.013836525500505625
NM,schedule,5,cp_hk,3,0.0037324479713294703,-0.0012712696502946708,0.008401438833653296,-0.004638737508620354,-0.009064102446895927,-0.0007107627802882543
NM,schedule,5,election2020,3,-0.0040365465756119585,-0.00786982254050228,0.0028382509604267803,0.002552464273240851,0.0004790282797538792,0.006161332267454411
NM,schedule,5,facebook_page_reference,3,-0.000596021555392808,-0.00553675259666897,0.006791967222059991,-0.03358615723606284,-0.041265995064001304,-0.027248442447048604
NM,schedule,5,midterm,3,-0.0013633858655146918,-0.007624245786118533,0.004360708560066651,0.0019854748842817274,-0.004954458653241511,0.010781021090759513
NM,schedule,5,twibot20,3,-0.007021117895498937,-0.009609159518932375,-0.0027607076469506886,-0.006848204090220615,-0.011229604140095217,-0.0024468515111113476
NM,schedule,5,ukr_rus,3,-0.0008984538330429892,-0.010780305835022319,0.009627756990235214,-0.02320370925340635,-0.024876571797776692,-0.0215788594607651
NM,schedule,5,ukr_rus_suspended,3,-0.0056691139137151625,-0.007083909538970645,-0.004829265605444166,-0.008630657241719039,-0.014791972472749992,-0.004346113506404903
NM,schedule,6,covid,3,-0.0035366266166569535,-0.0055777629216513525,-0.0005268787515572138,-0.007752303876182569,-0.010406212286017569,-0.0028731733903115675
NM,schedule,6,covid_political,3,-0.008787593759339463,-0.013016189925972088,-0.004817853028746821,0.005858780689166232,0.0006777356410846425,0.013666947545676322
NM,schedule,6,cp_hk,3,-0.004948075201319457,-0.007377347863953609,-0.0019441201769069272,-0.0011831509199178674,-0.003751794908238626,0.0027943298734468547
NM,schedule,6,election2020,3,-0.0046113814887415545,-0.010155665600436903,0.003376277835889896,0.001269885315292189,-0.0015381760980891501,0.0052488869634169655
NM,schedule,6,facebook_page_reference,3,-0.009439426226634443,-0.021374417995584705,0.0012836822148025728,-0.03794101207192387,-0.05942765885385992,-0.020286528269449988
NM,schedule,6,midterm,3,-0.0020322200438985063,-0.00618313468735765,0.004532575470277522,0.00028557457686388216,-0.0053835822247910725,0.010174800061631406
NM,schedule,6,twibot20,3,-0.004452428918232054,-0.0065157335380029435,-0.002924723871823187,-0.007191429192992353,-0.009278696295858535,-0.0037221143985618488
NM,schedule,6,ukr_rus,3,-0.00223813061513208,-0.010201950593926479,0.005644100972975963,-0.020048234837265328,-0.02553408104797905,-0.010371501555387908
NM,schedule,6,ukr_rus_suspended,3,-0.016692704852969992,-0.027226243896045887,-0.004159166072976839,0.053847273145142295,0.041653608727729385,0.07308147501671458
NM,schedule,7,covid,3,-0.00337248908148872,-0.006596730906388015,0.0019236050803086435,-0.007452300636247762,-0.01093092663534756,-0.004188927562757461
NM,schedule,7,covid_political,3,-0.011316320311520781,-0.01743691652670676,-0.0034252744981612127,2.0141574158009472e-05,-0.004459496202139923,0.0034872052313265067
NM,schedule,7,cp_hk,3,-0.016102554880339365,-0.026881072850062915,0.0008616679016203443,-0.007339099357867991,-0.014983219387887492,0.006592114492394607
NM,schedule,7,election2020,3,-0.0010800675414072887,-0.007755533991188668,0.00567604289657786,0.0017977889926954111,-0.002153682845762339,0.004545789340446582
NM,schedule,7,facebook_page_reference,3,-0.005885560850530602,-0.010433129332531044,0.0015407133376460491,-0.03066870485685791,-0.03867907866664322,-0.02282762883723466
NM,schedule,7,midterm,3,-0.0021016969991368337,-0.014848747472653079,0.004341299917506092,0.001254186228317485,-0.010066993346159125,0.01209896926222187
NM,schedule,7,twibot20,3,-0.009121055301578659,-0.02127105710150201,-0.002070357607699136,-0.00929688000587662,-0.023897016733542276,0.001484290347702144
NM,schedule,7,ukr_rus,3,-0.009560246257489672,-0.0129502344405511,-0.006165771648801721,-0.021999778098987084,-0.025776126740992944,-0.01568903511968167
NM,schedule,7,ukr_rus_suspended,3,-0.006770172977812905,-0.02085452408626176,0.00968495648482759,0.0637191920901623,0.05149858970751697,0.08466912576521957
NM,schedule,8,covid,3,-0.010486960182701491,-0.012120041216927224,-0.00788228799556856,-0.016101147845330455,-0.01818224643838806,-0.01474150254808626
NM,schedule,8,covid_political,3,-0.022192039617633535,-0.031185694809617748,-0.015405088868634342,-0.011397975980093844,-0.02112730947034125,-0.0025347223227052407
NM,schedule,8,cp_hk,3,0.001334021922728949,-0.013537124929756894,0.011508879990413168,-0.0011328600375588953,-0.007307459568155039,0.005949099721579421
NM,schedule,8,election2020,3,-0.0037324586590587274,-0.004860439108706149,-0.001775141420035653,-0.0005188882579292656,-0.003296224139202941,0.0038985481207398642
NM,schedule,8,facebook_page_reference,3,-0.018952310496363034,-0.027045356679236576,-0.013700095127368694,-0.02201425010673841,-0.028484938473537058,-0.009982149491364778
NM,schedule,8,midterm,3,-0.005872938779122057,-0.008880666891733613,-0.002187106116064763,-0.0084521693288138,-0.014014922613385106,-0.003669248504200251
NM,schedule,8,twibot20,3,-0.015807841107306448,-0.01983797372072582,-0.011480140000924566,-0.018053778880400568,-0.02546210097170387,-0.013669928051959657
NM,schedule,8,ukr_rus,3,-0.011112387472642279,-0.01276471929988654,-0.009341930246901109,-0.02909394603122702,-0.03351237554659792,-0.025456226283106287
NM,schedule,8,ukr_rus_suspended,3,0.011359484031282655,0.006644716070986267,0.0178067152527559,0.07454306069918522,0.0687668375585273,0.07785464812969345
