step,train_loss,validation_loss
250,0.6936166286468506,0.7012301282750236
500,0.7361463308334351,0.7033535199032889
750,0.6760594248771667,0.6789050545957354
1000,0.8369435667991638,0.7773817751142713
1250,0.6698585748672485,0.6764966938230725
1500,0.6799039244651794,0.6769593215650982
1750,0.6785949468612671,0.7302465895811717
2000,0.6480681896209717,0.6747561915053262
2250,0.6774582862854004,0.6762588898340861
2500,0.7089337110519409,0.6993398086892234
