display_name,feature_dim,run,test_accuracy,test_average_precision,test_balanced_accuracy,test_examples,test_f1,test_roc_auc,train_examples,validation_examples,validation_threshold,pretraining_updates
step-0,64,step-0,0.6973795435333897,0.7444461820182349,0.6784444060773481,1183,0.7647831800262812,0.7616525667587477,8278,2365,0.33,0
step-20,64,step-20,0.6999154691462384,0.7436077029670818,0.6826024401473296,1183,0.7631754503002002,0.7607029811233885,8278,2365,0.35000000000000003,20
step-60,64,step-60,0.7185122569737954,0.7435374054453365,0.7049536717311233,1183,0.7698686938493434,0.7609504488950277,8278,2365,0.39,60
step-100,64,step-100,0.702451394759087,0.7450391364253786,0.6862022329650093,1183,0.7628032345013477,0.7613950276243093,8278,2365,0.36000000000000004,100
step-300,64,step-300,0.7125950972104819,0.7420405955076366,0.6973915170349908,1183,0.7687074829931972,0.7591404811233886,8278,2365,0.39,300
step-900,64,step-900,0.7092138630600169,0.7404658359117202,0.6937082757826888,1183,0.7666214382632293,0.7599102209944751,8278,2365,0.39,900
step-2000,64,step-2000,0.7142857142857143,0.7417254078468604,0.6996518186003684,1183,0.7688098495212038,0.7599720879373849,8278,2365,0.38,2000
