accuracy,architecture,baseline,checkpoint_step,dataset,episode_fingerprint,episodes,eval_episode_seed_offset,f1,model_id,n_query,n_shot,n_way,queries,roc_auc,seed,sources,task,training_seed
0.8444010416666666,vision,pretrained,100,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8394895903290799,all9,12,10,2,3072,0.9057105184460212,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.8509114583333334,vision,pretrained,100,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8478405315614618,all9,12,10,2,3072,0.9088940967974335,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.8570963541666666,vision,pretrained,100,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8513376227565188,all9,12,10,2,3072,0.9125256147540985,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.9609375,vision,pretrained,100,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9609375,all9,1,10,2,256,0.9832763671875,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.953125,vision,pretrained,100,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.953125,all9,1,10,2,256,0.9775390625,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.953125,vision,pretrained,100,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.953125,all9,1,10,2,256,0.9805908203125,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.7998046875,vision,pretrained,100,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.8011639185257032,all9,4,10,2,1024,0.8766250610351562,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.79296875,vision,pretrained,100,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7965451055662188,all9,4,10,2,1024,0.8741569519042969,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.791015625,vision,pretrained,100,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7914230019493177,all9,4,10,2,1024,0.8824386596679688,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.5524088541666666,vision,pretrained,100,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5472505762265394,all9,12,10,2,3072,0.5718002319335938,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.5501302083333334,vision,pretrained,100,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5678549093183239,all9,12,10,2,3072,0.5795807308620877,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.5602213541666666,vision,pretrained,100,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5583524027459954,all9,12,10,2,3072,0.5839150746663411,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.5234375,vision,pretrained,100,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5271317829457365,all9,1,10,2,256,0.5372314453125,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.52734375,vision,pretrained,100,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5898305084745763,all9,1,10,2,256,0.49969482421875,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.51953125,vision,pretrained,100,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5461254612546126,all9,1,10,2,256,0.51080322265625,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.8098958333333334,vision,pretrained,300,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8040268456375839,all9,12,10,2,3072,0.8787287945518312,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.8072916666666666,vision,pretrained,300,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8021390374331551,all9,12,10,2,3072,0.8773412225076801,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.80859375,vision,pretrained,300,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8026845637583893,all9,12,10,2,3072,0.8777082398798358,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.9453125,vision,pretrained,300,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9457364341085271,all9,1,10,2,256,0.97943115234375,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.953125,vision,pretrained,300,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.952755905511811,all9,1,10,2,256,0.97760009765625,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.94140625,vision,pretrained,300,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9411764705882353,all9,1,10,2,256,0.97113037109375,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.7900390625,vision,pretrained,300,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7934678194044188,all9,4,10,2,1024,0.8751716613769531,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.791015625,vision,pretrained,300,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7938342967244701,all9,4,10,2,1024,0.8744049072265625,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
