accuracy,architecture,baseline,checkpoint_step,dataset,episode_fingerprint,episodes,eval_episode_seed_offset,f1,model_id,n_query,n_shot,n_way,queries,roc_auc,seed,sources,task,training_seed
0.80078125,vision,pretrained,300,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.8027079303675049,all9,4,10,2,1024,0.8831329345703125,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.560546875,vision,pretrained,300,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5689655172413793,all9,12,10,2,3072,0.5887875027126737,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.56640625,vision,pretrained,300,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5760661998726926,all9,12,10,2,3072,0.5915775299072267,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.5738932291666666,vision,pretrained,300,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5816554809843401,all9,12,10,2,3072,0.5965578291151259,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.52734375,vision,pretrained,300,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5399239543726235,all9,1,10,2,256,0.51971435546875,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.48046875,vision,pretrained,300,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.49429657794676807,all9,1,10,2,256,0.5242919921875,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.5234375,vision,pretrained,300,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5413533834586466,all9,1,10,2,256,0.51806640625,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.7734375,vision,pretrained,900,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.7640677966101694,all9,12,10,2,3072,0.8460194332300247,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.7776692708333334,vision,pretrained,900,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.769022658099425,all9,12,10,2,3072,0.8532680263300981,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.7779947916666666,vision,pretrained,900,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.7706792199058508,all9,12,10,2,3072,0.8463008556942065,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.90625,vision,pretrained,900,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9076923076923077,all9,1,10,2,256,0.95904541015625,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.91015625,vision,pretrained,900,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9118773946360154,all9,1,10,2,256,0.95904541015625,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.921875,vision,pretrained,900,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.921875,all9,1,10,2,256,0.96075439453125,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.7880859375,vision,pretrained,900,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7903381642512077,all9,4,10,2,1024,0.8790111541748047,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.810546875,vision,pretrained,900,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.8145315487571702,all9,4,10,2,1024,0.8847389221191406,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.8115234375,vision,pretrained,900,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.8138862102217936,all9,4,10,2,1024,0.8847732543945312,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.5595703125,vision,pretrained,900,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5675934803451582,all9,12,10,2,3072,0.5814107259114583,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.5631510416666666,vision,pretrained,900,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5679330328396651,all9,12,10,2,3072,0.5831546783447266,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.560546875,vision,pretrained,900,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5706106870229007,all9,12,10,2,3072,0.5899874369303386,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.51171875,vision,pretrained,900,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5173745173745173,all9,1,10,2,256,0.52264404296875,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.55078125,vision,pretrained,900,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5692883895131086,all9,1,10,2,256,0.54791259765625,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.5390625,vision,pretrained,900,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.556390977443609,all9,1,10,2,256,0.54803466796875,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.7643229166666666,vision,pretrained,2500,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.7572099262240107,all9,12,10,2,3072,0.8363852272109398,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.76953125,vision,pretrained,2500,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.7627345844504021,all9,12,10,2,3072,0.8423235597966452,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.7760416666666666,vision,pretrained,2500,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.7692823608316566,all9,12,10,2,3072,0.84900973275698,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.90625,vision,pretrained,2500,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9083969465648855,all9,1,10,2,256,0.9468994140625,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.90625,vision,pretrained,2500,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9069767441860465,all9,1,10,2,256,0.93792724609375,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.91015625,vision,pretrained,2500,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9111969111969112,all9,1,10,2,256,0.947509765625,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.810546875,vision,pretrained,2500,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.8145315487571702,all9,4,10,2,1024,0.8885040283203125,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.806640625,vision,pretrained,2500,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.8107074569789675,all9,4,10,2,1024,0.8862152099609375,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.8037109375,vision,pretrained,2500,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.8061716489874639,all9,4,10,2,1024,0.8867530822753906,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.5654296875,vision,pretrained,2500,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5719781981404296,all9,12,10,2,3072,0.5838883717854817,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.5634765625,vision,pretrained,2500,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5706051873198847,all9,12,10,2,3072,0.5838644239637587,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.5572916666666666,vision,pretrained,2500,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5624195624195624,all9,12,10,2,3072,0.5831309424506294,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.50390625,vision,pretrained,2500,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5134099616858238,all9,1,10,2,256,0.534912109375,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,0
0.52734375,vision,pretrained,2500,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5291828793774319,all9,1,10,2,256,0.560546875,1,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,1
0.55859375,vision,pretrained,2500,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5735849056603773,all9,1,10,2,256,0.5623779296875,2,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20', 'cp_hk', 'facebook_page_reference']",classification,2
0.8317057291666666,vision,pretrained,100,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8270324523251924,ordA_r3,12,10,2,3072,0.8848841941250035,0,"['ukr_rus', 'covid', 'midterm']",classification,0
0.8411458333333334,vision,pretrained,100,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.835023664638269,ordA_r3,12,10,2,3072,0.9011956525432944,1,"['ukr_rus', 'covid', 'midterm']",classification,1
0.8271484375,vision,pretrained,100,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8234120385766545,ordA_r3,12,10,2,3072,0.8822904347796536,2,"['ukr_rus', 'covid', 'midterm']",classification,2
0.90234375,vision,pretrained,100,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9034749034749034,ordA_r3,1,10,2,256,0.96221923828125,0,"['ukr_rus', 'covid', 'midterm']",classification,0
0.92578125,vision,pretrained,100,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9266409266409267,ordA_r3,1,10,2,256,0.96435546875,1,"['ukr_rus', 'covid', 'midterm']",classification,1
0.90625,vision,pretrained,100,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.90625,ordA_r3,1,10,2,256,0.95672607421875,2,"['ukr_rus', 'covid', 'midterm']",classification,2
0.7333984375,vision,pretrained,100,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.738255033557047,ordA_r3,4,10,2,1024,0.8147163391113281,0,"['ukr_rus', 'covid', 'midterm']",classification,0
0.7490234375,vision,pretrained,100,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7526467757459095,ordA_r3,4,10,2,1024,0.8121623992919922,1,"['ukr_rus', 'covid', 'midterm']",classification,1
0.720703125,vision,pretrained,100,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7239382239382239,ordA_r3,4,10,2,1024,0.7933082580566406,2,"['ukr_rus', 'covid', 'midterm']",classification,2
0.5543619791666666,vision,pretrained,100,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5596654872949501,ordA_r3,12,10,2,3072,0.5829346974690756,0,"['ukr_rus', 'covid', 'midterm']",classification,0
0.5576171875,vision,pretrained,100,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.56512,ordA_r3,12,10,2,3072,0.5855871836344401,1,"['ukr_rus', 'covid', 'midterm']",classification,1
0.5699869791666666,vision,pretrained,100,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5753776920604308,ordA_r3,12,10,2,3072,0.5911282433403863,2,"['ukr_rus', 'covid', 'midterm']",classification,2
0.48828125,vision,pretrained,100,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5093632958801498,ordA_r3,1,10,2,256,0.52532958984375,0,"['ukr_rus', 'covid', 'midterm']",classification,0
0.5625,vision,pretrained,100,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5971223021582733,ordA_r3,1,10,2,256,0.54534912109375,1,"['ukr_rus', 'covid', 'midterm']",classification,1
0.53515625,vision,pretrained,100,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5608856088560885,ordA_r3,1,10,2,256,0.51910400390625,2,"['ukr_rus', 'covid', 'midterm']",classification,2
0.8460286458333334,vision,pretrained,300,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8407943453382699,ordA_r3,12,10,2,3072,0.9014407555800235,0,"['ukr_rus', 'covid', 'midterm']",classification,0
0.8522135416666666,vision,pretrained,300,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8471380471380472,ordA_r3,12,10,2,3072,0.9051234605660223,1,"['ukr_rus', 'covid', 'midterm']",classification,1
0.841796875,vision,pretrained,300,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8383233532934131,ordA_r3,12,10,2,3072,0.8983306656607672,2,"['ukr_rus', 'covid', 'midterm']",classification,2
0.91015625,vision,pretrained,300,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9098039215686274,ordA_r3,1,10,2,256,0.96307373046875,0,"['ukr_rus', 'covid', 'midterm']",classification,0
0.9140625,vision,pretrained,300,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9140625,ordA_r3,1,10,2,256,0.9659423828125,1,"['ukr_rus', 'covid', 'midterm']",classification,1
0.92578125,vision,pretrained,300,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9260700389105059,ordA_r3,1,10,2,256,0.96600341796875,2,"['ukr_rus', 'covid', 'midterm']",classification,2
0.7666015625,vision,pretrained,300,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7717287488061128,ordA_r3,4,10,2,1024,0.8526935577392578,0,"['ukr_rus', 'covid', 'midterm']",classification,0
0.7607421875,vision,pretrained,300,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7581441263573544,ordA_r3,4,10,2,1024,0.8371963500976562,1,"['ukr_rus', 'covid', 'midterm']",classification,1
