architecture,checkpoint_step,compute_regime,contrastive_loss,cross_entropy,episode_fingerprint,episodes,eval_episode_seed,model_id,native_pretext,native_ssl_loss,pseudo_classification_accuracy,queries,source,target,task,training_seed
vision,900,fixed_compute_900_trajectory,4.354446671903133,2.765552159398794,9718e40dbaacb1e0f3bf1c3d6295f863c58136677277966a566d757857cbe8f8,128,12660,ss_ukr_rus_suspended,feature_similarity_pseudo_episodes,4.942775461822748,0.18287761433748528,15360,ukr_rus_suspended,covid_political,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.3611255921423435,2.8147121593356133,9718e40dbaacb1e0f3bf1c3d6295f863c58136677277966a566d757857cbe8f8,128,12660,ss_twibot20,feature_similarity_pseudo_episodes,4.995274938642979,0.18756511498941109,15360,twibot20,covid_political,native_feature_similarity_ssl,0
vision,60,fixed_compute_900_trajectory,4.295568060129881,2.8018070440739393,9718e40dbaacb1e0f3bf1c3d6295f863c58136677277966a566d757857cbe8f8,128,12660,ss_twibot20,feature_similarity_pseudo_episodes,4.949591055512428,0.17819011333631352,15360,twibot20,covid_political,native_feature_similarity_ssl,0
vision,100,fixed_compute_900_trajectory,4.2967538349330425,2.8377122953534126,9718e40dbaacb1e0f3bf1c3d6295f863c58136677277966a566d757857cbe8f8,128,12660,ss_twibot20,feature_similarity_pseudo_episodes,4.98608922213316,0.18046875979052857,15360,twibot20,covid_political,native_feature_similarity_ssl,0
vision,300,fixed_compute_900_trajectory,4.2787163853645325,2.861325439065695,9718e40dbaacb1e0f3bf1c3d6295f863c58136677277966a566d757857cbe8f8,128,12660,ss_twibot20,feature_similarity_pseudo_episodes,5.00068362057209,0.1866536564193666,15360,twibot20,covid_political,native_feature_similarity_ssl,0
vision,900,fixed_compute_900_trajectory,4.285140126943588,2.7988311983644962,9718e40dbaacb1e0f3bf1c3d6295f863c58136677277966a566d757857cbe8f8,128,12660,ss_twibot20,feature_similarity_pseudo_episodes,4.94140126183629,0.20000001147855073,15360,twibot20,covid_political,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.43080136552453,2.967235868796706,9718e40dbaacb1e0f3bf1c3d6295f863c58136677277966a566d757857cbe8f8,128,12660,ss_facebook_page_reference,feature_similarity_pseudo_episodes,5.182636551558971,0.19016928091878071,15360,facebook_page_reference,covid_political,native_feature_similarity_ssl,0
vision,60,fixed_compute_900_trajectory,4.413082864135504,2.8915292881429195,9718e40dbaacb1e0f3bf1c3d6295f863c58136677277966a566d757857cbe8f8,128,12660,ss_facebook_page_reference,feature_similarity_pseudo_episodes,5.098070725798607,0.18763021839549765,15360,facebook_page_reference,covid_political,native_feature_similarity_ssl,0
vision,100,fixed_compute_900_trajectory,4.393616743385792,2.8095875792205334,9718e40dbaacb1e0f3bf1c3d6295f863c58136677277966a566d757857cbe8f8,128,12660,ss_facebook_page_reference,feature_similarity_pseudo_episodes,5.006395939737558,0.19824219832662493,15360,facebook_page_reference,covid_political,native_feature_similarity_ssl,0
vision,300,fixed_compute_900_trajectory,4.3745814599096775,2.747645953670144,9718e40dbaacb1e0f3bf1c3d6295f863c58136677277966a566d757857cbe8f8,128,12660,ss_facebook_page_reference,feature_similarity_pseudo_episodes,4.934936687350273,0.20677084499038756,15360,facebook_page_reference,covid_political,native_feature_similarity_ssl,0
vision,900,fixed_compute_900_trajectory,4.334816966205835,2.664932232350111,9718e40dbaacb1e0f3bf1c3d6295f863c58136677277966a566d757857cbe8f8,128,12660,ss_facebook_page_reference,feature_similarity_pseudo_episodes,4.832340728491545,0.21432292752433568,15360,facebook_page_reference,covid_political,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.45260925590992,3.0928366351872683,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_covid_political,feature_similarity_pseudo_episodes,5.319141265004873,0.14596355048706755,15360,covid_political,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,60,fixed_compute_900_trajectory,4.3650167770683765,2.926063084974885,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_covid_political,feature_similarity_pseudo_episodes,5.108571443706751,0.1539713626843877,15360,covid_political,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,100,fixed_compute_900_trajectory,4.347429174929857,2.8841323256492615,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_covid_political,feature_similarity_pseudo_episodes,5.057846941053867,0.1578125092200935,15360,covid_political,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,300,fixed_compute_900_trajectory,4.3237309865653515,2.762193914502859,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_covid_political,feature_similarity_pseudo_episodes,4.924059394747019,0.17024740617489442,15360,covid_political,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,900,fixed_compute_900_trajectory,4.303735766559839,2.7523732632398605,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_covid_political,feature_similarity_pseudo_episodes,4.904241148382425,0.17714844731381163,15360,covid_political,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.463233340531588,3.1334168277680874,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_election2020,feature_similarity_pseudo_episodes,5.365033496171236,0.13808594545116648,15360,election2020,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,60,fixed_compute_900_trajectory,4.375268399715424,2.8575665149837732,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_election2020,feature_similarity_pseudo_episodes,5.045200705528259,0.14361979946261272,15360,election2020,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,100,fixed_compute_900_trajectory,4.352716963738203,2.8033301774412394,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_election2020,feature_similarity_pseudo_episodes,4.979688663035631,0.15175782120786607,15360,election2020,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,300,fixed_compute_900_trajectory,4.290920477360487,2.7466017231345177,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_election2020,feature_similarity_pseudo_episodes,4.892061948776245,0.16738282225560397,15360,election2020,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,900,fixed_compute_900_trajectory,4.294062305241823,2.718900002539158,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_election2020,feature_similarity_pseudo_episodes,4.865931134670973,0.1757812590803951,15360,election2020,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.339054521173239,2.8257973678410053,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_ukr_rus_suspended,feature_similarity_pseudo_episodes,4.995324660092592,0.15631511341780424,15360,ukr_rus_suspended,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,60,fixed_compute_900_trajectory,4.2823518961668015,2.6226111836731434,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_ukr_rus_suspended,feature_similarity_pseudo_episodes,4.763787142932415,0.18632813479052857,15360,ukr_rus_suspended,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,100,fixed_compute_900_trajectory,4.290375135838985,2.4625691939145327,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_ukr_rus_suspended,feature_similarity_pseudo_episodes,4.607756748795509,0.2312500118277967,15360,ukr_rus_suspended,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,300,fixed_compute_900_trajectory,4.160300426185131,2.1456385543569922,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_ukr_rus_suspended,feature_similarity_pseudo_episodes,4.225788773968816,0.31210939190350473,15360,ukr_rus_suspended,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,900,fixed_compute_900_trajectory,4.158634357154369,2.0023183096200228,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_ukr_rus_suspended,feature_similarity_pseudo_episodes,4.0816355012357235,0.3480468934867531,15360,ukr_rus_suspended,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.381310913711786,2.871814362704754,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_twibot20,feature_similarity_pseudo_episodes,5.06246979534626,0.16354167577810585,15360,twibot20,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,60,fixed_compute_900_trajectory,4.283425282686949,2.6841907016932964,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_twibot20,feature_similarity_pseudo_episodes,4.8259033635258675,0.18007813493022695,15360,twibot20,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,100,fixed_compute_900_trajectory,4.252539996057749,2.64181599766016,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_twibot20,feature_similarity_pseudo_episodes,4.76808600500226,0.1893880317802541,15360,twibot20,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,300,fixed_compute_900_trajectory,4.226998474448919,2.5849363654851913,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_twibot20,feature_similarity_pseudo_episodes,4.698435623198748,0.21015626098960638,15360,twibot20,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,900,fixed_compute_900_trajectory,4.235994592308998,2.55537979118526,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_twibot20,feature_similarity_pseudo_episodes,4.673377081751823,0.22447917878162116,15360,twibot20,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.34301533177495,2.8439063653349876,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_facebook_page_reference,feature_similarity_pseudo_episodes,5.015414014458656,0.15859375894069672,15360,facebook_page_reference,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,60,fixed_compute_900_trajectory,4.375372916460037,2.7777344286441803,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_facebook_page_reference,feature_similarity_pseudo_episodes,4.96542090550065,0.1783854266977869,15360,facebook_page_reference,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,100,fixed_compute_900_trajectory,4.348646782338619,2.70797036588192,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_facebook_page_reference,feature_similarity_pseudo_episodes,4.882293734699488,0.18613282329170033,15360,facebook_page_reference,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,300,fixed_compute_900_trajectory,4.305854622274637,2.608435044065118,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_facebook_page_reference,feature_similarity_pseudo_episodes,4.761362370103598,0.20911459438502789,15360,facebook_page_reference,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,900,fixed_compute_900_trajectory,4.274882074445486,2.542539658024907,37d35eecd782b6eedbd921e2371b3e16bbd93ff5ef03a76f0e2a4a393992da8b,128,16373,ss_facebook_page_reference,feature_similarity_pseudo_episodes,4.679980684071779,0.22089844942092896,15360,facebook_page_reference,ukr_rus_suspended,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.459043741226196,3.063761454075575,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_covid_political,feature_similarity_pseudo_episodes,5.293283347040415,0.26236980606336147,15360,covid_political,facebook_page_reference,native_feature_similarity_ssl,0
vision,60,fixed_compute_900_trajectory,4.387872084975243,2.6908078510314226,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_covid_political,feature_similarity_pseudo_episodes,4.88474391028285,0.28710939025040716,15360,covid_political,facebook_page_reference,native_feature_similarity_ssl,0
vision,100,fixed_compute_900_trajectory,4.353263329714537,2.557268997654319,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_covid_political,feature_similarity_pseudo_episodes,4.733900681138039,0.2981119956821203,15360,covid_political,facebook_page_reference,native_feature_similarity_ssl,0
vision,300,fixed_compute_900_trajectory,4.305403459817171,2.375970996916294,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_covid_political,feature_similarity_pseudo_episodes,4.528672721236944,0.32447918341495097,15360,covid_political,facebook_page_reference,native_feature_similarity_ssl,0
vision,900,fixed_compute_900_trajectory,4.269859679043293,2.276991250924766,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_covid_political,feature_similarity_pseudo_episodes,4.411921076476574,0.34042970556765795,15360,covid_political,facebook_page_reference,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.479504652321339,3.222949881106615,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_election2020,feature_similarity_pseudo_episodes,5.462702203541994,0.24394532409496605,15360,election2020,facebook_page_reference,native_feature_similarity_ssl,0
vision,60,fixed_compute_900_trajectory,4.41942647844553,2.945342680439353,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_election2020,feature_similarity_pseudo_episodes,5.155055891722441,0.2207682403968647,15360,election2020,facebook_page_reference,native_feature_similarity_ssl,0
vision,100,fixed_compute_900_trajectory,4.389572713524103,2.812032015994191,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_election2020,feature_similarity_pseudo_episodes,5.006818357855082,0.23515626206062734,15360,election2020,facebook_page_reference,native_feature_similarity_ssl,0
vision,300,fixed_compute_900_trajectory,4.322958666831255,2.6016935855150223,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_election2020,feature_similarity_pseudo_episodes,4.763172905892134,0.2630208481568843,15360,election2020,facebook_page_reference,native_feature_similarity_ssl,0
vision,900,fixed_compute_900_trajectory,4.299240369349718,2.4904799554497004,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_election2020,feature_similarity_pseudo_episodes,4.640100136399269,0.282747411634773,15360,election2020,facebook_page_reference,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.4810629561543465,3.2295656092464924,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_ukr_rus_suspended,feature_similarity_pseudo_episodes,5.470097079873085,0.27239584701601416,15360,ukr_rus_suspended,facebook_page_reference,native_feature_similarity_ssl,0
vision,60,fixed_compute_900_trajectory,4.438165970146656,2.997868509963155,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_ukr_rus_suspended,feature_similarity_pseudo_episodes,5.216951489448547,0.2537109504919499,15360,ukr_rus_suspended,facebook_page_reference,native_feature_similarity_ssl,0
vision,100,fixed_compute_900_trajectory,4.4102964624762535,2.8290266040712595,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_ukr_rus_suspended,feature_similarity_pseudo_episodes,5.034174844622612,0.26998699293471873,15360,ukr_rus_suspended,facebook_page_reference,native_feature_similarity_ssl,0
vision,300,fixed_compute_900_trajectory,4.34361519664526,2.494595231488347,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_ukr_rus_suspended,feature_similarity_pseudo_episodes,4.666402827948332,0.3207031429046765,15360,ukr_rus_suspended,facebook_page_reference,native_feature_similarity_ssl,0
vision,900,fixed_compute_900_trajectory,4.329345460981131,2.4184524845331907,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_ukr_rus_suspended,feature_similarity_pseudo_episodes,4.583125218749046,0.3359375180443749,15360,ukr_rus_suspended,facebook_page_reference,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.369057226926088,2.652364384382963,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_twibot20,feature_similarity_pseudo_episodes,4.836892984807491,0.29967449442483485,15360,twibot20,facebook_page_reference,native_feature_similarity_ssl,0
vision,60,fixed_compute_900_trajectory,4.212860018014908,2.4097299175336957,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_twibot20,feature_similarity_pseudo_episodes,4.516159914433956,0.31933595531154424,15360,twibot20,facebook_page_reference,native_feature_similarity_ssl,0
vision,100,fixed_compute_900_trajectory,4.165015488862991,2.316866399720311,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_twibot20,feature_similarity_pseudo_episodes,4.399374093860388,0.3409505393356085,15360,twibot20,facebook_page_reference,native_feature_similarity_ssl,0
vision,300,fixed_compute_900_trajectory,4.123606327921152,2.130221148021519,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_twibot20,feature_similarity_pseudo_episodes,4.192024318501353,0.37552085402421653,15360,twibot20,facebook_page_reference,native_feature_similarity_ssl,0
vision,900,fixed_compute_900_trajectory,4.113034408539534,2.028709744103253,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_twibot20,feature_similarity_pseudo_episodes,4.085226953029633,0.39960939646698534,15360,twibot20,facebook_page_reference,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.1559415608644485,2.2095305966213346,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_facebook_page_reference,feature_similarity_pseudo_episodes,4.287501368671656,0.35533856123220176,15360,facebook_page_reference,facebook_page_reference,native_feature_similarity_ssl,0
vision,60,fixed_compute_900_trajectory,4.122144289314747,1.8346917275339365,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_facebook_page_reference,feature_similarity_pseudo_episodes,3.8957638666033745,0.4326823144219816,15360,facebook_page_reference,facebook_page_reference,native_feature_similarity_ssl,0
vision,100,fixed_compute_900_trajectory,4.08507783152163,1.7309464998543262,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_facebook_page_reference,feature_similarity_pseudo_episodes,3.773485416546464,0.46002606698311865,15360,facebook_page_reference,facebook_page_reference,native_feature_similarity_ssl,0
vision,300,fixed_compute_900_trajectory,4.079806108027697,1.582091799005866,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_facebook_page_reference,feature_similarity_pseudo_episodes,3.6219948437064886,0.5042969032656401,15360,facebook_page_reference,facebook_page_reference,native_feature_similarity_ssl,0
vision,900,fixed_compute_900_trajectory,4.045793022960424,1.4994956189766526,907e9e91ad7b4a44d1b2cbd707ae0208a44814f678df621e1b003e743254b42b,128,28582,ss_facebook_page_reference,feature_similarity_pseudo_episodes,3.5223921202123165,0.5269531558733433,15360,facebook_page_reference,facebook_page_reference,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.402740556746721,2.8936278764158487,bf66dae818bc79efa9ff54b4100f8e9115155795de67d02ab636c9e2994f0361,128,5939,ss_covid_political,feature_similarity_pseudo_episodes,5.094998147338629,0.14973959198687226,15360,covid_political,election2020,native_feature_similarity_ssl,0
vision,60,fixed_compute_900_trajectory,4.368492107838392,2.730172600597143,bf66dae818bc79efa9ff54b4100f8e9115155795de67d02ab636c9e2994f0361,128,5939,ss_covid_political,feature_similarity_pseudo_episodes,4.914418637752533,0.16979167598765343,15360,covid_political,election2020,native_feature_similarity_ssl,0
vision,100,fixed_compute_900_trajectory,4.358864098787308,2.676689550280571,bf66dae818bc79efa9ff54b4100f8e9115155795de67d02ab636c9e2994f0361,128,5939,ss_covid_political,feature_similarity_pseudo_episodes,4.856121610850096,0.18313803087221459,15360,covid_political,election2020,native_feature_similarity_ssl,0
vision,300,fixed_compute_900_trajectory,4.329215884208679,2.5663795229047537,bf66dae818bc79efa9ff54b4100f8e9115155795de67d02ab636c9e2994f0361,128,5939,ss_covid_political,feature_similarity_pseudo_episodes,4.730987478047609,0.21184896933846176,15360,covid_political,election2020,native_feature_similarity_ssl,0
vision,900,fixed_compute_900_trajectory,4.3087720684707165,2.525692790746689,bf66dae818bc79efa9ff54b4100f8e9115155795de67d02ab636c9e2994f0361,128,5939,ss_covid_political,feature_similarity_pseudo_episodes,4.680078838020563,0.21575521997874603,15360,covid_political,election2020,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.370856184512377,2.828160759061575,bf66dae818bc79efa9ff54b4100f8e9115155795de67d02ab636c9e2994f0361,128,5939,ss_election2020,feature_similarity_pseudo_episodes,5.013588830828667,0.1497395926853642,15360,election2020,election2020,native_feature_similarity_ssl,0
vision,60,fixed_compute_900_trajectory,4.28433582931757,2.603610662743449,bf66dae818bc79efa9ff54b4100f8e9115155795de67d02ab636c9e2994f0361,128,5939,ss_election2020,feature_similarity_pseudo_episodes,4.745778575539589,0.17734375968575478,15360,election2020,election2020,native_feature_similarity_ssl,0
vision,100,fixed_compute_900_trajectory,4.271436348557472,2.5168781764805317,bf66dae818bc79efa9ff54b4100f8e9115155795de67d02ab636c9e2994f0361,128,5939,ss_election2020,feature_similarity_pseudo_episodes,4.652596361935139,0.20260417775716633,15360,election2020,election2020,native_feature_similarity_ssl,0
vision,300,fixed_compute_900_trajectory,4.209009103477001,2.357170450501144,bf66dae818bc79efa9ff54b4100f8e9115155795de67d02ab636c9e2994f0361,128,5939,ss_election2020,feature_similarity_pseudo_episodes,4.4616749957203865,0.2475911598885432,15360,election2020,election2020,native_feature_similarity_ssl,0
vision,900,fixed_compute_900_trajectory,4.1863731145858765,2.2580135269090533,bf66dae818bc79efa9ff54b4100f8e9115155795de67d02ab636c9e2994f0361,128,5939,ss_election2020,feature_similarity_pseudo_episodes,4.3512001149356365,0.2723958482965827,15360,election2020,election2020,native_feature_similarity_ssl,0
vision,20,fixed_compute_900_trajectory,4.4926365576684475,3.3338947016745806,bf66dae818bc79efa9ff54b4100f8e9115155795de67d02ab636c9e2994f0361,128,5939,ss_ukr_rus_suspended,feature_similarity_pseudo_episodes,5.580212999135256,0.12623698526294902,15360,ukr_rus_suspended,election2020,native_feature_similarity_ssl,0
