checkpoint_step,order,rung,dataset,roc_auc,accuracy,f1
100,B,5,covid_political,0.9042706974009732,0.8587239583333334,0.8527815468113975
100,B,5,election2020,0.980712890625,0.94140625,0.9416342412451362
100,B,5,facebook_page_reference,0.8837356567382812,0.802734375,0.805019305019305
100,B,5,twibot20,0.5935067070855035,0.572265625,0.5694626474442989
100,B,5,ukr_rus_suspended,0.5428466796875,0.52734375,0.5217391304347826
100,B,7,covid_political,0.9024460178615121,0.853515625,0.8476641841570751
100,B,7,election2020,0.98284912109375,0.953125,0.9534883720930233
100,B,7,facebook_page_reference,0.87335205078125,0.7958984375,0.7964946445959105
100,B,7,twibot20,0.5813337961832683,0.5550130208333334,0.5568881685575364
100,B,7,ukr_rus_suspended,0.53216552734375,0.52734375,0.5468164794007491
100,B,9,covid_political,0.9057105184460212,0.8444010416666666,0.8394895903290799
100,B,9,election2020,0.9832763671875,0.9609375,0.9609375
100,B,9,facebook_page_reference,0.8766250610351562,0.7998046875,0.8011639185257032
100,B,9,twibot20,0.5718002319335938,0.5524088541666666,0.5472505762265394
100,B,9,ukr_rus_suspended,0.5372314453125,0.5234375,0.5271317829457365
100,C,1,covid_political,0.8833071663540222,0.8251953125,0.8205813564984965
100,C,1,election2020,0.9833984375,0.96875,0.96875
100,C,1,facebook_page_reference,0.8281745910644531,0.7509765625,0.7452547452547452
100,C,1,twibot20,0.5786781311035156,0.560546875,0.571156289707751
100,C,1,ukr_rus_suspended,0.4820556640625,0.48046875,0.4904214559386973
100,C,3,covid_political,0.8827082143925182,0.8264973958333334,0.8220367278797996
100,C,3,election2020,0.97515869140625,0.9375,0.937984496124031
100,C,3,facebook_page_reference,0.8332595825195312,0.7685546875,0.7696793002915452
100,C,3,twibot20,0.581626468234592,0.5618489583333334,0.5658064516129032
100,C,3,ukr_rus_suspended,0.541259765625,0.546875,0.546875
100,C,5,covid_political,0.8867426443601664,0.8232421875,0.8188188188188188
100,C,5,election2020,0.972900390625,0.92578125,0.9260700389105059
100,C,5,facebook_page_reference,0.847564697265625,0.771484375,0.7732558139534884
100,C,5,twibot20,0.5824595557318794,0.5491536458333334,0.5553772070626003
100,C,5,ukr_rus_suspended,0.53173828125,0.51953125,0.5214007782101168
100,C,7,covid_political,0.9106790586004405,0.8597005208333334,0.8566677751912205
100,C,7,election2020,0.978759765625,0.93359375,0.933852140077821
100,C,7,facebook_page_reference,0.8756828308105469,0.787109375,0.7891682785299806
100,C,7,twibot20,0.5740176306830512,0.5478515625,0.550921435499515
100,C,7,ukr_rus_suspended,0.52276611328125,0.52734375,0.5328185328185329
100,C,9,covid_political,0.9057105184460212,0.8444010416666666,0.8394895903290799
100,C,9,election2020,0.9832763671875,0.9609375,0.9609375
100,C,9,facebook_page_reference,0.8766250610351562,0.7998046875,0.8011639185257032
100,C,9,twibot20,0.5718002319335938,0.5524088541666666,0.5472505762265394
100,C,9,ukr_rus_suspended,0.5372314453125,0.5234375,0.5271317829457365
300,A,1,covid_political,0.8739828436370062,0.8180338541666666,0.8153287082920383
300,A,1,election2020,0.95623779296875,0.890625,0.889763779527559
300,A,1,facebook_page_reference,0.8525352478027344,0.765625,0.7678916827852998
300,A,1,twibot20,0.5874050988091363,0.5611979166666666,0.5626216742375081
300,A,1,ukr_rus_suspended,0.545623779296875,0.53125,0.5488721804511278
300,A,3,covid_political,0.9014407555800235,0.8460286458333334,0.8407943453382699
300,A,3,election2020,0.96307373046875,0.91015625,0.9098039215686274
300,A,3,facebook_page_reference,0.8526935577392578,0.7666015625,0.7717287488061128
300,A,3,twibot20,0.5803905063205296,0.564453125,0.5636007827788649
300,A,3,ukr_rus_suspended,0.51177978515625,0.5078125,0.5263157894736842
300,A,5,covid_political,0.8808890571051845,0.8177083333333334,0.8120805369127517
300,A,5,election2020,0.972900390625,0.9296875,0.9296875
300,A,5,facebook_page_reference,0.8616905212402344,0.7744140625,0.7780979827089337
300,A,5,twibot20,0.5961943732367622,0.5621744791666666,0.5742323520101298
300,A,5,ukr_rus_suspended,0.5338134765625,0.52734375,0.5433962264150943
300,A,7,covid_political,0.8762057625125738,0.8089192708333334,0.8041374708041374
300,A,7,election2020,0.974609375,0.94140625,0.9416342412451362
300,A,7,facebook_page_reference,0.8712501525878906,0.7841796875,0.7889207258834766
300,A,7,twibot20,0.5886957380506727,0.5699869791666666,0.5783593999361635
300,A,7,ukr_rus_suspended,0.53582763671875,0.52734375,0.5399239543726235
300,A,9,covid_political,0.8787287945518312,0.8098958333333334,0.8040268456375839
300,A,9,election2020,0.97943115234375,0.9453125,0.9457364341085271
300,A,9,facebook_page_reference,0.8751716613769531,0.7900390625,0.7934678194044188
300,A,9,twibot20,0.5887875027126737,0.560546875,0.5689655172413793
300,A,9,ukr_rus_suspended,0.51971435546875,0.52734375,0.5399239543726235
300,B,1,covid_political,0.8974483796862681,0.8463541666666666,0.8415043653458697
300,B,1,election2020,0.934814453125,0.859375,0.8582677165354331
300,B,1,facebook_page_reference,0.8083534240722656,0.7421875,0.7446808510638298
300,B,1,twibot20,0.6064476437038846,0.57421875,0.5680317040951123
300,B,1,ukr_rus_suspended,0.53057861328125,0.54296875,0.5517241379310345
300,B,3,covid_political,0.8837659380692168,0.822265625,0.8160377358490566
300,B,3,election2020,0.94677734375,0.890625,0.8939393939393939
300,B,3,facebook_page_reference,0.8357620239257812,0.74609375,0.7475728155339806
300,B,3,twibot20,0.5942838456895616,0.5690104166666666,0.5742765273311897
300,B,3,ukr_rus_suspended,0.5303955078125,0.53515625,0.5509433962264151
300,B,5,covid_political,0.9035874248973711,0.8528645833333334,0.8471940500338067
300,B,5,election2020,0.97125244140625,0.94140625,0.9420849420849421
300,B,5,facebook_page_reference,0.88232421875,0.8017578125,0.8046198267564967
300,B,5,twibot20,0.593685785929362,0.5638020833333334,0.5674628792769528
300,B,5,ukr_rus_suspended,0.54681396484375,0.5234375,0.5234375
300,B,7,covid_political,0.8632006463583721,0.7919921875,0.7852100840336135
300,B,7,election2020,0.96600341796875,0.91015625,0.9111969111969112
300,B,7,facebook_page_reference,0.8791885375976562,0.7919921875,0.7917888563049853
300,B,7,twibot20,0.5906297895643446,0.5677083333333334,0.5727155727155727
300,B,7,ukr_rus_suspended,0.52459716796875,0.5078125,0.5227272727272727
300,B,9,covid_political,0.8787287945518312,0.8098958333333334,0.8040268456375839
300,B,9,election2020,0.97943115234375,0.9453125,0.9457364341085271
300,B,9,facebook_page_reference,0.8751716613769531,0.7900390625,0.7934678194044188
300,B,9,twibot20,0.5887875027126737,0.560546875,0.5689655172413793
300,B,9,ukr_rus_suspended,0.51971435546875,0.52734375,0.5399239543726235
300,C,1,covid_political,0.8817891842019411,0.8177083333333334,0.8134576948700866
300,C,1,election2020,0.9854736328125,0.95703125,0.9568627450980393
300,C,1,facebook_page_reference,0.8572807312011719,0.783203125,0.783625730994152
300,C,1,twibot20,0.5911036597357856,0.5618489583333334,0.568313021167415
300,C,1,ukr_rus_suspended,0.519866943359375,0.51953125,0.532319391634981
300,C,3,covid_political,0.9023508652094717,0.845703125,0.8417890520694259
300,C,3,election2020,0.98291015625,0.94140625,0.9411764705882353
300,C,3,facebook_page_reference,0.8645782470703125,0.78515625,0.7872340425531915
300,C,3,twibot20,0.5818799336751301,0.5582682291666666,0.5687956784238958
300,C,3,ukr_rus_suspended,0.50653076171875,0.48828125,0.5019011406844106
300,C,5,covid_political,0.8659286389092786,0.7926432291666666,0.7853050219076508
300,C,5,election2020,0.9732666015625,0.9296875,0.9296875
300,C,5,facebook_page_reference,0.8663902282714844,0.7724609375,0.7735665694849369
300,C,5,twibot20,0.588210211859809,0.5634765625,0.5700545046489259
300,C,5,ukr_rus_suspended,0.523681640625,0.52734375,0.5254901960784314
300,C,7,covid_political,0.8775512804828318,0.8059895833333334,0.8008021390374331
300,C,7,election2020,0.98333740234375,0.9296875,0.9296875
300,C,7,facebook_page_reference,0.8815231323242188,0.798828125,0.8
300,C,7,twibot20,0.597471661037869,0.5748697916666666,0.5781653746770026
300,C,7,ukr_rus_suspended,0.52374267578125,0.5,0.5
300,C,9,covid_political,0.8787287945518312,0.8098958333333334,0.8040268456375839
300,C,9,election2020,0.97943115234375,0.9453125,0.9457364341085271
300,C,9,facebook_page_reference,0.8751716613769531,0.7900390625,0.7934678194044188
300,C,9,twibot20,0.5887875027126737,0.560546875,0.5689655172413793
300,C,9,ukr_rus_suspended,0.51971435546875,0.52734375,0.5399239543726235
900,A,1,covid_political,0.877921696163989,0.8173828125,0.8147903598547376
900,A,1,election2020,0.96099853515625,0.90625,0.905511811023622
900,A,1,facebook_page_reference,0.87530517578125,0.7939453125,0.7976989453499521
900,A,1,twibot20,0.5829766591389973,0.5572916666666666,0.5638229634381013
900,A,1,ukr_rus_suspended,0.4935302734375,0.5,0.5151515151515151
900,A,3,covid_political,0.9127420445586275,0.8570963541666666,0.8525361101780315
900,A,3,election2020,0.96588134765625,0.91796875,0.9169960474308301
900,A,3,facebook_page_reference,0.8758392333984375,0.7861328125,0.7892204042348412
900,A,3,twibot20,0.5830114152696397,0.5641276041666666,0.5698682942499197
900,A,3,ukr_rus_suspended,0.510498046875,0.4921875,0.5038167938931297
900,A,5,covid_political,0.8387986637849006,0.7639973958333334,0.7563025210084033
900,A,5,election2020,0.94219970703125,0.87890625,0.8812260536398467
900,A,5,facebook_page_reference,0.8850612640380859,0.7998046875,0.803073967339097
900,A,5,twibot20,0.5812269846598307,0.5537109375,0.5567410281280311
900,A,5,ukr_rus_suspended,0.5408935546875,0.515625,0.5267175572519084
900,A,7,covid_political,0.8300495048663785,0.7659505208333334,0.7589674824002682
900,A,7,election2020,0.950927734375,0.88671875,0.8888888888888888
900,A,7,facebook_page_reference,0.8737163543701172,0.7802734375,0.784688995215311
900,A,7,twibot20,0.583942625257704,0.5634765625,0.5689488910318226
900,A,7,ukr_rus_suspended,0.5487060546875,0.51953125,0.5427509293680297
900,A,9,covid_political,0.8460194332300247,0.7734375,0.7640677966101694
900,A,9,election2020,0.95904541015625,0.90625,0.9076923076923077
900,A,9,facebook_page_reference,0.8790111541748047,0.7880859375,0.7903381642512077
900,A,9,twibot20,0.5814107259114583,0.5595703125,0.5675934803451582
900,A,9,ukr_rus_suspended,0.52264404296875,0.51171875,0.5173745173745173
900,B,1,covid_political,0.9050869287442569,0.8600260416666666,0.855413584398117
900,B,1,election2020,0.92193603515625,0.859375,0.8571428571428571
900,B,1,facebook_page_reference,0.8278923034667969,0.740234375,0.7476280834914611
900,B,1,twibot20,0.6056423187255859,0.5755208333333334,0.5825864276568502
900,B,1,ukr_rus_suspended,0.55181884765625,0.515625,0.5303030303030303
900,B,3,covid_political,0.8696330081151619,0.7962239583333334,0.7902144772117963
900,B,3,election2020,0.9296875,0.86328125,0.8638132295719845
900,B,3,facebook_page_reference,0.856597900390625,0.76953125,0.7717601547388782
900,B,3,twibot20,0.5812695821126302,0.5563151041666666,0.5632809996795899
900,B,3,ukr_rus_suspended,0.543487548828125,0.54296875,0.5517241379310345
900,B,5,covid_political,0.8848820701818776,0.8167317708333334,0.8113902847571189
900,B,5,election2020,0.948486328125,0.89453125,0.8973384030418251
900,B,5,facebook_page_reference,0.8889236450195312,0.8095703125,0.8112294288480155
900,B,5,twibot20,0.5864986843532987,0.5654296875,0.568659127625202
900,B,5,ukr_rus_suspended,0.53863525390625,0.515625,0.5303030303030303
900,B,7,covid_political,0.84301851398744,0.7646484375,0.7579511215266154
900,B,7,election2020,0.9495849609375,0.8984375,0.9
900,B,7,facebook_page_reference,0.8796348571777344,0.79296875,0.7949709864603481
900,B,7,twibot20,0.5830122629801433,0.5563151041666666,0.5643975711089805
900,B,7,ukr_rus_suspended,0.56512451171875,0.54296875,0.5551330798479087
900,B,9,covid_political,0.8460194332300247,0.7734375,0.7640677966101694
900,B,9,election2020,0.95904541015625,0.90625,0.9076923076923077
900,B,9,facebook_page_reference,0.8790111541748047,0.7880859375,0.7903381642512077
900,B,9,twibot20,0.5814107259114583,0.5595703125,0.5675934803451582
900,B,9,ukr_rus_suspended,0.52264404296875,0.51171875,0.5173745173745173
900,C,1,covid_political,0.8849912408585487,0.8134765625,0.8088088088088088
900,C,1,election2020,0.984375,0.94921875,0.9498069498069498
900,C,1,facebook_page_reference,0.867828369140625,0.7763671875,0.7821122740247384
900,C,1,twibot20,0.5905170440673828,0.5598958333333334,0.5666666666666667
900,C,1,ukr_rus_suspended,0.52093505859375,0.53125,0.5488721804511278
900,C,3,covid_political,0.9092577158605877,0.8531901041666666,0.8491134158581466
900,C,3,election2020,0.97967529296875,0.94140625,0.9416342412451362
900,C,3,facebook_page_reference,0.8793907165527344,0.7978515625,0.8011527377521613
900,C,3,twibot20,0.5824358198377821,0.5615234375,0.56896
900,C,3,ukr_rus_suspended,0.53082275390625,0.515625,0.5267175572519084
900,C,5,covid_political,0.8528003340537749,0.7750651041666666,0.7680429674387378
900,C,5,election2020,0.96990966796875,0.92578125,0.9254901960784314
900,C,5,facebook_page_reference,0.8816432952880859,0.794921875,0.7976878612716763
900,C,5,twibot20,0.5885751512315539,0.5660807291666666,0.5739852988175136
900,C,5,ukr_rus_suspended,0.55560302734375,0.5234375,0.5413533834586466
900,C,7,covid_political,0.8566606006850991,0.7854817708333334,0.7783383787420114
900,C,7,election2020,0.9764404296875,0.93359375,0.933852140077821
900,C,7,facebook_page_reference,0.8872146606445312,0.802734375,0.8083491461100569
900,C,7,twibot20,0.583028581407335,0.5651041666666666,0.5701415701415702
900,C,7,ukr_rus_suspended,0.5330810546875,0.5,0.5
900,C,9,covid_political,0.8460194332300247,0.7734375,0.7640677966101694
900,C,9,election2020,0.95904541015625,0.90625,0.9076923076923077
900,C,9,facebook_page_reference,0.8790111541748047,0.7880859375,0.7903381642512077
900,C,9,twibot20,0.5814107259114583,0.5595703125,0.5675934803451582
900,C,9,ukr_rus_suspended,0.52264404296875,0.51171875,0.5173745173745173
2500,A,1,covid_political,0.8877462074871543,0.8284505208333334,0.8262446422683811
2500,A,1,election2020,0.95953369140625,0.89453125,0.8949416342412452
2500,A,1,facebook_page_reference,0.8796062469482422,0.798828125,0.8030592734225621
2500,A,1,twibot20,0.5852430131700304,0.5592447916666666,0.5629438347320852
2500,A,1,ukr_rus_suspended,0.48284912109375,0.4609375,0.48120300751879697
2500,A,3,covid_political,0.9093885507571432,0.8531901041666666,0.848301379078372
2500,A,3,election2020,0.97064208984375,0.91796875,0.9169960474308301
2500,A,3,facebook_page_reference,0.8781623840332031,0.783203125,0.7869481765834933
2500,A,3,twibot20,0.5801160600450304,0.5589192708333334,0.5624798191798515
2500,A,3,ukr_rus_suspended,0.510223388671875,0.49609375,0.5168539325842697
2500,A,5,covid_political,0.8265460606802055,0.7587890625,0.7522567703109327
2500,A,5,election2020,0.91455078125,0.84375,0.84375
2500,A,5,facebook_page_reference,0.8930931091308594,0.8154296875,0.8184438040345822
2500,A,5,twibot20,0.577782948811849,0.556640625,0.563181526619628
2500,A,5,ukr_rus_suspended,0.5390625,0.515625,0.5303030303030303
2500,A,7,covid_political,0.827070674632303,0.7555338541666666,0.74991674991675
2500,A,7,election2020,0.9349365234375,0.87109375,0.8725868725868726
2500,A,7,facebook_page_reference,0.8875923156738281,0.8046875,0.8095238095238095
2500,A,7,twibot20,0.5798348320855035,0.5569661458333334,0.5680736274198667
2500,A,7,ukr_rus_suspended,0.55657958984375,0.5390625,0.5597014925373134
2500,A,9,covid_political,0.8363852272109398,0.7643229166666666,0.7572099262240107
2500,A,9,election2020,0.9468994140625,0.90625,0.9083969465648855
2500,A,9,facebook_page_reference,0.8885040283203125,0.810546875,0.8145315487571702
2500,A,9,twibot20,0.5838883717854817,0.5654296875,0.5719781981404296
2500,A,9,ukr_rus_suspended,0.534912109375,0.50390625,0.5134099616858238
2500,B,1,covid_political,0.9035702209580513,0.8583984375,0.8549516505501834
2500,B,1,election2020,0.941162109375,0.88671875,0.8853754940711462
2500,B,1,facebook_page_reference,0.8466262817382812,0.767578125,0.7724665391969407
2500,B,1,twibot20,0.5972798665364583,0.5602213541666666,0.5629246198641217
2500,B,1,ukr_rus_suspended,0.53729248046875,0.515625,0.5338345864661654
2500,B,3,covid_political,0.8666955947720415,0.798828125,0.7924781732706514
2500,B,3,election2020,0.92095947265625,0.87109375,0.8735632183908046
2500,B,3,facebook_page_reference,0.8671226501464844,0.78125,0.7850287907869482
2500,B,3,twibot20,0.5815836588541666,0.560546875,0.5678617157490397
2500,B,3,ukr_rus_suspended,0.5611572265625,0.55859375,0.5703422053231939
2500,B,5,covid_political,0.8774508179729766,0.8141276041666666,0.8076793533176153
2500,B,5,election2020,0.93927001953125,0.890625,0.8914728682170543
2500,B,5,facebook_page_reference,0.8865432739257812,0.8017578125,0.8053691275167785
2500,B,5,twibot20,0.5857563018798828,0.5651041666666666,0.5704180064308682
2500,B,5,ukr_rus_suspended,0.55108642578125,0.55078125,0.5593869731800766
2500,B,7,covid_political,0.8379110679525867,0.7639973958333334,0.7585747585747585
2500,B,7,election2020,0.92529296875,0.859375,0.8625954198473282
2500,B,7,facebook_page_reference,0.8884353637695312,0.796875,0.800383877159309
2500,B,7,twibot20,0.5819339752197266,0.5582682291666666,0.562962962962963
2500,B,7,ukr_rus_suspended,0.5665283203125,0.53125,0.5419847328244275
2500,B,9,covid_political,0.8363852272109398,0.7643229166666666,0.7572099262240107
2500,B,9,election2020,0.9468994140625,0.90625,0.9083969465648855
2500,B,9,facebook_page_reference,0.8885040283203125,0.810546875,0.8145315487571702
2500,B,9,twibot20,0.5838883717854817,0.5654296875,0.5719781981404296
2500,B,9,ukr_rus_suspended,0.534912109375,0.50390625,0.5134099616858238
2500,C,1,covid_political,0.8817770777261236,0.8108723958333334,0.8065268065268065
2500,C,1,election2020,0.9840087890625,0.9609375,0.9609375
2500,C,1,facebook_page_reference,0.8711585998535156,0.775390625,0.7817836812144212
2500,C,1,twibot20,0.5856535169813368,0.560546875,0.5703373647358371
2500,C,1,ukr_rus_suspended,0.531494140625,0.53515625,0.5475285171102662
2500,C,3,covid_political,0.9038066158279641,0.8444010416666666,0.8404539385847797
2500,C,3,election2020,0.9820556640625,0.94140625,0.9411764705882353
2500,C,3,facebook_page_reference,0.8881683349609375,0.8037109375,0.8065447545717036
2500,C,3,twibot20,0.5753909216986761,0.5569661458333334,0.5628011564407324
2500,C,3,ukr_rus_suspended,0.52191162109375,0.51171875,0.5247148288973384
2500,C,5,covid_political,0.8350828252861375,0.7594401041666666,0.7534200867534201
2500,C,5,election2020,0.96380615234375,0.9140625,0.9126984126984127
2500,C,5,facebook_page_reference,0.8942527770996094,0.8056640625,0.8113744075829384
2500,C,5,twibot20,0.5806034935845269,0.5546875,0.5620998719590269
2500,C,5,ukr_rus_suspended,0.545257568359375,0.5078125,0.5227272727272727
2500,C,7,covid_political,0.850427252399206,0.7828776041666666,0.7769976596456035
2500,C,7,election2020,0.97357177734375,0.93359375,0.932806324110672
2500,C,7,facebook_page_reference,0.8917636871337891,0.8173828125,0.8227488151658767
2500,C,7,twibot20,0.5800823635525174,0.5572916666666666,0.5638229634381013
2500,C,7,ukr_rus_suspended,0.54010009765625,0.5234375,0.5378787878787878
2500,C,9,covid_political,0.8363852272109398,0.7643229166666666,0.7572099262240107
2500,C,9,election2020,0.9468994140625,0.90625,0.9083969465648855
2500,C,9,facebook_page_reference,0.8885040283203125,0.810546875,0.8145315487571702
2500,C,9,twibot20,0.5838883717854817,0.5654296875,0.5719781981404296
2500,C,9,ukr_rus_suspended,0.534912109375,0.50390625,0.5134099616858238
