seed,checkpoint_update,target,roc_auc,accuracy,roc_auc_episode_std,accuracy_episode_std,episode_fingerprint,checkpoint_sha256,source_file
39,180,cora,0.8918689546130952,0.6552269345238095,0.021701988965242017,0.04767531227348239,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,79f25fd3a312b8eedfe34cbe49c6ff7435313e14f6695160b9e60fc09322403e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_39/all9/metrics.json
39,180,covid_political,0.7807345920138887,0.69921875,0.11339958767342238,0.10979698467350812,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,79f25fd3a312b8eedfe34cbe49c6ff7435313e14f6695160b9e60fc09322403e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_39/all9/metrics.json
39,180,election2020,0.7629937065972222,0.6822916666666667,0.12217188552327489,0.13330872476318928,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,79f25fd3a312b8eedfe34cbe49c6ff7435313e14f6695160b9e60fc09322403e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_39/all9/metrics.json
39,180,facebook_admin_country_top30,0.7539907170438218,0.21404079861111114,0.015235902329406043,0.02561887955428085,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,79f25fd3a312b8eedfe34cbe49c6ff7435313e14f6695160b9e60fc09322403e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_39/all9/metrics.json
39,180,facebook_page_category_top30,0.727104192857998,0.18111979166666664,0.013388589558330796,0.020362824490852468,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,79f25fd3a312b8eedfe34cbe49c6ff7435313e14f6695160b9e60fc09322403e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_39/all9/metrics.json
39,180,facebook_verified,0.5367296006944444,0.5130208333333333,0.12935083961424063,0.1033597354298882,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,79f25fd3a312b8eedfe34cbe49c6ff7435313e14f6695160b9e60fc09322403e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_39/all9/metrics.json
39,180,pubmed,0.7958803530092593,0.6284722222222222,0.0622429421569775,0.08510082424259889,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,79f25fd3a312b8eedfe34cbe49c6ff7435313e14f6695160b9e60fc09322403e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_39/all9/metrics.json
39,180,twibot20,0.6942545572916666,0.6070963541666666,0.12206698946519544,0.10673456789205489,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,79f25fd3a312b8eedfe34cbe49c6ff7435313e14f6695160b9e60fc09322403e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_39/all9/metrics.json
39,180,ukr_rus_suspended,0.5126953125,0.5055338541666666,0.11760231357163571,0.08832972646371333,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,79f25fd3a312b8eedfe34cbe49c6ff7435313e14f6695160b9e60fc09322403e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_39/all9/metrics.json
40,180,cora,0.8960425967261905,0.6603422619047619,0.01942036697115603,0.04859189734274276,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,edabb6fa337afb4617c621c33709ca0bebdeaf545f179cd9e746a32d7814060a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_40/all9/metrics.json
40,180,covid_political,0.7437065972222222,0.671875,0.12141387144046498,0.1070308334083571,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,edabb6fa337afb4617c621c33709ca0bebdeaf545f179cd9e746a32d7814060a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_40/all9/metrics.json
40,180,election2020,0.7135416666666667,0.64453125,0.1405521579648767,0.1311310807763812,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,edabb6fa337afb4617c621c33709ca0bebdeaf545f179cd9e746a32d7814060a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_40/all9/metrics.json
40,180,facebook_admin_country_top30,0.7560654134738187,0.21332465277777782,0.014624882590948369,0.023501454938941718,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,edabb6fa337afb4617c621c33709ca0bebdeaf545f179cd9e746a32d7814060a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_40/all9/metrics.json
40,180,facebook_page_category_top30,0.7270484427382663,0.1780815972222222,0.012350959840604728,0.01874681002318779,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,edabb6fa337afb4617c621c33709ca0bebdeaf545f179cd9e746a32d7814060a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_40/all9/metrics.json
40,180,facebook_verified,0.53857421875,0.5208333333333333,0.12909711704867077,0.09907158700949999,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,edabb6fa337afb4617c621c33709ca0bebdeaf545f179cd9e746a32d7814060a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_40/all9/metrics.json
40,180,pubmed,0.7916847511574074,0.6286892361111112,0.06171515274441735,0.08650785566042152,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,edabb6fa337afb4617c621c33709ca0bebdeaf545f179cd9e746a32d7814060a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_40/all9/metrics.json
40,180,twibot20,0.6871473524305556,0.6119791666666666,0.13073509288071894,0.10699889820448097,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,edabb6fa337afb4617c621c33709ca0bebdeaf545f179cd9e746a32d7814060a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_40/all9/metrics.json
40,180,ukr_rus_suspended,0.5208875868055556,0.5149739583333334,0.13131626865871396,0.10202648867258636,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,edabb6fa337afb4617c621c33709ca0bebdeaf545f179cd9e746a32d7814060a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_40/all9/metrics.json
41,180,cora,0.8960199911127646,0.6575520833333333,0.02141975856257781,0.05152443309187018,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,dd40face3902ec62fb6009626777d00efc6fa3034bba9979cca0b75f27d4873f,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_41/all9/metrics.json
41,180,covid_political,0.7611219618055556,0.6809895833333333,0.11464119686056964,0.1018525767823296,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,dd40face3902ec62fb6009626777d00efc6fa3034bba9979cca0b75f27d4873f,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_41/all9/metrics.json
41,180,election2020,0.7237413194444444,0.6458333333333333,0.1263504187916976,0.12679162230038823,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,dd40face3902ec62fb6009626777d00efc6fa3034bba9979cca0b75f27d4873f,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_41/all9/metrics.json
41,180,facebook_admin_country_top30,0.7484837713521711,0.20907118055555557,0.01492224265912195,0.023863504527373732,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,dd40face3902ec62fb6009626777d00efc6fa3034bba9979cca0b75f27d4873f,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_41/all9/metrics.json
41,180,facebook_page_category_top30,0.7383265547673212,0.18756510416666666,0.013596012524328351,0.019282744864460404,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,dd40face3902ec62fb6009626777d00efc6fa3034bba9979cca0b75f27d4873f,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_41/all9/metrics.json
41,180,facebook_verified,0.5488009982638888,0.5335286458333334,0.12677687804892507,0.1030031599829867,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,dd40face3902ec62fb6009626777d00efc6fa3034bba9979cca0b75f27d4873f,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_41/all9/metrics.json
41,180,pubmed,0.8119122540509259,0.6434461805555556,0.05615818796016308,0.08210507365169137,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,dd40face3902ec62fb6009626777d00efc6fa3034bba9979cca0b75f27d4873f,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_41/all9/metrics.json
41,180,twibot20,0.6822102864583333,0.5999348958333333,0.12842600493704362,0.10514174125588643,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,dd40face3902ec62fb6009626777d00efc6fa3034bba9979cca0b75f27d4873f,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_41/all9/metrics.json
41,180,ukr_rus_suspended,0.5133734809027778,0.5107421875,0.12526256344698455,0.09283820877930807,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,dd40face3902ec62fb6009626777d00efc6fa3034bba9979cca0b75f27d4873f,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_180/seed_41/all9/metrics.json
39,20,cora,0.8997918991815477,0.666015625,0.021966655776501285,0.048347184152610766,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,333a1a1211ea111a39c9c5ed217beca15f2ecf7edef0959df5de19419bbb5d6a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_39/all9/metrics.json
39,20,covid_political,0.832736545138889,0.7490234375,0.09050264470529762,0.097607093380575,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,333a1a1211ea111a39c9c5ed217beca15f2ecf7edef0959df5de19419bbb5d6a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_39/all9/metrics.json
39,20,election2020,0.9203016493055556,0.8678385416666667,0.08076930361537586,0.12252686590518704,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,333a1a1211ea111a39c9c5ed217beca15f2ecf7edef0959df5de19419bbb5d6a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_39/all9/metrics.json
39,20,facebook_admin_country_top30,0.7632957175925926,0.22745225694444446,0.015180393666197518,0.025131183700834007,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,333a1a1211ea111a39c9c5ed217beca15f2ecf7edef0959df5de19419bbb5d6a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_39/all9/metrics.json
39,20,facebook_page_category_top30,0.7346382540609036,0.186328125,0.01313927191277671,0.021185373181001894,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,333a1a1211ea111a39c9c5ed217beca15f2ecf7edef0959df5de19419bbb5d6a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_39/all9/metrics.json
39,20,facebook_verified,0.5313585069444444,0.5162760416666667,0.1340897236679953,0.10315908693253424,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,333a1a1211ea111a39c9c5ed217beca15f2ecf7edef0959df5de19419bbb5d6a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_39/all9/metrics.json
39,20,pubmed,0.8258915653935186,0.6662326388888888,0.05706842340163637,0.07902883774911221,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,333a1a1211ea111a39c9c5ed217beca15f2ecf7edef0959df5de19419bbb5d6a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_39/all9/metrics.json
39,20,twibot20,0.6815049913194444,0.6220703125,0.12806755007817963,0.10551082799764423,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,333a1a1211ea111a39c9c5ed217beca15f2ecf7edef0959df5de19419bbb5d6a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_39/all9/metrics.json
39,20,ukr_rus_suspended,0.5058051215277778,0.5078125,0.12004122158354458,0.08854287284958877,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,333a1a1211ea111a39c9c5ed217beca15f2ecf7edef0959df5de19419bbb5d6a,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_39/all9/metrics.json
40,20,cora,0.904114738343254,0.6721540178571429,0.018792659602203693,0.04854513668386368,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,adb975e8fff1a36b6dab6eb17175a553074521a21f5dfcefb5ce24d4f4904f68,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_40/all9/metrics.json
40,20,covid_political,0.7964409722222221,0.7194010416666667,0.10562643675076316,0.10632403434252949,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,adb975e8fff1a36b6dab6eb17175a553074521a21f5dfcefb5ce24d4f4904f68,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_40/all9/metrics.json
40,20,election2020,0.8537326388888888,0.7796223958333334,0.11527346253610454,0.14937829967857516,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,adb975e8fff1a36b6dab6eb17175a553074521a21f5dfcefb5ce24d4f4904f68,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_40/all9/metrics.json
40,20,facebook_admin_country_top30,0.7695689156289911,0.2272352430555556,0.014514392780460152,0.026543117925088167,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,adb975e8fff1a36b6dab6eb17175a553074521a21f5dfcefb5ce24d4f4904f68,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_40/all9/metrics.json
40,20,facebook_page_category_top30,0.739595930116539,0.18723958333333335,0.01229590776669482,0.02024335967343578,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,adb975e8fff1a36b6dab6eb17175a553074521a21f5dfcefb5ce24d4f4904f68,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_40/all9/metrics.json
40,20,facebook_verified,0.5338541666666667,0.5172526041666667,0.12399959352012574,0.10516611653311028,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,adb975e8fff1a36b6dab6eb17175a553074521a21f5dfcefb5ce24d4f4904f68,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_40/all9/metrics.json
