step,checkpoint_path,state_sha256,training_seed,compute_regime,verification
0,/dataMeR1/phil/social-gfm/experiments/pilot-v1-trajectory/step-0/checkpoint.pt,8a9b162a4b39c50fafa279c0613fa1e1eba4e104effa234e5e2df9f3acf22617,20260817,fixed-compute,exact deterministic prefix reconstruction
20,/dataMeR1/phil/social-gfm/experiments/pilot-v1-trajectory/step-20/checkpoint.pt,d7c61ff2f4dae445cfa9f3b5b135d0a859815de5cb8f16f6f73a26666d09c2eb,20260817,fixed-compute,exact deterministic prefix reconstruction
60,/dataMeR1/phil/social-gfm/experiments/pilot-v1-trajectory/step-60/checkpoint.pt,6ace99358af7feaf72f0f77dd0dc483bde91c8c477d3da9c0212c82ee1f60362,20260817,fixed-compute,exact deterministic prefix reconstruction
100,/dataMeR1/phil/social-gfm/experiments/pilot-v1-trajectory/step-100/checkpoint.pt,576390a6686af2d60e715597abe938ba2ca90867fc4c28d615d3bbbb66b782cc,20260817,fixed-compute,exact deterministic prefix reconstruction
300,/dataMeR1/phil/social-gfm/experiments/pilot-v1-trajectory/step-300/checkpoint.pt,62a53101c60427bff4fe561e7bce41329a08493230808b6f2137910172126e67,20260817,fixed-compute,exact deterministic prefix reconstruction
900,/dataMeR1/phil/social-gfm/experiments/pilot-v1-trajectory/step-900/checkpoint.pt,be14169090d266652650c3802e4bdd5bcd1aa38ac59f89e9e75ceb39b35dd6ae,20260817,fixed-compute,exact deterministic prefix reconstruction
2000,/dataMeR1/phil/social-gfm/experiments/pilot-v1-trajectory/step-2000/checkpoint.pt,cbca0b2ab6bf9eb0707f90ef2bf4073caf89da14460e7466cf326068f672f72f,20260817,fixed-compute,"tensor-identical to registered pilot-v1 checkpoint; max_abs_diff=0"
