scope,method,cells,mean_accuracy,mean_roc_auc,supported_cells
all_targets,discovery_auc_fixed,45,0.7279586226851852,0.7656454455214763,36
all_targets,support_loo,45,0.7273726851851853,0.7611967330116304,36
all_targets,trace_health_fusion,45,0.7372685185185186,0.767783346293885,36
all_targets,trace_support_loo_u1,45,0.7370515046296297,0.7634450166804311,36
supported_targets,discovery_auc_fixed,36,0.7850567853009259,0.8296170960728523,36
supported_targets,support_loo,36,0.7837818287037037,0.823015216937281,36
supported_targets,trace_health_fusion,36,0.7988642939814814,0.8332745116433979,36
supported_targets,trace_support_loo_u1,36,0.7975079571759259,0.826522389557136,36
