batch,draw,support_slot,center,original_context_nodes,draw_context_nodes,context_jaccard,node_set_changed,graph_tensors_changed
0,0,0,2816,97,97,1.0,False,False
0,0,1,47148,68,68,1.0,False,False
0,0,2,572,84,84,1.0,False,False
0,0,3,51310,89,89,1.0,False,False
0,0,4,44420,96,96,1.0,False,False
0,0,5,58424,91,91,1.0,False,False
0,0,6,22414,97,97,1.0,False,False
0,0,7,29208,94,94,1.0,False,False
0,0,8,69653,94,94,1.0,False,False
0,0,9,6101,94,94,1.0,False,False
0,0,10,55207,89,89,1.0,False,False
0,0,11,62046,93,93,1.0,False,False
0,0,12,35443,93,93,1.0,False,False
0,0,13,31766,95,95,1.0,False,False
0,0,14,51920,99,99,1.0,False,False
0,0,15,20460,79,79,1.0,False,False
0,0,16,73309,82,82,1.0,False,False
0,0,17,71678,90,90,1.0,False,False
0,0,18,26183,97,97,1.0,False,False
0,0,19,19584,91,91,1.0,False,False
0,0,20,65694,95,95,1.0,False,False
0,0,21,37823,94,94,1.0,False,False
0,0,22,49913,95,95,1.0,False,False
0,0,23,37285,97,97,1.0,False,False
0,0,24,64963,89,89,1.0,False,False
0,0,25,17968,98,98,1.0,False,False
0,0,26,24751,94,94,1.0,False,False
0,0,27,20066,97,97,1.0,False,False
0,0,28,45221,99,99,1.0,False,False
0,0,29,3204,84,84,1.0,False,False
0,0,30,54657,94,94,1.0,False,False
0,0,31,12055,98,98,1.0,False,False
0,0,32,4218,98,98,1.0,False,False
0,0,33,58455,93,93,1.0,False,False
0,0,34,44620,92,92,1.0,False,False
0,0,35,38745,98,98,1.0,False,False
0,0,36,28027,97,97,1.0,False,False
0,0,37,52019,91,91,1.0,False,False
0,0,38,7345,98,98,1.0,False,False
0,0,39,29800,97,97,1.0,False,False
0,0,40,7648,98,98,1.0,False,False
0,0,41,769,85,85,1.0,False,False
0,0,42,33170,76,76,1.0,False,False
0,0,43,47408,96,96,1.0,False,False
0,0,44,34146,89,89,1.0,False,False
0,0,45,22166,91,91,1.0,False,False
0,0,46,67240,92,92,1.0,False,False
0,0,47,11722,93,93,1.0,False,False
0,0,48,61262,88,88,1.0,False,False
0,0,49,59830,87,87,1.0,False,False
0,0,50,20127,95,95,1.0,False,False
0,0,51,30681,98,98,1.0,False,False
0,0,52,54317,72,72,1.0,False,False
0,0,53,47251,98,98,1.0,False,False
0,0,54,29928,96,96,1.0,False,False
0,0,55,52129,93,93,1.0,False,False
0,0,56,38761,97,97,1.0,False,False
0,0,57,27232,95,95,1.0,False,False
0,0,58,9118,97,97,1.0,False,False
0,0,59,21742,98,98,1.0,False,False
0,0,60,42082,95,95,1.0,False,False
0,0,61,73649,95,95,1.0,False,False
0,0,62,65706,99,99,1.0,False,False
0,0,63,22611,92,92,1.0,False,False
0,0,64,66092,39,39,1.0,False,False
0,0,65,70698,93,93,1.0,False,False
0,0,66,36197,96,96,1.0,False,False
0,0,67,76285,78,78,1.0,False,False
0,0,68,29392,96,96,1.0,False,False
0,0,69,14633,88,88,1.0,False,False
0,0,70,5972,91,91,1.0,False,False
0,0,71,26906,91,91,1.0,False,False
0,0,72,65536,97,97,1.0,False,False
0,0,73,9151,97,97,1.0,False,False
0,0,74,16627,86,86,1.0,False,False
0,0,75,52434,94,94,1.0,False,False
0,0,76,26128,95,95,1.0,False,False
0,0,77,35492,95,95,1.0,False,False
0,0,78,47892,98,98,1.0,False,False
0,0,79,28557,92,92,1.0,False,False
0,1,0,2816,97,96,0.043243243243243246,True,True
0,1,1,47148,68,63,0.28431372549019607,True,True
0,1,2,572,84,83,0.1597222222222222,True,True
0,1,3,51310,89,85,0.152317880794702,True,True
0,1,4,44420,96,96,0.03783783783783784,True,True
0,1,5,58424,91,89,0.07784431137724551,True,True
0,1,6,22414,97,97,0.031914893617021274,True,True
0,1,7,29208,94,95,0.02717391304347826,True,True
0,1,8,69653,94,91,0.05714285714285714,True,True
0,1,9,6101,94,90,0.06358381502890173,True,True
0,1,10,55207,89,88,0.11320754716981132,True,True
0,1,11,62046,93,94,0.11976047904191617,True,True
0,1,12,35443,93,88,0.10365853658536585,True,True
0,1,13,31766,95,95,0.04395604395604396,True,True
0,1,14,51920,99,97,0.037037037037037035,True,True
0,1,15,20460,79,78,0.08275862068965517,True,True
0,1,16,73309,82,80,0.15714285714285714,True,True
0,1,17,71678,90,90,0.0650887573964497,True,True
0,1,18,26183,97,97,0.043010752688172046,True,True
0,1,19,19584,91,90,0.11728395061728394,True,True
0,1,20,65694,95,94,0.06179775280898876,True,True
0,1,21,37823,94,95,0.04419889502762431,True,True
0,1,22,49913,95,97,0.03783783783783784,True,True
0,1,23,37285,97,95,0.043478260869565216,True,True
0,1,24,64963,89,89,0.05325443786982249,True,True
0,1,25,17968,98,97,0.031746031746031744,True,True
0,1,26,24751,94,95,0.08,True,True
0,1,27,20066,97,98,0.03723404255319149,True,True
0,1,28,45221,99,93,0.03783783783783784,True,True
0,1,29,3204,84,88,0.09554140127388536,True,True
0,1,30,54657,94,92,0.06285714285714286,True,True
0,1,31,12055,98,94,0.02127659574468085,True,True
0,1,32,4218,98,97,0.07142857142857142,True,True
0,1,33,58455,93,92,0.06321839080459771,True,True
0,1,34,44620,92,92,0.06358381502890173,True,True
0,1,35,38745,98,95,0.026595744680851064,True,True
0,1,36,28027,97,97,0.021052631578947368,True,True
0,1,37,52019,91,90,0.05847953216374269,True,True
0,1,38,7345,98,98,0.015544041450777202,True,True
0,1,39,29800,97,94,0.026881720430107527,True,True
0,1,40,7648,98,96,0.021052631578947368,True,True
0,1,41,769,85,86,0.125,True,True
0,1,42,33170,76,76,0.14285714285714285,True,True
0,1,43,47408,96,97,0.03208556149732621,True,True
0,1,44,34146,89,89,0.05325443786982249,True,True
0,1,45,22166,91,89,0.058823529411764705,True,True
0,1,46,67240,92,92,0.06358381502890173,True,True
0,1,47,11722,93,91,0.027932960893854747,True,True
0,1,48,61262,88,82,0.14864864864864866,True,True
0,1,49,59830,87,89,0.11392405063291139,True,True
0,1,50,20127,95,97,0.010526315789473684,True,True
0,1,51,30681,98,98,0.005128205128205128,True,True
0,1,52,54317,72,70,0.21367521367521367,True,True
0,1,53,47251,98,98,0.031578947368421054,True,True
0,1,54,29928,96,95,0.04945054945054945,True,True
0,1,55,52129,93,95,0.03867403314917127,True,True
0,1,56,38761,97,96,0.015789473684210527,True,True
0,1,57,27232,95,97,0.02127659574468085,True,True
0,1,58,9118,97,93,0.04395604395604396,True,True
0,1,59,21742,98,97,0.02631578947368421,True,True
0,1,60,42082,95,95,0.061452513966480445,True,True
0,1,61,73649,95,91,0.07514450867052024,True,True
0,1,62,65706,99,97,0.020833333333333332,True,True
0,1,63,22611,92,91,0.028089887640449437,True,True
0,1,64,66092,39,40,0.06756756756756757,True,True
0,1,65,70698,93,92,0.1144578313253012,True,True
0,1,66,36197,96,96,0.043478260869565216,True,True
0,1,67,76285,78,80,0.0821917808219178,True,True
0,1,68,29392,96,96,0.03225806451612903,True,True
0,1,69,14633,88,92,0.09090909090909091,True,True
0,1,70,5972,91,91,0.05813953488372093,True,True
0,1,71,26906,91,86,0.12025316455696203,True,True
0,1,72,65536,97,99,0.053763440860215055,True,True
0,1,73,9151,97,98,0.031746031746031744,True,True
0,1,74,16627,86,94,0.16129032258064516,True,True
0,1,75,52434,94,92,0.05084745762711865,True,True
0,1,76,26128,95,94,0.05,True,True
0,1,77,35492,95,97,0.026737967914438502,True,True
0,1,78,47892,98,95,0.06043956043956044,True,True
0,1,79,28557,92,91,0.06395348837209303,True,True
0,2,0,2816,97,93,0.016042780748663103,True,True
0,2,1,47148,68,67,0.2980769230769231,True,True
0,2,2,572,84,87,0.13245033112582782,True,True
0,2,3,51310,89,84,0.1610738255033557,True,True
0,2,4,44420,96,95,0.0213903743315508,True,True
0,2,5,58424,91,91,0.06432748538011696,True,True
0,2,6,22414,97,97,0.031914893617021274,True,True
0,2,7,29208,94,97,0.06111111111111111,True,True
0,2,8,69653,94,95,0.08,True,True
0,2,9,6101,94,95,0.06179775280898876,True,True
0,2,10,55207,89,89,0.10559006211180125,True,True
0,2,11,62046,93,93,0.08771929824561403,True,True
0,2,12,35443,93,87,0.07784431137724551,True,True
0,2,13,31766,95,96,0.055248618784530384,True,True
0,2,14,51920,99,98,0.015463917525773196,True,True
0,2,15,20460,79,78,0.07534246575342465,True,True
0,2,16,73309,82,86,0.16666666666666666,True,True
0,2,17,71678,90,90,0.05263157894736842,True,True
0,2,18,26183,97,96,0.04891304347826087,True,True
0,2,19,19584,91,91,0.1592356687898089,True,True
0,2,20,65694,95,93,0.062146892655367235,True,True
0,2,21,37823,94,93,0.05649717514124294,True,True
0,2,22,49913,95,98,0.043243243243243246,True,True
0,2,23,37285,97,96,0.03763440860215054,True,True
0,2,24,64963,89,89,0.05325443786982249,True,True
0,2,25,17968,98,98,0.020833333333333332,True,True
0,2,26,24751,94,92,0.07514450867052024,True,True
0,2,27,20066,97,97,0.010416666666666666,True,True
0,2,28,45221,99,99,0.03125,True,True
0,2,29,3204,84,82,0.11409395973154363,True,True
0,2,30,54657,94,94,0.07428571428571429,True,True
0,2,31,12055,98,98,0.020833333333333332,True,True
0,2,32,4218,98,93,0.032432432432432434,True,True
0,2,33,58455,93,95,0.07428571428571429,True,True
0,2,34,44620,92,92,0.06358381502890173,True,True
0,2,35,38745,98,98,0.037037037037037035,True,True
0,2,36,28027,97,97,0.010416666666666666,True,True
0,2,37,52019,91,91,0.05813953488372093,True,True
0,2,38,7345,98,96,0.015706806282722512,True,True
0,2,39,29800,97,96,0.015789473684210527,True,True
0,2,40,7648,98,96,0.031914893617021274,True,True
0,2,41,769,85,89,0.12987012987012986,True,True
0,2,42,33170,76,78,0.15789473684210525,True,True
0,2,43,47408,96,97,0.03763440860215054,True,True
0,2,44,34146,89,88,0.059880239520958084,True,True
0,2,45,22166,91,89,0.0650887573964497,True,True
0,2,46,67240,92,92,0.06358381502890173,True,True
0,2,47,11722,93,94,0.027472527472527472,True,True
0,2,48,61262,88,76,0.18840579710144928,True,True
0,2,49,59830,87,87,0.11538461538461539,True,True
0,2,50,20127,95,94,0.07386363636363637,True,True
0,2,51,30681,98,97,0.010362694300518135,True,True
0,2,52,54317,72,74,0.23728813559322035,True,True
0,2,53,47251,98,99,0.026041666666666668,True,True
0,2,54,29928,96,95,0.06111111111111111,True,True
0,2,55,52129,93,96,0.05,True,True
0,2,56,38761,97,99,0.031578947368421054,True,True
0,2,57,27232,95,93,0.03296703296703297,True,True
0,2,58,9118,97,94,0.04945054945054945,True,True
0,2,59,21742,98,97,0.02631578947368421,True,True
0,2,60,42082,95,98,0.04891304347826087,True,True
0,2,61,73649,95,93,0.062146892655367235,True,True
0,2,62,65706,99,95,0.026455026455026454,True,True
0,2,63,22611,92,94,0.08139534883720931,True,True
0,2,64,66092,39,40,0.06756756756756757,True,True
0,2,65,70698,93,94,0.12650602409638553,True,True
0,2,66,36197,96,98,0.043010752688172046,True,True
0,2,67,76285,78,79,0.06802721088435375,True,True
0,2,68,29392,96,96,0.03783783783783784,True,True
0,2,69,14633,88,89,0.14193548387096774,True,True
0,2,70,5972,91,90,0.05232558139534884,True,True
0,2,71,26906,91,88,0.14012738853503184,True,True
0,2,72,65536,97,96,0.0546448087431694,True,True
0,2,73,9151,97,96,0.04891304347826087,True,True
0,2,74,16627,86,91,0.12025316455696203,True,True
0,2,75,52434,94,92,0.05084745762711865,True,True
0,2,76,26128,95,95,0.049723756906077346,True,True
0,2,77,35492,95,94,0.021621621621621623,True,True
0,2,78,47892,98,94,0.054945054945054944,True,True
0,2,79,28557,92,91,0.06395348837209303,True,True
0,3,0,2816,97,93,0.03825136612021858,True,True
0,3,1,47148,68,65,0.30392156862745096,True,True
0,3,2,572,84,87,0.125,True,True
0,3,3,51310,89,84,0.1456953642384106,True,True
0,3,4,44420,96,96,0.03783783783783784,True,True
0,3,5,58424,91,91,0.07692307692307693,True,True
0,3,6,22414,97,99,0.031578947368421054,True,True
0,3,7,29208,94,98,0.026737967914438502,True,True
0,3,8,69653,94,92,0.06285714285714286,True,True
0,3,9,6101,94,86,0.08433734939759036,True,True
0,3,10,55207,89,94,0.057803468208092484,True,True
0,3,11,62046,93,92,0.09467455621301775,True,True
0,3,12,35443,93,84,0.12025316455696203,True,True
0,3,13,31766,95,95,0.04395604395604396,True,True
0,3,14,51920,99,95,0.021052631578947368,True,True
0,3,15,20460,79,78,0.06802721088435375,True,True
0,3,16,73309,82,75,0.2076923076923077,True,True
0,3,17,71678,90,89,0.0783132530120482,True,True
0,3,18,26183,97,96,0.06043956043956044,True,True
0,3,19,19584,91,90,0.13836477987421383,True,True
0,3,20,65694,95,95,0.07344632768361582,True,True
0,3,21,37823,94,95,0.055865921787709494,True,True
0,3,22,49913,95,97,0.04918032786885246,True,True
0,3,23,37285,97,97,0.031914893617021274,True,True
0,3,24,64963,89,89,0.05325443786982249,True,True
0,3,25,17968,98,97,0.0427807486631016,True,True
0,3,26,24751,94,93,0.05649717514124294,True,True
0,3,27,20066,97,97,0.026455026455026454,True,True
0,3,28,45221,99,95,0.026455026455026454,True,True
0,3,29,3204,84,88,0.17006802721088435,True,True
0,3,30,54657,94,96,0.07344632768361582,True,True
0,3,31,12055,98,99,0.015463917525773196,True,True
0,3,32,4218,98,99,0.05913978494623656,True,True
0,3,33,58455,93,91,0.05747126436781609,True,True
0,3,34,44620,92,92,0.06358381502890173,True,True
0,3,35,38745,98,97,0.03723404255319149,True,True
0,3,36,28027,97,98,0.005154639175257732,True,True
0,3,37,52019,91,91,0.06432748538011696,True,True
0,3,38,7345,98,99,0.02072538860103627,True,True
0,3,39,29800,97,94,0.015957446808510637,True,True
0,3,40,7648,98,97,0.020942408376963352,True,True
0,3,41,769,85,89,0.12987012987012986,True,True
0,3,42,33170,76,77,0.11678832116788321,True,True
0,3,43,47408,96,98,0.031914893617021274,True,True
0,3,44,34146,89,87,0.05389221556886228,True,True
0,3,45,22166,91,90,0.08383233532934131,True,True
0,3,46,67240,92,91,0.07017543859649122,True,True
0,3,47,11722,93,94,0.03888888888888889,True,True
0,3,48,61262,88,88,0.13548387096774195,True,True
0,3,49,59830,87,82,0.19858156028368795,True,True
0,3,50,20127,95,97,0.03225806451612903,True,True
0,3,51,30681,98,98,0.020833333333333332,True,True
0,3,52,54317,72,73,0.19834710743801653,True,True
0,3,53,47251,98,98,0.031578947368421054,True,True
0,3,54,29928,96,96,0.054945054945054944,True,True
0,3,55,52129,93,93,0.09411764705882353,True,True
0,3,56,38761,97,98,0.020942408376963352,True,True
0,3,57,27232,95,92,0.03314917127071823,True,True
0,3,58,9118,97,97,0.0374331550802139,True,True
0,3,59,21742,98,97,0.010362694300518135,True,True
0,3,60,42082,95,93,0.08670520231213873,True,True
0,3,61,73649,95,92,0.0625,True,True
0,3,62,65706,99,98,0.026041666666666668,True,True
0,3,63,22611,92,92,0.05142857142857143,True,True
0,3,64,66092,39,40,0.05333333333333334,True,True
0,3,65,70698,93,95,0.09302325581395349,True,True
0,3,66,36197,96,97,0.043243243243243246,True,True
0,3,67,76285,78,80,0.07482993197278912,True,True
0,3,68,29392,96,98,0.05434782608695652,True,True
0,3,69,14633,88,89,0.12738853503184713,True,True
0,3,70,5972,91,91,0.07058823529411765,True,True
0,3,71,26906,91,90,0.13836477987421383,True,True
0,3,72,65536,97,94,0.06111111111111111,True,True
0,3,73,9151,97,97,0.031914893617021274,True,True
0,3,74,16627,86,94,0.09090909090909091,True,True
0,3,75,52434,94,91,0.04519774011299435,True,True
0,3,76,26128,95,96,0.06111111111111111,True,True
0,3,77,35492,95,96,0.06111111111111111,True,True
0,3,78,47892,98,93,0.04371584699453552,True,True
0,3,79,28557,92,90,0.07692307692307693,True,True
0,4,0,2816,97,96,0.043243243243243246,True,True
0,4,1,47148,68,69,0.2803738317757009,True,True
0,4,2,572,84,90,0.14473684210526316,True,True
0,4,3,51310,89,93,0.13043478260869565,True,True
0,4,4,44420,96,95,0.055248618784530384,True,True
0,4,5,58424,91,91,0.06432748538011696,True,True
0,4,6,22414,97,97,0.015706806282722512,True,True
0,4,7,29208,94,97,0.015957446808510637,True,True
0,4,8,69653,94,93,0.0625,True,True
0,4,9,6101,94,83,0.07926829268292683,True,True
0,4,10,55207,89,93,0.08982035928143713,True,True
0,4,11,62046,93,89,0.1375,True,True
0,4,12,35443,93,93,0.07514450867052024,True,True
0,4,13,31766,95,94,0.038461538461538464,True,True
0,4,14,51920,99,95,0.026455026455026454,True,True
0,4,15,20460,79,78,0.060810810810810814,True,True
0,4,16,73309,82,78,0.17647058823529413,True,True
0,4,17,71678,90,90,0.058823529411764705,True,True
0,4,18,26183,97,95,0.043478260869565216,True,True
0,4,19,19584,91,90,0.12422360248447205,True,True
0,4,20,65694,95,93,0.062146892655367235,True,True
0,4,21,37823,94,97,0.06111111111111111,True,True
0,4,22,49913,95,95,0.07954545454545454,True,True
0,4,23,37285,97,95,0.03225806451612903,True,True
0,4,24,64963,89,89,0.05325443786982249,True,True
0,4,25,17968,98,96,0.0374331550802139,True,True
0,4,26,24751,94,93,0.06857142857142857,True,True
0,4,27,20066,97,98,0.020942408376963352,True,True
0,4,28,45221,99,97,0.031578947368421054,True,True
0,4,29,3204,84,91,0.16666666666666666,True,True
0,4,30,54657,94,93,0.06857142857142857,True,True
0,4,31,12055,98,99,0.03684210526315789,True,True
0,4,32,4218,98,95,0.03763440860215054,True,True
0,4,33,58455,93,89,0.07058823529411765,True,True
0,4,34,44620,92,92,0.06976744186046512,True,True
0,4,35,38745,98,96,0.04864864864864865,True,True
0,4,36,28027,97,97,0.021052631578947368,True,True
0,4,37,52019,91,91,0.05813953488372093,True,True
0,4,38,7345,98,99,0.015463917525773196,True,True
0,4,39,29800,97,95,0.015873015873015872,True,True
0,4,40,7648,98,95,0.026595744680851064,True,True
0,4,41,769,85,84,0.14965986394557823,True,True
0,4,42,33170,76,76,0.16923076923076924,True,True
0,4,43,47408,96,95,0.015957446808510637,True,True
0,4,44,34146,89,89,0.05325443786982249,True,True
0,4,45,22166,91,88,0.06547619047619048,True,True
0,4,46,67240,92,92,0.06358381502890173,True,True
0,4,47,11722,93,95,0.07428571428571429,True,True
0,4,48,61262,88,90,0.15584415584415584,True,True
0,4,49,59830,87,91,0.11949685534591195,True,True
0,4,50,20127,95,98,0.0903954802259887,True,True
0,4,51,30681,98,99,0.00510204081632653,True,True
0,4,52,54317,72,72,0.21008403361344538,True,True
0,4,53,47251,98,97,0.0427807486631016,True,True
0,4,54,29928,96,96,0.043478260869565216,True,True
0,4,55,52129,93,96,0.08,True,True
0,4,56,38761,97,98,0.010362694300518135,True,True
0,4,57,27232,95,92,0.0446927374301676,True,True
0,4,58,9118,97,96,0.026595744680851064,True,True
0,4,59,21742,98,98,0.020833333333333332,True,True
0,4,60,42082,95,94,0.05,True,True
0,4,61,73649,95,95,0.06741573033707865,True,True
0,4,62,65706,99,99,0.03125,True,True
0,4,63,22611,92,96,0.05027932960893855,True,True
0,4,64,66092,39,39,0.05405405405405406,True,True
0,4,65,70698,93,93,0.10059171597633136,True,True
0,4,66,36197,96,96,0.03225806451612903,True,True
0,4,67,76285,78,78,0.07586206896551724,True,True
