run_id,family,target,sources,seed,checkpoint_step,roc_auc_ovr_macro,f1_macro,accuracy,classes,support_nodes,test_nodes,checkpoint
loo_election2020_s0,leave_one_out,election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",0,900,0.9806863400330611,0.9517020097623083,0.9518704379562044,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_election2020_s0/checkpoints/step_900.pt
loo_facebook_page_reference_s0,leave_one_out,facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,100,0.8006752145580868,0.16426658697053392,0.22401759339502203,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_100.pt
loo_facebook_page_reference_s0,leave_one_out,facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,2500,0.7860631785658457,0.16964334673987483,0.2083344981502707,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_2500.pt
loo_facebook_page_reference_s0,leave_one_out,facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,300,0.7544923267837179,0.1163307381380189,0.18404107610447942,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_300.pt
loo_facebook_page_reference_s0,leave_one_out,facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",0,900,0.7625351886844262,0.139324990034147,0.18331423033556046,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_facebook_page_reference_s0/checkpoints/step_900.pt
loo_pubmed_s0,leave_one_out,pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",0,100,0.887934572195508,0.7768061589837972,0.7803626758774826,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_pubmed_s0/checkpoints/step_100.pt
loo_pubmed_s0,leave_one_out,pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",0,2500,0.8501565122976907,0.698771880274838,0.6938588916543912,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_pubmed_s0/checkpoints/step_2500.pt
loo_pubmed_s0,leave_one_out,pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",0,300,0.7935090110595592,0.6012742621193822,0.6117234723421547,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_pubmed_s0/checkpoints/step_300.pt
loo_pubmed_s0,leave_one_out,pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",0,900,0.808715682009566,0.6229263136127886,0.6222888200335247,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_pubmed_s0/checkpoints/step_900.pt
loo_twibot20_s0,leave_one_out,twibot20,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",0,100,0.4849796877921132,0.4908396962320798,0.4955954599356259,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_twibot20_s0/checkpoints/step_100.pt
loo_twibot20_s0,leave_one_out,twibot20,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",0,2500,0.5563493108278589,0.5232764813777817,0.523293240725055,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_twibot20_s0/checkpoints/step_2500.pt
loo_twibot20_s0,leave_one_out,twibot20,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",0,300,0.5164572343264375,0.5103966750963148,0.5113501609351178,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_twibot20_s0/checkpoints/step_300.pt
loo_twibot20_s0,leave_one_out,twibot20,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",0,900,0.5518788105291101,0.5233040389695103,0.5233779434186007,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_twibot20_s0/checkpoints/step_900.pt
loo_ukr_rus_suspended_s0,leave_one_out,ukr_rus_suspended,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",0,100,0.5051240169087694,0.5065213876046073,0.5171221950441348,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_ukr_rus_suspended_s0/checkpoints/step_100.pt
loo_ukr_rus_suspended_s0,leave_one_out,ukr_rus_suspended,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",0,2500,0.4970698535747224,0.5009991335429778,0.5189478535219256,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_ukr_rus_suspended_s0/checkpoints/step_2500.pt
loo_ukr_rus_suspended_s0,leave_one_out,ukr_rus_suspended,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",0,300,0.4819359154409478,0.4920074861406415,0.5037399411535326,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_ukr_rus_suspended_s0/checkpoints/step_300.pt
loo_ukr_rus_suspended_s0,leave_one_out,ukr_rus_suspended,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",0,900,0.495768015815127,0.49953875874837356,0.5129568577404374,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/loo_ukr_rus_suspended_s0/checkpoints/step_900.pt
specialist_cora_s0,specialist,cora,cora,0,100,0.9486504622585498,0.7162639672228889,0.7467778620166793,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_cora_s0/checkpoints/step_100.pt
specialist_cora_s0,specialist,cora,cora,0,2500,0.9446252120763647,0.7144001126770558,0.7183472327520849,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_cora_s0/checkpoints/step_2500.pt
specialist_cora_s0,specialist,cora,cora,0,300,0.9659960089362553,0.7686674567164048,0.78013646702047,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_cora_s0/checkpoints/step_300.pt
specialist_cora_s0,specialist,cora,cora,0,900,0.9579697107135522,0.7533482355368891,0.7589082638362395,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_cora_s0/checkpoints/step_900.pt
specialist_covid_political_s0,specialist,covid_political,covid_political,0,100,0.9264177562963773,0.8268107952338792,0.8601179880994761,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_covid_political_s0/checkpoints/step_100.pt
specialist_covid_political_s0,specialist,covid_political,covid_political,0,2500,0.899720622047348,0.7722437611358903,0.8082947668209327,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_covid_political_s0/checkpoints/step_2500.pt
specialist_covid_political_s0,specialist,covid_political,covid_political,0,300,0.9150956615244905,0.7738242215117077,0.8053450643340284,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_covid_political_s0/checkpoints/step_300.pt
specialist_covid_political_s0,specialist,covid_political,covid_political,0,900,0.9104351423027023,0.7736019320771327,0.8060062045466104,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_covid_political_s0/checkpoints/step_900.pt
specialist_election2020_s0,specialist,election2020,election2020,0,100,0.9822523724911784,0.96298578447488,0.963161496350365,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_election2020_s0/checkpoints/step_100.pt
specialist_election2020_s0,specialist,election2020,election2020,0,2500,0.9708144604428787,0.9298062987744564,0.9307076236820763,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_election2020_s0/checkpoints/step_2500.pt
specialist_election2020_s0,specialist,election2020,election2020,0,300,0.9739234044758809,0.9472025994359339,0.9475998580697486,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_election2020_s0/checkpoints/step_300.pt
specialist_election2020_s0,specialist,election2020,election2020,0,900,0.9733763339720352,0.9381689997684044,0.9388686131386861,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_election2020_s0/checkpoints/step_900.pt
specialist_facebook_page_reference_s0,specialist,facebook_page_reference,facebook_page_reference,0,100,0.794788088221169,0.15777425545649582,0.20742128167137253,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_facebook_page_reference_s0/checkpoints/step_100.pt
specialist_facebook_page_reference_s0,specialist,facebook_page_reference,facebook_page_reference,0,2500,0.7609195521189556,0.18650990319641153,0.20232404275344087,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_facebook_page_reference_s0/checkpoints/step_2500.pt
specialist_facebook_page_reference_s0,specialist,facebook_page_reference,facebook_page_reference,0,300,0.7954165106094708,0.18906808220336055,0.22587198195931527,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_facebook_page_reference_s0/checkpoints/step_300.pt
specialist_facebook_page_reference_s0,specialist,facebook_page_reference,facebook_page_reference,0,900,0.7783395728306158,0.19001503256631938,0.21398153066264106,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_facebook_page_reference_s0/checkpoints/step_900.pt
specialist_pubmed_s0,specialist,pubmed,pubmed,0,100,0.9299160083308117,0.802321840593958,0.8138365418804288,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_pubmed_s0/checkpoints/step_100.pt
specialist_pubmed_s0,specialist,pubmed,pubmed,0,2500,0.8544647916331778,0.6945533042029676,0.7108244018895717,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_pubmed_s0/checkpoints/step_2500.pt
specialist_pubmed_s0,specialist,pubmed,pubmed,0,300,0.9269176154657105,0.797095940480853,0.8115507695433535,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_pubmed_s0/checkpoints/step_300.pt
specialist_pubmed_s0,specialist,pubmed,pubmed,0,900,0.8782403898422215,0.7193142006611809,0.7328694062071418,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_pubmed_s0/checkpoints/step_900.pt
specialist_twibot20_s0,specialist,twibot20,twibot20,0,100,0.46631101219412935,0.4735764734346154,0.49296967643571066,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_twibot20_s0/checkpoints/step_100.pt
specialist_twibot20_s0,specialist,twibot20,twibot20,0,2500,0.5375475236106281,0.5270838698811936,0.544892427579197,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_twibot20_s0/checkpoints/step_2500.pt
specialist_twibot20_s0,specialist,twibot20,twibot20,0,300,0.5108074276021823,0.5018815187190881,0.5199898356767745,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_twibot20_s0/checkpoints/step_300.pt
specialist_twibot20_s0,specialist,twibot20,twibot20,0,900,0.5443643797319873,0.5255440864375789,0.5439606979501949,2,20,11806,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_twibot20_s0/checkpoints/step_900.pt
specialist_ukr_rus_suspended_s0,specialist,ukr_rus_suspended,ukr_rus_suspended,0,100,0.4770773274699129,0.48983013195016206,0.5131341061363395,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_ukr_rus_suspended_s0/checkpoints/step_100.pt
specialist_ukr_rus_suspended_s0,specialist,ukr_rus_suspended,ukr_rus_suspended,0,2500,0.5112948218336391,0.5086027803711732,0.5412634265659896,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_ukr_rus_suspended_s0/checkpoints/step_2500.pt
specialist_ukr_rus_suspended_s0,specialist,ukr_rus_suspended,ukr_rus_suspended,0,300,0.47568331402103364,0.4796539753789873,0.5399872381154951,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_ukr_rus_suspended_s0/checkpoints/step_300.pt
specialist_ukr_rus_suspended_s0,specialist,ukr_rus_suspended,ukr_rus_suspended,0,900,0.4988302346873039,0.49149127640729073,0.5480343152894467,2,20,56418,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s0/specialist_ukr_rus_suspended_s0/checkpoints/step_900.pt
loo_cora_s1,leave_one_out,cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",1,100,0.9171717132186508,0.6534832664230673,0.6811978771796816,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s1/checkpoints/step_100.pt
loo_cora_s1,leave_one_out,cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",1,2500,0.9306753865836498,0.6699594582260014,0.700909780136467,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s1/checkpoints/step_2500.pt
loo_cora_s1,leave_one_out,cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",1,300,0.8699269767174712,0.5289147840360479,0.5496588324488249,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s1/checkpoints/step_300.pt
loo_cora_s1,leave_one_out,cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",1,900,0.9047313738476445,0.6026746823422916,0.634950720242608,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s1/checkpoints/step_900.pt
loo_cora_s2,leave_one_out,cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",2,100,0.9194702105431362,0.6568840819120255,0.6899166034874905,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s2/checkpoints/step_100.pt
loo_cora_s2,leave_one_out,cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",2,2500,0.9308679119113289,0.667552611284589,0.7001516300227445,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s2/checkpoints/step_2500.pt
loo_cora_s2,leave_one_out,cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",2,300,0.8764636317827791,0.541366634905276,0.5765731614859743,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s2/checkpoints/step_300.pt
loo_cora_s2,leave_one_out,cora,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",2,900,0.9065138125141898,0.6125708893513628,0.643669446550417,7,70,2638,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_cora_s2/checkpoints/step_900.pt
loo_covid_political_s1,leave_one_out,covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",1,100,0.8844917067041562,0.8026004905668899,0.8433606265574938,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_covid_political_s1/checkpoints/step_100.pt
loo_covid_political_s1,leave_one_out,covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",1,2500,0.846482107942255,0.7058271424193807,0.7445583074810558,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_covid_political_s1/checkpoints/step_2500.pt
loo_covid_political_s1,leave_one_out,covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",1,300,0.8864838569250633,0.8064615697672753,0.8483318923867161,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_covid_political_s1/checkpoints/step_300.pt
loo_covid_political_s1,leave_one_out,covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",1,900,0.8955484677998099,0.7912756806346093,0.830811676753293,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_covid_political_s1/checkpoints/step_900.pt
loo_covid_political_s2,leave_one_out,covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2,100,0.877367786896831,0.772781447997543,0.8120327518689925,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_covid_political_s2/checkpoints/step_100.pt
loo_covid_political_s2,leave_one_out,covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2,2500,0.8505956415946545,0.7106799777749848,0.7491227177948431,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_covid_political_s2/checkpoints/step_2500.pt
loo_covid_political_s2,leave_one_out,covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2,300,0.8872968863963033,0.8095982520730596,0.852069877434776,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_covid_political_s2/checkpoints/step_300.pt
loo_covid_political_s2,leave_one_out,covid_political,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2,900,0.8996786491058926,0.811703052302278,0.8520063062604892,2,20,78652,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_covid_political_s2/checkpoints/step_900.pt
loo_election2020_s1,leave_one_out,election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",1,100,0.8842482095304068,0.7974631808489302,0.7988645579886455,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_election2020_s1/checkpoints/step_100.pt
loo_election2020_s1,leave_one_out,election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",1,2500,0.9830306405201852,0.9695243648514176,0.9696877534468775,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_election2020_s1/checkpoints/step_2500.pt
loo_election2020_s1,leave_one_out,election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",1,300,0.9362176653472352,0.861809280715472,0.8626317923763179,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_election2020_s1/checkpoints/step_300.pt
loo_election2020_s1,leave_one_out,election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",1,900,0.9806083752181813,0.951468387142703,0.9516296634225466,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_election2020_s1/checkpoints/step_900.pt
loo_election2020_s2,leave_one_out,election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2,100,0.8831289808395566,0.797062291460191,0.7983830089213301,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_election2020_s2/checkpoints/step_100.pt
loo_election2020_s2,leave_one_out,election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2,2500,0.9830168012009938,0.9693978706253896,0.9695610300081103,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_election2020_s2/checkpoints/step_2500.pt
loo_election2020_s2,leave_one_out,election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2,300,0.932941600502436,0.8561688271109433,0.8570432887266829,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_election2020_s2/checkpoints/step_300.pt
loo_election2020_s2,leave_one_out,election2020,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2,900,0.9807349320737474,0.9532952106409313,0.9534671532846716,2,20,78912,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_election2020_s2/checkpoints/step_900.pt
loo_facebook_page_reference_s1,leave_one_out,facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",1,100,0.8025755096172346,0.16095665566532794,0.20944340387464705,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_facebook_page_reference_s1/checkpoints/step_100.pt
loo_facebook_page_reference_s1,leave_one_out,facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",1,2500,0.7847128720310592,0.168327110952676,0.20443935031170501,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_facebook_page_reference_s1/checkpoints/step_2500.pt
loo_facebook_page_reference_s1,leave_one_out,facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",1,300,0.7496698347614278,0.11413496714860427,0.17435911772105897,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_facebook_page_reference_s1/checkpoints/step_300.pt
loo_facebook_page_reference_s1,leave_one_out,facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",1,900,0.759744709505253,0.13458347503443077,0.17605509118186985,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_facebook_page_reference_s1/checkpoints/step_900.pt
loo_facebook_page_reference_s2,leave_one_out,facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",2,100,0.800156640702517,0.16218796035640046,0.21150280021991744,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_facebook_page_reference_s2/checkpoints/step_100.pt
loo_facebook_page_reference_s2,leave_one_out,facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",2,2500,0.7861875143061289,0.16540168334696354,0.20083307707360712,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_facebook_page_reference_s2/checkpoints/step_2500.pt
loo_facebook_page_reference_s2,leave_one_out,facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",2,300,0.74882305843303,0.11834375659604689,0.17839404359210906,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_facebook_page_reference_s2/checkpoints/step_300.pt
loo_facebook_page_reference_s2,leave_one_out,facebook_page_reference,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",2,900,0.756149280895872,0.1326868819799695,0.17295201886071584,30,300,107313,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_facebook_page_reference_s2/checkpoints/step_900.pt
loo_pubmed_s1,leave_one_out,pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",1,100,0.8722818379097603,0.7264902073383421,0.7339868949052675,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_pubmed_s1/checkpoints/step_100.pt
loo_pubmed_s1,leave_one_out,pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",1,2500,0.8510674760920406,0.7009267215125644,0.6989383857367806,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_pubmed_s1/checkpoints/step_2500.pt
loo_pubmed_s1,leave_one_out,pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",1,300,0.7896574179802242,0.606684531796793,0.6099456494133184,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_pubmed_s1/checkpoints/step_300.pt
loo_pubmed_s1,leave_one_out,pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",1,900,0.8056000893827718,0.619845083064558,0.6193427134657388,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_pubmed_s1/checkpoints/step_900.pt
loo_pubmed_s2,leave_one_out,pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",2,100,0.8812171848275342,0.7556427713170354,0.7593843653172144,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_pubmed_s2/checkpoints/step_100.pt
loo_pubmed_s2,leave_one_out,pubmed,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",2,2500,0.8502761401022835,0.696165935449736,0.6928937877787372,3,30,19687,/dataMeR1/phil/gfm/mixture-scaling/state/primary_s1_s2/loo_pubmed_s2/checkpoints/step_2500.pt
