accuracy,checkpoint,checkpoint_sha256,checkpoint_step,episodes,evaluation_revision,fingerprint,flags,holdout,loss,model_id,protocol,roc_auc,seconds,seed,sources,target,training_revision,training_steps
0.22322591145833334,/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_negatives_r8_s0_20260904_023439_007/checkpoint/state_dict_10000.ckpt,f24b4f52a9122f54c2ca666ca11c4d6a4f92145bd4674c2c4f58ca61239d17d1,10000,512,b7f517926f12829c4a4d08eba1ce561276751e83,b04f5d6e3d64689270d669170c5f28f1fddfd238f3834e2841462d1961ec6ac3,degree_hard,twibot20,2.6696517053060234,nmi_negatives_r8_s0,nmi_fixed_nm_v1,0.8487440703929157,12.240177154541016,0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",midterm,6260524ef6a5833ea1628712e901904db5fb5b75,10000
0.389208984375,/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_negatives_r8_s0_20260904_023439_007/checkpoint/state_dict_10000.ckpt,f24b4f52a9122f54c2ca666ca11c4d6a4f92145bd4674c2c4f58ca61239d17d1,10000,512,b7f517926f12829c4a4d08eba1ce561276751e83,f7dcdbb263651da8f098a9a577e140ad52bfbd8d13eaa7825f184bd741d037a9,degree_hard,twibot20,2.090806743595749,nmi_negatives_r8_s0,nmi_fixed_nm_v1,0.902014613836661,21.84766936302185,0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",ukr_rus,6260524ef6a5833ea1628712e901904db5fb5b75,10000
0.5411295572916667,/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_negatives_r8_s0_20260904_023439_007/checkpoint/state_dict_10000.ckpt,f24b4f52a9122f54c2ca666ca11c4d6a4f92145bd4674c2c4f58ca61239d17d1,10000,512,b7f517926f12829c4a4d08eba1ce561276751e83,9fbe6e70620740d421983783a90a577589e639bbbb508b3faefc643305331df4,degree_hard,twibot20,1.4758205889957026,nmi_negatives_r8_s0,nmi_fixed_nm_v1,0.9560830536930041,21.17244529724121,0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",covid,6260524ef6a5833ea1628712e901904db5fb5b75,10000
0.22099609375,/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_eligibility_r8_s0_20260904_023439_005/checkpoint/state_dict_2000.ckpt,d428cbf4c1ece2ed39277018e3a49fe1189a57775585d45663c91eac01e12473,2000,512,b7f517926f12829c4a4d08eba1ce561276751e83,b04f5d6e3d64689270d669170c5f28f1fddfd238f3834e2841462d1961ec6ac3,low_degree,twibot20,2.478223697748035,nmi_eligibility_r8_s0,nmi_fixed_nm_v1,0.8615141476707897,15.31698751449585,0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",midterm,6260524ef6a5833ea1628712e901904db5fb5b75,6000
0.3377766927083333,/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_eligibility_r8_s0_20260904_023439_005/checkpoint/state_dict_2000.ckpt,d428cbf4c1ece2ed39277018e3a49fe1189a57775585d45663c91eac01e12473,2000,512,b7f517926f12829c4a4d08eba1ce561276751e83,f7dcdbb263651da8f098a9a577e140ad52bfbd8d13eaa7825f184bd741d037a9,low_degree,twibot20,2.292983706574887,nmi_eligibility_r8_s0,nmi_fixed_nm_v1,0.8791532394529759,23.25764799118042,0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",ukr_rus,6260524ef6a5833ea1628712e901904db5fb5b75,6000
0.47535807291666665,/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_eligibility_r8_s0_20260904_023439_005/checkpoint/state_dict_2000.ckpt,d428cbf4c1ece2ed39277018e3a49fe1189a57775585d45663c91eac01e12473,2000,512,b7f517926f12829c4a4d08eba1ce561276751e83,9fbe6e70620740d421983783a90a577589e639bbbb508b3faefc643305331df4,low_degree,twibot20,1.681119432207197,nmi_eligibility_r8_s0,nmi_fixed_nm_v1,0.9454126771839186,18.77508854866028,0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",covid,6260524ef6a5833ea1628712e901904db5fb5b75,6000
0.2248046875,/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_schedule_r8_s0_20260904_023439_002/checkpoint/state_dict_6000.ckpt,355a393a0f0dfbf93e5f8151a8e8798798d5cf5ab5c0e5185baf398294631671,6000,512,b7f517926f12829c4a4d08eba1ce561276751e83,b04f5d6e3d64689270d669170c5f28f1fddfd238f3834e2841462d1961ec6ac3,blocked,twibot20,2.7620065133087337,nmi_schedule_r8_s0,nmi_fixed_nm_v1,0.8447183574753246,15.194745302200317,0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",midterm,6260524ef6a5833ea1628712e901904db5fb5b75,10000
0.36630859375,/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_schedule_r8_s0_20260904_023439_002/checkpoint/state_dict_6000.ckpt,355a393a0f0dfbf93e5f8151a8e8798798d5cf5ab5c0e5185baf398294631671,6000,512,b7f517926f12829c4a4d08eba1ce561276751e83,f7dcdbb263651da8f098a9a577e140ad52bfbd8d13eaa7825f184bd741d037a9,blocked,twibot20,2.2447619491722435,nmi_schedule_r8_s0,nmi_fixed_nm_v1,0.889189548190983,23.480741262435913,0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",ukr_rus,6260524ef6a5833ea1628712e901904db5fb5b75,10000
0.5044108072916667,/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_schedule_r8_s0_20260904_023439_002/checkpoint/state_dict_6000.ckpt,355a393a0f0dfbf93e5f8151a8e8798798d5cf5ab5c0e5185baf398294631671,6000,512,b7f517926f12829c4a4d08eba1ce561276751e83,9fbe6e70620740d421983783a90a577589e639bbbb508b3faefc643305331df4,blocked,twibot20,1.7255966879893094,nmi_schedule_r8_s0,nmi_fixed_nm_v1,0.9433623846920056,18.522841453552246,0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",covid,6260524ef6a5833ea1628712e901904db5fb5b75,10000
0.38447265625,/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_objective_r8_s0_20260904_023439_013/checkpoint/state_dict_10000.ckpt,1e6a97d9345b7a7116887613d193e454afa51d1a3f2795536915b9608817161c,10000,512,b7f517926f12829c4a4d08eba1ce561276751e83,f7dcdbb263651da8f098a9a577e140ad52bfbd8d13eaa7825f184bd741d037a9,aux_reconstruction,twibot20,2.1124919201247394,nmi_objective_r8_s0,nmi_fixed_nm_v1,0.9006779250057265,21.689082384109497,0,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",ukr_rus,6260524ef6a5833ea1628712e901904db5fb5b75,10000
