auxiliary_loss_active,auxiliary_parameters,frozen_label_parameters,initialization_seconds,job_seconds,loop_seconds,model_id,model_parameters,optimizer_parameter_slots,peak_allocated_bytes,physical_gpu,selected_step,stop_reason,training_and_cache_seconds,training_steps,validation_inference_seconds
True,263168,256000,1.147219181060791,563.8351628780365,540.7921874523163,nmi_objective_r8_s0,1640514,1647682,552591872,2,10000,cap,562.6879436969757,10000,28.61373782157898
False,263168,256000,1.201925277709961,549.5531628131866,527.1906816959381,nmi_region_adaptive_r8_s0,1640514,1647682,505463296,3,6000,validation_plateau,548.3512375354767,10000,22.768086671829224
False,263168,256000,1.162055253982544,543.3269910812378,521.1487364768982,nmi_coverage_r8_s0,1640514,1647682,491236864,1,10000,cap,542.1649358272552,10000,27.64919090270996
False,263168,256000,1.1743719577789307,539.0053050518036,516.5540878772736,nmi_budget_r8_s0,1640514,1647682,491022336,1,10000,cap,537.8309330940247,10000,22.45903515815735
False,263168,256000,1.1782824993133545,538.0841040611267,532.6270980834961,nmi_baseline_r1_s0,1640514,1647682,478247424,2,6000,validation_plateau,536.9058215618134,10000,4.844664096832275
False,263168,256000,1.1379728317260742,524.6873478889465,519.0552549362183,nmi_exposure_r1_s0,1640514,1647682,478247424,1,10000,cap,523.5493750572205,10000,4.195991277694702
False,263168,256000,1.3490211963653564,542.155243396759,536.3259847164154,nmi_schedule_r1_s0,1640514,1647682,480031232,2,10000,cap,540.8062222003937,10000,4.055079221725464
False,263168,256000,1.1999845504760742,519.7951104640961,514.0211799144745,nmi_composition_r1_s0,1640514,1647682,481536512,1,8000,cap,518.59512591362,10000,4.023919343948364
False,263168,256000,1.2692255973815918,525.3978755474091,519.9431557655334,nmi_centers_r1_s0,1640514,1647682,488431104,3,10000,cap,524.1286499500275,10000,3.4326059818267822
False,263168,256000,1.2704298496246338,500.55421113967896,495.14558458328247,nmi_eligibility_r1_s0,1640514,1647682,466221056,3,8000,cap,499.2837812900543,10000,3.4256200790405273
False,263168,256000,1.1864581108093262,515.9381289482117,510.14885568618774,nmi_positives_r1_s0,1640514,1647682,482172416,3,10000,cap,514.7516708374023,10000,3.9069149494171143
False,263168,256000,1.1960432529449463,533.2949569225311,527.6241509914398,nmi_negatives_r1_s0,1640514,1647682,487112192,2,10000,cap,532.0989136695862,10000,3.8837099075317383
False,263168,256000,1.2668969631195068,531.076890707016,525.220032453537,nmi_context_r1_s0,1640514,1647682,507382784,3,10000,cap,529.8099937438965,10000,4.189213514328003
False,263168,256000,1.2376248836517334,523.450234413147,517.6789450645447,nmi_optimization_r1_s0,1640514,1647682,482475008,2,10000,cap,522.2126095294952,10000,4.016045570373535
False,263168,256000,1.1868045330047607,743.6080334186554,738.1431095600128,nmi_alignment_r1_s0,1640514,1647682,478247424,1,10000,cap,742.4212288856506,10000,5.870277643203735
False,263168,256000,1.3231048583984375,747.3880224227905,741.7416341304779,nmi_sharing_r1_s0,1654338,1661506,535054848,1,8000,cap,746.0649175643921,10000,3.48132061958313
False,656640,512000,1.4692142009735107,748.3030371665955,742.1509008407593,nmi_capacity_r1_s0,4860034,5004674,785114624,1,8000,cap,746.833822965622,10000,4.544036388397217
True,263168,256000,1.2572343349456787,530.6710784435272,524.9669208526611,nmi_objective_r1_s0,1640514,1647682,536822784,2,10000,cap,529.4138441085815,10000,3.600215435028076
False,263168,256000,1.5630114078521729,528.4546070098877,522.4687831401825,nmi_region_adaptive_r1_s0,1640514,1647682,488431104,2,8000,cap,526.8915956020355,10000,3.4909398555755615
False,263168,256000,1.220071792602539,741.8462331295013,736.1714067459106,nmi_coverage_r1_s0,1640514,1647682,479757824,1,10000,cap,740.6261613368988,10000,5.879171848297119
False,263168,256000,1.2373301982879639,71.85737180709839,66.39381575584412,nmi_budget_r1_s0,1640514,1647682,478191616,3,1250,cap,70.62004160881042,1250,0.7200443744659424
False,263168,256000,1.140164852142334,539.9622077941895,529.701055765152,nmi_baseline_r2_s0,1640514,1647682,477747200,3,10000,cap,538.8220429420471,10000,8.178910732269287
False,263168,256000,1.2965238094329834,530.5436162948608,520.2161724567413,nmi_exposure_r2_s0,1640514,1647682,475589120,3,10000,cap,529.2470924854279,10000,6.634616374969482
False,263168,256000,1.291163682937622,532.6896512508392,522.4351499080658,nmi_schedule_r2_s0,1640514,1647682,477542912,3,10000,cap,531.3984875679016,10000,8.230892896652222
False,263168,256000,1.227644681930542,528.4069709777832,518.4165132045746,nmi_composition_r2_s0,1640514,1647682,467997184,2,10000,cap,527.1793262958527,10000,6.610644102096558
