protocol,model,comparison,order,source_count,previous_source_count,checkpoint_step,stream,metric,scope,target_comparisons,distinct_targets,training_seeds_min,mean_gain,fraction_improved,worst_gain,best_gain,worst_target
prodigy_ladder,PRODIGY,adjacent_rung,A,3,2.0,2500,original,accuracy,common4_unseen,4,4,3.0,-0.004801432291666666,0.5,-0.018229166666666668,0.009657118055555544,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,3,2.0,2500,original,roc_auc,all,5,5,3.0,-0.011863086841724555,0.0,-0.018135706583658855,-0.00250244140625,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,A,3,2.0,2500,original,roc_auc,in_mix,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,3,2.0,2500,original,roc_auc,unseen,5,5,3.0,-0.011863086841724555,0.0,-0.018135706583658855,-0.00250244140625,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,A,3,2.0,2500,original,roc_auc,incumbent,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,3,2.0,2500,original,roc_auc,newcomer,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,3,2.0,2500,original,roc_auc,common4_all,4,4,3.0,-0.010294931906240978,0.0,-0.016202220210322582,-0.00250244140625,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,3,2.0,2500,original,roc_auc,common4_in_mix,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,3,2.0,2500,original,roc_auc,common4_unseen,4,4,3.0,-0.010294931906240978,0.0,-0.016202220210322582,-0.00250244140625,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,accuracy,all,5,5,3.0,-0.0009548611111111091,0.6,-0.02159288194444442,0.015625,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,accuracy,in_mix,1,1,3.0,-0.02159288194444442,0.0,-0.02159288194444442,-0.02159288194444442,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,accuracy,unseen,4,4,3.0,0.004204644097222219,0.75,-0.0026041666666666665,0.015625,election2020
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,accuracy,incumbent,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,accuracy,newcomer,1,1,3.0,-0.02159288194444442,0.0,-0.02159288194444442,-0.02159288194444442,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,accuracy,common4_all,4,4,3.0,-0.0014377170138888864,0.5,-0.02159288194444442,0.015625,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,accuracy,common4_in_mix,1,1,3.0,-0.02159288194444442,0.0,-0.02159288194444442,-0.02159288194444442,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,accuracy,common4_unseen,3,3,3.0,0.005280671296296293,0.6666666666666666,-0.0026041666666666665,0.015625,election2020
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,roc_auc,all,5,5,3.0,0.00133762595094283,0.4,-0.013894399007161459,0.0191650390625,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,roc_auc,in_mix,1,1,3.0,-0.0018633618766877118,0.0,-0.0018633618766877118,-0.0018633618766877118,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,roc_auc,unseen,4,4,3.0,0.002137872907850465,0.5,-0.013894399007161459,0.0191650390625,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,roc_auc,incumbent,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,roc_auc,newcomer,1,1,3.0,-0.0018633618766877118,0.0,-0.0018633618766877118,-0.0018633618766877118,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,roc_auc,common4_all,4,4,3.0,0.005145632190468902,0.5,-0.0018633618766877118,0.0191650390625,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,roc_auc,common4_in_mix,1,1,3.0,-0.0018633618766877118,0.0,-0.0018633618766877118,-0.0018633618766877118,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,2500,original,roc_auc,common4_unseen,3,3,3.0,0.007481963546187773,0.6666666666666666,-0.001617431640625,0.0191650390625,election2020
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,accuracy,all,5,5,3.0,0.011393229166666668,0.8,-0.0013020833333333333,0.028537326388888878,election2020
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,accuracy,in_mix,2,2,3.0,0.013617621527777773,0.5,-0.0013020833333333333,0.028537326388888878,election2020
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,accuracy,unseen,3,3,3.0,0.00991030092592593,1.0,0.0010850694444444569,0.01953125,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,accuracy,incumbent,1,1,3.0,0.028537326388888878,1.0,0.028537326388888878,0.028537326388888878,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,accuracy,newcomer,1,1,3.0,-0.0013020833333333333,0.0,-0.0013020833333333333,-0.0013020833333333333,election2020
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,accuracy,common4_all,4,4,3.0,0.011962890625,0.75,-0.0013020833333333333,0.028537326388888878,election2020
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,accuracy,common4_in_mix,2,2,3.0,0.013617621527777773,0.5,-0.0013020833333333333,0.028537326388888878,election2020
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,accuracy,common4_unseen,2,2,3.0,0.010308159722222229,1.0,0.0010850694444444569,0.01953125,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,roc_auc,all,5,5,3.0,0.007853486802842887,1.0,0.0035603841145833335,0.016817728678385418,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,roc_auc,in_mix,2,2,3.0,0.007427498146339695,1.0,0.00597438105830439,0.008880615234375,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,roc_auc,unseen,3,3,3.0,0.008137479240511681,1.0,0.0035603841145833335,0.016817728678385418,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,roc_auc,incumbent,1,1,3.0,0.00597438105830439,1.0,0.00597438105830439,0.00597438105830439,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,roc_auc,newcomer,1,1,3.0,0.008880615234375,1.0,0.008880615234375,0.008880615234375,election2020
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,roc_auc,common4_all,4,4,3.0,0.005612426333957254,1.0,0.0035603841145833335,0.008880615234375,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,roc_auc,common4_in_mix,2,2,3.0,0.007427498146339695,1.0,0.00597438105830439,0.008880615234375,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,2500,original,roc_auc,common4_unseen,2,2,3.0,0.003797354521574814,1.0,0.0035603841145833335,0.004034324928566295,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,accuracy,all,5,5,3.0,-0.003016493055555551,0.4,-0.013020833333333334,0.007161458333333333,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,accuracy,in_mix,3,3,3.0,-0.008391203703703696,0.0,-0.013020833333333334,0.0,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,accuracy,unseen,2,2,3.0,0.005045572916666666,1.0,0.0029296875,0.007161458333333333,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,accuracy,incumbent,2,2,3.0,-0.006076388888888877,0.0,-0.012152777777777754,0.0,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,accuracy,newcomer,1,1,3.0,-0.013020833333333334,0.0,-0.013020833333333334,-0.013020833333333334,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,accuracy,common4_all,4,4,3.0,-0.005560980902777772,0.25,-0.013020833333333334,0.0029296875,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,accuracy,common4_in_mix,3,3,3.0,-0.008391203703703696,0.0,-0.013020833333333334,0.0,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,accuracy,common4_unseen,1,1,3.0,0.0029296875,1.0,0.0029296875,0.0029296875,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,roc_auc,all,5,5,3.0,-0.0007736488624855506,0.4,-0.009480794270833334,0.0061690012613932295,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,roc_auc,in_mix,3,3,3.0,-0.00485879403573497,0.0,-0.009480794270833334,-0.0014851888020833333,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,roc_auc,unseen,2,2,3.0,0.005354068897388579,1.0,0.004539136533383929,0.0061690012613932295,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,roc_auc,incumbent,2,2,3.0,-0.0025477939181857887,0.0,-0.003610399034288244,-0.0014851888020833333,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,roc_auc,newcomer,1,1,3.0,-0.009480794270833334,0.0,-0.009480794270833334,-0.009480794270833334,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,roc_auc,common4_all,4,4,3.0,-0.0025093113934552456,0.25,-0.009480794270833334,0.004539136533383929,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,roc_auc,common4_in_mix,3,3,3.0,-0.00485879403573497,0.0,-0.009480794270833334,-0.0014851888020833333,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,2500,original,roc_auc,common4_unseen,1,1,3.0,0.004539136533383929,1.0,0.004539136533383929,0.004539136533383929,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,accuracy,all,5,5,3.0,0.00017361111111110876,0.4,-0.011610243055555544,0.017361111111111088,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,accuracy,in_mix,4,4,3.0,-0.000515407986111114,0.25,-0.011610243055555544,0.017361111111111088,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,accuracy,unseen,1,1,3.0,0.0029296875,1.0,0.0029296875,0.0029296875,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,accuracy,incumbent,3,3,3.0,-0.006474247685185182,0.0,-0.011610243055555544,0.0,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,accuracy,newcomer,1,1,3.0,0.017361111111111088,1.0,0.017361111111111088,0.017361111111111088,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,accuracy,common4_all,4,4,3.0,-0.000515407986111114,0.25,-0.011610243055555544,0.017361111111111088,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,accuracy,common4_in_mix,4,4,3.0,-0.000515407986111114,0.25,-0.011610243055555544,0.017361111111111088,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,accuracy,common4_unseen,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,roc_auc,all,5,5,3.0,0.00879685672712914,0.8,-0.0010317578727816838,0.01711979618778936,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,roc_auc,in_mix,4,4,3.0,0.008279211727189418,0.75,-0.0010317578727816838,0.01711979618778936,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,roc_auc,unseen,1,1,3.0,0.010867436726888021,1.0,0.010867436726888021,0.010867436726888021,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,roc_auc,incumbent,3,3,3.0,0.005332350240322772,0.6666666666666666,-0.0010317578727816838,0.0164794921875,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,roc_auc,newcomer,1,1,3.0,0.01711979618778936,1.0,0.01711979618778936,0.01711979618778936,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,roc_auc,common4_all,4,4,3.0,0.008279211727189418,0.75,-0.0010317578727816838,0.01711979618778936,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,roc_auc,common4_in_mix,4,4,3.0,0.008279211727189418,0.75,-0.0010317578727816838,0.01711979618778936,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,2500,original,roc_auc,common4_unseen,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,accuracy,all,5,5,3.0,-0.001649305555555558,0.4,-0.013671875,0.00672743055555558,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,accuracy,in_mix,4,4,3.0,0.0013563368055555525,0.5,-0.00390625,0.00672743055555558,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,accuracy,unseen,1,1,3.0,-0.013671875,0.0,-0.013671875,-0.013671875,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,accuracy,incumbent,4,4,3.0,0.0013563368055555525,0.5,-0.00390625,0.00672743055555558,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,accuracy,newcomer,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,accuracy,common4_all,4,4,3.0,0.0013563368055555525,0.5,-0.00390625,0.00672743055555558,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,accuracy,common4_in_mix,4,4,3.0,0.0013563368055555525,0.5,-0.00390625,0.00672743055555558,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,accuracy,common4_unseen,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,roc_auc,all,5,5,3.0,-0.008615135852201491,0.4,-0.030826568603515625,0.015244589911566889,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,roc_auc,in_mix,4,4,3.0,-0.0030622776643729572,0.5,-0.026611328125,0.015244589911566889,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,roc_auc,unseen,1,1,3.0,-0.030826568603515625,0.0,-0.030826568603515625,-0.030826568603515625,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,roc_auc,incumbent,4,4,3.0,-0.0030622776643729572,0.5,-0.026611328125,0.015244589911566889,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,roc_auc,newcomer,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,roc_auc,common4_all,4,4,3.0,-0.0030622776643729572,0.5,-0.026611328125,0.015244589911566889,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,roc_auc,common4_in_mix,4,4,3.0,-0.0030622776643729572,0.5,-0.026611328125,0.015244589911566889,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,2500,original,roc_auc,common4_unseen,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,accuracy,all,5,5,3.0,0.004622395833333341,0.6,-0.00640190972222221,0.027018229166666668,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,accuracy,in_mix,5,5,3.0,0.004622395833333341,0.6,-0.00640190972222221,0.027018229166666668,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,accuracy,unseen,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,accuracy,incumbent,4,4,3.0,-0.0009765624999999907,0.5,-0.00640190972222221,0.0024956597222222467,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,accuracy,newcomer,1,1,3.0,0.027018229166666668,1.0,0.027018229166666668,0.027018229166666668,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,accuracy,common4_all,4,4,3.0,-0.0009765624999999907,0.5,-0.00640190972222221,0.0024956597222222467,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,accuracy,common4_in_mix,4,4,3.0,-0.0009765624999999907,0.5,-0.00640190972222221,0.0024956597222222467,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,accuracy,common4_unseen,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,roc_auc,all,5,5,3.0,0.008939257963204095,0.8,-0.009729597303602492,0.04223759969075521,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,roc_auc,in_mix,5,5,3.0,0.008939257963204095,0.8,-0.009729597303602492,0.04223759969075521,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,roc_auc,unseen,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,roc_auc,incumbent,4,4,3.0,0.0006146725313163164,0.75,-0.009729597303602492,0.009928385416666666,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,roc_auc,newcomer,1,1,3.0,0.04223759969075521,1.0,0.04223759969075521,0.04223759969075521,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,roc_auc,common4_all,4,4,3.0,0.0006146725313163164,0.75,-0.009729597303602492,0.009928385416666666,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,roc_auc,common4_in_mix,4,4,3.0,0.0006146725313163164,0.75,-0.009729597303602492,0.009928385416666666,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,2500,original,roc_auc,common4_unseen,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,accuracy,all,5,5,3.0,0.04483506944444445,0.4,-0.006510416666666667,0.18804253472222224,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,accuracy,in_mix,2,2,3.0,0.020833333333333336,0.5,-0.006510416666666667,0.048177083333333336,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,accuracy,unseen,3,3,3.0,0.06083622685185186,0.3333333333333333,-0.0048828125,0.18804253472222224,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,accuracy,incumbent,1,1,3.0,-0.006510416666666667,0.0,-0.006510416666666667,-0.006510416666666667,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,accuracy,newcomer,1,1,3.0,0.048177083333333336,1.0,0.048177083333333336,0.048177083333333336,election2020
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,accuracy,common4_all,4,4,3.0,0.057264539930555566,0.5,-0.006510416666666667,0.18804253472222224,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,accuracy,common4_in_mix,2,2,3.0,0.020833333333333336,0.5,-0.006510416666666667,0.048177083333333336,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,accuracy,common4_unseen,2,2,3.0,0.09369574652777779,0.5,-0.0006510416666666666,0.18804253472222224,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,roc_auc,all,5,5,3.0,0.02994236887237172,0.4,-0.01519775390625,0.1652420420705537,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,roc_auc,in_mix,2,2,3.0,-0.000935872395833333,0.5,-0.01519775390625,0.013326009114583334,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,roc_auc,unseen,3,3,3.0,0.05052786305117509,0.3333333333333333,-0.007249196370442708,0.1652420420705537,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,roc_auc,incumbent,1,1,3.0,-0.01519775390625,0.0,-0.01519775390625,-0.01519775390625,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,roc_auc,newcomer,1,1,3.0,0.013326009114583334,1.0,0.013326009114583334,0.013326009114583334,election2020
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,roc_auc,common4_all,4,4,3.0,0.03924026018307533,0.5,-0.01519775390625,0.1652420420705537,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,roc_auc,common4_in_mix,2,2,3.0,-0.000935872395833333,0.5,-0.01519775390625,0.013326009114583334,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,2500,original,roc_auc,common4_unseen,2,2,3.0,0.07941639276198399,0.5,-0.006409256546585714,0.1652420420705537,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,2500,original,accuracy,all,5,5,3.0,0.019835069444444436,0.8,-0.005208333333333333,0.048502604166666664,election2020
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,2500,original,accuracy,in_mix,2,2,3.0,0.015625,0.5,-0.005208333333333333,0.036458333333333336,election2020
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,2500,original,accuracy,unseen,3,3,3.0,0.022641782407407388,1.0,0.0035807291666666665,0.048502604166666664,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,2500,original,accuracy,incumbent,2,2,3.0,0.015625,0.5,-0.005208333333333333,0.036458333333333336,election2020
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,2500,original,accuracy,newcomer,0,0,,,,,,
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,2500,original,accuracy,common4_all,4,4,3.0,0.012668185763888878,0.75,-0.005208333333333333,0.036458333333333336,election2020
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,2500,original,accuracy,common4_in_mix,2,2,3.0,0.015625,0.5,-0.005208333333333333,0.036458333333333336,election2020
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,2500,original,accuracy,common4_unseen,2,2,3.0,0.009711371527777754,1.0,0.0035807291666666665,0.01584201388888884,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,2500,original,roc_auc,all,5,5,3.0,0.03212397540057148,1.0,0.004679361979166667,0.06583913167317708,election2020
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,2500,original,roc_auc,in_mix,2,2,3.0,0.022684733072916664,1.0,0.004679361979166667,0.040690104166666664,election2020
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,2500,original,roc_auc,unseen,3,3,3.0,0.03841680361900802,1.0,0.009983698527018267,0.06583913167317708,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,2500,original,roc_auc,incumbent,2,2,3.0,0.022684733072916664,1.0,0.004679361979166667,0.040690104166666664,election2020
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,2500,original,roc_auc,newcomer,0,0,,,,,,
