protocol,model,objective,comparison,order,source_count,previous_source_count,added_sources,model_id,physical_model_id,reference_model_id,sources,target,target_seen,role,training_seed,checkpoint_step,stream,metric,value,reference_value,gain
prodigy_ladder,PRODIGY,neighbor_matching,adjacent_rung,A,3,2.0,midterm,ordA_r3,ordA_r3,ordA_r2,"covid,midterm,ukr_rus",facebook_page_reference,False,unseen,1,2500,original,roc_auc,0.748138427734375,0.7804374694824219,-0.032299041748046875
prodigy_ladder,PRODIGY,neighbor_matching,adjacent_rung,A,3,2.0,midterm,ordA_r3,ordA_r3,ordA_r2,"covid,midterm,ukr_rus",facebook_page_reference,False,unseen,1,2500,original,accuracy,0.6640625,0.7060546875,-0.0419921875
prodigy_ladder,PRODIGY,neighbor_matching,versus_first_source,A,3,1.0,"covid,midterm",ordA_r3,ordA_r3,ss_ukr_rus,"covid,midterm,ukr_rus",facebook_page_reference,False,unseen,1,2500,original,roc_auc,0.748138427734375,0.7413578033447266,0.0067806243896484375
prodigy_ladder,PRODIGY,neighbor_matching,versus_first_source,A,3,1.0,"covid,midterm",ordA_r3,ordA_r3,ss_ukr_rus,"covid,midterm,ukr_rus",facebook_page_reference,False,unseen,1,2500,original,accuracy,0.6640625,0.669921875,-0.005859375
prodigy_ladder,PRODIGY,neighbor_matching,adjacent_rung,A,3,2.0,midterm,ordA_r3,ordA_r3,ordA_r2,"covid,midterm,ukr_rus",twibot20,False,unseen,1,2500,original,roc_auc,0.5986605750189887,0.6068695916069878,-0.008209016587999107
prodigy_ladder,PRODIGY,neighbor_matching,adjacent_rung,A,3,2.0,midterm,ordA_r3,ordA_r3,ordA_r2,"covid,midterm,ukr_rus",twibot20,False,unseen,1,2500,original,accuracy,0.5735677083333334,0.578125,-0.00455729166666663
prodigy_ladder,PRODIGY,neighbor_matching,versus_first_source,A,3,1.0,"covid,midterm",ordA_r3,ordA_r3,ss_ukr_rus,"covid,midterm,ukr_rus",twibot20,False,unseen,1,2500,original,roc_auc,0.5986605750189887,0.6085323757595487,-0.009871800740559933
prodigy_ladder,PRODIGY,neighbor_matching,versus_first_source,A,3,1.0,"covid,midterm",ordA_r3,ordA_r3,ss_ukr_rus,"covid,midterm,ukr_rus",twibot20,False,unseen,1,2500,original,accuracy,0.5735677083333334,0.5856119791666666,-0.01204427083333326
prodigy_ladder,PRODIGY,neighbor_matching,adjacent_rung,A,3,2.0,midterm,ordA_r3,ordA_r3,ordA_r2,"covid,midterm,ukr_rus",ukr_rus_suspended,False,unseen,1,2500,original,roc_auc,0.47821044921875,0.4647216796875,0.01348876953125
prodigy_ladder,PRODIGY,neighbor_matching,adjacent_rung,A,3,2.0,midterm,ordA_r3,ordA_r3,ordA_r2,"covid,midterm,ukr_rus",ukr_rus_suspended,False,unseen,1,2500,original,accuracy,0.4765625,0.484375,-0.0078125
prodigy_ladder,PRODIGY,neighbor_matching,versus_first_source,A,3,1.0,"covid,midterm",ordA_r3,ordA_r3,ss_ukr_rus,"covid,midterm,ukr_rus",ukr_rus_suspended,False,unseen,1,2500,original,roc_auc,0.47821044921875,0.5140380859375,-0.03582763671875
