path,rung,arm,accuracy,sd,ce,delta_pp,improved_splits
official,0,base,49.67820256948471,11.080575980102964,3.30167818069458,,
official,1,official_1,47.83958613872528,11.12410516096306,3.7918913841247557,-1.83861643075943,4
official,2,official_2,47.19113826751709,10.603940835081895,4.009629416465759,-0.6484478712081909,5
official,3,official_3,48.30692082643509,10.449968924282306,3.27453008890152,1.1157825589179993,8
adversarial,0,base,49.67820256948471,11.080575980102964,3.30167818069458,,
adversarial,1,adversarial_1,48.99983912706375,10.44596046247177,2.800432801246643,-0.6783634424209595,6
adversarial,2,adversarial_2,43.10478717088699,9.183007533808306,5.3467604398727415,-5.895051956176758,2
adversarial,3,adversarial_3,45.62257468700409,11.250699154794642,5.21353166103363,2.517787516117096,6
