batch,draw,support_slot,center,original_context_nodes,draw_context_nodes,context_jaccard,node_set_changed,graph_tensors_changed
0,0,0,2995,10,10,1.0,False,False
0,0,1,70078,0,0,1.0,False,False
0,0,2,627,4,4,1.0,False,False
0,0,3,66052,0,0,1.0,False,False
0,0,4,26828,10,10,1.0,False,False
0,0,5,34230,34,34,1.0,False,False
0,0,6,6709,10,10,1.0,False,False
0,0,7,33273,49,49,1.0,False,False
0,0,8,37497,81,81,1.0,False,False
0,0,9,20531,83,83,1.0,False,False
0,0,10,24073,30,30,1.0,False,False
0,0,11,9958,89,89,1.0,False,False
0,0,12,34654,10,10,1.0,False,False
0,0,13,70223,0,0,1.0,False,False
0,0,14,33701,20,20,1.0,False,False
0,0,15,12479,42,42,1.0,False,False
0,0,16,38464,2,2,1.0,False,False
0,0,17,9598,12,12,1.0,False,False
0,0,18,44998,9,9,1.0,False,False
0,0,19,12405,52,52,1.0,False,False
0,0,20,42503,18,18,1.0,False,False
0,0,21,42000,76,76,1.0,False,False
0,0,22,21219,24,24,1.0,False,False
0,0,23,29233,84,84,1.0,False,False
0,0,24,23789,21,21,1.0,False,False
0,0,25,67052,0,0,1.0,False,False
0,0,26,3446,62,62,1.0,False,False
0,0,27,15398,2,2,1.0,False,False
0,0,28,32877,44,44,1.0,False,False
0,0,29,5999,10,10,1.0,False,False
0,0,30,27238,81,81,1.0,False,False
0,0,31,20828,71,71,1.0,False,False
0,0,32,18206,92,92,1.0,False,False
0,0,33,13257,96,96,1.0,False,False
0,0,34,24149,64,64,1.0,False,False
0,0,35,48201,48,48,1.0,False,False
0,0,36,38569,19,19,1.0,False,False
0,0,37,3717,10,10,1.0,False,False
0,0,38,67762,0,0,1.0,False,False
0,0,39,14116,42,42,1.0,False,False
0,0,40,8357,10,10,1.0,False,False
0,0,41,846,58,58,1.0,False,False
0,0,42,37766,11,11,1.0,False,False
0,0,43,70324,0,0,1.0,False,False
0,0,44,38593,30,30,1.0,False,False
0,0,45,26447,10,10,1.0,False,False
0,0,46,12939,9,9,1.0,False,False
0,0,47,36704,40,40,1.0,False,False
0,0,48,10669,10,10,1.0,False,False
0,0,49,17412,49,49,1.0,False,False
0,0,50,66946,0,0,1.0,False,False
0,0,51,22030,52,52,1.0,False,False
0,0,52,69328,0,0,1.0,False,False
0,0,53,71789,0,0,1.0,False,False
0,0,54,68970,0,0,1.0,False,False
0,0,55,41320,90,90,1.0,False,False
0,0,56,70532,0,0,1.0,False,False
0,0,57,66928,0,0,1.0,False,False
0,0,58,14162,17,17,1.0,False,False
0,0,59,24210,70,70,1.0,False,False
0,0,60,11682,7,7,1.0,False,False
0,0,61,30838,4,4,1.0,False,False
0,0,62,46606,83,83,1.0,False,False
0,0,63,66609,0,0,1.0,False,False
0,0,64,42308,76,76,1.0,False,False
0,0,65,24687,34,34,1.0,False,False
0,0,66,44917,93,93,1.0,False,False
0,0,67,39621,10,10,1.0,False,False
0,0,68,12154,29,29,1.0,False,False
0,0,69,39827,88,88,1.0,False,False
0,0,70,38457,54,54,1.0,False,False
0,0,71,33202,82,82,1.0,False,False
0,0,72,17177,10,10,1.0,False,False
0,0,73,70556,0,0,1.0,False,False
0,0,74,36504,85,85,1.0,False,False
0,0,75,48781,1,1,1.0,False,False
0,0,76,68625,0,0,1.0,False,False
0,0,77,42657,40,40,1.0,False,False
0,0,78,70866,0,0,1.0,False,False
0,0,79,13991,84,84,1.0,False,False
0,1,0,2995,10,10,0.05263157894736842,True,True
0,1,1,70078,0,0,1.0,False,False
0,1,2,627,4,4,1.0,False,False
0,1,3,66052,0,0,1.0,False,False
0,1,4,26828,10,10,0.05263157894736842,True,True
0,1,5,34230,34,34,0.5454545454545454,True,True
0,1,6,6709,10,10,0.05263157894736842,True,True
0,1,7,33273,49,48,0.1686746987951807,True,True
0,1,8,37497,81,80,0.14184397163120568,True,True
0,1,9,20531,83,82,0.15384615384615385,True,True
0,1,10,24073,30,30,0.05263157894736842,True,True
0,1,11,9958,89,91,0.0975609756097561,True,True
0,1,12,34654,10,10,0.05263157894736842,True,True
0,1,13,70223,0,0,1.0,False,False
0,1,14,33701,20,20,0.1111111111111111,True,True
0,1,15,12479,42,44,0.2647058823529412,True,True
0,1,16,38464,2,2,1.0,False,False
0,1,17,9598,12,12,0.3333333333333333,True,True
0,1,18,44998,9,9,0.5,True,True
0,1,19,12405,52,51,0.17045454545454544,True,True
0,1,20,42503,18,19,0.6086956521739131,True,True
0,1,21,42000,76,66,0.2909090909090909,True,True
0,1,22,21219,24,23,0.34285714285714286,True,True
0,1,23,29233,84,80,0.10067114093959731,True,True
0,1,24,23789,21,21,0.16666666666666666,True,True
0,1,25,67052,0,0,1.0,False,False
0,1,26,3446,62,66,0.26732673267326734,True,True
0,1,27,15398,2,2,1.0,False,False
0,1,28,32877,44,43,0.14473684210526316,True,True
0,1,29,5999,10,10,0.05263157894736842,True,True
0,1,30,27238,81,70,0.15267175572519084,True,True
0,1,31,20828,71,71,0.12698412698412698,True,True
0,1,32,18206,92,91,0.08284023668639054,True,True
0,1,33,13257,96,94,0.07344632768361582,True,True
0,1,34,24149,64,67,0.43956043956043955,True,True
0,1,35,48201,48,49,0.07777777777777778,True,True
0,1,36,38569,19,20,0.05405405405405406,True,True
0,1,37,3717,10,9,0.26666666666666666,True,True
0,1,38,67762,0,0,1.0,False,False
0,1,39,14116,42,43,0.328125,True,True
0,1,40,8357,10,10,0.1111111111111111,True,True
0,1,41,846,58,64,0.2978723404255319,True,True
0,1,42,37766,11,11,0.1,True,True
0,1,43,70324,0,0,1.0,False,False
0,1,44,38593,30,30,0.07142857142857142,True,True
0,1,45,26447,10,10,0.05263157894736842,True,True
0,1,46,12939,9,10,0.1875,True,True
0,1,47,36704,40,41,0.08,True,True
0,1,48,10669,10,10,0.1111111111111111,True,True
0,1,49,17412,49,47,0.2,True,True
0,1,50,66946,0,0,1.0,False,False
0,1,51,22030,52,51,0.21176470588235294,True,True
0,1,52,69328,0,0,1.0,False,False
0,1,53,71789,0,0,1.0,False,False
0,1,54,68970,0,0,1.0,False,False
0,1,55,41320,90,87,0.14193548387096774,True,True
0,1,56,70532,0,0,1.0,False,False
0,1,57,66928,0,0,1.0,False,False
0,1,58,14162,17,15,0.45454545454545453,True,True
0,1,59,24210,70,73,0.16260162601626016,True,True
0,1,60,11682,7,9,0.6,True,True
0,1,61,30838,4,4,1.0,False,False
0,1,62,46606,83,74,0.21705426356589147,True,True
0,1,63,66609,0,0,1.0,False,False
0,1,64,42308,76,71,0.1951219512195122,True,True
0,1,65,24687,34,35,0.35294117647058826,True,True
0,1,66,44917,93,93,0.1411042944785276,True,True
0,1,67,39621,10,10,0.1111111111111111,True,True
0,1,68,12154,29,28,0.16326530612244897,True,True
0,1,69,39827,88,78,0.136986301369863,True,True
0,1,70,38457,54,61,0.11650485436893204,True,True
0,1,71,33202,82,88,0.24087591240875914,True,True
0,1,72,17177,10,10,0.05263157894736842,True,True
0,1,73,70556,0,0,1.0,False,False
0,1,74,36504,85,86,0.14,True,True
0,1,75,48781,1,1,1.0,False,False
0,1,76,68625,0,0,1.0,False,False
0,1,77,42657,40,39,0.14492753623188406,True,True
0,1,78,70866,0,0,1.0,False,False
0,1,79,13991,84,77,0.13380281690140844,True,True
0,2,0,2995,10,10,0.1111111111111111,True,True
0,2,1,70078,0,0,1.0,False,False
0,2,2,627,4,4,1.0,False,False
0,2,3,66052,0,0,1.0,False,False
0,2,4,26828,10,10,0.05263157894736842,True,True
0,2,5,34230,34,32,0.5714285714285714,True,True
0,2,6,6709,10,10,0.05263157894736842,True,True
0,2,7,33273,49,49,0.13953488372093023,True,True
0,2,8,37497,81,74,0.183206106870229,True,True
0,2,9,20531,83,84,0.14383561643835616,True,True
0,2,10,24073,30,30,0.09090909090909091,True,True
0,2,11,9958,89,87,0.14285714285714285,True,True
0,2,12,34654,10,10,0.17647058823529413,True,True
0,2,13,70223,0,0,1.0,False,False
0,2,14,33701,20,19,0.08333333333333333,True,True
0,2,15,12479,42,43,0.21428571428571427,True,True
0,2,16,38464,2,2,1.0,False,False
0,2,17,9598,12,12,0.2,True,True
0,2,18,44998,9,10,0.26666666666666666,True,True
0,2,19,12405,52,53,0.22093023255813954,True,True
0,2,20,42503,18,18,0.5652173913043478,True,True
0,2,21,42000,76,70,0.35185185185185186,True,True
0,2,22,21219,24,24,0.3333333333333333,True,True
0,2,23,29233,84,84,0.17482517482517482,True,True
0,2,24,23789,21,20,0.20588235294117646,True,True
0,2,25,67052,0,0,1.0,False,False
0,2,26,3446,62,65,0.12389380530973451,True,True
0,2,27,15398,2,2,1.0,False,False
0,2,28,32877,44,44,0.1282051282051282,True,True
0,2,29,5999,10,10,0.05263157894736842,True,True
0,2,30,27238,81,76,0.13768115942028986,True,True
0,2,31,20828,71,71,0.12698412698412698,True,True
0,2,32,18206,92,90,0.07058823529411765,True,True
0,2,33,13257,96,94,0.07954545454545454,True,True
0,2,34,24149,64,67,0.43956043956043955,True,True
0,2,35,48201,48,50,0.07692307692307693,True,True
0,2,36,38569,19,20,0.05405405405405406,True,True
0,2,37,3717,10,10,0.25,True,True
0,2,38,67762,0,0,1.0,False,False
0,2,39,14116,42,42,0.3548387096774194,True,True
0,2,40,8357,10,9,0.11764705882352941,True,True
0,2,41,846,58,36,0.16049382716049382,True,True
0,2,42,37766,11,11,0.1,True,True
0,2,43,70324,0,0,1.0,False,False
0,2,44,38593,30,30,0.05263157894736842,True,True
0,2,45,26447,10,10,0.05263157894736842,True,True
0,2,46,12939,9,10,0.11764705882352941,True,True
0,2,47,36704,40,41,0.0945945945945946,True,True
0,2,48,10669,10,10,0.1111111111111111,True,True
0,2,49,17412,49,48,0.2597402597402597,True,True
0,2,50,66946,0,0,1.0,False,False
0,2,51,22030,52,52,0.20930232558139536,True,True
0,2,52,69328,0,0,1.0,False,False
0,2,53,71789,0,0,1.0,False,False
0,2,54,68970,0,0,1.0,False,False
0,2,55,41320,90,86,0.1282051282051282,True,True
0,2,56,70532,0,0,1.0,False,False
0,2,57,66928,0,0,1.0,False,False
0,2,58,14162,17,17,0.4782608695652174,True,True
0,2,59,24210,70,75,0.11538461538461539,True,True
0,2,60,11682,7,8,0.36363636363636365,True,True
0,2,61,30838,4,4,1.0,False,False
0,2,62,46606,83,80,0.26356589147286824,True,True
0,2,63,66609,0,0,1.0,False,False
0,2,64,42308,76,75,0.1889763779527559,True,True
0,2,65,24687,34,35,0.46808510638297873,True,True
0,2,66,44917,93,92,0.08187134502923976,True,True
0,2,67,39621,10,10,0.1111111111111111,True,True
0,2,68,12154,29,28,0.16326530612244897,True,True
0,2,69,39827,88,90,0.07878787878787878,True,True
0,2,70,38457,54,66,0.07142857142857142,True,True
0,2,71,33202,82,83,0.25,True,True
0,2,72,17177,10,10,0.1111111111111111,True,True
0,2,73,70556,0,0,1.0,False,False
0,2,74,36504,85,79,0.10067114093959731,True,True
0,2,75,48781,1,1,1.0,False,False
0,2,76,68625,0,0,1.0,False,False
0,2,77,42657,40,39,0.11267605633802817,True,True
0,2,78,70866,0,0,1.0,False,False
0,2,79,13991,84,78,0.15714285714285714,True,True
0,3,0,2995,10,10,0.05263157894736842,True,True
0,3,1,70078,0,0,1.0,False,False
0,3,2,627,4,4,1.0,False,False
0,3,3,66052,0,0,1.0,False,False
0,3,4,26828,10,10,0.05263157894736842,True,True
0,3,5,34230,34,32,0.5714285714285714,True,True
0,3,6,6709,10,10,0.05263157894736842,True,True
0,3,7,33273,49,48,0.1686746987951807,True,True
0,3,8,37497,81,84,0.06451612903225806,True,True
0,3,9,20531,83,83,0.16901408450704225,True,True
0,3,10,24073,30,30,0.07142857142857142,True,True
0,3,11,9958,89,89,0.1337579617834395,True,True
0,3,12,34654,10,10,0.1111111111111111,True,True
0,3,13,70223,0,0,1.0,False,False
0,3,14,33701,20,20,0.05263157894736842,True,True
0,3,15,12479,42,43,0.3492063492063492,True,True
0,3,16,38464,2,2,1.0,False,False
0,3,17,9598,12,12,0.2,True,True
0,3,18,44998,9,10,0.1875,True,True
0,3,19,12405,52,51,0.15730337078651685,True,True
0,3,20,42503,18,19,0.48,True,True
0,3,21,42000,76,70,0.24786324786324787,True,True
0,3,22,21219,24,23,0.3055555555555556,True,True
0,3,23,29233,84,84,0.10526315789473684,True,True
0,3,24,23789,21,20,0.24242424242424243,True,True
0,3,25,67052,0,0,1.0,False,False
0,3,26,3446,62,74,0.19298245614035087,True,True
0,3,27,15398,2,2,1.0,False,False
0,3,28,32877,44,41,0.18055555555555555,True,True
0,3,29,5999,10,10,0.05263157894736842,True,True
0,3,30,27238,81,82,0.10884353741496598,True,True
0,3,31,20828,71,69,0.13821138211382114,True,True
0,3,32,18206,92,92,0.08235294117647059,True,True
0,3,33,13257,96,98,0.0718232044198895,True,True
0,3,34,24149,64,65,0.4175824175824176,True,True
0,3,35,48201,48,50,0.11363636363636363,True,True
0,3,36,38569,19,20,0.11428571428571428,True,True
0,3,37,3717,10,9,0.26666666666666666,True,True
0,3,38,67762,0,0,1.0,False,False
0,3,39,14116,42,41,0.27692307692307694,True,True
0,3,40,8357,10,10,0.1111111111111111,True,True
0,3,41,846,58,49,0.25882352941176473,True,True
0,3,42,37766,11,11,0.1,True,True
0,3,43,70324,0,0,1.0,False,False
0,3,44,38593,30,30,0.05263157894736842,True,True
0,3,45,26447,10,10,0.05263157894736842,True,True
0,3,46,12939,9,10,0.05555555555555555,True,True
0,3,47,36704,40,41,0.08,True,True
0,3,48,10669,10,10,0.17647058823529413,True,True
0,3,49,17412,49,49,0.225,True,True
0,3,50,66946,0,0,1.0,False,False
0,3,51,22030,52,50,0.1590909090909091,True,True
0,3,52,69328,0,0,1.0,False,False
0,3,53,71789,0,0,1.0,False,False
0,3,54,68970,0,0,1.0,False,False
0,3,55,41320,90,81,0.1476510067114094,True,True
0,3,56,70532,0,0,1.0,False,False
0,3,57,66928,0,0,1.0,False,False
0,3,58,14162,17,17,0.5454545454545454,True,True
0,3,59,24210,70,72,0.14516129032258066,True,True
0,3,60,11682,7,9,0.6,True,True
0,3,61,30838,4,4,1.0,False,False
0,3,62,46606,83,77,0.14285714285714285,True,True
0,3,63,66609,0,0,1.0,False,False
0,3,64,42308,76,72,0.21311475409836064,True,True
0,3,65,24687,34,34,0.3877551020408163,True,True
0,3,66,44917,93,89,0.1165644171779141,True,True
0,3,67,39621,10,10,0.1111111111111111,True,True
0,3,68,12154,29,29,0.13725490196078433,True,True
0,3,69,39827,88,79,0.14383561643835616,True,True
0,3,70,38457,54,62,0.05454545454545454,True,True
0,3,71,33202,82,79,0.23846153846153847,True,True
0,3,72,17177,10,10,0.05263157894736842,True,True
0,3,73,70556,0,0,1.0,False,False
0,3,74,36504,85,86,0.1875,True,True
0,3,75,48781,1,1,1.0,False,False
0,3,76,68625,0,0,1.0,False,False
0,3,77,42657,40,39,0.12857142857142856,True,True
0,3,78,70866,0,0,1.0,False,False
0,3,79,13991,84,78,0.13286713286713286,True,True
0,4,0,2995,10,10,0.17647058823529413,True,True
0,4,1,70078,0,0,1.0,False,False
0,4,2,627,4,4,1.0,False,False
0,4,3,66052,0,0,1.0,False,False
0,4,4,26828,10,10,0.05263157894736842,True,True
0,4,5,34230,34,32,0.5714285714285714,True,True
0,4,6,6709,10,10,0.05263157894736842,True,True
0,4,7,33273,49,50,0.17857142857142858,True,True
0,4,8,37497,81,90,0.08917197452229299,True,True
0,4,9,20531,83,83,0.16901408450704225,True,True
0,4,10,24073,30,29,0.09259259259259259,True,True
0,4,11,9958,89,85,0.0875,True,True
0,4,12,34654,10,10,0.05263157894736842,True,True
0,4,13,70223,0,0,1.0,False,False
0,4,14,33701,20,19,0.08333333333333333,True,True
0,4,15,12479,42,43,0.21428571428571427,True,True
0,4,16,38464,2,2,1.0,False,False
0,4,17,9598,12,12,0.2,True,True
0,4,18,44998,9,9,0.5,True,True
0,4,19,12405,52,52,0.18181818181818182,True,True
0,4,20,42503,18,19,0.5416666666666666,True,True
0,4,21,42000,76,80,0.2682926829268293,True,True
0,4,22,21219,24,24,0.2972972972972973,True,True
0,4,23,29233,84,80,0.1310344827586207,True,True
0,4,24,23789,21,21,0.16666666666666666,True,True
0,4,25,67052,0,0,1.0,False,False
0,4,26,3446,62,73,0.22727272727272727,True,True
0,4,27,15398,2,2,1.0,False,False
0,4,28,32877,44,43,0.17567567567567569,True,True
0,4,29,5999,10,10,0.05263157894736842,True,True
0,4,30,27238,81,69,0.171875,True,True
0,4,31,20828,71,70,0.1015625,True,True
0,4,32,18206,92,87,0.0718562874251497,True,True
0,4,33,13257,96,95,0.06111111111111111,True,True
0,4,34,24149,64,65,0.40217391304347827,True,True
0,4,35,48201,48,49,0.06593406593406594,True,True
0,4,36,38569,19,19,0.05555555555555555,True,True
0,4,37,3717,10,10,0.5384615384615384,True,True
0,4,38,67762,0,0,1.0,False,False
0,4,39,14116,42,41,0.27692307692307694,True,True
0,4,40,8357,10,10,0.05263157894736842,True,True
0,4,41,846,58,50,0.21348314606741572,True,True
0,4,42,37766,11,11,0.1,True,True
0,4,43,70324,0,0,1.0,False,False
0,4,44,38593,30,30,0.05263157894736842,True,True
0,4,45,26447,10,10,0.05263157894736842,True,True
