first,second,rank_weight,target,checkpoint_step,n_pairs,n_positive,n_negative,positive_fraction,bce,positive_bce,negative_bce,brier,ece_15_equal_width,calibration_bins,logit_quantiles,at_probability_0_5,roc_auc,average_precision
ukr_rus_twitter,facebook_page_reference,0,ukr_rus_twitter,4000,8400,1400,7000,0.16666666666666666,0.07989021439799221,0.25406650551415344,0.04505495617475996,0.02097302565873863,0.007392479804810538,"[{'bin': 0, 'n': 6438, 'mean_probability': 0.00876281487284845, 'positive_fraction': 0.005747126436781609}, {'bin': 1, 'n': 261, 'mean_probability': 0.09335585290108919, 'positive_fraction': 0.06130268199233716}, {'bin': 2, 'n': 107, 'mean_probability': 0.16393196811816532, 'positive_fraction': 0.1308411214953271}, {'bin': 3, 'n': 74, 'mean_probability': 0.23342046023028606, 'positive_fraction': 0.21621621621621623}, {'bin': 4, 'n': 64, 'mean_probability': 0.29968892956749793, 'positive_fraction': 0.234375}, {'bin': 5, 'n': 43, 'mean_probability': 0.36210891578493565, 'positive_fraction': 0.3488372093023256}, {'bin': 6, 'n': 36, 'mean_probability': 0.4303571540216026, 'positive_fraction': 0.25}, {'bin': 7, 'n': 30, 'mean_probability': 0.5045072154982854, 'positive_fraction': 0.43333333333333335}, {'bin': 8, 'n': 33, 'mean_probability': 0.5627292184469691, 'positive_fraction': 0.5757575757575758}, {'bin': 9, 'n': 32, 'mean_probability': 0.6365786501210571, 'positive_fraction': 0.5625}, {'bin': 10, 'n': 53, 'mean_probability': 0.7004265580069907, 'positive_fraction': 0.7547169811320755}, {'bin': 11, 'n': 31, 'mean_probability': 0.7682900477975064, 'positive_fraction': 0.7419354838709677}, {'bin': 12, 'n': 59, 'mean_probability': 0.8343922020068428, 'positive_fraction': 0.864406779661017}, {'bin': 13, 'n': 114, 'mean_probability': 0.9051905668482655, 'positive_fraction': 0.9298245614035088}, {'bin': 14, 'n': 1025, 'mean_probability': 0.9883407757189977, 'positive_fraction': 0.9834146341463414}]","{'min': -15.31547737121582, 'p01': -10.804482612609863, 'median': -5.05618143081665, 'p99': 9.588892669677739, 'max': 24.389572143554688}","{'accuracy': 0.9746428571428571, 'balanced_accuracy': 0.9493571428571429, 'precision': 0.9347985347985348, 'recall': 0.9114285714285715, 'specificity': 0.9872857142857143, 'f1': 0.9229656419529837, 'mcc': 0.9078964259439537, 'tp': 1276, 'tn': 6911, 'fp': 89, 'fn': 124}",0.9899988775510203,0.9693500458445089
ukr_rus_twitter,facebook_page_reference,0,covid19_twitter,4000,8400,1400,7000,0.16666666666666666,0.1783221777847112,0.8835784043657638,0.03727093246850065,0.048503181929171225,0.035245545622578846,"[{'bin': 0, 'n': 6541, 'mean_probability': 0.008633108731788873, 'positive_fraction': 0.02262650970799572}, {'bin': 1, 'n': 340, 'mean_probability': 0.09317316024951887, 'positive_fraction': 0.21470588235294116}, {'bin': 2, 'n': 153, 'mean_probability': 0.16074183092025082, 'positive_fraction': 0.30718954248366015}, {'bin': 3, 'n': 107, 'mean_probability': 0.23163812677524465, 'positive_fraction': 0.308411214953271}, {'bin': 4, 'n': 94, 'mean_probability': 0.29869588317706747, 'positive_fraction': 0.5212765957446809}, {'bin': 5, 'n': 59, 'mean_probability': 0.36512504194428586, 'positive_fraction': 0.6779661016949152}, {'bin': 6, 'n': 57, 'mean_probability': 0.4336182597301438, 'positive_fraction': 0.6842105263157895}, {'bin': 7, 'n': 61, 'mean_probability': 0.4946524264826995, 'positive_fraction': 0.7704918032786885}, {'bin': 8, 'n': 71, 'mean_probability': 0.5681822301690946, 'positive_fraction': 0.7887323943661971}, {'bin': 9, 'n': 59, 'mean_probability': 0.6316350950165376, 'positive_fraction': 0.8813559322033898}, {'bin': 10, 'n': 66, 'mean_probability': 0.701158297544201, 'positive_fraction': 0.803030303030303}, {'bin': 11, 'n': 69, 'mean_probability': 0.7672174053698008, 'positive_fraction': 0.9130434782608695}, {'bin': 12, 'n': 92, 'mean_probability': 0.8378275158639572, 'positive_fraction': 0.8913043478260869}, {'bin': 13, 'n': 129, 'mean_probability': 0.9047784816413191, 'positive_fraction': 0.9457364341085271}, {'bin': 14, 'n': 502, 'mean_probability': 0.9786501113826122, 'positive_fraction': 0.9880478087649402}]","{'min': -15.6697359085083, 'p01': -11.328236722946167, 'median': -5.125367879867554, 'p99': 5.871016025543215, 'max': 12.98375129699707}","{'accuracy': 0.9373809523809524, 'balanced_accuracy': 0.8318571428571429, 'precision': 0.9318181818181818, 'recall': 0.6735714285714286, 'specificity': 0.9901428571428571, 'f1': 0.7819237147595357, 'mcc': 0.7598721082580927, 'tp': 943, 'tn': 6931, 'fp': 69, 'fn': 457}",0.9614029591836736,0.8954543999706331
ukr_rus_twitter,facebook_page_reference,0,midterm,4000,8400,1400,7000,0.16666666666666666,0.2474515877804389,1.0248619876860152,0.09196950779932364,0.06759757245264326,0.041742884264022964,"[{'bin': 0, 'n': 6299, 'mean_probability': 0.009614329838546194, 'positive_fraction': 0.03063978409271313}, {'bin': 1, 'n': 428, 'mean_probability': 0.0967341693412154, 'positive_fraction': 0.22429906542056074}, {'bin': 2, 'n': 216, 'mean_probability': 0.16567309996882165, 'positive_fraction': 0.28703703703703703}, {'bin': 3, 'n': 128, 'mean_probability': 0.2329782578096659, 'positive_fraction': 0.390625}, {'bin': 4, 'n': 85, 'mean_probability': 0.2963546413271215, 'positive_fraction': 0.5176470588235295}, {'bin': 5, 'n': 76, 'mean_probability': 0.3629411118130243, 'positive_fraction': 0.47368421052631576}, {'bin': 6, 'n': 65, 'mean_probability': 0.4277874636781088, 'positive_fraction': 0.4}, {'bin': 7, 'n': 56, 'mean_probability': 0.5034625853935443, 'positive_fraction': 0.5357142857142857}, {'bin': 8, 'n': 58, 'mean_probability': 0.5685252022465875, 'positive_fraction': 0.7413793103448276}, {'bin': 9, 'n': 64, 'mean_probability': 0.6307136003982781, 'positive_fraction': 0.5625}, {'bin': 10, 'n': 53, 'mean_probability': 0.6965067255225806, 'positive_fraction': 0.6226415094339622}, {'bin': 11, 'n': 71, 'mean_probability': 0.7663590489074128, 'positive_fraction': 0.7464788732394366}, {'bin': 12, 'n': 80, 'mean_probability': 0.8353321765820864, 'positive_fraction': 0.7875}, {'bin': 13, 'n': 152, 'mean_probability': 0.9032116418136605, 'positive_fraction': 0.743421052631579}, {'bin': 14, 'n': 569, 'mean_probability': 0.9851297186164162, 'positive_fraction': 0.9173989455184535}]","{'min': -14.705144882202148, 'p01': -11.080318775177002, 'median': -4.847901344299316, 'p99': 7.633295364379884, 'max': 15.034482955932617}","{'accuracy': 0.9146428571428571, 'balanced_accuracy': 0.7999285714285714, 'precision': 0.8176744186046512, 'recall': 0.6278571428571429, 'specificity': 0.972, 'f1': 0.7103030303030303, 'mcc': 0.6691952133052029, 'tp': 879, 'tn': 6804, 'fp': 196, 'fn': 521}",0.9374094897959184,0.7971207053866957
ukr_rus_twitter,facebook_page_reference,0,covid_political,4000,8400,1400,7000,0.16666666666666666,0.21327536240164927,0.8272035033531461,0.0904897342113499,0.05746979634676594,0.015810431582837736,"[{'bin': 0, 'n': 5832, 'mean_probability': 0.015473499596777848, 'positive_fraction': 0.02554869684499314}, {'bin': 1, 'n': 623, 'mean_probability': 0.09294128831625308, 'positive_fraction': 0.11075441412520064}, {'bin': 2, 'n': 303, 'mean_probability': 0.1632886746152272, 'positive_fraction': 0.15181518151815182}, {'bin': 3, 'n': 169, 'mean_probability': 0.23005819068697764, 'positive_fraction': 0.22485207100591717}, {'bin': 4, 'n': 107, 'mean_probability': 0.29797675386027894, 'positive_fraction': 0.2897196261682243}, {'bin': 5, 'n': 98, 'mean_probability': 0.3648284995636476, 'positive_fraction': 0.40816326530612246}, {'bin': 6, 'n': 80, 'mean_probability': 0.43428507331596417, 'positive_fraction': 0.45}, {'bin': 7, 'n': 85, 'mean_probability': 0.4983476796000176, 'positive_fraction': 0.5294117647058824}, {'bin': 8, 'n': 79, 'mean_probability': 0.5652192374794391, 'positive_fraction': 0.6329113924050633}, {'bin': 9, 'n': 88, 'mean_probability': 0.6340108495475756, 'positive_fraction': 0.6931818181818182}, {'bin': 10, 'n': 60, 'mean_probability': 0.7005203265999338, 'positive_fraction': 0.75}, {'bin': 11, 'n': 72, 'mean_probability': 0.7675637748763227, 'positive_fraction': 0.7916666666666666}, {'bin': 12, 'n': 84, 'mean_probability': 0.8364307035187666, 'positive_fraction': 0.7261904761904762}, {'bin': 13, 'n': 131, 'mean_probability': 0.9028309883409158, 'positive_fraction': 0.8702290076335878}, {'bin': 14, 'n': 589, 'mean_probability': 0.9826439409102571, 'positive_fraction': 0.9473684210526315}]","{'min': -14.473472595214844, 'p01': -8.987269420623779, 'median': -3.844733715057373, 'p99': 7.343801727294935, 'max': 13.669483184814453}","{'accuracy': 0.9285714285714286, 'balanced_accuracy': 0.8345714285714285, 'precision': 0.850262697022767, 'recall': 0.6935714285714286, 'specificity': 0.9755714285714285, 'f1': 0.7639653815892997, 'mcc': 0.7275960795884324, 'tp': 971, 'tn': 6829, 'fp': 171, 'fn': 429}",0.9348374489795919,0.8293114716835381
ukr_rus_twitter,facebook_page_reference,0,ukr_rus_suspended,4000,8400,1400,7000,0.16666666666666666,0.22001232800873033,0.572004257866602,0.14961394203715592,0.06201239861852122,0.03826607108984749,"[{'bin': 0, 'n': 5692, 'mean_probability': 0.010731083570572448, 'positive_fraction': 0.01669009135628953}, {'bin': 1, 'n': 457, 'mean_probability': 0.09591579876855852, 'positive_fraction': 0.10065645514223195}, {'bin': 2, 'n': 214, 'mean_probability': 0.16469409017765352, 'positive_fraction': 0.102803738317757}, {'bin': 3, 'n': 160, 'mean_probability': 0.23416219772651328, 'positive_fraction': 0.15625}, {'bin': 4, 'n': 115, 'mean_probability': 0.29740922767400335, 'positive_fraction': 0.25217391304347825}, {'bin': 5, 'n': 87, 'mean_probability': 0.36644323337389, 'positive_fraction': 0.3103448275862069}, {'bin': 6, 'n': 99, 'mean_probability': 0.4341543446306565, 'positive_fraction': 0.25252525252525254}, {'bin': 7, 'n': 95, 'mean_probability': 0.505251466742841, 'positive_fraction': 0.3368421052631579}, {'bin': 8, 'n': 85, 'mean_probability': 0.5666602038569782, 'positive_fraction': 0.35294117647058826}, {'bin': 9, 'n': 91, 'mean_probability': 0.6346608899432786, 'positive_fraction': 0.46153846153846156}, {'bin': 10, 'n': 86, 'mean_probability': 0.6994672665840941, 'positive_fraction': 0.38372093023255816}, {'bin': 11, 'n': 104, 'mean_probability': 0.76749008141685, 'positive_fraction': 0.49038461538461536}, {'bin': 12, 'n': 114, 'mean_probability': 0.8334951317628737, 'positive_fraction': 0.5964912280701754}, {'bin': 13, 'n': 157, 'mean_probability': 0.904645603321193, 'positive_fraction': 0.6878980891719745}, {'bin': 14, 'n': 844, 'mean_probability': 0.9853499402223743, 'positive_fraction': 0.9087677725118484}]","{'min': -15.79494571685791, 'p01': -10.464717674255372, 'median': -4.274415493011475, 'p99': 9.831486835479737, 'max': 22.08286476135254}","{'accuracy': 0.9163095238095238, 'balanced_accuracy': 0.8692142857142857, 'precision': 0.7264457439896036, 'recall': 0.7985714285714286, 'specificity': 0.9398571428571428, 'f1': 0.7608029942157196, 'mcc': 0.7113912357353811, 'tp': 1118, 'tn': 6579, 'fp': 421, 'fn': 282}",0.9488261224489796,0.8490076552749621
ukr_rus_twitter,facebook_page_reference,0,twibot20,4000,8400,1400,7000,0.16666666666666666,0.2378029846768243,0.6545101285740028,0.1544615558973886,0.06801343607393617,0.032624162415301056,"[{'bin': 0, 'n': 5225, 'mean_probability': 0.01320895510032484, 'positive_fraction': 0.017607655502392343}, {'bin': 1, 'n': 648, 'mean_probability': 0.09604508041231416, 'positive_fraction': 0.07098765432098765}, {'bin': 2, 'n': 363, 'mean_probability': 0.1633482403929476, 'positive_fraction': 0.13774104683195593}, {'bin': 3, 'n': 250, 'mean_probability': 0.2300447757315747, 'positive_fraction': 0.144}, {'bin': 4, 'n': 168, 'mean_probability': 0.2999514333550981, 'positive_fraction': 0.24404761904761904}, {'bin': 5, 'n': 155, 'mean_probability': 0.3661766659300232, 'positive_fraction': 0.24516129032258063}, {'bin': 6, 'n': 116, 'mean_probability': 0.43340833416272295, 'positive_fraction': 0.35344827586206895}, {'bin': 7, 'n': 124, 'mean_probability': 0.49866062443743653, 'positive_fraction': 0.43548387096774194}, {'bin': 8, 'n': 101, 'mean_probability': 0.5663148454424425, 'positive_fraction': 0.44554455445544555}, {'bin': 9, 'n': 97, 'mean_probability': 0.6336845732548226, 'positive_fraction': 0.5567010309278351}, {'bin': 10, 'n': 125, 'mean_probability': 0.6993450276202668, 'positive_fraction': 0.56}, {'bin': 11, 'n': 94, 'mean_probability': 0.7684173907579732, 'positive_fraction': 0.5425531914893617}, {'bin': 12, 'n': 128, 'mean_probability': 0.8373084658997779, 'positive_fraction': 0.6875}, {'bin': 13, 'n': 194, 'mean_probability': 0.9030334320537349, 'positive_fraction': 0.7164948453608248}, {'bin': 14, 'n': 612, 'mean_probability': 0.9805210678697736, 'positive_fraction': 0.9068627450980392}]","{'min': -16.119935989379883, 'p01': -10.26416187286377, 'median': -3.6825754642486572, 'p99': 6.490178356170654, 'max': 13.822067260742188}","{'accuracy': 0.9104761904761904, 'balanced_accuracy': 0.8400000000000001, 'precision': 0.7301136363636364, 'recall': 0.7342857142857143, 'specificity': 0.9457142857142857, 'f1': 0.7321937321937322, 'mcc': 0.6784532283251038, 'tp': 1028, 'tn': 6620, 'fp': 380, 'fn': 372}",0.9356173469387755,0.7941966538365213
ukr_rus_twitter,facebook_page_reference,0,cp_hk_twitter,4000,8400,1400,7000,0.16666666666666666,0.15867569035476173,0.6928668194544831,0.05183746453481748,0.04407232497699735,0.02234089067331809,"[{'bin': 0, 'n': 6333, 'mean_probability': 0.01058305471046722, 'positive_fraction': 0.016421916942996998}, {'bin': 1, 'n': 411, 'mean_probability': 0.09312796274974589, 'positive_fraction': 0.15328467153284672}, {'bin': 2, 'n': 175, 'mean_probability': 0.16436378286979336, 'positive_fraction': 0.24571428571428572}, {'bin': 3, 'n': 108, 'mean_probability': 0.2317091648581681, 'positive_fraction': 0.35185185185185186}, {'bin': 4, 'n': 77, 'mean_probability': 0.29889923458103185, 'positive_fraction': 0.44155844155844154}, {'bin': 5, 'n': 81, 'mean_probability': 0.36652410562701, 'positive_fraction': 0.5185185185185185}, {'bin': 6, 'n': 84, 'mean_probability': 0.43099403906475875, 'positive_fraction': 0.5595238095238095}, {'bin': 7, 'n': 61, 'mean_probability': 0.5030497097604565, 'positive_fraction': 0.6885245901639344}, {'bin': 8, 'n': 54, 'mean_probability': 0.5647909788109737, 'positive_fraction': 0.8148148148148148}, {'bin': 9, 'n': 63, 'mean_probability': 0.6286674027532669, 'positive_fraction': 0.7619047619047619}, {'bin': 10, 'n': 70, 'mean_probability': 0.7025379110192356, 'positive_fraction': 0.7714285714285715}, {'bin': 11, 'n': 70, 'mean_probability': 0.7707246216956246, 'positive_fraction': 0.8142857142857143}, {'bin': 12, 'n': 118, 'mean_probability': 0.8354550307838399, 'positive_fraction': 0.923728813559322}, {'bin': 13, 'n': 121, 'mean_probability': 0.9044929107182624, 'positive_fraction': 0.9669421487603306}, {'bin': 14, 'n': 574, 'mean_probability': 0.9818876466521755, 'positive_fraction': 0.9721254355400697}]","{'min': -15.137123107910156, 'p01': -10.018894844055175, 'median': -4.6692070960998535, 'p99': 6.457586908340461, 'max': 11.528585433959961}","{'accuracy': 0.9430952380952381, 'balanced_accuracy': 0.8552857142857142, 'precision': 0.917572463768116, 'recall': 0.7235714285714285, 'specificity': 0.987, 'f1': 0.8091054313099042, 'mcc': 0.783779372275792, 'tp': 1013, 'tn': 6909, 'fp': 91, 'fn': 387}",0.9674921428571429,0.8991144271896689
ukr_rus_twitter,facebook_page_reference,0,facebook_page_reference,4000,8400,1400,7000,0.16666666666666666,0.17526759323707217,0.7062047414344076,0.06908016359760502,0.04806121553402699,0.014908424230697968,"[{'bin': 0, 'n': 6134, 'mean_probability': 0.01047413495048415, 'positive_fraction': 0.019889142484512554}, {'bin': 1, 'n': 426, 'mean_probability': 0.09489414709604638, 'positive_fraction': 0.13615023474178403}, {'bin': 2, 'n': 223, 'mean_probability': 0.16239192334540414, 'positive_fraction': 0.20179372197309417}, {'bin': 3, 'n': 147, 'mean_probability': 0.22922987290193167, 'positive_fraction': 0.24489795918367346}, {'bin': 4, 'n': 113, 'mean_probability': 0.29773148791716925, 'positive_fraction': 0.30973451327433627}, {'bin': 5, 'n': 77, 'mean_probability': 0.3676275768505049, 'positive_fraction': 0.35064935064935066}, {'bin': 6, 'n': 70, 'mean_probability': 0.4314458403121701, 'positive_fraction': 0.35714285714285715}, {'bin': 7, 'n': 60, 'mean_probability': 0.5000132250829332, 'positive_fraction': 0.5333333333333333}, {'bin': 8, 'n': 71, 'mean_probability': 0.5644626936232019, 'positive_fraction': 0.5915492957746479}, {'bin': 9, 'n': 66, 'mean_probability': 0.6342343893819546, 'positive_fraction': 0.6666666666666666}, {'bin': 10, 'n': 66, 'mean_probability': 0.6993204008516765, 'positive_fraction': 0.7575757575757576}, {'bin': 11, 'n': 63, 'mean_probability': 0.7718250583527287, 'positive_fraction': 0.7777777777777778}, {'bin': 12, 'n': 89, 'mean_probability': 0.834660492245168, 'positive_fraction': 0.8426966292134831}, {'bin': 13, 'n': 112, 'mean_probability': 0.9033964909521209, 'positive_fraction': 0.9285714285714286}, {'bin': 14, 'n': 683, 'mean_probability': 0.9855516258935275, 'positive_fraction': 0.9604685212298683}]","{'min': -16.20163917541504, 'p01': -11.48596996307373, 'median': -4.648126840591431, 'p99': 8.868659133911137, 'max': 21.392295837402344}","{'accuracy': 0.9401190476190476, 'balanced_accuracy': 0.8609285714285715, 'precision': 0.8797629127857748, 'recall': 0.7421428571428571, 'specificity': 0.9797142857142858, 'f1': 0.8051142967841922, 'mcc': 0.7739284758743509, 'tp': 1039, 'tn': 6858, 'fp': 142, 'fn': 361}",0.958023673469388,0.8811535883744445
ukr_rus_twitter,facebook_page_reference,1,ukr_rus_twitter,4000,8400,1400,7000,0.16666666666666666,0.07731914650629831,0.23245221104984118,0.046292533597589745,0.020351558497799054,0.008780919089230784,"[{'bin': 0, 'n': 6427, 'mean_probability': 0.009122651386026802, 'positive_fraction': 0.005290182044499767}, {'bin': 1, 'n': 252, 'mean_probability': 0.09422784052314521, 'positive_fraction': 0.06349206349206349}, {'bin': 2, 'n': 117, 'mean_probability': 0.1623919320547252, 'positive_fraction': 0.10256410256410256}, {'bin': 3, 'n': 75, 'mean_probability': 0.23241275328509478, 'positive_fraction': 0.21333333333333335}, {'bin': 4, 'n': 56, 'mean_probability': 0.30267033730310855, 'positive_fraction': 0.17857142857142858}, {'bin': 5, 'n': 51, 'mean_probability': 0.3632869745718656, 'positive_fraction': 0.29411764705882354}, {'bin': 6, 'n': 34, 'mean_probability': 0.4224940386460623, 'positive_fraction': 0.4117647058823529}, {'bin': 7, 'n': 29, 'mean_probability': 0.5007080278352302, 'positive_fraction': 0.3793103448275862}, {'bin': 8, 'n': 30, 'mean_probability': 0.5646660379690246, 'positive_fraction': 0.43333333333333335}, {'bin': 9, 'n': 31, 'mean_probability': 0.6425142593000078, 'positive_fraction': 0.6451612903225806}, {'bin': 10, 'n': 46, 'mean_probability': 0.6990329791903591, 'positive_fraction': 0.6086956521739131}, {'bin': 11, 'n': 44, 'mean_probability': 0.767040548147699, 'positive_fraction': 0.7954545454545454}, {'bin': 12, 'n': 55, 'mean_probability': 0.8397348065191348, 'positive_fraction': 0.8545454545454545}, {'bin': 13, 'n': 109, 'mean_probability': 0.9044706455607991, 'positive_fraction': 0.9357798165137615}, {'bin': 14, 'n': 1044, 'mean_probability': 0.9884431508805086, 'positive_fraction': 0.9837164750957854}]","{'min': -14.893590927124023, 'p01': -10.473301782608033, 'median': -4.957422733306885, 'p99': 9.720005054473878, 'max': 27.833419799804688}","{'accuracy': 0.974047619047619, 'balanced_accuracy': 0.9495714285714285, 'precision': 0.9301310043668122, 'recall': 0.9128571428571428, 'specificity': 0.9862857142857143, 'f1': 0.9214131218457101, 'mcc': 0.9059292817975511, 'tp': 1278, 'tn': 6904, 'fp': 96, 'fn': 122}",0.9910432653061225,0.9715896553982044
ukr_rus_twitter,facebook_page_reference,1,covid19_twitter,4000,8400,1400,7000,0.16666666666666666,0.16884334136426427,0.8144273182657626,0.03972654598396462,0.04623047636706541,0.03082951994735529,"[{'bin': 0, 'n': 6499, 'mean_probability': 0.008967537048429421, 'positive_fraction': 0.020464686874903833}, {'bin': 1, 'n': 343, 'mean_probability': 0.09549830977949637, 'positive_fraction': 0.20699708454810495}, {'bin': 2, 'n': 168, 'mean_probability': 0.16380119920354508, 'positive_fraction': 0.2916666666666667}, {'bin': 3, 'n': 104, 'mean_probability': 0.23045548426626822, 'positive_fraction': 0.34615384615384615}, {'bin': 4, 'n': 79, 'mean_probability': 0.29770244884126484, 'positive_fraction': 0.4050632911392405}, {'bin': 5, 'n': 50, 'mean_probability': 0.3630695240298706, 'positive_fraction': 0.58}, {'bin': 6, 'n': 69, 'mean_probability': 0.42948533324481675, 'positive_fraction': 0.6956521739130435}, {'bin': 7, 'n': 62, 'mean_probability': 0.5002880447775206, 'positive_fraction': 0.7258064516129032}, {'bin': 8, 'n': 68, 'mean_probability': 0.5651154225348004, 'positive_fraction': 0.7794117647058824}, {'bin': 9, 'n': 67, 'mean_probability': 0.6362975767086632, 'positive_fraction': 0.8656716417910447}, {'bin': 10, 'n': 64, 'mean_probability': 0.6973603744222887, 'positive_fraction': 0.84375}, {'bin': 11, 'n': 81, 'mean_probability': 0.7697955826405327, 'positive_fraction': 0.8395061728395061}, {'bin': 12, 'n': 85, 'mean_probability': 0.8361235449720287, 'positive_fraction': 0.9058823529411765}, {'bin': 13, 'n': 137, 'mean_probability': 0.9039167000517282, 'positive_fraction': 0.9562043795620438}, {'bin': 14, 'n': 524, 'mean_probability': 0.9794549978849241, 'positive_fraction': 0.9847328244274809}]","{'min': -15.02781867980957, 'p01': -10.909170637130737, 'median': -5.02824854850769, 'p99': 6.062536382675174, 'max': 13.777663230895996}","{'accuracy': 0.9403571428571429, 'balanced_accuracy': 0.8433571428571429, 'precision': 0.9260663507109005, 'recall': 0.6978571428571428, 'specificity': 0.9888571428571429, 'f1': 0.7959266802443992, 'mcc': 0.7722661337076207, 'tp': 977, 'tn': 6922, 'fp': 78, 'fn': 423}",0.9639418367346939,0.9004821402886394
