order,rung,added,target,sources,source_count,in_training,observed_loss,max_rule_loss,mean_rule_loss,residual_loss,abs_residual_loss,mean_rule_residual_loss,mean_rule_abs_residual_loss,winning_specialist_loss,observed_accuracy,max_rule_accuracy,mean_rule_accuracy,residual_accuracy,abs_residual_accuracy,mean_rule_residual_accuracy,mean_rule_abs_residual_accuracy,winning_specialist_accuracy,observed_probability_margin,max_rule_probability_margin,mean_rule_probability_margin,residual_probability_margin,abs_residual_probability_margin,mean_rule_residual_probability_margin,mean_rule_abs_residual_probability_margin,winning_specialist_probability_margin
A,1,ukr_rus_twitter,ukr_rus_twitter,ukr_rus_twitter,1,True,0.0004929583519697,0.0003973187413066,0.0003973187413066,9.563961066309996e-05,9.563961066309996e-05,9.563961066309996e-05,9.563961066309996e-05,ukr_rus_twitter,0.9999966621398926,0.9999933242797852,0.9999933242797852,3.337860107421875e-06,3.337860107421875e-06,3.337860107421875e-06,3.337860107421875e-06,ukr_rus_twitter,0.9990296363830566,0.9992220997810364,0.9992220997810364,-0.00019246339797973633,0.00019246339797973633,-0.00019246339797973633,0.00019246339797973633,ukr_rus_twitter
A,1,ukr_rus_twitter,covid19_twitter,ukr_rus_twitter,1,False,0.0433162823319435,0.0274775642901659,0.0274775642901659,0.015838718041777597,0.015838718041777597,0.015838718041777597,0.015838718041777597,ukr_rus_twitter,0.9829300045967102,0.9893866777420044,0.9893866777420044,-0.0064566731452941895,0.0064566731452941895,-0.0064566731452941895,0.0064566731452941895,ukr_rus_twitter,0.9514596462249756,0.9655135273933412,0.9655135273933412,-0.01405388116836559,0.01405388116836559,-0.01405388116836559,0.01405388116836559,ukr_rus_twitter
A,1,ukr_rus_twitter,midterm,ukr_rus_twitter,1,False,0.0402240753173828,0.0313689075410366,0.0313689075410366,0.0088551677763462,0.0088551677763462,0.0088551677763462,0.0088551677763462,ukr_rus_twitter,0.9843233227729796,0.9877833127975464,0.9877833127975464,-0.0034599900245667614,0.0034599900245667614,-0.0034599900245667614,0.0034599900245667614,ukr_rus_twitter,0.956539750099182,0.9647713899612428,0.9647713899612428,-0.008231639862060769,0.008231639862060769,-0.008231639862060769,0.008231639862060769,ukr_rus_twitter
A,1,ukr_rus_twitter,covid_political,ukr_rus_twitter,1,False,0.242330864071846,0.2531197369098663,0.2531197369098663,-0.01078887283802027,0.01078887283802027,-0.01078887283802027,0.01078887283802027,ukr_rus_twitter,0.9457557797431946,0.9435758590698242,0.9435758590698242,0.0021799206733703613,0.0021799206733703613,0.0021799206733703613,0.0021799206733703613,ukr_rus_twitter,0.8869238495826721,0.8834545612335205,0.8834545612335205,0.0034692883491516113,0.0034692883491516113,0.0034692883491516113,0.0034692883491516113,ukr_rus_twitter
A,1,ukr_rus_twitter,election2020,ukr_rus_twitter,1,False,0.4139211177825928,0.5719208717346191,0.5719208717346191,-0.15799975395202637,0.15799975395202637,-0.15799975395202637,0.15799975395202637,ukr_rus_twitter,0.8473242521286011,0.8157844543457031,0.8157844543457031,0.03153979778289795,0.03153979778289795,0.03153979778289795,0.03153979778289795,ukr_rus_twitter,0.6739667654037476,0.6178934574127197,0.6178934574127197,0.05607330799102783,0.05607330799102783,0.05607330799102783,0.05607330799102783,ukr_rus_twitter
A,1,ukr_rus_twitter,ukr_rus_suspended,ukr_rus_twitter,1,False,0.071712702512741,0.0903976410627365,0.0903976410627365,-0.018684938549995492,0.018684938549995492,-0.018684938549995492,0.018684938549995492,ukr_rus_twitter,0.9819627404212952,0.9788989424705504,0.9788989424705504,0.00306379795074474,0.00306379795074474,0.00306379795074474,0.00306379795074474,ukr_rus_twitter,0.9573388695716858,0.9481286406517028,0.9481286406517028,0.009210228919983021,0.009210228919983021,0.009210228919983021,0.009210228919983021,ukr_rus_twitter
A,1,ukr_rus_twitter,twibot20,ukr_rus_twitter,1,False,0.0398725569248199,0.0341829545795917,0.0341829545795917,0.005689602345228195,0.005689602345228195,0.005689602345228195,0.005689602345228195,ukr_rus_twitter,0.9842466711997986,0.9868166446685792,0.9868166446685792,-0.0025699734687806286,0.0025699734687806286,-0.0025699734687806286,0.0025699734687806286,ukr_rus_twitter,0.9411396384239196,0.9501738548278807,0.9501738548278807,-0.009034216403961182,0.009034216403961182,-0.009034216403961182,0.009034216403961182,ukr_rus_twitter
A,1,ukr_rus_twitter,cp_hk_twitter,ukr_rus_twitter,1,False,0.0182727873325347,0.0047229882329702,0.0047229882329702,0.0135497990995645,0.0135497990995645,0.0135497990995645,0.0135497990995645,ukr_rus_twitter,0.9925633072853088,0.9998499751091005,0.9998499751091005,-0.007286667823791615,0.007286667823791615,-0.007286667823791615,0.007286667823791615,ukr_rus_twitter,0.9741971492767334,0.9914202690124512,0.9914202690124512,-0.017223119735717773,0.017223119735717773,-0.017223119735717773,0.017223119735717773,ukr_rus_twitter
A,1,ukr_rus_twitter,facebook_page_reference,ukr_rus_twitter,1,False,0.0199381876736879,0.0210359375923872,0.0210359375923872,-0.0010977499186992992,0.0010977499186992992,-0.0010977499186992992,0.0010977499186992992,ukr_rus_twitter,0.996886670589447,0.9968433380126952,0.9968433380126952,4.333257675182001e-05,4.333257675182001e-05,4.333257675182001e-05,4.333257675182001e-05,ukr_rus_twitter,0.993520200252533,0.9933772683143616,0.9933772683143616,0.00014293193817138672,0.00014293193817138672,0.00014293193817138672,0.00014293193817138672,ukr_rus_twitter
A,2,covid19_twitter,ukr_rus_twitter,"ukr_rus_twitter,covid19_twitter",2,True,0.0005178664578124,0.0003973187413066,0.0052014285465702,0.00012054771650580004,0.00012054771650580004,-0.0046835620887578,0.0046835620887578,ukr_rus_twitter,0.9999933242797852,0.9999933242797852,0.9979216754436493,0.0,0.0,0.0020716488361358643,0.0020716488361358643,ukr_rus_twitter,0.9989858865737916,0.9992220997810364,0.9916810095310211,-0.00023621320724476202,0.00023621320724476202,0.007304877042770497,0.007304877042770497,ukr_rus_twitter
A,2,covid19_twitter,covid19_twitter,"ukr_rus_twitter,covid19_twitter",2,True,4.074090156791499e-06,0.0001407820818712,0.01380917318601855,-0.0001367079917144085,0.0001367079917144085,-0.013805099095861759,0.013805099095861759,covid19_twitter,1.0,0.9999933242797852,0.9946900010108948,6.67572021484375e-06,6.67572021484375e-06,0.005309998989105225,0.005309998989105225,covid19_twitter,0.9999918341636658,0.9997872710227966,0.9826503992080688,0.00020456314086914062,0.00020456314086914062,0.017341434955596924,0.017341434955596924,covid19_twitter
A,2,covid19_twitter,midterm,"ukr_rus_twitter,covid19_twitter",2,False,0.0006732452311553,0.0010718265548348,0.0162203670479357,-0.00039858132367949994,0.00039858132367949994,-0.0155471218167804,0.0155471218167804,covid19_twitter,0.9999499917030334,0.9998499751091005,0.9938166439533234,0.00010001659393299445,0.00010001659393299445,0.006133347749710083,0.006133347749710083,covid19_twitter,0.9987807273864746,0.9982355833053588,0.9815034866333008,0.0005451440811158337,0.0005451440811158337,0.017277240753173828,0.017277240753173828,covid19_twitter
