order,rung,added,source_count,ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference,target_mean,in_mixture_mean,held_out_mean
A,1,ukr_rus_twitter,1,0.00029725590138696134,0.04854007065296173,0.043361347168684006,0.11307613551616669,0.32603225111961365,0.01737065799534321,0.058801837265491486,0.02571609616279602,0.006008300930261612,0.07102266141252282,0.00029725590138696134,0.0798633371014148
A,2,covid19_twitter,2,0.00025449207169003785,4.824372354050865e-06,0.0010740685975179076,0.03521658480167389,0.005678535904735327,0.05904340371489525,0.022902442142367363,7.867508247727528e-05,0.026478629559278488,0.016747961805221066,0.00012965822202204436,0.02149604854327793
A,3,midterm,3,0.0009378320537507534,2.2288422769634053e-05,2.1624717192025855e-05,0.007888744585216045,0.0024801120162010193,0.004703452344983816,0.02069385163486004,0.0003799408150371164,0.007595195900648832,0.0049692269434065866,0.0003272483979041378,0.007290216216157812
A,4,covid_political,4,0.0003980619949288666,4.1496205085422844e-05,0.0001275886024814099,1.1658994480967522e-05,0.0027271893341094255,0.001015598769299686,0.019989849999547005,0.00024969084188342094,0.0003730629978235811,0.0027704664155155318,0.00014470144924416672,0.004871078388532624
A,5,election2020,5,0.0001772041287040338,1.095231891667936e-05,4.194695793557912e-05,3.85019120585639e-06,0.0003416633408050984,0.0001485954417148605,0.0065741706639528275,4.673085277318023e-05,1.0716683391365223e-05,0.0008173145088221645,0.00011512338751344942,0.0016950534104580584
A,6,ukr_rus_suspended,6,0.0003821627760771662,8.497935777995735e-05,0.00018390413606539369,1.8526076019043103e-05,0.0002536811516620219,3.530018148012459e-05,0.032565269619226456,0.0012846229365095496,0.0003123163478448987,0.003902306953629401,0.00015975894651395114,0.011387402967860302
A,7,twibot20,7,0.00012391530617605895,5.609211075352505e-05,0.00011158841516589746,1.2837530448450707e-05,0.00016589229926466942,2.8972168365726247e-05,0.0006395237287506461,0.000529877666849643,0.0009564060601405799,0.00029167836510168854,0.00016268879413213914,0.0007431418634951115
A,8,cp_hk_twitter,8,0.00018608751997817308,6.110022513894364e-05,0.00014097684470470995,1.1106983947684057e-05,0.00017823436064645648,2.264817521790974e-05,0.000460938987089321,8.469039312331006e-05,0.0005974700325168669,0.00019369483581815276,0.0001432229362308135,0.0005974700325168669
A,9,facebook_page_reference,9,0.00031598901841789484,0.0001368489902233705,0.0004218363028485328,4.052049553138204e-05,0.0005582097801379859,0.0001885654783109203,0.0010249833576381207,0.00011201754387002438,1.1176864063600078e-05,0.00031223864789353684,0.00031223864789353684,
B,1,ukr_rus_suspended,1,0.00306975981220603,0.0055981711484491825,0.001217319630086422,0.0003648756246548146,0.00357950571924448,0.00017084248247556388,0.04289805516600609,0.004535263869911432,0.00022041096235625446,0.006850467157265585,0.00017084248247556388,0.007685420241614338
