order,rung,added,source_count,ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference,target_mean,in_mixture_mean,held_out_mean
B,2,election2020,2,0.0006351201445795596,0.00023322105698753148,0.00042406830471009016,0.0002049694739980623,0.00047317988355644047,5.610021617030725e-05,0.009273948147892952,0.0001024175071506761,3.7747847727587214e-06,0.0012674221688687088,0.00026464004986337386,0.0015539313457273757
B,3,ukr_rus_twitter,3,0.00026691201492212713,7.017575262580067e-05,0.0015377800446003675,0.00022153927420731634,0.0010302361333742738,9.455297913518734e-06,0.006596515886485577,5.629535735351965e-05,9.313402529187442e-07,0.0010877601224150465,0.0004355344820699732,0.0014138729425875833
B,4,facebook_page_reference,4,0.00021877250401303172,0.0013154615880921483,0.004630403593182564,0.0031271101906895638,0.0019919686019420624,0.00029558976530097425,0.09607965499162674,0.000177830079337582,1.4692849390485208e-06,0.01198202895545819,0.0006269500390487792,0.02106609208858572
B,5,cp_hk_twitter,5,0.0002886444272007793,0.0013262369902804494,0.0024883754085749388,0.0006277587963268161,0.0014093792997300625,0.00027093823882751167,0.013409466482698917,6.354107608785853e-05,9.305592243435967e-07,0.0022094745865501864,0.00040668672021411113,0.00446295941947028
B,6,covid_political,6,0.0003706288989633322,0.0009709978476166725,0.0025511151179671288,3.1808878702577204e-05,0.0005040450487285852,0.0003973160055465996,0.017049767076969147,0.0001146857684943825,3.7475044791790424e-06,0.0024437902386075117,0.00023703868415244264,0.00685729334751765
B,7,covid19_twitter,7,0.00033341007656417787,0.0001244758313987404,0.0024486298207193613,2.384607978456188e-05,0.0004838814493268728,0.00023281504400074482,0.013121544383466244,9.714317275211215e-05,2.470789240760496e-06,0.0018742462941392863,0.00018543463472399578,0.0077850871020928025
B,8,midterm,8,0.00031369982752949,0.00012607406824827194,0.00022101766080595553,1.8642032955540344e-05,0.000552849960513413,0.0002621813619043678,0.012705043889582157,8.1973361375276e-05,1.7789602679840755e-06,0.0015870290136869396,0.00019727715420003733,0.012705043889582157
B,9,twibot20,9,0.00010827322694240138,5.460497413878329e-05,0.0001418302272213623,1.5333289411501028e-05,0.0003017326525878161,6.416878750314936e-05,0.00037655889173038304,3.106811345787719e-05,1.6385440630983794e-06,0.0001216898563395969,0.0001216898563395969,
C,1,twibot20,1,6.376427791110473e-06,0.00037052793777547777,0.0004783202020917088,0.043326232582330704,0.02190263941884041,0.029410064220428467,0.00014242003089748323,2.7073021556134336e-05,0.022137656807899475,0.013089034516623441,0.00014242003089748323,0.014707361327339186
C,2,midterm,2,9.572860290063545e-05,0.0003304022829979658,4.1070710722124204e-05,0.029145732522010803,0.002216639230027795,0.015577522106468678,0.00026495501515455544,4.5613094698637724e-05,0.01633615419268608,0.007117090861963031,0.00015301286293833982,0.009106827433112943
C,3,covid19_twitter,3,0.00035005214158445597,3.123821807093918e-05,2.9217242627055384e-05,0.014078724198043346,0.00035108294105157256,0.012460140511393547,0.00040631028241477907,0.00033441997948102653,0.014263943769037724,0.004700569920411605,0.0001555885810375912,0.006973060590098612
C,4,covid_political,4,0.0002772928273770958,7.988586730789393e-05,0.0001746568741509691,1.788571898941882e-05,0.0018984804628416896,0.0013252404751256108,0.001238199882209301,0.0001835650036809966,0.00031841511372476816,0.0006126246917119715,0.0003776570856643957,0.0008005987765500322
C,5,cp_hk_twitter,5,0.0004287723859306425,0.00013496566680260003,0.00021162877965252846,1.5915633412078023e-05,0.0019877722952514887,0.0010190261527895927,0.0012537806760519743,9.451441292185336e-05,0.00027284989482723176,0.0006021362108488878,0.0003421610337682068,0.0009271051821997389
C,6,facebook_page_reference,6,0.0005130816716700792,7.5468749855645e-05,0.00039077308611012995,3.0336699637700804e-05,0.002248691860586405,0.0023406839463859797,0.0017353182192891836,4.795123459189199e-05,9.571418559062295e-06,0.0008213196540762308,0.00038156990134060226,0.001700819159547488
C,7,ukr_rus_twitter,7,0.0003242728707846254,5.357554255169816e-05,0.0001909265702124685,9.692452294984832e-06,0.0010549246799200773,0.0008587501361034811,0.0008198610157705843,3.784403088502586e-05,1.888251063064672e-06,0.00037241506106511224,0.00020543724765177882,0.0009568374080117792
C,8,election2020,8,0.00011576541874092072,2.2629776140092872e-05,9.54185234149918e-05,4.392696155264275e-06,0.0002450092288199812,0.00021112985268700868,0.00035809786641038954,1.6107060218928382e-05,3.58801855782076e-07,0.00011876769160481772,0.00010722242146954386,0.00021112985268700868
C,9,ukr_rus_suspended,9,0.00018904350872617215,6.658225902356207e-05,0.00026016667834483087,2.6875621188082732e-05,0.00038229048368521035,0.00010010749247157946,0.0004668097826652229,6.350113835651428e-05,4.139284556003986e-06,0.00017327958322413097,0.00017327958322413097,
