training_graph,covid_political,election2020,facebook_page_reference,ukr_rus_suspended,twibot20
covid_political,0.932875425925926,0.9777180000000001,0.6635074999999999,0.501974,0.5138569861111111
election2020,0.9368111296296295,0.981948,0.65992075,0.504854,0.6339258472222222
facebook_page_reference,0.6359543333333333,0.975556,0.7240584999999999,0.485798,0.5119561944444444
ukr_rus_suspended,0.7920438888888889,0.9754159999999998,0.59388175,0.46653600000000006,0.6296039027777778
twibot20,0.9331099444444443,0.9805280000000001,0.742972,0.472266,0.6276400972222222
