training_steps,macro_k1_auc,macro_k4_auc,macro_k4_minus_k1,macro_slope_per_source,mean_heldout_k4_auc,mean_target_only_auc,mean_all_five_auc,mean_all_five_minus_k4,mean_target_only_minus_k4
500,0.7100588039351852,0.7463975083333334,0.036338704398148236,0.011765932908950656,0.7463975083333334,0.7394956962962963,0.7418789537037037,-0.00451855462962969,-0.006901812037037036
750,0.7066707178240741,0.7421315157407408,0.035460797916666675,0.011499324374999976,0.7421315157407408,0.7496416833333334,0.7579522157407407,0.015820699999999986,0.007510167592592609
1000,0.7060827113425926,0.7475084796296296,0.041425768287037035,0.013254482060185178,0.7475084796296296,0.7466116046296296,0.7542507703703704,0.006742290740740775,-0.0008968749999999747
