dataset,model,target,transform,shots,n_query,episodes,alpha,features,spearman,rmse,r2,n_pred,n_labeled
twibot20,__features_only__,followers_count,log1p,10,12,500,1.0,raw_x,0.1597396683482624,3.1302876969305395,-0.09708636434120388,6000,162988
twibot20,__features_only__,followers_count,log1p,10,12,500,10.0,raw_x,0.1594406933945855,3.127991567341119,-0.09547748437932935,6000,162988
twibot20,__features_only__,followers_count,log1p,10,12,500,100.0,raw_x,0.15654496507106402,3.109125353066014,-0.08230277764519456,6000,162988
twibot20,__features_only__,followers_count,log1p,10,12,500,1000.0,raw_x,0.1285477578392781,3.064880031608453,-0.05171790564275369,6000,162988
twibot20,sat_all8_s001000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.3233197672015562,71.15182140567512,-565.8189388150843,6000,162988
twibot20,sat_all8_s001000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.3632857427227191,45.36797729036837,-229.44704438475412,6000,162988
twibot20,sat_all8_s001000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.4065360349036442,14.344740553568872,-22.038685921354357,6000,162988
twibot20,sat_all8_s001000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.3064677286369364,3.4617976419366308,-0.34176254407201756,6000,162988
twibot20,sat_all8_s002000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.32676025968760153,214.74686909580632,-5162.283721998209,6000,162988
twibot20,sat_all8_s002000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.3567053987308081,144.54938871445003,-2338.4018418109604,6000,162988
twibot20,sat_all8_s002000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.39982129840164554,39.582385555931026,-174.41884136867807,6000,162988
twibot20,sat_all8_s002000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.28228861538233585,7.7803398270924555,-5.777498675777817,6000,162988
twibot20,sat_all8_s010000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.2951379489918562,19.850352267131903,-43.117281667857505,6000,162988
twibot20,sat_all8_s010000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.29833248285776437,17.542023389309406,-33.45336777763955,6000,162988
twibot20,sat_all8_s010000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.29702188560649917,8.597401276244497,-7.275737442499867,6000,162988
twibot20,sat_all8_s010000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.16762469734759217,3.3499545544547744,-0.2564642596205675,6000,162988
twibot20,sat_all8_s040000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.29867455485818095,40.15563701304968,-179.53663697732543,6000,162988
twibot20,sat_all8_s040000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.30166874490401,39.74739634787289,-175.88445979873768,6000,162988
twibot20,sat_all8_s040000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.2918747831202028,32.507235479442,-117.31297725010309,6000,162988
twibot20,sat_all8_s040000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.1561806895356067,10.01213182376262,-10.223425466017753,6000,162988
twibot20,sat_ukr_s001000,followers_count,log1p,10,12,500,1.0,frozen_emb,0.3528453054286999,16.975888674708134,-31.26542170908916,6000,162988
twibot20,sat_ukr_s001000,followers_count,log1p,10,12,500,10.0,frozen_emb,0.3959501458996911,11.054610764645284,-12.682303503630994,6000,162988
twibot20,sat_ukr_s001000,followers_count,log1p,10,12,500,100.0,frozen_emb,0.4408620262810987,3.738814280036403,-0.56509280234213,6000,162988
twibot20,sat_ukr_s001000,followers_count,log1p,10,12,500,1000.0,frozen_emb,0.32425897660475234,2.807483017660911,0.11751651941154295,6000,162988
