source,covid19_twitter,ukr_rus_twitter,cp_hk_twitter,midterm,twibot20,election2020,covid_political,ukr_rus_suspended,facebook_page_reference
covid19_twitter,0.00431205322227562,0.0008989481131381439,0.0016195672403853008,0.002317300579592322,0.0011333933919795154,0.0025965839103794268,0.0029380130204946747,0.00217118081392418,0.007822048655632737
ukr_rus_twitter,0.002125440032874141,0.0020553016517153226,0.0014257741891345417,0.0022312635241646386,0.0014986994279263975,0.0020112909464852073,0.0025687338360814308,0.0033690137443097403,0.007044389025981723
cp_hk_twitter,0.005005556082987439,0.004757481773312099,0.002362103593259779,0.0039510574185429425,0.007952824236645627,0.004432885995662061,0.005573164036816062,0.0059396308023423544,0.011450988374353203
midterm,0.0182495032119655,0.012055409178283188,0.0024345147239316746,0.004009255981709223,0.009938321458917787,0.002851467264064737,0.0022691311586471264,0.006418198840514026,0.005783153392496729
twibot20,0.005223270498261323,0.003813271283259883,0.0023917724205042884,0.0007036446976359114,0.00034757184909657546,0.0013279649001016656,0.005115262995046179,0.0043944928436735736,0.001185512693361442
election2020,0.018433242019619524,0.0094596536623282,0.004592743946004044,0.00546836442961826,0.007234540394965064,0.0012519888445346199,0.0004332530931185889,0.005054955700533006,0.013922049205842854
covid_political,0.0025427361502423002,0.003055463360374691,0.0042680613859800145,0.012164077739779882,0.007234999408573055,0.0015786796049284198,0.0012446192405185176,0.0038442301290120425,0.0027141170947004812
ukr_rus_suspended,0.010301482458065243,0.005128367755784633,0.002433267371200309,0.0013921543258939503,0.005972897264043425,0.008645585918010585,0.002618222772539012,0.0008124393727645604,0.0032955168129875528
facebook_page_reference,0.011828827905654208,0.010083089931071834,0.0027920288231044164,0.007223832755279962,0.006348950764000862,0.0023216985418363454,0.0028206693033915628,0.005340030819607187,0.0061632303425457145
