source,covid19_twitter,ukr_rus_twitter,cp_hk_twitter,midterm,twibot20,election2020,covid_political,ukr_rus_suspended,facebook_page_reference
covid19_twitter,0.0009869319668072926,0.0019679747501838577,0.005422657190003876,0.0040089750499255955,0.0005474721665702691,0.0011081451107243202,0.003524774494510158,0.0035795791076230613,0.004916608271695682
ukr_rus_twitter,0.0009067615707431238,0.0007336753907062859,0.0052049642288356885,0.0022326236511964912,0.0019842389001379795,0.00033019946343213846,0.0009096703660695824,0.0044086520692987775,0.0011974159741871954
cp_hk_twitter,0.0028100226458712325,0.0033906257346680707,0.002729389210627185,0.004848059484912944,0.011607559435779008,0.030503885563104228,0.02781979581245261,0.01497066815603044,0.015205738614170194
midterm,0.006541270106555461,0.006634327565923384,0.006376046757108488,0.00431533299380827,0.008895832646800989,0.002986950856206548,0.005812908330306794,0.016285239070851422,0.004421327442709947
twibot20,0.0015161749976296674,0.0006487025029335668,0.0005312809862085076,0.0013674196485359536,0.0007818089702661449,0.0014443616516023833,0.0023373353599867785,0.003363064116599861,0.004809811831655421
election2020,0.01093865185073925,0.007131128886412739,0.018800561434395124,0.017214096545535115,0.008239928708565743,0.0004725710963976902,0.0035899792826737118,0.03925520206122113,0.02042965731535825
covid_political,0.007420164429428692,0.009653113018416797,0.01942745437070971,0.024130348615244747,0.015315044257047319,0.002541473261027926,0.004764086624930511,0.019394899251638394,0.015182741159578945
ukr_rus_suspended,0.011382726165467092,0.010148097400917393,0.006534569838216556,0.005032411189149079,0.019648110969769594,0.009419477598928805,0.0005158092290031333,0.00047063142372029285,0.0030189444911677184
facebook_page_reference,0.004781198406307673,0.005156759114438572,0.010755754178644661,0.010694293487550506,0.01009349063582761,0.0063417695751002015,0.009744944172199137,0.022501070766358267,0.007609606814505721
