source,target,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,roc_auc_ovr_macro_mean,roc_auc_ovr_macro_std
covid19_twitter,covid19_twitter,0.5800021701388889,0.004319145467591139,0.5799774333765175,0.00431205322227562,0.9653832366183343,0.0009869319668072926
covid19_twitter,covid_political,0.14339735243055554,0.002880920677706248,0.14333919800540096,0.0029380130204946747,0.8320112432556591,0.003524774494510158
covid19_twitter,cp_hk_twitter,0.11699761284722217,0.0016215163926408442,0.11697989489328293,0.0016195672403853008,0.7120442438856394,0.005422657190003876
covid19_twitter,election2020,0.14596896701388884,0.0025309288403744974,0.1458699214081535,0.0025965839103794268,0.8378247159650956,0.0011081451107243202
covid19_twitter,facebook_page_reference,0.2797254774305555,0.007815234800559961,0.2796701018887356,0.007822048655632737,0.8354185992730532,0.004916608271695682
covid19_twitter,midterm,0.21364474826388888,0.002303869721369474,0.21357675749932192,0.002317300579592322,0.8446188971914094,0.0040089750499255955
covid19_twitter,twibot20,0.3100423177083333,0.001159946341314856,0.3099680341845765,0.0011333933919795154,0.9041060779286526,0.0005474721665702691
covid19_twitter,ukr_rus_suspended,0.1815700954861111,0.002186165861968026,0.18147561197085427,0.00217118081392418,0.8233079813449318,0.0035795791076230613
covid19_twitter,ukr_rus_twitter,0.38440212673611107,0.0009174453048579684,0.38436090674198337,0.0008989481131381439,0.8939426076366526,0.0019679747501838577
covid_political,covid19_twitter,0.14775390624999996,0.0025098373989953533,0.1476636457060238,0.0025427361502423002,0.748706214135634,0.007420164429428692
covid_political,covid_political,0.19198676215277774,0.0012549802679362439,0.1919937526647297,0.0012446192405185176,0.8660095057268252,0.004764086624930511
covid_political,cp_hk_twitter,0.06354709201388883,0.004280763984725583,0.06349786629856163,0.0042680613859800145,0.6014386285767245,0.01942745437070971
covid_political,election2020,0.11302625868055549,0.0016080641306552741,0.11300743920419003,0.0015786796049284198,0.7868971562933648,0.002541473261027926
covid_political,facebook_page_reference,0.09745008680555554,0.002754083882708584,0.09737571002705296,0.0027141170947004812,0.6340169071237703,0.015182741159578945
covid_political,midterm,0.10240342881944443,0.012182411515453361,0.10237133683739273,0.012164077739779882,0.7015651421985405,0.024130348615244747
covid_political,twibot20,0.13382703993055547,0.007199556371577267,0.13376483999308936,0.007234999408573055,0.765975071643961,0.015315044257047319
covid_political,ukr_rus_suspended,0.08433159722222217,0.003905481333514967,0.08427756497859923,0.0038442301290120425,0.673280835699761,0.019394899251638394
covid_political,ukr_rus_twitter,0.10388454861111107,0.003009718400754931,0.10383033161679973,0.003055463360374691,0.6644709625463375,0.009653113018416797
cp_hk_twitter,covid19_twitter,0.26639539930555556,0.005017308194923827,0.26632171373145636,0.005005556082987439,0.855281987318134,0.0028100226458712325
cp_hk_twitter,covid_political,0.1076768663194444,0.005570600588886929,0.10765277770893637,0.005573164036816062,0.7513344624033377,0.02781979581245261
cp_hk_twitter,cp_hk_twitter,0.1813639322916666,0.002386092133373167,0.1813412151115796,0.002362103593259779,0.8112457050674262,0.002729389210627185
cp_hk_twitter,election2020,0.10814344618055549,0.004432236408746337,0.1080761771374611,0.004432885995662061,0.748384577926548,0.030503885563104228
cp_hk_twitter,facebook_page_reference,0.1775553385416666,0.011433012757844217,0.17753986955877765,0.011450988374353203,0.7698521694917787,0.015205738614170194
cp_hk_twitter,midterm,0.1658040364583333,0.003950084993330633,0.16573796655793177,0.0039510574185429425,0.822408729540434,0.004848059484912944
cp_hk_twitter,twibot20,0.1662651909722222,0.007962966404732593,0.1661863259868321,0.007952824236645627,0.7872273765304536,0.011607559435779008
cp_hk_twitter,ukr_rus_suspended,0.11167534722222221,0.005981535734270239,0.11160892609852675,0.0059396308023423544,0.7316346208254495,0.01497066815603044
cp_hk_twitter,ukr_rus_twitter,0.18013780381944441,0.004780679166797689,0.18014670109679454,0.004757481773312099,0.7687040800335763,0.0033906257346680707
election2020,covid19_twitter,0.13790147569444441,0.018481044558706947,0.13777800875470095,0.018433242019619524,0.7593985960858078,0.01093865185073925
election2020,covid_political,0.13217773437499997,0.00046522154713400275,0.13210828624087148,0.0004332530931185889,0.8263122817565653,0.0035899792826737118
election2020,cp_hk_twitter,0.0678059895833333,0.004565915621884966,0.0677283159160119,0.004592743946004044,0.6495243276216062,0.018800561434395124
election2020,election2020,0.23433702256944441,0.0012614019796963897,0.23431731863592378,0.0012519888445346199,0.8894001752937434,0.0004725710963976902
election2020,facebook_page_reference,0.0964680989583333,0.013944768814900642,0.0964187177234449,0.013922049205842854,0.6643096733824048,0.02042965731535825
election2020,midterm,0.12379557291666664,0.005469428126358848,0.12376137724089205,0.00546836442961826,0.7506794791112,0.017214096545535115
election2020,twibot20,0.1451768663194444,0.007237703977453315,0.14509582132975388,0.007234540394965064,0.8014238182155564,0.008239928708565743
election2020,ukr_rus_suspended,0.09324001736111105,0.005102722932597777,0.09317743193896554,0.005054955700533006,0.7196116101239376,0.03925520206122113
election2020,ukr_rus_twitter,0.10658094618055554,0.00947162612376826,0.1064738297194205,0.0094596536623282,0.7076015506210912,0.007131128886412739
facebook_page_reference,covid19_twitter,0.32183159722222227,0.011808403768593328,0.3218042767533364,0.011828827905654208,0.8545318349111127,0.004781198406307673
facebook_page_reference,covid_political,0.11546766493055549,0.0028304562141207136,0.11540427225558114,0.0028206693033915628,0.7675268113384758,0.009744944172199137
facebook_page_reference,cp_hk_twitter,0.08014322916666664,0.0027897629201192077,0.08013253873532816,0.0027920288231044164,0.662274962184073,0.010755754178644661
facebook_page_reference,election2020,0.1209581163194444,0.0023272083667423343,0.12091576467896724,0.0023216985418363454,0.8030080091450863,0.0063417695751002015
facebook_page_reference,facebook_page_reference,0.2679524739583333,0.006160239883034674,0.2679189833038685,0.0061632303425457145,0.8126513110723531,0.007609606814505721
facebook_page_reference,midterm,0.14312608506944438,0.007212404849328745,0.14307502464971586,0.007223832755279962,0.747652525920064,0.010694293487550506
facebook_page_reference,twibot20,0.18751085069444443,0.006359004557077458,0.1874619227673887,0.006348950764000862,0.8024783726852972,0.01009349063582761
facebook_page_reference,ukr_rus_suspended,0.12096896701388887,0.005334975956577263,0.12092807573441837,0.005340030819607187,0.731951690587961,0.022501070766358267
facebook_page_reference,ukr_rus_twitter,0.24109157986111107,0.010111160392315108,0.24107469227102163,0.010083089931071834,0.7946127672305052,0.005156759114438572
midterm,covid19_twitter,0.3302354600694444,0.018259472556792385,0.3301805693000533,0.0182495032119655,0.8802397935326529,0.006541270106555461
midterm,covid_political,0.14039713541666662,0.0022679833309241833,0.14036636612751993,0.0022691311586471264,0.820289746372179,0.005812908330306794
midterm,cp_hk_twitter,0.10024414062499999,0.0024545544389759388,0.10022903561506503,0.0024345147239316746,0.698421807216045,0.006376046757108488
midterm,election2020,0.13753797743055554,0.0028788049799782886,0.13748758548188247,0.002851467264064737,0.8305737917450653,0.002986950856206548
midterm,facebook_page_reference,0.1803548177083333,0.0057870655765536435,0.18030047090233467,0.005783153392496729,0.7468772464328342,0.004421327442709947
midterm,midterm,0.2551106770833333,0.004022751372102523,0.2550447113396555,0.004009255981709223,0.8644259330413351,0.00431533299380827
midterm,twibot20,0.22049696180555553,0.00994712964063099,0.2204769980590764,0.009938321458917787,0.8501769935490985,0.008895832646800989
midterm,ukr_rus_suspended,0.12336697048611112,0.006427209436246705,0.12330531970441577,0.006418198840514026,0.7559030848444651,0.016285239070851422
midterm,ukr_rus_twitter,0.21655273437499997,0.012059690210803506,0.21652359477381708,0.012055409178283188,0.7975882579083645,0.006634327565923384
twibot20,covid19_twitter,0.4823350694444444,0.005217539809622391,0.48224590217527075,0.005223270498261323,0.9399179657757054,0.0015161749976296674
twibot20,covid_political,0.14338107638888886,0.005128382461693257,0.1433312038604935,0.005115262995046179,0.8285687229185726,0.0023373353599867785
twibot20,cp_hk_twitter,0.1084038628472222,0.002320710903053073,0.10839057043372059,0.0023917724205042884,0.7186767666275932,0.0005312809862085076
twibot20,election2020,0.14838867187499996,0.0013535561774929415,0.14834339604723834,0.0013279649001016656,0.8399578246577032,0.0014443616516023833
twibot20,facebook_page_reference,0.24938151041666665,0.0011722140351582515,0.24931453827628638,0.001185512693361442,0.8076398403708506,0.004809811831655421
twibot20,midterm,0.20888129340277772,0.0007206323518647998,0.20883589396671198,0.0007036446976359114,0.8502654883139892,0.0013674196485359536
twibot20,twibot20,0.33267686631944443,0.00034539483598947167,0.3326247328754501,0.00034757184909657546,0.9136178639199999,0.0007818089702661449
twibot20,ukr_rus_suspended,0.15379774305555552,0.0044097060689688595,0.15369997966815174,0.0043944928436735736,0.7983559023831539,0.003363064116599861
twibot20,ukr_rus_twitter,0.3147352430555555,0.0038009465345625187,0.3146895931983588,0.003813271283259883,0.8553251641006762,0.0006487025029335668
ukr_rus_suspended,covid19_twitter,0.2955132378472222,0.010341376431928416,0.2955167836968581,0.010301482458065243,0.8672226216144489,0.011382726165467092
ukr_rus_suspended,covid_political,0.10739474826388888,0.002598276895406691,0.10736459435528978,0.002618222772539012,0.7527419395373699,0.0005158092290031333
ukr_rus_suspended,cp_hk_twitter,0.1008680555555555,0.002438275625896496,0.10080232816186858,0.002433267371200309,0.67834656791212,0.006534569838216556
ukr_rus_suspended,election2020,0.10435112847222221,0.008642659862424764,0.10429992698574726,0.008645585918010585,0.7567333396367185,0.009419477598928805
ukr_rus_suspended,facebook_page_reference,0.17558593749999996,0.0032684869145334704,0.17554775487558916,0.0032955168129875528,0.7606395426837876,0.0030189444911677184
ukr_rus_suspended,midterm,0.13374565972222216,0.0013820586207948312,0.13375068329245696,0.0013921543258939503,0.7646232826956388,0.005032411189149079
ukr_rus_suspended,twibot20,0.1571614583333333,0.005955785958180963,0.15718886975757815,0.005972897264043425,0.7478085034195033,0.019648110969769594
ukr_rus_suspended,ukr_rus_suspended,0.366943359375,0.0008152656110916823,0.3669262808880154,0.0008124393727645604,0.9237125739740684,0.00047063142372029285
ukr_rus_suspended,ukr_rus_twitter,0.2270290798611111,0.005112888211523339,0.2270191630516817,0.005128367755784633,0.8011947041727118,0.010148097400917393
ukr_rus_twitter,covid19_twitter,0.5557020399305556,0.002117783436900534,0.5556824863535986,0.002125440032874141,0.9607473647000688,0.0009067615707431238
ukr_rus_twitter,covid_political,0.1404893663194444,0.0025644624082633216,0.1404769768598367,0.0025687338360814308,0.8332595190782657,0.0009096703660695824
ukr_rus_twitter,cp_hk_twitter,0.1154459635416666,0.0014460051655235185,0.11544674051078563,0.0014257741891345417,0.7134749758745974,0.0052049642288356885
ukr_rus_twitter,election2020,0.14588758680555555,0.0020557055146558792,0.14580443376921112,0.0020112909464852073,0.8329812252201797,0.00033019946343213846
