seed,source,target,source_key,target_key,accuracy,score_std_across_batches,loss,checkpoint_step,episode_count,episode_plan_fingerprint,observed_episode_fingerprint
0,covid19_twitter,covid19_twitter,covid,covid,0.5807942708333333,0.0120548236427467,1.326563596725464,2500,512,58c9ae1cdca9fe2f19eec997579ac45b29f43f50ecb804d85b0503ed5a670c8d,df7eea1b7e3d6715827a53dcc6e821d1e1c1c5661083553d00420be76d4eeb15
0,covid19_twitter,covid_political,covid,covid_political,0.14599609375,0.006114161722182,2.713467597961426,2500,512,4347a4089422fe620471e80f8098b3cd7635a4b53167a0f3dd3d513f6a999f93,237208e63d8b0b13e77942c576d799a46e2cb490c7af658113dc8cdfb997251c
0,covid19_twitter,cp_hk_twitter,covid,cp_hk,0.1161946614583333,0.0062018126309379,3.146275520324707,2500,512,bc07d99d2be2f45e4eff024dbbf6f34fa1548c3b217b30488d92759c7cbd5763,d534fcf92151230ef5a9b828123779bd797bdba3b93fdc8091500dcdbc4956e1
0,covid19_twitter,election2020,covid,election2020,0.1451985677083333,0.0051130350103975,2.583202123641968,2500,512,fc7627f954ff611634625ace30e7055aa270bc93a00920ac08663636e28ef052,c9d247d9d3ed600eb414762d1340d07eba89bfb2ba7b85c49018c5d4a0f553f9
0,covid19_twitter,facebook_page_reference,covid,facebook_page_reference,0.2799641927083333,0.0077336892659939,2.8845293521881104,2500,512,953c6b541994784604b966c0ae43526c6fe27809f5763c152c45738c318924bc,25535a2d58279616f6d483b560a5c5ebbe50381842e60377b09bb6aa5436b280
0,covid19_twitter,midterm,covid,midterm,0.214697265625,0.0102120067189372,2.667874574661255,2500,512,661e8ff3189cc6b18a5657b2877902d0c3438dcc0627d66b15d63ed8fdb95d9a,b8ec4aed98688ec14461a5815b4db7523eef92bb3f25e9c2fb1ebe86ac374a9e
0,covid19_twitter,twibot20,covid,twibot20,0.3106119791666666,0.0083503549303671,2.143250703811645,2500,512,182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9,1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0
0,covid19_twitter,ukr_rus_suspended,covid,ukr_rus_suspended,0.1790364583333333,0.0049487732262968,2.7589917182922363,2500,512,d33b2f239ca403799d2412c9794195cb6da0c1c882d00856b9c42309c2e0e918,7f8cc9b39c9cd09cd889e3b0107bd390f8ad622d8825be5634eba2533dffaa70
0,covid19_twitter,ukr_rus_twitter,covid,ukr_rus,0.3840983072916666,0.0114573969602898,2.148772716522217,2500,512,c7161b74e2e7b97ecb2e65e6cea6bffb594aee907cac538849fdbcb8a8d7f49c,3bb76f47d0a9d90b0d8e9f369e97eb4f0eac58f17cb53f519ffca5b7627a5529
0,covid_political,covid19_twitter,covid_political,covid,0.150390625,0.0058012159921732,3.226649045944214,2500,512,58c9ae1cdca9fe2f19eec997579ac45b29f43f50ecb804d85b0503ed5a670c8d,df7eea1b7e3d6715827a53dcc6e821d1e1c1c5661083553d00420be76d4eeb15
0,covid_political,covid_political,covid_political,covid_political,0.1932779947916666,0.0079374869439125,3.0257344245910645,2500,512,4347a4089422fe620471e80f8098b3cd7635a4b53167a0f3dd3d513f6a999f93,237208e63d8b0b13e77942c576d799a46e2cb490c7af658113dc8cdfb997251c
0,covid_political,cp_hk_twitter,covid_political,cp_hk,0.0592447916666666,0.0040248910198108,3.550522804260254,2500,512,bc07d99d2be2f45e4eff024dbbf6f34fa1548c3b217b30488d92759c7cbd5763,d534fcf92151230ef5a9b828123779bd797bdba3b93fdc8091500dcdbc4956e1
0,covid_political,election2020,covid_political,election2020,0.1117350260416666,0.0038980695049225,3.518270969390869,2500,512,fc7627f954ff611634625ace30e7055aa270bc93a00920ac08663636e28ef052,c9d247d9d3ed600eb414762d1340d07eba89bfb2ba7b85c49018c5d4a0f553f9
0,covid_political,facebook_page_reference,covid_political,facebook_page_reference,0.0991048177083333,0.0047867891116406,5.215746879577637,2500,512,953c6b541994784604b966c0ae43526c6fe27809f5763c152c45738c318924bc,25535a2d58279616f6d483b560a5c5ebbe50381842e60377b09bb6aa5436b280
0,covid_political,midterm,covid_political,midterm,0.095947265625,0.0046099715197077,3.8240926265716553,2500,512,661e8ff3189cc6b18a5657b2877902d0c3438dcc0627d66b15d63ed8fdb95d9a,b8ec4aed98688ec14461a5815b4db7523eef92bb3f25e9c2fb1ebe86ac374a9e
0,covid_political,twibot20,covid_political,twibot20,0.1259928385416666,0.0059656300004685,3.4990625381469727,2500,512,182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9,1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0
0,covid_political,ukr_rus_suspended,covid_political,ukr_rus_suspended,0.0802408854166666,0.0042610913327744,3.386472702026367,2500,512,d33b2f239ca403799d2412c9794195cb6da0c1c882d00856b9c42309c2e0e918,7f8cc9b39c9cd09cd889e3b0107bd390f8ad622d8825be5634eba2533dffaa70
0,covid_political,ukr_rus_twitter,covid_political,ukr_rus,0.1067708333333333,0.0059241214406652,3.46162748336792,2500,512,c7161b74e2e7b97ecb2e65e6cea6bffb594aee907cac538849fdbcb8a8d7f49c,3bb76f47d0a9d90b0d8e9f369e97eb4f0eac58f17cb53f519ffca5b7627a5529
0,cp_hk_twitter,covid19_twitter,cp_hk,covid,0.265380859375,0.009050869549027,2.67457914352417,2500,512,58c9ae1cdca9fe2f19eec997579ac45b29f43f50ecb804d85b0503ed5a670c8d,df7eea1b7e3d6715827a53dcc6e821d1e1c1c5661083553d00420be76d4eeb15
0,cp_hk_twitter,covid_political,cp_hk,covid_political,0.1013509114583333,0.0034279909487703,3.7384753227233887,2500,512,4347a4089422fe620471e80f8098b3cd7635a4b53167a0f3dd3d513f6a999f93,237208e63d8b0b13e77942c576d799a46e2cb490c7af658113dc8cdfb997251c
0,cp_hk_twitter,cp_hk_twitter,cp_hk,cp_hk,0.1786458333333333,0.0086090260377452,2.834459066390991,2500,512,bc07d99d2be2f45e4eff024dbbf6f34fa1548c3b217b30488d92759c7cbd5763,d534fcf92151230ef5a9b828123779bd797bdba3b93fdc8091500dcdbc4956e1
0,cp_hk_twitter,election2020,cp_hk,election2020,0.1030598958333333,0.0056842313323653,3.3219189643859863,2500,512,fc7627f954ff611634625ace30e7055aa270bc93a00920ac08663636e28ef052,c9d247d9d3ed600eb414762d1340d07eba89bfb2ba7b85c49018c5d4a0f553f9
0,cp_hk_twitter,facebook_page_reference,cp_hk,facebook_page_reference,0.1675618489583333,0.0058077651488009,3.695345640182495,2500,512,953c6b541994784604b966c0ae43526c6fe27809f5763c152c45738c318924bc,25535a2d58279616f6d483b560a5c5ebbe50381842e60377b09bb6aa5436b280
0,cp_hk_twitter,midterm,cp_hk,midterm,0.1633626302083333,0.0071624755136997,2.957496404647827,2500,512,661e8ff3189cc6b18a5657b2877902d0c3438dcc0627d66b15d63ed8fdb95d9a,b8ec4aed98688ec14461a5815b4db7523eef92bb3f25e9c2fb1ebe86ac374a9e
0,cp_hk_twitter,twibot20,cp_hk,twibot20,0.1573079427083333,0.0061491350690846,3.0312485694885254,2500,512,182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9,1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0
0,cp_hk_twitter,ukr_rus_suspended,cp_hk,ukr_rus_suspended,0.104833984375,0.0051047385797123,3.619931221008301,2500,512,d33b2f239ca403799d2412c9794195cb6da0c1c882d00856b9c42309c2e0e918,7f8cc9b39c9cd09cd889e3b0107bd390f8ad622d8825be5634eba2533dffaa70
0,cp_hk_twitter,ukr_rus_twitter,cp_hk,ukr_rus,0.1815104166666666,0.008024996383101,3.045731544494629,2500,512,c7161b74e2e7b97ecb2e65e6cea6bffb594aee907cac538849fdbcb8a8d7f49c,3bb76f47d0a9d90b0d8e9f369e97eb4f0eac58f17cb53f519ffca5b7627a5529
0,election2020,covid19_twitter,election2020,covid,0.1552083333333333,0.0061239458418254,3.0064709186553955,2500,512,58c9ae1cdca9fe2f19eec997579ac45b29f43f50ecb804d85b0503ed5a670c8d,df7eea1b7e3d6715827a53dcc6e821d1e1c1c5661083553d00420be76d4eeb15
0,election2020,covid_political,election2020,covid_political,0.1326985677083333,0.0045020543342443,2.813917636871338,2500,512,4347a4089422fe620471e80f8098b3cd7635a4b53167a0f3dd3d513f6a999f93,237208e63d8b0b13e77942c576d799a46e2cb490c7af658113dc8cdfb997251c
0,election2020,cp_hk_twitter,election2020,cp_hk,0.0667643229166666,0.002928783135879,3.254894733428955,2500,512,bc07d99d2be2f45e4eff024dbbf6f34fa1548c3b217b30488d92759c7cbd5763,d534fcf92151230ef5a9b828123779bd797bdba3b93fdc8091500dcdbc4956e1
0,election2020,election2020,election2020,election2020,0.235595703125,0.0064250383137617,2.296718120574951,2500,512,fc7627f954ff611634625ace30e7055aa270bc93a00920ac08663636e28ef052,c9d247d9d3ed600eb414762d1340d07eba89bfb2ba7b85c49018c5d4a0f553f9
0,election2020,facebook_page_reference,election2020,facebook_page_reference,0.1009114583333333,0.0067022518289745,3.295199155807495,2500,512,953c6b541994784604b966c0ae43526c6fe27809f5763c152c45738c318924bc,25535a2d58279616f6d483b560a5c5ebbe50381842e60377b09bb6aa5436b280
0,election2020,midterm,election2020,midterm,0.1301106770833333,0.0068991220551484,2.938077449798584,2500,512,661e8ff3189cc6b18a5657b2877902d0c3438dcc0627d66b15d63ed8fdb95d9a,b8ec4aed98688ec14461a5815b4db7523eef92bb3f25e9c2fb1ebe86ac374a9e
0,election2020,twibot20,election2020,twibot20,0.1510091145833333,0.0041420527461813,2.80662202835083,2500,512,182005c0dfc361a11854cd27008e6fb2dbda3ea4c86ef76401374ebc382ce8f9,1d6d65fb5b702c0331d7b7f31bb8ad190bf7ffd97b7768d1c0d244f68c699ae0
