campaign,arm,evidence_classification,seeds,hits_at_50_mean,hits_at_50_sample_std,revision,dataset_fingerprint
official_v1,raw_cosine,valid,deterministic,0.2627080230525157,,6a678c82,07f7af8e654bda27caad60ed74c479f48780343826543dd613d90cb4e979f9f4
official_v1,linear_cosine,valid,0;1;2,0.3451977523077698,0.001376919995557084,6a678c82,07f7af8e654bda27caad60ed74c479f48780343826543dd613d90cb4e979f9f4
official_v1,nonlinear_mlp_cosine,valid,0;1;2,0.3694518192348925,0.011239716276232218,6a678c82,07f7af8e654bda27caad60ed74c479f48780343826543dd613d90cb4e979f9f4
concat_sym_v1,concat_linear_sym,exploratory,0;1;2,0.02231143919934958,0.00005432043597797418,a1ee4f1f,07f7af8e654bda27caad60ed74c479f48780343826543dd613d90cb4e979f9f4
concat_sym_v1,concat_mlp_sym,exploratory,0;1;2,0.22270428169541037,0.005938762667089476,a1ee4f1f,07f7af8e654bda27caad60ed74c479f48780343826543dd613d90cb4e979f9f4
concat_ordered_v1,concat_linear_ordered,diagnostic_only,0;1;2,0.022469727384575536,0.00012017881592156192,3e8d6f6a,07f7af8e654bda27caad60ed74c479f48780343826543dd613d90cb4e979f9f4
concat_ordered_v1,concat_mlp_ordered,diagnostic_only,0;1;2,0.2104009727528474,0.00693570642339451,3e8d6f6a,07f7af8e654bda27caad60ed74c479f48780343826543dd613d90cb4e979f9f4
