batch,draw,support_slot,center,original_context_nodes,draw_context_nodes,context_jaccard,node_set_changed,graph_tensors_changed
0,0,0,7269,54,54,1.0,False,False
0,0,1,15803,10,10,1.0,False,False
0,0,2,9150,40,40,1.0,False,False
0,0,3,130,9,9,1.0,False,False
0,0,4,60304,0,0,1.0,False,False
0,0,5,38703,0,0,1.0,False,False
0,0,6,35357,30,30,1.0,False,False
0,0,7,18546,14,14,1.0,False,False
0,0,8,24943,20,20,1.0,False,False
0,0,9,76297,10,10,1.0,False,False
0,0,10,58436,3,3,1.0,False,False
0,0,11,41150,0,0,1.0,False,False
0,0,12,37515,52,52,1.0,False,False
0,0,13,77708,10,10,1.0,False,False
0,0,14,42093,10,10,1.0,False,False
0,0,15,40114,0,0,1.0,False,False
0,0,16,54758,0,0,1.0,False,False
0,0,17,36849,19,19,1.0,False,False
0,0,18,62304,30,30,1.0,False,False
0,0,19,29643,2,2,1.0,False,False
0,0,20,63106,10,10,1.0,False,False
0,0,21,19769,85,85,1.0,False,False
0,0,22,33305,29,29,1.0,False,False
0,0,23,49208,0,0,1.0,False,False
0,0,24,69637,10,10,1.0,False,False
0,0,25,50344,20,20,1.0,False,False
0,0,26,48017,30,30,1.0,False,False
0,0,27,52750,0,0,1.0,False,False
0,0,28,46360,10,10,1.0,False,False
0,0,29,42763,10,10,1.0,False,False
0,0,30,10898,36,36,1.0,False,False
0,0,31,15570,30,30,1.0,False,False
0,0,32,11273,92,92,1.0,False,False
0,0,33,31495,72,72,1.0,False,False
0,0,34,54850,0,0,1.0,False,False
0,0,35,49594,29,29,1.0,False,False
0,0,36,1261,75,75,1.0,False,False
0,0,37,31180,10,10,1.0,False,False
0,0,38,31959,50,50,1.0,False,False
0,0,39,13654,20,20,1.0,False,False
0,0,40,10052,10,10,1.0,False,False
0,0,41,18131,20,20,1.0,False,False
0,0,42,7723,93,93,1.0,False,False
0,0,43,20450,20,20,1.0,False,False
0,0,44,17052,90,90,1.0,False,False
0,0,45,39589,93,93,1.0,False,False
0,0,46,78525,20,20,1.0,False,False
0,0,47,78177,30,30,1.0,False,False
0,0,48,14611,30,30,1.0,False,False
0,0,49,55654,49,49,1.0,False,False
0,0,50,22975,7,7,1.0,False,False
0,0,51,64700,0,0,1.0,False,False
0,0,52,12756,91,91,1.0,False,False
0,0,53,2951,32,32,1.0,False,False
0,0,54,10840,0,0,1.0,False,False
0,0,55,6675,0,0,1.0,False,False
0,0,56,48383,0,0,1.0,False,False
0,0,57,57294,39,39,1.0,False,False
