seed,arm,target,checkpoint_step,roc_auc,bce,average_precision
1,singleton_ukraine,ukr_rus_twitter,70000,0.9918097959183675,0.0683022474206383,0.9757237379820314
1,singleton_ukraine,covid19_twitter,70000,0.9639915306122449,0.18050195833299687,0.9033125454270782
1,singleton_ukraine,midterm,70000,0.947657857142857,0.2420511394533342,0.8116655219473289
1,singleton_ukraine,covid_political,70000,0.9591204081632654,0.18000786179347836,0.8789461971742878
1,singleton_ukraine,ukr_rus_suspended,70000,0.9490605102040817,0.21063423344571686,0.8505531452308956
1,singleton_ukraine,twibot20,70000,0.9452190816326531,0.21932098544716272,0.8148292053743724
1,singleton_ukraine,cp_hk_twitter,70000,0.9741780612244897,0.14555847121327645,0.9193811328743828
1,singleton_ukraine,facebook_page_reference,70000,0.8950773469387754,0.3671775917622906,0.7236041705052079
1,singleton_facebook,ukr_rus_twitter,6000,0.9525803061224489,0.2771799888336816,0.8575966556862411
1,singleton_facebook,covid19_twitter,6000,0.9229148979591838,0.25482213028228096,0.7930194869762246
1,singleton_facebook,midterm,6000,0.8487356122448979,0.39785349408454473,0.5733763150772534
1,singleton_facebook,covid_political,6000,0.8835117346938774,0.43183964021817,0.6944453111461628
1,singleton_facebook,ukr_rus_suspended,6000,0.892445,0.479475452917545,0.6553421272026663
1,singleton_facebook,twibot20,6000,0.8700210204081633,0.5254294789182914,0.5983839922089946
1,singleton_facebook,cp_hk_twitter,6000,0.8802224489795918,0.3377144061824146,0.717442019230915
1,singleton_facebook,facebook_page_reference,6000,0.9512216326530614,0.18465121087311387,0.8667539243897806
1,kd_w010_fixed,ukr_rus_twitter,106000,0.9927138775510205,0.07162485924731801,0.9763011414081154
1,kd_w010_fixed,covid19_twitter,106000,0.9663886734693878,0.1596311745267288,0.906149206469689
1,kd_w010_fixed,midterm,106000,0.9504843877551021,0.2359403384086314,0.8076157172650261
1,kd_w010_fixed,covid_political,106000,0.9694885714285713,0.14800024114330337,0.9051971603083369
1,kd_w010_fixed,ukr_rus_suspended,106000,0.9528101020408165,0.2070249945712657,0.8627745382543986
1,kd_w010_fixed,twibot20,106000,0.9462313775510203,0.23703322546561562,0.8116887530338754
1,kd_w010_fixed,cp_hk_twitter,106000,0.9771993877551021,0.13234078038153888,0.9220778253141182
1,kd_w010_fixed,facebook_page_reference,106000,0.9565881122448979,0.17966520146626824,0.8732522266107905
1,kd_w010_selected,ukr_rus_twitter,106000,0.9927138775510205,0.07162485924731801,0.9763011414081154
1,kd_w010_selected,covid19_twitter,106000,0.9663886734693878,0.1596311745267288,0.906149206469689
1,kd_w010_selected,midterm,106000,0.9504843877551021,0.2359403384086314,0.8076157172650261
1,kd_w010_selected,covid_political,106000,0.9694885714285713,0.14800024114330337,0.9051971603083369
1,kd_w010_selected,ukr_rus_suspended,106000,0.9528101020408165,0.2070249945712657,0.8627745382543986
1,kd_w010_selected,twibot20,106000,0.9462313775510203,0.23703322546561562,0.8116887530338754
1,kd_w010_selected,cp_hk_twitter,106000,0.9771993877551021,0.13234078038153888,0.9220778253141182
1,kd_w010_selected,facebook_page_reference,106000,0.9565881122448979,0.17966520146626824,0.8732522266107905
1,kd_w100_fixed,ukr_rus_twitter,106000,0.9919220408163264,0.0732142593063468,0.9738193494410147
1,kd_w100_fixed,covid19_twitter,106000,0.9655868367346937,0.1670481139472756,0.905489706089604
1,kd_w100_fixed,midterm,106000,0.9481336734693877,0.23696291838863942,0.8009891277359744
1,kd_w100_fixed,covid_political,106000,0.9635060204081632,0.16139060777872663,0.8898026327733615
1,kd_w100_fixed,ukr_rus_suspended,106000,0.9493604081632652,0.20596226574255977,0.8509018329254712
1,kd_w100_fixed,twibot20,106000,0.9463472448979591,0.22342590307680382,0.8160729713556074
1,kd_w100_fixed,cp_hk_twitter,106000,0.9733481632653062,0.14904588206941258,0.9136931755120796
1,kd_w100_fixed,facebook_page_reference,106000,0.9586505102040818,0.17454760724433147,0.8799945519912876
1,kd_w100_selected,ukr_rus_twitter,106000,0.9919220408163264,0.0732142593063468,0.9738193494410147
1,kd_w100_selected,covid19_twitter,106000,0.9655868367346937,0.1670481139472756,0.905489706089604
1,kd_w100_selected,midterm,106000,0.9481336734693877,0.23696291838863942,0.8009891277359744
1,kd_w100_selected,covid_political,106000,0.9635060204081632,0.16139060777872663,0.8898026327733615
1,kd_w100_selected,ukr_rus_suspended,106000,0.9493604081632652,0.20596226574255977,0.8509018329254712
1,kd_w100_selected,twibot20,106000,0.9463472448979591,0.22342590307680382,0.8160729713556074
1,kd_w100_selected,cp_hk_twitter,106000,0.9733481632653062,0.14904588206941258,0.9136931755120796
1,kd_w100_selected,facebook_page_reference,106000,0.9586505102040818,0.17454760724433147,0.8799945519912876
2,singleton_ukraine,ukr_rus_twitter,38000,0.9921529591836736,0.07229017638199103,0.9744490680476343
2,singleton_ukraine,covid19_twitter,38000,0.968355612244898,0.1721362606103891,0.909789146968587
2,singleton_ukraine,midterm,38000,0.9442661224489796,0.2690512159935781,0.787906188794321
2,singleton_ukraine,covid_political,38000,0.967551836734694,0.1638122892219499,0.8968454005993588
2,singleton_ukraine,ukr_rus_suspended,38000,0.9529390816326531,0.19557397454750006,0.8624816526887468
2,singleton_ukraine,twibot20,38000,0.945740306122449,0.2132908560795046,0.8180683743456902
2,singleton_ukraine,cp_hk_twitter,38000,0.9758152040816326,0.1494196276925157,0.9161777558039792
2,singleton_ukraine,facebook_page_reference,38000,0.8884630612244899,0.3501366483998854,0.7118582470668342
2,singleton_facebook,ukr_rus_twitter,6000,0.9508182653061225,0.2857074961687495,0.8375512134878914
2,singleton_facebook,covid19_twitter,6000,0.9162459183673468,0.26200145403450026,0.7824359011316224
2,singleton_facebook,midterm,6000,0.8360955102040816,0.4254805115024051,0.5492172763423111
2,singleton_facebook,covid_political,6000,0.8696561224489796,0.5300764211962504,0.6597170442956084
2,singleton_facebook,ukr_rus_suspended,6000,0.8872290816326531,0.5083714224229202,0.6355792265755132
2,singleton_facebook,twibot20,6000,0.8686993877551019,0.5117604004788939,0.5903538322272197
2,singleton_facebook,cp_hk_twitter,6000,0.8861430612244899,0.33926102580760287,0.7328561367910971
2,singleton_facebook,facebook_page_reference,6000,0.9544795918367347,0.179661417073352,0.873077705610068
2,kd_w010_fixed,ukr_rus_twitter,92000,0.9919557142857143,0.07186785106900145,0.9749707105362823
2,kd_w010_fixed,covid19_twitter,92000,0.9675905102040816,0.1791629026533439,0.9091468126745693
2,kd_w010_fixed,midterm,92000,0.9476853061224491,0.24368795860155923,0.8075336573028344
2,kd_w010_fixed,covid_political,92000,0.9584154081632653,0.17975905495465372,0.8746888981213323
2,kd_w010_fixed,ukr_rus_suspended,92000,0.9498856122448979,0.2003500217722533,0.8578913223254201
2,kd_w010_fixed,twibot20,92000,0.9500261224489797,0.20304450110389505,0.8264076586677129
2,kd_w010_fixed,cp_hk_twitter,92000,0.9758363265306124,0.1543570496887194,0.9181208675245462
2,kd_w010_fixed,facebook_page_reference,92000,0.9498218367346939,0.1878412433377258,0.8630719528104942
2,kd_w010_selected,ukr_rus_twitter,88000,0.9912538775510203,0.07339970104250287,0.9743418899603675
2,kd_w010_selected,covid19_twitter,88000,0.9685282653061225,0.17837553242640883,0.9102628798143354
2,kd_w010_selected,midterm,88000,0.9487644897959185,0.2394557417800634,0.8247502059794536
2,kd_w010_selected,covid_political,88000,0.952358724489796,0.1925455597696892,0.8631502568529389
2,kd_w010_selected,ukr_rus_suspended,88000,0.9485951020408163,0.20325829174094276,0.8527588600040057
