dataset,model,negative_kind,scorer,auc,average_precision,hits_at_50,orientation,n_pairs,n_positive,endpoint_permutation_auc,endpoint_sensitivity,leakage_edges
twibot20,__floor__,degree_matched,common_neighbors,0.7207400510204082,0.8416607351429672,0.86,1,2800,1400,,,0.0
twibot20,__floor__,degree_matched,adamic_adar,0.7237232142857143,0.8292100612462024,0.88,1,2800,1400,,,0.0
twibot20,__floor__,degree_matched,preferential_attachment,0.48562882653061223,0.49264747586829205,0.48,-1,2800,1400,,,0.0
twibot20,__floor__,degree_matched,jaccard,0.7257515306122448,0.8440567654457524,0.98,1,2800,1400,,,0.0
twibot20,__floor__,degree_matched,raw_feature_cosine,0.591559693877551,0.6200182847963208,0.9,1,2800,1400,,,0.0
twibot20,__floor__,random,common_neighbors,0.7556892857142857,0.9283501766778477,0.94,1,2800,1400,,,0.0
twibot20,__floor__,random,adamic_adar,0.7579053571428571,0.924769247030797,0.98,1,2800,1400,,,0.0
twibot20,__floor__,random,preferential_attachment,0.7493354591836735,0.7358334667898713,0.9,1,2800,1400,,,0.0
twibot20,__floor__,random,jaccard,0.7457926020408163,0.8747749669050885,0.76,1,2800,1400,,,0.0
twibot20,__floor__,random,raw_feature_cosine,0.6620464285714286,0.6848428948934092,0.96,1,2800,1400,,,0.0
twibot20,__floor__,hard_2hop,common_neighbors,0.6820813775510204,0.8251770583964825,1.0,-1,2800,1400,,,0.0
twibot20,__floor__,hard_2hop,adamic_adar,0.7158456632653061,0.7949293144278291,1.0,-1,2800,1400,,,0.0
twibot20,__floor__,hard_2hop,preferential_attachment,0.5356522959183674,0.49137624996933715,0.04,1,2800,1400,,,0.0
twibot20,__floor__,hard_2hop,jaccard,0.8183020408163265,0.8519504524831301,1.0,-1,2800,1400,,,0.0
twibot20,__floor__,hard_2hop,raw_feature_cosine,0.5101698979591837,0.5205676552287887,0.64,1,2800,1400,,,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r1,degree_matched,encoder_cosine,0.7956642857142857,0.7626150103556133,0.86,1,2800,1400,0.48537925,1.0,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r1,random,encoder_cosine,0.7964367346938775,0.7410328512622484,0.68,1,2800,1400,0.48795925,0.99975,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r1,hard_2hop,encoder_cosine,0.6504872448979592,0.6095475225491881,0.64,-1,2800,1400,0.491427375,1.0,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r2,degree_matched,encoder_cosine,0.8174142857142858,0.778640743286276,0.9,1,2800,1400,0.487896875,1.0,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r2,random,encoder_cosine,0.8246270408163265,0.765924810418236,0.64,1,2800,1400,0.49200125,0.99975,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r2,hard_2hop,encoder_cosine,0.6456908163265306,0.6019828444665515,0.66,-1,2800,1400,0.494083875,1.0,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r3,degree_matched,encoder_cosine,0.815968112244898,0.7757831902643414,0.86,1,2800,1400,0.489467,1.0,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r3,random,encoder_cosine,0.8277977040816327,0.7713674857431053,0.72,1,2800,1400,0.49786575,0.99975,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r3,hard_2hop,encoder_cosine,0.6418102040816327,0.5960643699742942,0.62,-1,2800,1400,0.49686225,1.0,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r4,degree_matched,encoder_cosine,0.7985979591836735,0.7720346428827962,0.96,1,2800,1400,0.486132625,1.0,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r4,random,encoder_cosine,0.8077517857142857,0.7718304428336968,0.86,1,2800,1400,0.49879975,0.99975,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r4,hard_2hop,encoder_cosine,0.6610005102040817,0.6323906877107088,0.64,-1,2800,1400,0.501087125,1.0,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r5,degree_matched,encoder_cosine,0.8248301020408163,0.7943039648520436,0.92,1,2800,1400,0.491104625,1.0,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r5,random,encoder_cosine,0.8395405612244898,0.7969626994338306,0.84,1,2800,1400,0.4903465,0.99975,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r5,hard_2hop,encoder_cosine,0.6160900510204081,0.5736159434672563,0.58,-1,2800,1400,0.496280625,1.0,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r6,degree_matched,encoder_cosine,0.7942908163265306,0.7673000741306983,0.98,1,2800,1400,0.485908875,1.0,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r6,random,encoder_cosine,0.8033522959183673,0.7658214208841837,0.94,1,2800,1400,0.49478175,0.99975,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r6,hard_2hop,encoder_cosine,0.6535709183673469,0.6237949314260004,0.58,-1,2800,1400,0.502041625,1.0,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r7,degree_matched,encoder_cosine,0.8212255102040816,0.7953413096849388,0.96,1,2800,1400,0.48840475,1.0,0.0
twibot20,matched40k__nm_ladder_h2m_ordA_r7,random,encoder_cosine,0.8318280612244898,0.7836909264132519,0.84,1,2800,1400,0.4977865,0.99975,0.0
