setting,task,order,rung,target,sources,n_sources,total_updates,log_n_sources,log_total_updates,target_in_sources,observed_auc,constituent_scores,best,second_best,mean,median,mean_rest,score_std,score_range,profile_diversity,trajectory
fixed_compute_classification,classification,C,9,twibot20,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",9,2500,2.1972245773362196,7.824046010856292,1,0.6229678259955512,0.630633625;0.628981916667;0.60161275;0.578678513889;0.567225722222;0.536100811428;0.525239486111;0.522752680556;0.521764625,0.630633625,0.6289819166666667,0.5681100145413827,0.5672257222222221,0.5602945632340555,0.04205439987232675,0.108869,0.07894124754958988,twibot20|C
fixed_compute_classification,classification,A,2,ukr_rus_suspended,"ukr_rus,covid",2,2500,0.6931471805599453,7.824046010856292,0,0.4842325846354167,0.49838;0.497882,0.49838,0.497882,0.498131,0.498131,0.497882,0.0002489999999999992,0.0004979999999999984,0.014613060867100215,ukr_rus_suspended|A
fixed_compute_classification,classification,A,3,ukr_rus_suspended,"ukr_rus,covid,midterm",3,2500,1.0986122886681098,7.824046010856292,0,0.4713948567708333,0.49838;0.497882;0.497854,0.49838,0.497882,0.4980386666666667,0.497882,0.497868,0.00024162965233779805,0.0005259999999999709,0.04671000970640866,ukr_rus_suspended|A
fixed_compute_classification,classification,A,4,ukr_rus_suspended,"ukr_rus,covid,midterm,covid_political",4,2500,1.3862943611198906,7.824046010856292,0,0.4905598958333333,0.49838;0.497882;0.497854;0.489162,0.49838,0.497882,0.49581949999999997,0.497868,0.49496599999999996,0.00384940134956074,0.009218000000000004,0.04763063936357864,ukr_rus_suspended|A
fixed_compute_classification,classification,A,5,ukr_rus_suspended,"ukr_rus,covid,midterm,covid_political,election2020",5,2500,1.6094379124341003,7.824046010856292,0,0.4941202799479167,0.526674;0.49838;0.497882;0.497854;0.489162,0.526674,0.49838,0.5019904,0.497882,0.49581949999999997,0.012813053493995873,0.03751199999999999,0.04493088555548444,ukr_rus_suspended|A
fixed_compute_classification,classification,A,6,ukr_rus_suspended,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",6,2500,1.791759469228055,7.824046010856292,1,0.4846394856770833,0.526674;0.49838;0.497882;0.497854;0.489162;0.465546,0.526674,0.49838,0.49591633333333335,0.497868,0.4897648,0.01792437946547165,0.06112799999999996,0.062195798538268655,ukr_rus_suspended|A
fixed_compute_classification,classification,A,7,ukr_rus_suspended,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",7,2500,1.9459101490553132,7.824046010856292,1,0.5011189778645834,0.526674;0.49838;0.497882;0.497854;0.494798;0.489162;0.465546,0.526674,0.49838,0.4957565714285713,0.497854,0.4906036666666666,0.01659936434976732,0.06112799999999996,0.05855409449839891,ukr_rus_suspended|A
fixed_compute_classification,classification,A,8,ukr_rus_suspended,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",8,2500,2.0794415416798357,7.824046010856292,1,0.4745076497395833,0.526674;0.504582;0.49838;0.497882;0.497854;0.494798;0.489162;0.465546,0.526674,0.5045820000000001,0.49685974999999993,0.497868,0.4926005714285714,0.015799226418957986,0.06112799999999996,0.07271680283038202,ukr_rus_suspended|A
fixed_compute_classification,classification,A,9,ukr_rus_suspended,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",9,2500,2.1972245773362196,7.824046010856292,1,0.48443603515625,0.526674;0.504582;0.49838;0.497882;0.497854;0.494798;0.489162;0.488220214844;0.465546,0.526674,0.5045820000000001,0.49589980164933334,0.497854,0.4920530268555,0.015141086500307809,0.06112799999999996,0.07894124754958988,ukr_rus_suspended|A
fixed_compute_classification,classification,B,2,ukr_rus_suspended,"ukr_rus_suspended,election2020",2,2500,0.6931471805599453,7.824046010856292,1,0.4620361328125,0.526674;0.465546,0.526674,0.465546,0.49611,0.49611,0.465546,0.03056399999999998,0.06112799999999996,0.09705649806229867,ukr_rus_suspended|B
fixed_compute_classification,classification,B,3,ukr_rus_suspended,"ukr_rus_suspended,election2020,ukr_rus",3,2500,1.0986122886681098,7.824046010856292,1,0.5027262369791666,0.526674;0.497882;0.465546,0.526674,0.497882,0.4967006666666667,0.497882,0.481714,0.024969378010319388,0.06112799999999996,0.08682626636941489,ukr_rus_suspended|B
fixed_compute_classification,classification,B,4,ukr_rus_suspended,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference",4,2500,1.3862943611198906,7.824046010856292,1,0.5073649088541666,0.526674;0.497882;0.488220214844;0.465546,0.526674,0.497882,0.494580553711,0.493051107422,0.4838827382813333,0.02193369589241683,0.06112799999999996,0.09059649885672967,ukr_rus_suspended|B
fixed_compute_classification,classification,B,5,ukr_rus_suspended,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk",5,2500,1.6094379124341003,7.824046010856292,1,0.4866536458333333,0.526674;0.504582;0.497882;0.488220214844;0.465546,0.526674,0.5045820000000001,0.4965808429688,0.497882,0.489057553711,0.020021844092398156,0.06112799999999996,0.09465210759966904,ukr_rus_suspended|B
fixed_compute_classification,classification,B,6,ukr_rus_suspended,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political",6,2500,1.791759469228055,7.824046010856292,1,0.47723388671875,0.526674;0.504582;0.497882;0.489162;0.488220214844;0.465546,0.526674,0.5045820000000001,0.4953443691406667,0.493522,0.4890784429688001,0.018485296995771422,0.06112799999999996,0.09314591185115559,ukr_rus_suspended|B
fixed_compute_classification,classification,B,7,ukr_rus_suspended,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid",7,2500,1.9459101490553132,7.824046010856292,1,0.4870402018229167,0.526674;0.504582;0.49838;0.497882;0.489162;0.488220214844;0.465546,0.526674,0.5045820000000001,0.49577803069200005,0.497882,0.4906287024740001,0.017146994107496583,0.06112799999999996,0.08809241153298075,ukr_rus_suspended|B
fixed_compute_classification,classification,B,8,ukr_rus_suspended,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm",8,2500,2.0794415416798357,7.824046010856292,1,0.4764200846354167,0.526674;0.504582;0.49838;0.497882;0.497854;0.489162;0.488220214844;0.465546,0.526674,0.5045820000000001,0.49603752685549996,0.497868,0.4916608878348571,0.016054231494198216,0.06112799999999996,0.08229526087784497,ukr_rus_suspended|B
fixed_compute_classification,classification,B,9,ukr_rus_suspended,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",9,2500,2.1972245773362196,7.824046010856292,1,0.48443603515625,0.526674;0.504582;0.49838;0.497882;0.497854;0.494798;0.489162;0.488220214844;0.465546,0.526674,0.5045820000000001,0.49589980164933334,0.497854,0.4920530268555,0.015141086500307809,0.06112799999999996,0.07894124754958988,ukr_rus_suspended|B
fixed_compute_classification,classification,C,2,ukr_rus_suspended,"twibot20,midterm",2,2500,0.6931471805599453,7.824046010856292,0,0.5211385091145834,0.497854;0.494798,0.497854,0.4947979999999999,0.49632599999999993,0.49632599999999993,0.4947979999999999,0.001528000000000057,0.003056000000000114,0.06233956713911249,ukr_rus_suspended|C
fixed_compute_classification,classification,C,3,ukr_rus_suspended,"twibot20,midterm,covid",3,2500,1.0986122886681098,7.824046010856292,0,0.4950968424479167,0.49838;0.497854;0.494798,0.49838,0.497854,0.49701066666666666,0.497854,0.49632599999999993,0.0015792591793482467,0.003582000000000085,0.045617300956551095,ukr_rus_suspended|C
fixed_compute_classification,classification,C,4,ukr_rus_suspended,"twibot20,midterm,covid,covid_political",4,2500,1.3862943611198906,7.824046010856292,0,0.5016886393229166,0.49838;0.497854;0.494798;0.489162,0.49838,0.497854,0.4950485,0.49632599999999993,0.493938,0.003663446294133444,0.009218000000000004,0.047201944489420146,ukr_rus_suspended|C
fixed_compute_classification,classification,C,5,ukr_rus_suspended,"twibot20,midterm,covid,covid_political,cp_hk",5,2500,1.6094379124341003,7.824046010856292,0,0.4995524088541667,0.504582;0.49838;0.497854;0.494798;0.489162,0.5045820000000001,0.49838,0.49695520000000004,0.497854,0.4950485,0.0050277918174881095,0.0154200000000001,0.07829912391187467,ukr_rus_suspended|C
fixed_compute_classification,classification,C,6,ukr_rus_suspended,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference",6,2500,1.791759469228055,7.824046010856292,0,0.491455078125,0.504582;0.49838;0.497854;0.494798;0.489162;0.488220214844,0.5045820000000001,0.49838,0.49549936914066667,0.49632599999999993,0.4936828429688,0.005626970136903438,0.016361785156000064,0.0870470318414102,ukr_rus_suspended|C
fixed_compute_classification,classification,C,7,ukr_rus_suspended,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus",7,2500,1.9459101490553132,7.824046010856292,0,0.4959309895833333,0.504582;0.49838;0.497882;0.497854;0.494798;0.489162;0.488220214844,0.5045820000000001,0.49838,0.49583974497771427,0.497854,0.49438270247399996,0.005275857376068908,0.016361785156000064,0.0812441008517718,ukr_rus_suspended|C
fixed_compute_classification,classification,C,8,ukr_rus_suspended,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020",8,2500,2.0794415416798357,7.824046010856292,0,0.4803059895833333,0.526674;0.504582;0.49838;0.497882;0.497854;0.494798;0.489162;0.488220214844,0.526674,0.5045820000000001,0.49969402685549996,0.497868,0.49583974497771427,0.01132889044545116,0.03845378515599995,0.07693875247357033,ukr_rus_suspended|C
fixed_compute_classification,classification,C,9,ukr_rus_suspended,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",9,2500,2.1972245773362196,7.824046010856292,1,0.48443603515625,0.526674;0.504582;0.49838;0.497882;0.497854;0.494798;0.489162;0.488220214844;0.465546,0.526674,0.5045820000000001,0.49589980164933334,0.497854,0.4920530268555,0.015141086500307809,0.06112799999999996,0.07894124754958988,ukr_rus_suspended|C
fixed_compute_nm,nm,A,2,covid_political,"ukr_rus,covid",2,2500,0.6931471805599453,7.824046010856292,0,0.8337666666666667,0.833259519078;0.832011243256,0.8332595190782657,0.8320112432556591,0.8326353811669625,0.8326353811669625,0.8320112432556591,0.0006241379113032797,0.0012482758226065593,0.005862931616975926,covid_political|A
fixed_compute_nm,nm,A,3,covid_political,"ukr_rus,covid,midterm",3,2500,1.0986122886681098,7.824046010856292,0,0.8367666666666667,0.833259519078;0.832011243256;0.820289746372,0.8332595190782657,0.8320112432556591,0.8285201695687013,0.8320112432556591,0.8261504948139191,0.0058420571506798795,0.01296977270608668,0.03144276316943365,covid_political|A
fixed_compute_nm,nm,A,4,covid_political,"ukr_rus,covid,midterm,covid_political",4,2500,1.3862943611198906,7.824046010856292,1,0.8662000000000001,0.866009505727;0.833259519078;0.832011243256;0.820289746372,0.8660095057268252,0.8332595190782657,0.8378925036082323,0.8326353811669625,0.8285201695687013,0.017003504340562015,0.04571975935464623,0.06234521143015089,covid_political|A
fixed_compute_nm,nm,A,5,covid_political,"ukr_rus,covid,midterm,covid_political,election2020",5,2500,1.6094379124341003,7.824046010856292,1,0.8660333333333333,0.866009505727;0.833259519078;0.832011243256;0.826312281757;0.820289746372,0.8660095057268252,0.8332595190782657,0.8355764592378989,0.8320112432556591,0.8279681976156673,0.015898162597892274,0.04571975935464623,0.06348402654746978,covid_political|A
fixed_compute_nm,nm,A,6,covid_political,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",6,2500,1.791759469228055,7.824046010856292,1,0.8615666666666666,0.866009505727;0.833259519078;0.832011243256;0.826312281757;0.820289746372;0.752741939537,0.8660095057268252,0.8332595190782657,0.8217707059544774,0.8291617625061123,0.8129229460000078,0.03411188107201118,0.11326756618945533,0.08175060366199521,covid_political|A
fixed_compute_nm,nm,A,7,covid_political,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",7,2500,1.9459101490553132,7.824046010856292,1,0.8612000000000001,0.866009505727;0.833259519078;0.832011243256;0.828568722919;0.826312281757;0.820289746372;0.752741939537,0.8660095057268252,0.8332595190782657,0.8227418512350625,0.8285687229185726,0.8155305754864354,0.03167092798085226,0.11326756618945533,0.07573390087040743,covid_political|A
fixed_compute_nm,nm,A,8,covid_political,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",8,2500,2.0794415416798357,7.824046010856292,1,0.8631333333333333,0.866009505727;0.833259519078;0.832011243256;0.828568722919;0.826312281757;0.820289746372;0.752741939537;0.751334462403,0.8660095057268252,0.8332595190782657,0.8138159276310969,0.827440502337569,0.80635970218885,0.03788629705525601,0.11467504332348755,0.07799116645401638,covid_political|A
fixed_compute_nm,nm,A,9,covid_political,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",9,2500,2.1972245773362196,7.824046010856292,1,0.8602333333333334,0.866009505727;0.833259519078;0.832011243256;0.828568722919;0.826312281757;0.820289746372;0.767526811338;0.752741939537;0.751334462403,0.8660095057268252,0.8332595190782657,0.8086726924874723,0.8263122817565653,0.8015055908325532,0.03856823464680784,0.11467504332348755,0.07494422283163128,covid_political|A
fixed_compute_nm,nm,B,2,covid_political,"ukr_rus_suspended,election2020",2,2500,0.6931471805599453,7.824046010856292,0,0.8132999999999999,0.826312281757;0.752741939537,0.8263122817565653,0.7527419395373699,0.7895271106469677,0.7895271106469677,0.7527419395373699,0.036785171109597725,0.07357034221919545,0.1299469987752024,covid_political|B
fixed_compute_nm,nm,B,3,covid_political,"ukr_rus_suspended,election2020,ukr_rus",3,2500,1.0986122886681098,7.824046010856292,0,0.8188333333333334,0.833259519078;0.826312281757;0.752741939537,0.8332595190782657,0.8263122817565653,0.804104580124067,0.8263122817565653,0.7895271106469677,0.03642944470827294,0.08051757954089578,0.10415434894450938,covid_political|B
fixed_compute_nm,nm,B,4,covid_political,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference",4,2500,1.3862943611198906,7.824046010856292,0,0.8181333333333333,0.833259519078;0.826312281757;0.767526811338;0.752741939537,0.8332595190782657,0.8263122817565653,0.7949601379276692,0.7969195465475205,0.782193677544137,0.035301427741163925,0.08051757954089578,0.09085003696821659,covid_political|B
fixed_compute_nm,nm,B,5,covid_political,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk",5,2500,1.6094379124341003,7.824046010856292,0,0.8204666666666668,0.833259519078;0.826312281757;0.767526811338;0.752741939537;0.751334462403,0.8332595190782657,0.8263122817565653,0.7862350028228029,0.7675268113384758,0.7744788737589372,0.03607581698096906,0.081925056674928,0.08477107863646455,covid_political|B
fixed_compute_nm,nm,B,6,covid_political,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political",6,2500,1.791759469228055,7.824046010856292,1,0.8540000000000001,0.866009505727;0.833259519078;0.826312281757;0.767526811338;0.752741939537;0.751334462403,0.8660095057268252,0.8332595190782657,0.7995307533068066,0.7969195465475205,0.7862350028228029,0.044367090435382464,0.11467504332348755,0.08556800637040686,covid_political|B
fixed_compute_nm,nm,B,7,covid_political,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid",7,2500,1.9459101490553132,7.824046010856292,1,0.8564333333333334,0.866009505727;0.833259519078;0.832011243256;0.826312281757;0.767526811338;0.752741939537;0.751334462403,0.8660095057268252,0.8332595190782657,0.8041708232994998,0.8263122817565653,0.7938643762282789,0.04261941670641664,0.11467504332348755,0.08358395003528139,covid_political|B
fixed_compute_nm,nm,B,8,covid_political,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm",8,2500,2.0794415416798357,7.824046010856292,1,0.8590666666666666,0.866009505727;0.833259519078;0.832011243256;0.826312281757;0.820289746372;0.767526811338;0.752741939537;0.751334462403,0.8660095057268252,0.8332595190782657,0.8061856886835848,0.8233010140643722,0.7976394291059791,0.040221643712778234,0.11467504332348755,0.07738151596844518,covid_political|B
fixed_compute_nm,nm,B,9,covid_political,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",9,2500,2.1972245773362196,7.824046010856292,1,0.8602333333333334,0.866009505727;0.833259519078;0.832011243256;0.828568722919;0.826312281757;0.820289746372;0.767526811338;0.752741939537;0.751334462403,0.8660095057268252,0.8332595190782657,0.8086726924874723,0.8263122817565653,0.8015055908325532,0.03856823464680784,0.11467504332348755,0.07494422283163128,covid_political|B
fixed_compute_nm,nm,C,2,covid_political,"twibot20,midterm",2,2500,0.6931471805599453,7.824046010856292,0,0.8292333333333334,0.828568722919;0.820289746372,0.8285687229185726,0.820289746372179,0.8244292346453759,0.8244292346453759,0.820289746372179,0.004139488273196823,0.008278976546393646,0.038676825350434096,covid_political|C
fixed_compute_nm,nm,C,3,covid_political,"twibot20,midterm,covid",3,2500,1.0986122886681098,7.824046010856292,0,0.8417,0.832011243256;0.828568722919;0.820289746372,0.8320112432556591,0.8285687229185726,0.8269565708488035,0.8285687229185726,0.8244292346453759,0.004919190178569641,0.01172149688348012,0.03196326426700871,covid_political|C
fixed_compute_nm,nm,C,4,covid_political,"twibot20,midterm,covid,covid_political",4,2500,1.3862943611198906,7.824046010856292,1,0.8681666666666666,0.866009505727;0.832011243256;0.828568722919;0.820289746372,0.8660095057268252,0.8320112432556591,0.836719804568309,0.8302899830871159,0.8269565708488035,0.017438779257584643,0.04571975935464623,0.06188810257230242,covid_political|C
fixed_compute_nm,nm,C,5,covid_political,"twibot20,midterm,covid,covid_political,cp_hk",5,2500,1.6094379124341003,7.824046010856292,1,0.8700333333333333,0.866009505727;0.832011243256;0.828568722919;0.820289746372;0.751334462403,0.8660095057268252,0.8320112432556591,0.8196427361353147,0.8285687229185726,0.8080510437374371,0.03754722203647679,0.11467504332348755,0.06915486424942205,covid_political|C
fixed_compute_nm,nm,C,6,covid_political,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference",6,2500,1.791759469228055,7.824046010856292,1,0.8603999999999999,0.866009505727;0.832011243256;0.828568722919;0.820289746372;0.767526811338;0.751334462403,0.8660095057268252,0.8320112432556591,0.810956748669175,0.8244292346453759,0.7999461972576448,0.03939619431946142,0.11467504332348755,0.06487672191631443,covid_political|C
fixed_compute_nm,nm,C,7,covid_political,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus",7,2500,1.9459101490553132,7.824046010856292,1,0.8621,0.866009505727;0.833259519078;0.832011243256;0.828568722919;0.820289746372;0.767526811338;0.751334462403,0.8660095057268252,0.8332595190782657,0.8141428587276165,0.8285687229185726,0.8054984175610818,0.037299397252750964,0.11467504332348755,0.06290396676376275,covid_political|C
fixed_compute_nm,nm,C,8,covid_political,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020",8,2500,2.0794415416798357,7.824046010856292,1,0.8640333333333333,0.866009505727;0.833259519078;0.832011243256;0.828568722919;0.826312281757;0.820289746372;0.767526811338;0.751334462403,0.8660095057268252,0.8332595190782657,0.8156640366062351,0.827440502337569,0.8084718267318651,0.035121749400620704,0.11467504332348755,0.06384379964637725,covid_political|C
fixed_compute_nm,nm,C,9,covid_political,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",9,2500,2.1972245773362196,7.824046010856292,1,0.8602333333333334,0.866009505727;0.833259519078;0.832011243256;0.828568722919;0.826312281757;0.820289746372;0.767526811338;0.752741939537;0.751334462403,0.8660095057268252,0.8332595190782657,0.8086726924874723,0.8263122817565653,0.8015055908325532,0.03856823464680784,0.11467504332348755,0.07494422283163128,covid_political|C
fixed_compute_nm,nm,A,2,election2020,"ukr_rus,covid",2,2500,0.6931471805599453,7.824046010856292,0,0.8357,0.837824715965;0.83298122522,0.8378247159650956,0.8329812252201797,0.8354029705926376,0.8354029705926376,0.8329812252201797,0.0024217453724579285,0.004843490744915857,0.005862931616975926,election2020|A
fixed_compute_nm,nm,A,3,election2020,"ukr_rus,covid,midterm",3,2500,1.0986122886681098,7.824046010856292,0,0.8374333333333333,0.837824715965;0.83298122522;0.830573791745,0.8378247159650956,0.8329812252201797,0.8337932443101135,0.8329812252201797,0.8317775084826224,0.0030153503680300105,0.007250924220030264,0.03144276316943365,election2020|A
fixed_compute_nm,nm,A,4,election2020,"ukr_rus,covid,midterm,covid_political",4,2500,1.3862943611198906,7.824046010856292,0,0.8343333333333334,0.837824715965;0.83298122522;0.830573791745;0.786897156293,0.8378247159650956,0.8329812252201797,0.8220692223059263,0.8317775084826224,0.8168173910862032,0.020473820582526364,0.05092755967173079,0.06234521143015089,election2020|A
fixed_compute_nm,nm,A,5,election2020,"ukr_rus,covid,midterm,covid_political,election2020",5,2500,1.6094379124341003,7.824046010856292,1,0.8685666666666667,0.889400175294;0.837824715965;0.83298122522;0.830573791745;0.786897156293,0.8894001752937434,0.8378247159650956,0.8355354129034896,0.8329812252201797,0.8220692223059263,0.03256831313157015,0.10250301900037861,0.06348402654746978,election2020|A
fixed_compute_nm,nm,A,6,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",6,2500,1.791759469228055,7.824046010856292,1,0.8635999999999999,0.889400175294;0.837824715965;0.83298122522;0.830573791745;0.786897156293;0.756733339637,0.8894001752937434,0.8378247159650956,0.8224017340256945,0.8317775084826224,0.8090020457720847,0.041789713102491584,0.13266683565702486,0.08175060366199521,election2020|A
fixed_compute_nm,nm,A,7,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",7,2500,1.9459101490553132,7.824046010856292,1,0.8621,0.889400175294;0.839957824658;0.837824715965;0.83298122522;0.830573791745;0.786897156293;0.756733339637,0.8894001752937434,0.8399578246577032,0.8249097469731242,0.8329812252201797,0.8141613422530211,0.03917445622341045,0.13266683565702486,0.07573390087040743,election2020|A
fixed_compute_nm,nm,A,8,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",8,2500,2.0794415416798357,7.824046010856292,1,0.8583,0.889400175294;0.839957824658;0.837824715965;0.83298122522;0.830573791745;0.786897156293;0.756733339637;0.748384577927,0.8894001752937434,0.8399578246577032,0.8153441008423022,0.8317775084826224,0.8047646616349535,0.04453447394042832,0.14101559736719538,0.07799116645401638,election2020|A
fixed_compute_nm,nm,A,9,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",9,2500,2.1972245773362196,7.824046010856292,1,0.8553333333333333,0.889400175294;0.839957824658;0.837824715965;0.83298122522;0.830573791745;0.803008009145;0.786897156293;0.756733339637;0.748384577927,0.8894001752937434,0.8399578246577032,0.8139734239870561,0.8305737917450653,0.8045450800737202,0.042166107132248165,0.14101559736719538,0.07494422283163128,election2020|A
fixed_compute_nm,nm,B,2,election2020,"ukr_rus_suspended,election2020",2,2500,0.6931471805599453,7.824046010856292,1,0.8797333333333333,0.889400175294;0.756733339637,0.8894001752937434,0.7567333396367185,0.823066757465231,0.823066757465231,0.7567333396367185,0.06633341782851243,0.13266683565702486,0.1299469987752024,election2020|B
fixed_compute_nm,nm,B,3,election2020,"ukr_rus_suspended,election2020,ukr_rus",3,2500,1.0986122886681098,7.824046010856292,1,0.8774666666666667,0.889400175294;0.83298122522;0.756733339637,0.8894001752937434,0.8329812252201797,0.8263715800502139,0.8329812252201797,0.7948572824284491,0.05436229010240248,0.13266683565702486,0.10415434894450938,election2020|B
fixed_compute_nm,nm,B,4,election2020,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference",4,2500,1.3862943611198906,7.824046010856292,1,0.8718666666666667,0.889400175294;0.83298122522;0.803008009145;0.756733339637,0.8894001752937434,0.8329812252201797,0.820530687323932,0.817994617182633,0.7975741913339949,0.048153837047561675,0.13266683565702486,0.09085003696821659,election2020|B
fixed_compute_nm,nm,B,5,election2020,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk",5,2500,1.6094379124341003,7.824046010856292,1,0.8649,0.889400175294;0.83298122522;0.803008009145;0.756733339637;0.748384577927,0.8894001752937434,0.8329812252201797,0.8061014654444552,0.8030080091450863,0.7852767879821332,0.05184441526443505,0.14101559736719538,0.08477107863646455,election2020|B
fixed_compute_nm,nm,B,6,election2020,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political",6,2500,1.791759469228055,7.824046010856292,1,0.8642333333333333,0.889400175294;0.83298122522;0.803008009145;0.786897156293;0.756733339637;0.748384577927,0.8894001752937434,0.8329812252201797,0.8029007472526067,0.7949525827192255,0.7856008616443795,0.047865357825997726,0.14101559736719538,0.08556800637040686,election2020|B
fixed_compute_nm,nm,B,7,election2020,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid",7,2500,1.9459101490553132,7.824046010856292,1,0.8605666666666667,0.889400175294;0.837824715965;0.83298122522;0.803008009145;0.786897156293;0.756733339637;0.748384577927,0.8894001752937434,0.8378247159650956,0.8078898856401052,0.8030080091450863,0.7943048373644989,0.04596893043373105,0.14101559736719538,0.08358395003528139,election2020|B
fixed_compute_nm,nm,B,8,election2020,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm",8,2500,2.0794415416798357,7.824046010856292,1,0.8565666666666667,0.889400175294;0.837824715965;0.83298122522;0.830573791745;0.803008009145;0.786897156293;0.756733339637;0.748384577927,0.8894001752937434,0.8378247159650956,0.8107253739032252,0.8167909004450757,0.7994861165617226,0.04364950973837614,0.14101559736719538,0.07738151596844518,election2020|B
fixed_compute_nm,nm,B,9,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",9,2500,2.1972245773362196,7.824046010856292,1,0.8553333333333333,0.889400175294;0.839957824658;0.837824715965;0.83298122522;0.830573791745;0.803008009145;0.786897156293;0.756733339637;0.748384577927,0.8894001752937434,0.8399578246577032,0.8139734239870561,0.8305737917450653,0.8045450800737202,0.042166107132248165,0.14101559736719538,0.07494422283163128,election2020|B
fixed_compute_nm,nm,C,2,election2020,"twibot20,midterm",2,2500,0.6931471805599453,7.824046010856292,0,0.8394333333333334,0.839957824658;0.830573791745,0.8399578246577032,0.8305737917450653,0.8352658082013842,0.8352658082013842,0.8305737917450653,0.004692016456318948,0.009384032912637896,0.038676825350434096,election2020|C
fixed_compute_nm,nm,C,3,election2020,"twibot20,midterm,covid",3,2500,1.0986122886681098,7.824046010856292,0,0.8400333333333334,0.839957824658;0.837824715965;0.830573791745,0.8399578246577032,0.8378247159650956,0.8361187774559546,0.8378247159650956,0.8341992538550804,0.00401644022106601,0.009384032912637896,0.03196326426700871,election2020|C
fixed_compute_nm,nm,C,4,election2020,"twibot20,midterm,covid,covid_political",4,2500,1.3862943611198906,7.824046010856292,0,0.8347333333333333,0.839957824658;0.837824715965;0.830573791745;0.786897156293,0.8399578246577032,0.8378247159650956,0.8238133721653071,0.8341992538550804,0.8184318880011752,0.021595551443256374,0.053060668364338426,0.06188810257230242,election2020|C
fixed_compute_nm,nm,C,5,election2020,"twibot20,midterm,covid,covid_political,cp_hk",5,2500,1.6094379124341003,7.824046010856292,0,0.8328000000000001,0.839957824658;0.837824715965;0.830573791745;0.786897156293;0.748384577927,0.8399578246577032,0.8378247159650956,0.8087276133175554,0.8305737917450653,0.8009200604825184,0.03582477848864885,0.09157324673115519,0.06915486424942205,election2020|C
