task,mean_fixed_minus_matched40k,cluster_bootstrap_low,cluster_bootstrap_high,mean_at_equal_40k_rung4,mean_low_compute_rungs1_3,mean_high_compute_rungs5_8,cells
classification,0.0022894014756944595,-0.0018045399305555501,0.007675062500000031,-0.003929979166666667,0.007146311342592619,0.00020156423611112154,32
nm,0.0019402639724517088,0.0007887237212706064,0.003305863328893297,9.246228248727117e-05,0.0026246123616431812,0.0018889531030492138,64
