dataset,model,target,transform,shots,n_query,episodes,alpha,features,spearman,rmse,r2,n_pred,n_labeled
ukr_rus_twitter,__features_only__,followers_count,log1p,10,12,500,1.0,raw_x,0.20898877007055375,2.3303321586306156,-0.051288333599072145,6000,10273623
ukr_rus_twitter,ukr_only_nm,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1389981408386081,13.860252228528399,-36.19019497833905,6000,10273623
ukr_rus_twitter,merged_ukr_rus_covid_nm_wb,followers_count,log1p,10,12,500,1.0,frozen_emb,0.14462479510495274,453.4600788645386,-39806.445248060794,6000,10273623
ukr_rus_twitter,merged_ukr_rus_covid_midterm_nm_wb,followers_count,log1p,10,12,500,1.0,frozen_emb,0.14037889656487976,52.01389813105995,-522.7511548112299,6000,10273623
ukr_rus_twitter,nm_ladder_4src,followers_count,log1p,10,12,500,1.0,frozen_emb,0.13041893678031807,13.455838795545278,-34.051591288014784,6000,10273623
ukr_rus_twitter,nm_ladder_5src,followers_count,log1p,10,12,500,1.0,frozen_emb,0.14717853249721433,10.858872123125817,-21.8273567228529,6000,10273623
ukr_rus_twitter,nm_ladder_6src,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1597880386536609,25.89517355188094,-128.8146898551565,6000,10273623
ukr_rus_twitter,nm_ladder_7src,followers_count,log1p,10,12,500,1.0,frozen_emb,0.13835076844835278,10.649033497939463,-20.95364182243396,6000,10273623
ukr_rus_twitter,merged_ukr_rus_covid_midterm_all8_nm_wb,followers_count,log1p,10,12,500,1.0,frozen_emb,0.13767865349951947,78.59220063343106,-1194.762933515679,6000,10273623
ukr_rus_twitter,nm_ss_covid19_twitter,followers_count,log1p,10,12,500,1.0,frozen_emb,0.13362479900108842,63.47264493605004,-778.9367418701753,6000,10273623
ukr_rus_twitter,nm_ladder_ordB_r3,followers_count,log1p,10,12,500,1.0,frozen_emb,0.11666223602669958,10.242978154776141,-19.311344907668058,6000,10273623
ukr_rus_twitter,nm_ladder_ordB_r4,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1101310671166938,143.13891033352044,-3965.446506223687,6000,10273623
ukr_rus_twitter,nm_ladder_ordB_r5,followers_count,log1p,10,12,500,1.0,frozen_emb,0.13520862249118376,239.40572015526357,-11094.713482694877,6000,10273623
ukr_rus_twitter,nm_ladder_ordB_r6,followers_count,log1p,10,12,500,1.0,frozen_emb,0.13749119527452408,38.38413234910439,-284.22634986947656,6000,10273623
ukr_rus_twitter,nm_ladder_ordB_r7,followers_count,log1p,10,12,500,1.0,frozen_emb,0.14086857799412175,14.443418198673694,-39.3855647319809,6000,10273623
