dataset,model,target,transform,shots,n_query,episodes,alpha,features,spearman,rmse,r2,n_pred,n_labeled
midterm,__features_only__,followers_count,log1p,10,12,500,1.0,raw_x,0.25969095768960315,2.1561616384413265,-0.01878797345433103,6000,333430
midterm,ukr_only_nm,followers_count,log1p,10,12,500,1.0,frozen_emb,0.18264525132642112,21.216035862555152,-97.6392272496234,6000,333430
midterm,merged_ukr_rus_covid_nm_wb,followers_count,log1p,10,12,500,1.0,frozen_emb,0.1741089276894291,15.47461631385977,-51.47602846846867,6000,333430
midterm,merged_ukr_rus_covid_midterm_nm_wb,followers_count,log1p,10,12,500,1.0,frozen_emb,0.16162857682344722,46.66925546774006,-476.2906476257025,6000,333430
midterm,nm_ladder_4src,followers_count,log1p,10,12,500,1.0,frozen_emb,0.18966573914769622,9.312032610953679,-18.002474396899302,6000,333430
midterm,nm_ladder_5src,followers_count,log1p,10,12,500,1.0,frozen_emb,0.17836468080592977,19.41298927602634,-81.58591956888446,6000,333430
midterm,nm_ladder_6src,followers_count,log1p,10,12,500,1.0,frozen_emb,0.2064353489755728,75.82176754598866,-1258.8214209476043,6000,333430
midterm,nm_ladder_7src,followers_count,log1p,10,12,500,1.0,frozen_emb,0.17201143424545992,36.78389176003311,-295.5080792890369,6000,333430
midterm,merged_ukr_rus_covid_midterm_all8_nm_wb,followers_count,log1p,10,12,500,1.0,frozen_emb,0.19187662638672967,8.599072891168579,-15.20408229898349,6000,333430
midterm,nm_ss_covid19_twitter,followers_count,log1p,10,12,500,1.0,frozen_emb,0.17614803746962138,12.025297616078799,-30.689314656974652,6000,333430
midterm,nm_ladder_ordB_r3,followers_count,log1p,10,12,500,1.0,frozen_emb,0.19231269310047186,11.385336144626235,-27.40618390689809,6000,333430
midterm,nm_ladder_ordB_r4,followers_count,log1p,10,12,500,1.0,frozen_emb,0.17937562196194531,28.649588938328723,-178.86968325590794,6000,333430
midterm,nm_ladder_ordB_r5,followers_count,log1p,10,12,500,1.0,frozen_emb,0.17927812626769987,100.27849144164006,-2202.6202950238417,6000,333430
midterm,nm_ladder_ordB_r6,followers_count,log1p,10,12,500,1.0,frozen_emb,0.18906056859138945,17.637359817452527,-67.16922075457558,6000,333430
midterm,nm_ladder_ordB_r7,followers_count,log1p,10,12,500,1.0,frozen_emb,0.18337791713460685,12.726285462312923,-34.49151195502159,6000,333430
midterm,nm_ss_election2020,followers_count,log1p,10,12,500,1.0,frozen_emb,0.14920787751618747,110.07058882448122,-2653.995315318233,6000,333430
