baseline,model_id,sources,seed,training_updates,training_label_scope,validation_selection,lr_grid,selected_lr,selected_val_roc_auc,tuning_results,train_loss_final,labeled_centers_seen,node_split_sizes,parameters,raw_features_used,topology_used,test_support_labels_used,query_labels_used_for_selection,task,dataset,n_way,n_shot,n_query,episodes,queries,episode_fingerprint,roc_auc,accuracy,f1
supervised_mlp,supervised_mlp,,0,100,target_train_split,best_of_two_fixed_lrs_at_update100,"[0.001,0.0003]",0.001,0.9354926215277777,"[{""lr"":0.001,""val_roc_auc"":0.9354926215277777},{""lr"":0.0003,""val_roc_auc"":0.9115849247685185}]",0.38862092792987823,17600,"{""test"":15734,""train"":47204,""val"":15734}",197378,True,False,False,False,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.9117233841507523,0.857421875,0.737410071942446
supervised_mlp,supervised_mlp,,0,100,target_train_split,best_of_two_fixed_lrs_at_update100,"[0.001,0.0003]",0.001,0.9384765625,"[{""lr"":0.001,""val_roc_auc"":0.9384765625},{""lr"":0.0003,""val_roc_auc"":0.931640625}]",0.2771538570523262,8800,"{""test"":15787,""train"":47359,""val"":15786}",197378,True,False,False,False,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.9188232421875,0.85546875,0.8502024291497976
supervised_mlp,supervised_mlp,,0,100,target_train_split,best_of_two_fixed_lrs_at_update100,"[0.001,0.0003]",0.001,0.609375,"[{""lr"":0.001,""val_roc_auc"":0.609375},{""lr"":0.0003,""val_roc_auc"":0.5966796875}]",0.6829458028078079,8800,"{""test"":11288,""train"":33863,""val"":11287}",197378,True,False,False,False,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.612548828125,0.5859375,0.636986301369863
supervised_mlp,supervised_mlp,,0,100,target_train_split,best_of_two_fixed_lrs_at_update100,"[0.001,0.0003]",0.001,0.7394951714409723,"[{""lr"":0.001,""val_roc_auc"":0.7394951714409723},{""lr"":0.0003,""val_roc_auc"":0.7120293511284722}]",0.6248140186071396,17600,"{""test"":2366,""train"":7095,""val"":2365}",197378,True,False,False,False,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.7188114590115016,0.6575520833333334,0.6441136671177267
supervised_graphsage,supervised_graphsage,,0,100,target_train_split,best_of_two_fixed_lrs_at_update100,"[0.001,0.0003]",0.0003,0.9729365596064815,"[{""lr"":0.001,""val_roc_auc"":0.9726200810185185},{""lr"":0.0003,""val_roc_auc"":0.9729365596064815}]",0.2639085166156292,17600,"{""test"":15734,""train"":47204,""val"":15734}",525314,True,True,False,False,classification,covid_political,2,10,12,128,3072,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,0.955598619249132,0.9153645833333334,0.8399014778325123
supervised_graphsage,supervised_graphsage,,0,100,target_train_split,best_of_two_fixed_lrs_at_update100,"[0.001,0.0003]",0.0003,0.9365234375,"[{""lr"":0.001,""val_roc_auc"":0.9287109375},{""lr"":0.0003,""val_roc_auc"":0.9365234375}]",0.062016453593969345,8800,"{""test"":15787,""train"":47359,""val"":15786}",525314,True,True,False,False,classification,election2020,2,10,1,128,256,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,0.98846435546875,0.9609375,0.9606299212598425
supervised_graphsage,supervised_graphsage,,0,100,target_train_split,best_of_two_fixed_lrs_at_update100,"[0.001,0.0003]",0.001,0.6162109375,"[{""lr"":0.001,""val_roc_auc"":0.6162109375},{""lr"":0.0003,""val_roc_auc"":0.59765625}]",0.6905990689992905,8800,"{""test"":11288,""train"":33863,""val"":11287}",525314,True,True,False,False,classification,ukr_rus_suspended,2,10,1,128,256,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,0.59710693359375,0.5703125,0.56
supervised_graphsage,supervised_graphsage,,0,100,target_train_split,best_of_two_fixed_lrs_at_update100,"[0.001,0.0003]",0.001,0.8305155436197916,"[{""lr"":0.001,""val_roc_auc"":0.8305155436197916},{""lr"":0.0003,""val_roc_auc"":0.8082241482204862}]",0.5291537940502167,17600,"{""test"":2366,""train"":7095,""val"":2365}",525314,True,True,False,False,classification,twibot20,2,10,12,128,3072,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,0.795477549235026,0.7076822916666666,0.690771349862259
