baseline,dataset,roc_auc,accuracy,f1
topology_degree_prototype,covid_political,0.6047007242838542,0.6031901041666666,0.40911294231701406
topology_degree_prototype,election2020,0.50341796875,0.48046875,0.45267489711934156
topology_degree_prototype,ukr_rus_suspended,0.53912353515625,0.53515625,0.5258964143426295
topology_degree_prototype,twibot20,0.6668529510498046,0.6324869791666666,0.6277612924497198
topology_degree_logistic,covid_political,0.5985746030454283,0.6002604166666666,0.39387956564659427
topology_degree_logistic,election2020,0.5274658203125,0.5390625,0.49572649572649574
topology_degree_logistic,ukr_rus_suspended,0.52471923828125,0.53515625,0.5475285171102662
topology_degree_logistic,twibot20,0.7147663964165583,0.666015625,0.6852760736196319
