arm,training_seed,checkpoint_step,dataset,auc,accuracy,f1,episode_fingerprint
close_only,0,2500,facebook_page_reference,0.7308502197265625,0.681640625,0.6759443339960238,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
close_only,0,2500,twibot20,0.5872893863254123,0.5582682291666666,0.5660377358490566,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
close_only,0,2500,ukr_rus_suspended,0.46636962890625,0.47265625,0.49056603773584906,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
close_only,1,100,covid_political,0.5148496274594907,0.6376953125,0.23923444976076555,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
close_only,1,100,election2020,0.478271484375,0.484375,0.37142857142857144,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
close_only,1,100,facebook_page_reference,0.5081329345703125,0.5048828125,0.523943661971831,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
close_only,1,100,twibot20,0.6371038224962022,0.5556640625,0.6849757673667205,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
close_only,1,100,ukr_rus_suspended,0.4986572265625,0.48828125,0.48221343873517786,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
close_only,1,300,covid_political,0.5717069837782118,0.6764322916666666,0.30972222222222223,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
close_only,1,300,election2020,0.6517333984375,0.56640625,0.6855524079320113,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
close_only,1,300,facebook_page_reference,0.5407524108886719,0.525390625,0.5244618395303327,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
close_only,1,300,twibot20,0.486265394422743,0.4918619791666667,0.534446764091858,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
close_only,1,300,ukr_rus_suspended,0.48468017578125,0.46875,0.5072463768115942,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
close_only,1,900,covid_political,0.6996383666992188,0.5065104166666666,0.4483260553129549,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
close_only,1,900,election2020,0.8980712890625,0.55078125,0.6883468834688347,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
close_only,1,900,facebook_page_reference,0.6189842224121094,0.5703125,0.5660749506903353,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
close_only,1,900,twibot20,0.6130833095974393,0.5882161458333334,0.6449621105809711,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
close_only,1,900,ukr_rus_suspended,0.5186767578125,0.515625,0.5303030303030303,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
close_only,1,2500,covid_political,0.9235040170175057,0.8902994791666666,0.7988059701492537,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
close_only,1,2500,election2020,0.98681640625,0.984375,0.9846153846153847,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
close_only,1,2500,facebook_page_reference,0.7546157836914062,0.6884765625,0.6806806806806807,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
close_only,1,2500,twibot20,0.611978742811415,0.5862630208333334,0.5756260434056761,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
close_only,1,2500,ukr_rus_suspended,0.47344970703125,0.44140625,0.44357976653696496,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
close_only,2,100,covid_political,0.566745334201389,0.6295572916666666,0.3234244946492271,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
close_only,2,100,election2020,0.5126953125,0.5234375,0.5611510791366906,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
close_only,2,100,facebook_page_reference,0.5136547088623047,0.5126953125,0.5206532180595581,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
close_only,2,100,twibot20,0.6949005126953125,0.6676432291666666,0.730819931452676,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
close_only,2,100,ukr_rus_suspended,0.473388671875,0.4609375,0.4435483870967742,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
close_only,2,300,covid_political,0.5342975192599827,0.4091796875,0.38578680203045684,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
close_only,2,300,election2020,0.54962158203125,0.515625,0.6555555555555556,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
close_only,2,300,facebook_page_reference,0.5613746643066406,0.5322265625,0.522432701894317,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
close_only,2,300,twibot20,0.683338377210829,0.630859375,0.7105666156202144,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
close_only,2,300,ukr_rus_suspended,0.5059814453125,0.51953125,0.5214007782101168,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
close_only,2,900,covid_political,0.5769986753110532,0.3304036458333333,0.41178152702316273,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
close_only,2,900,election2020,0.61798095703125,0.5,0.6666666666666666,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
close_only,2,900,facebook_page_reference,0.6008491516113281,0.568359375,0.5758157389635317,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
close_only,2,900,twibot20,0.6169124179416232,0.5735677083333334,0.6630658436213992,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
close_only,2,900,ukr_rus_suspended,0.50048828125,0.51171875,0.5318352059925093,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
close_only,2,2500,covid_political,0.9173137523509839,0.8616536458333334,0.7597512719050311,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
close_only,2,2500,election2020,0.9832763671875,0.984375,0.9846153846153847,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
close_only,2,2500,facebook_page_reference,0.753753662109375,0.685546875,0.6747474747474748,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
close_only,2,2500,twibot20,0.6014249589708116,0.5748697916666666,0.5838113448056087,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
close_only,2,2500,ukr_rus_suspended,0.48199462890625,0.45703125,0.4591439688715953,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
global,0,100,covid_political,0.6836553502965856,0.64453125,0.4819734345351044,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
global,0,100,election2020,0.6224365234375,0.5390625,0.6775956284153005,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
global,0,100,facebook_page_reference,0.5872726440429688,0.5546875,0.5648854961832062,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
global,0,100,twibot20,0.6342252095540364,0.5830078125,0.6925845932325414,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
global,0,100,ukr_rus_suspended,0.5443115234375,0.515625,0.43119266055045874,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
global,0,300,covid_political,0.90582275390625,0.8486328125,0.7415230683713174,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
global,0,300,election2020,0.98956298828125,0.9765625,0.9767441860465116,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
global,0,300,facebook_page_reference,0.6827392578125,0.6083984375,0.6057030481809242,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
global,0,300,twibot20,0.6265479193793403,0.59765625,0.592079207920792,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
global,0,300,ukr_rus_suspended,0.5118408203125,0.5,0.5076923076923077,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
global,0,900,covid_political,0.9307736997251158,0.8720703125,0.7765776009096077,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
global,0,900,election2020,0.9825439453125,0.984375,0.9846153846153847,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
global,0,900,facebook_page_reference,0.7655830383300781,0.681640625,0.6713709677419355,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
global,0,900,twibot20,0.6248382992214626,0.5882161458333334,0.592854843900869,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
global,0,900,ukr_rus_suspended,0.50030517578125,0.48046875,0.47843137254901963,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
global,0,2500,covid_political,0.9067781236436632,0.8704427083333334,0.7582017010935601,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
global,0,2500,election2020,0.98675537109375,0.98046875,0.9808429118773946,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
global,0,2500,facebook_page_reference,0.7493915557861328,0.67578125,0.6699801192842942,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
global,0,2500,twibot20,0.6380827162000868,0.5992838541666666,0.6068348770360907,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
global,0,2500,ukr_rus_suspended,0.522705078125,0.5078125,0.496,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
global,1,100,covid_political,0.6380615234375,0.4977213541666667,0.4304171280915467,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
global,1,100,election2020,0.60015869140625,0.5,0.6666666666666666,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
global,1,100,facebook_page_reference,0.6066818237304688,0.5751953125,0.56973293768546,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
global,1,100,twibot20,0.5716720157199435,0.5618489583333334,0.6619789050728278,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
global,1,100,ukr_rus_suspended,0.54498291015625,0.55078125,0.6179401993355482,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
global,1,300,covid_political,0.8829775209780093,0.8131510416666666,0.69916142557652,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
global,1,300,election2020,0.9854736328125,0.984375,0.9846153846153847,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
global,1,300,facebook_page_reference,0.6775646209716797,0.62890625,0.6259842519685039,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
global,1,300,twibot20,0.6091938018798828,0.5745442708333334,0.5609674168626134,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
global,1,300,ukr_rus_suspended,0.5040283203125,0.4765625,0.4846153846153846,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
global,1,900,covid_political,0.9063214902524596,0.8681640625,0.7649448636099826,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
global,1,900,election2020,0.98651123046875,0.98046875,0.9808429118773946,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
global,1,900,facebook_page_reference,0.7394943237304688,0.6806640625,0.6706948640483383,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
global,1,900,twibot20,0.5987169477674696,0.5712890625,0.5646280991735537,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
global,1,900,ukr_rus_suspended,0.49554443359375,0.515625,0.5507246376811594,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
global,1,2500,covid_political,0.9146084255642362,0.8935546875,0.7960074859638179,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
global,1,2500,election2020,0.98974609375,0.984375,0.9846153846153847,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
global,1,2500,facebook_page_reference,0.7800140380859375,0.708984375,0.7055335968379447,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
global,1,2500,twibot20,0.6273322635226779,0.5921223958333334,0.6003189792663477,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
global,1,2500,ukr_rus_suspended,0.53619384765625,0.5234375,0.5234375,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
global,2,100,covid_political,0.671688503689236,0.640625,0.4888888888888889,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
global,2,100,election2020,0.64276123046875,0.515625,0.6593406593406593,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
global,2,100,facebook_page_reference,0.5946235656738281,0.560546875,0.5664739884393064,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
global,2,100,twibot20,0.5909917619493272,0.5755208333333334,0.6781836130306022,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
global,2,100,ukr_rus_suspended,0.52667236328125,0.52734375,0.4851063829787234,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
global,2,300,covid_political,0.7988524260344327,0.67578125,0.5706896551724138,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
global,2,300,election2020,0.98590087890625,0.9765625,0.9769230769230769,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
global,2,300,facebook_page_reference,0.63690185546875,0.5888671875,0.5777331995987964,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
global,2,300,twibot20,0.5839744144015842,0.5533854166666666,0.5199440167949615,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
global,2,300,ukr_rus_suspended,0.52239990234375,0.49609375,0.5019305019305019,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
global,2,900,covid_political,0.9208275123878762,0.8538411458333334,0.7555797495917257,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
global,2,900,election2020,0.98101806640625,0.98046875,0.9808429118773946,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
global,2,900,facebook_page_reference,0.7467403411865234,0.6796875,0.672,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
global,2,900,twibot20,0.6246791415744358,0.5852864583333334,0.5733422638981915,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
global,2,900,ukr_rus_suspended,0.54266357421875,0.49609375,0.4860557768924303,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
global,2,2500,covid_political,0.8923537642867476,0.83984375,0.7159353348729792,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
global,2,2500,election2020,0.985595703125,0.98046875,0.9808429118773946,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
global,2,2500,facebook_page_reference,0.7528038024902344,0.6796875,0.672,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
global,2,2500,twibot20,0.6390717824300131,0.6044921875,0.609450337512054,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
global,2,2500,ukr_rus_suspended,0.5565185546875,0.5390625,0.5661764705882353,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
radius_mix,0,100,covid_political,0.5658979062680844,0.5999348958333334,0.3480106100795756,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
radius_mix,0,100,election2020,0.514404296875,0.5078125,0.5467625899280576,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
radius_mix,0,100,facebook_page_reference,0.5210494995117188,0.513671875,0.5211538461538462,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
radius_mix,0,100,twibot20,0.6797152625189886,0.654296875,0.7232933819697759,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
radius_mix,0,100,ukr_rus_suspended,0.4710693359375,0.46875,0.42857142857142855,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
radius_mix,0,300,covid_political,0.7431086787471065,0.4016927083333333,0.44201578627808136,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
radius_mix,0,300,election2020,0.77191162109375,0.50390625,0.6666666666666666,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
radius_mix,0,300,facebook_page_reference,0.6001663208007812,0.57421875,0.5791505791505791,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
radius_mix,0,300,twibot20,0.627839618259006,0.5966796875,0.6884586371636913,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
radius_mix,0,300,ukr_rus_suspended,0.53643798828125,0.53125,0.5454545454545454,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
radius_mix,0,900,covid_political,0.915761876989294,0.8528645833333334,0.7521929824561403,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
radius_mix,0,900,election2020,0.98712158203125,0.9765625,0.9770992366412213,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
radius_mix,0,900,facebook_page_reference,0.7187423706054688,0.6494140625,0.6427860696517413,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
radius_mix,0,900,twibot20,0.5975960625542535,0.5725911458333334,0.5835712020298128,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
radius_mix,0,900,ukr_rus_suspended,0.519287109375,0.515625,0.5267175572519084,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
radius_mix,0,2500,covid_political,0.9190425166377314,0.8876953125,0.7892486255345144,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
radius_mix,0,2500,election2020,0.98748779296875,0.984375,0.9846153846153847,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
radius_mix,0,2500,facebook_page_reference,0.7230644226074219,0.6708984375,0.671219512195122,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
radius_mix,0,2500,twibot20,0.6096252865261501,0.5804036458333334,0.5758473181967753,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
radius_mix,0,2500,ukr_rus_suspended,0.5352783203125,0.53515625,0.5405405405405406,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
radius_mix,1,100,covid_political,0.5168332700376157,0.5598958333333334,0.31648129423660265,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
radius_mix,1,100,election2020,0.56024169921875,0.5625,0.5294117647058824,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
radius_mix,1,100,facebook_page_reference,0.5230560302734375,0.51171875,0.5256166982922201,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
radius_mix,1,100,twibot20,0.6311719682481554,0.6253255208333334,0.7092700176812327,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
radius_mix,1,100,ukr_rus_suspended,0.4805908203125,0.4609375,0.4152542372881356,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
radius_mix,1,300,covid_political,0.6158950240523727,0.4970703125,0.4262903824730784,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
radius_mix,1,300,election2020,0.59930419921875,0.5078125,0.6648936170212766,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
radius_mix,1,300,facebook_page_reference,0.6200370788574219,0.5849609375,0.5837414299706171,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
radius_mix,1,300,twibot20,0.6125437418619791,0.5579427083333334,0.6594784353059178,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
radius_mix,1,300,ukr_rus_suspended,0.53082275390625,0.52734375,0.5468164794007491,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
radius_mix,1,900,covid_political,0.9064274540653935,0.853515625,0.7457627118644068,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
radius_mix,1,900,election2020,0.9884033203125,0.984375,0.9846153846153847,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
radius_mix,1,900,facebook_page_reference,0.7187004089355469,0.650390625,0.6391129032258065,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
radius_mix,1,900,twibot20,0.6192008124457465,0.5921223958333334,0.5893149786955096,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
radius_mix,1,900,ukr_rus_suspended,0.53173828125,0.50390625,0.5019607843137255,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
radius_mix,1,2500,covid_political,0.91931802255136,0.8811848958333334,0.782608695652174,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
radius_mix,1,2500,election2020,0.98321533203125,0.984375,0.9846153846153847,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
radius_mix,1,2500,facebook_page_reference,0.77056884765625,0.69921875,0.7003891050583657,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
radius_mix,1,2500,twibot20,0.5986355675591364,0.5791015625,0.6015408320493066,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
radius_mix,1,2500,ukr_rus_suspended,0.54644775390625,0.51171875,0.5136186770428015,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
radius_mix,2,100,covid_political,0.5571823120117188,0.6002604166666666,0.3610822060353798,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
radius_mix,2,100,election2020,0.536865234375,0.5390625,0.5597014925373134,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
radius_mix,2,100,facebook_page_reference,0.5157489776611328,0.51171875,0.5201535508637236,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
radius_mix,2,100,twibot20,0.6679187350802951,0.6357421875,0.7174955819237566,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
radius_mix,2,100,ukr_rus_suspended,0.480224609375,0.48828125,0.46530612244897956,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
radius_mix,2,300,covid_political,0.7161048606589988,0.5296223958333334,0.45409897997733284,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
radius_mix,2,300,election2020,0.87359619140625,0.5078125,0.6701570680628273,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
radius_mix,2,300,facebook_page_reference,0.6372261047363281,0.595703125,0.5949119373776908,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
radius_mix,2,300,twibot20,0.6387047237820096,0.6048177083333334,0.6416765053128689,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
radius_mix,2,300,ukr_rus_suspended,0.53216552734375,0.50390625,0.4940239043824701,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
