arm,training_seed,checkpoint_step,dataset,auc,accuracy,f1,episode_fingerprint
radius_mix,2,900,covid_political,0.9181577894422743,0.875,0.7785467128027682,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
radius_mix,2,900,election2020,0.98834228515625,0.984375,0.9846153846153847,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
radius_mix,2,900,facebook_page_reference,0.7264442443847656,0.6767578125,0.6699900299102692,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
radius_mix,2,900,twibot20,0.5932225121392143,0.5634765625,0.5569871159563925,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
radius_mix,2,900,ukr_rus_suspended,0.52032470703125,0.50390625,0.5134099616858238,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
radius_mix,2,2500,covid_political,0.9055873729564525,0.8707682291666666,0.7652276759314015,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
radius_mix,2,2500,election2020,0.98175048828125,0.984375,0.9846153846153847,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
radius_mix,2,2500,facebook_page_reference,0.7508964538574219,0.685546875,0.6836935166994106,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
radius_mix,2,2500,twibot20,0.6120035383436415,0.58203125,0.5823031880286272,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
radius_mix,2,2500,ukr_rus_suspended,0.5133056640625,0.50390625,0.5058365758754864,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
