arm,source,checkpoint_role,additional_step,logical_step,checkpoint,validation_auc_pct,validation_auc_minus_singleton_pp,validation_bce,hard_label_training_probe_bce,singleton_reference_step,singleton_reference_auc_pct,supervised_updates,kd_updates,positive_examples,negative_examples,supervised_positive_examples,supervised_negative_examples,kd_positive_examples,kd_negative_examples
ukraine_only,facebook_page_reference,logged checkpoint,18000,58000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_018000.pt,93.74398198127747,-1.6405513286590456,0.25169314816594124,0.23390055671334264,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,20000,60000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_020000.pt,98.98267896175385,0.008302426338191449,0.07766304612159729,0.07279334105551243,44000,98.97437653541566,40000,0,40941780,204708900,40941780,204708900,0,0
ukraine_only,facebook_page_reference,logged checkpoint,20000,60000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_020000.pt,93.48424758911132,-1.90028572082519,0.2516870133578777,0.23405898064374925,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,22000,62000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_022000.pt,98.97860746383667,0.004230928421011804,0.07751298658549785,0.07206966727972029,44000,98.97437653541566,42000,0,42988869,214944345,42988869,214944345,0,0
ukraine_only,facebook_page_reference,logged checkpoint,22000,62000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_022000.pt,93.40256497859956,-1.9819683313369585,0.28138880133628846,0.26291406601667405,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,24000,64000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_024000.pt,98.97629005908966,0.0019135236740130956,0.07731067538261413,0.07229936309158802,44000,98.97437653541566,44000,0,45035958,225179790,45035958,225179790,0,0
ukraine_only,facebook_page_reference,logged checkpoint,24000,64000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_024000.pt,93.05484304428101,-2.329690265655504,0.2746725738048553,0.2580316968262195,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,26000,66000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_026000.pt,98.98549633026123,0.011119794845571018,0.07796884365379811,0.0718347553163767,44000,98.97437653541566,46000,0,47083047,235415235,47083047,235415235,0,0
ukraine_only,facebook_page_reference,logged checkpoint,26000,66000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_026000.pt,93.09388010501863,-2.290653204917892,0.2864397034049035,0.2700631678104401,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,28000,68000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_028000.pt,99.01414897441863,0.039772439002982996,0.07715730965137481,0.0714798655360937,44000,98.97437653541566,48000,0,49130136,245650680,49130136,245650680,0,0
ukraine_only,facebook_page_reference,logged checkpoint,28000,68000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_028000.pt,93.20422415733339,-2.1803091526031326,0.264957395195961,0.24998383000493052,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,30000,70000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_030000.pt,98.95836770534515,-0.01600883007050191,0.07857330851256847,0.07266838178038595,44000,98.97437653541566,50000,0,51176314,255881570,51176314,255881570,0,0
ukraine_only,facebook_page_reference,logged checkpoint,30000,70000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_030000.pt,92.59821212291719,-2.786321187019325,0.30323232263326644,0.28879808336496354,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,32000,72000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_032000.pt,99.01675868034361,0.04238214492796599,0.07655430659651757,0.070712086558342,44000,98.97437653541566,52000,0,53223403,266117015,53223403,266117015,0,0
ukraine_only,facebook_page_reference,logged checkpoint,32000,72000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_032000.pt,92.92375824451446,-2.4607750654220495,0.26118615716695787,0.24751040935516358,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,34000,74000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_034000.pt,99.01855556964875,0.04417903423309388,0.07538093775510789,0.06979304663836958,44000,98.97437653541566,54000,0,55270492,276352460,55270492,276352460,0,0
ukraine_only,facebook_page_reference,logged checkpoint,34000,74000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_034000.pt,92.49065470695497,-2.8938786029815478,0.2765822902321815,0.263215160369873,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,36000,76000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_036000.pt,99.0197300195694,0.04535348415374285,0.07525075748562812,0.06919927019625903,44000,98.97437653541566,56000,0,57317581,286587905,57317581,286587905,0,0
ukraine_only,facebook_page_reference,logged checkpoint,36000,76000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_036000.pt,92.55884258747102,-2.8256907224655015,0.29112483859062194,0.27764438688755044,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,38000,78000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_038000.pt,99.03730137348174,0.06292483806609184,0.0756794974207878,0.06966178230941296,44000,98.97437653541566,58000,0,59364670,296823350,59364670,296823350,0,0
ukraine_only,facebook_page_reference,logged checkpoint,38000,78000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_038000.pt,92.66503298282623,-2.7195003271102802,0.2824136838316917,0.2702638640999794,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,40000,80000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_040000.pt,99.00783259868622,0.03345606327056494,0.07519326843321325,0.06841389760375023,44000,98.97437653541566,60000,0,61411759,307058795,61411759,307058795,0,0
ukraine_only,facebook_page_reference,logged checkpoint,40000,80000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_040000.pt,92.52515938282014,-2.859373927116382,0.29070467054843907,0.27838313281536103,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,42000,82000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_042000.pt,99.03727836608887,0.06290183067321209,0.07502691522240637,0.0690478155389428,44000,98.97437653541566,62000,0,63458848,317294240,63458848,317294240,0,0
ukraine_only,facebook_page_reference,logged checkpoint,42000,82000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_042000.pt,92.0248513698578,-3.359681940078718,0.2761118099093438,0.26487389206886297,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,44000,84000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_044000.pt,99.02171161174775,0.047335076332089,0.07585034668445587,0.06831271685659886,44000,98.97437653541566,64000,0,65505937,327529685,65505937,327529685,0,0
ukraine_only,facebook_page_reference,logged checkpoint,44000,84000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_044000.pt,92.3895805120468,-2.994952797889705,0.29721678793430334,0.2856183767318725,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,46000,86000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_046000.pt,98.99697828292848,0.022601747512829284,0.07722076587378977,0.06931025180965662,44000,98.97437653541566,66000,0,67553026,337765130,67553026,337765130,0,0
ukraine_only,facebook_page_reference,logged checkpoint,46000,86000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_046000.pt,92.36532552242281,-3.0192077875137113,0.30252815186977383,0.290501569211483,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,48000,88000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_048000.pt,99.0256172657013,0.051240730285651015,0.07528524100780486,0.06805370412766934,44000,98.97437653541566,68000,0,69600115,348000575,69600115,348000575,0,0
ukraine_only,facebook_page_reference,logged checkpoint,48000,88000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_048000.pt,92.14319262504577,-3.2413406848907367,0.3012112885713577,0.28970210403203966,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,50000,90000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_050000.pt,99.06164166927338,0.08726513385772794,0.07507351227104662,0.06863982193171977,44000,98.97437653541566,70000,0,71647204,358236020,71647204,358236020,0,0
ukraine_only,facebook_page_reference,logged checkpoint,50000,90000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_050000.pt,92.43447818756103,-2.9500551223754834,0.2857131943106651,0.27582411020994185,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,52000,92000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_052000.pt,99.03560194969178,0.0612254142761226,0.07511454820632935,0.0679027298465371,44000,98.97437653541566,72000,0,73694293,368471465,73694293,368471465,0,0
ukraine_only,facebook_page_reference,logged checkpoint,52000,92000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_052000.pt,92.17050416469574,-3.214029145240771,0.3098384842276573,0.29837490469217304,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,54000,94000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_054000.pt,99.05640103816987,0.0820245027542077,0.0744529966264963,0.06728706862777471,44000,98.97437653541566,74000,0,75741382,378706910,75741382,378706910,0,0
ukraine_only,facebook_page_reference,logged checkpoint,54000,94000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_054000.pt,92.481800699234,-2.9027326107025075,0.2923774361610412,0.2819342523813247,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,56000,96000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_056000.pt,99.04517681598664,0.07080028057098176,0.07422956489026544,0.0670824183151126,44000,98.97437653541566,76000,0,77788471,388942355,77788471,388942355,0,0
ukraine_only,facebook_page_reference,logged checkpoint,56000,96000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_056000.pt,92.12499279975891,-3.2595405101775943,0.30299933105707166,0.29256081134080886,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,58000,98000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_058000.pt,99.03185527324676,0.05747873783110702,0.07468101419508456,0.06667796485126018,44000,98.97437653541566,78000,0,79835560,399177800,79835560,399177800,0,0
ukraine_only,facebook_page_reference,logged checkpoint,58000,98000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_058000.pt,92.07698616981507,-3.3075471401214473,0.30912894606590274,0.29897413998842237,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,60000,100000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_060000.pt,99.0468756198883,0.07249908447264364,0.07418971210718155,0.06687511801719667,44000,98.97437653541566,80000,0,81882649,409413245,81882649,409413245,0,0
ukraine_only,facebook_page_reference,logged checkpoint,60000,100000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_060000.pt,91.81298532485962,-3.571547985076895,0.30885766297578815,0.299123415350914,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
