target,r1,r9,actual_gain,mean_predicted_gain,best_specialist,r9_minus_best_specialist
UKR,67.28441326530611,64.59747448979591,-2.686938775510206,-8.269665532879822,66.35456632653062,-1.7570918367347033
COVID,74.11132653061225,73.94535714285713,-0.16596938775510495,-9.232290249433106,77.1058163265306,-3.1604591836734697
Midterm,64.34344387755102,67.62053571428571,3.2770918367346913,-4.2120464852607675,69.91058673469388,-2.290051020408168
TwiBot,65.25785714285715,71.58989795918367,6.332040816326523,-2.117091836734697,73.9969387755102,-2.4070408163265333
HK,55.70076530612245,57.47806122448979,1.7772959183673498,-3.3383219954648435,59.662448979591844,-2.1843877551020463
Facebook,79.65489795918367,86.98836734693877,7.333469387755109,-10.408928571428566,88.405,-1.4166326530612228
