dataset,model,target,transform,shots,n_query,episodes,alpha,features,n_hop,hop_sizes,node_limit,spearman,rmse,r2,n_pred,n_labeled
covid19_twitter,sat_h2m_covid_s001000,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.07329770757598338,28.68278283106977,-201.6727459693616,6000,23012850
covid19_twitter,sat_h2m_covid_s002000,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.07641199480341396,19.69296620691345,-94.53775980057705,6000,23012850
covid19_twitter,sat_h2m_covid_s010000,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.06528870230065185,53.823179954527255,-712.6602178564565,6000,23012850
covid19_twitter,sat_h2m_covid_s040000,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.09723223555021265,6.0889963749490414,-8.133646798850497,6000,23012850
covid19_twitter,__features_only__,account_age_days,log1p,10,12,500,1.0,raw_x,2,"9,9",101,0.010535915459730646,1.226228135443348,-0.23970879705568993,6000,23012850
covid19_twitter,sat_h2m_shared_s000000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.020759048635079,7.791318507910421,-49.049419754946335,6000,23012850
covid19_twitter,sat_h2m_all8_s000100,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.013701669604727166,729.2244965767488,-438428.35875761777,6000,23012850
covid19_twitter,sat_h2m_all8_s000500,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.02315510095196879,47.4031772829713,-1851.64425355676,6000,23012850
covid19_twitter,sat_h2m_all8_s001000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.03197159780920711,5.993312723551185,-28.614950299081837,6000,23012850
covid19_twitter,sat_h2m_all8_s002000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.05299159253490418,11.80317915175173,-113.86167036786058,6000,23012850
covid19_twitter,sat_h2m_all8_s010000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.050655555997467606,4.2398110955723745,-13.820748711911843,6000,23012850
covid19_twitter,sat_h2m_all8_s040000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.0498258446409715,4.3932590268336575,-14.912951890091556,6000,23012850
covid19_twitter,sat_h2m_ukr_s000100,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,-0.0023995452058761923,170.1378588139344,-23864.968082451698,6000,23012850
covid19_twitter,sat_h2m_ukr_s000500,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.08092639620363967,68.65574432967828,-3885.251381831374,6000,23012850
covid19_twitter,sat_h2m_ukr_s001000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.06121995134794587,107.43371448513088,-9515.085004817485,6000,23012850
covid19_twitter,sat_h2m_ukr_s002000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.06382825205964981,53.641705748267356,-2371.3692634680356,6000,23012850
covid19_twitter,sat_h2m_ukr_s010000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.058185674985461205,4.580926989870753,-16.301504493859323,6000,23012850
covid19_twitter,sat_h2m_ukr_s040000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.055641494414436166,23.990467581948167,-473.52003618601725,6000,23012850
covid19_twitter,sat_h2m_covid_s000100,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.0007060822141559064,232.95516816070017,-44741.66303664991,6000,23012850
covid19_twitter,sat_h2m_covid_s000500,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.0488621736418468,31.470251409439477,-815.5401692953997,6000,23012850
covid19_twitter,sat_h2m_covid_s001000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.04285323908520848,13.724848736892982,-154.3074407340886,6000,23012850
covid19_twitter,sat_h2m_covid_s002000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.05769253241613875,4.459974791280299,-15.399927859286997,6000,23012850
covid19_twitter,sat_h2m_covid_s010000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.05728414915473805,15.404781227476775,-194.65376057939366,6000,23012850
covid19_twitter,sat_h2m_covid_s040000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.06373590194596059,4.7628294660473935,-17.7028242690733,6000,23012850
