dataset,model,target,transform,shots,n_query,episodes,alpha,features,n_hop,hop_sizes,node_limit,spearman,rmse,r2,n_pred,n_labeled
covid19_twitter,__features_only__,followers_count,log1p,10,12,500,1.0,raw_x,2,"9,9",101,0.11880405450905833,2.145919508917333,-0.13443505558988966,6000,23012850
covid19_twitter,sat_h2m_shared_s000000,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.12979745296187967,27.496010564157462,-185.2482300493836,6000,23012850
covid19_twitter,sat_h2m_all8_s000100,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.07959805082446417,425.29906028088277,-44558.635386608425,6000,23012850
covid19_twitter,sat_h2m_all8_s000500,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.05123463437117943,181.59130850689718,-8122.494643358521,6000,23012850
covid19_twitter,sat_h2m_all8_s001000,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.08945674221776055,17.316294386421735,-72.86908221604297,6000,23012850
covid19_twitter,sat_h2m_all8_s002000,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.10010046724325429,11.130949575724205,-29.5222969315443,6000,23012850
covid19_twitter,sat_h2m_all8_s010000,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.10881006176439868,9.275221405142933,-20.193435031194895,6000,23012850
covid19_twitter,sat_h2m_all8_s040000,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.10866012706076844,7.362213352111861,-12.352715014691267,6000,23012850
covid19_twitter,sat_h2m_ukr_s000100,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.10240920272669723,181.7208235648317,-8134.086498543323,6000,23012850
covid19_twitter,sat_h2m_ukr_s000500,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.07188847428553571,97.97746324161211,-2363.8585211636355,6000,23012850
covid19_twitter,sat_h2m_ukr_s001000,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.07793513945491626,129.62581362024918,-4138.384536643026,6000,23012850
covid19_twitter,sat_h2m_ukr_s002000,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.10210180994233524,209.34166248839853,-10795.030924200693,6000,23012850
covid19_twitter,sat_h2m_ukr_s010000,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.04667978552759658,8.847832215185644,-18.28530621182184,6000,23012850
covid19_twitter,sat_h2m_ukr_s040000,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.09075775303458723,77.68827929836769,-1485.8384625573647,6000,23012850
covid19_twitter,sat_h2m_covid_s000100,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.10748645762160236,247.63763085216806,-15106.272509713812,6000,23012850
covid19_twitter,sat_h2m_covid_s000500,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.0760158383415918,11.784903432498496,-33.214077805743926,6000,23012850
