dataset,target,spearman,spearman_fulldata,shots,n,seed
ukr_rus_suspended,followers_count,0.17570852263240042,nan,10,56440,452
ukr_rus_suspended,statuses_count,0.04914105429482039,nan,10,56440,452
ukr_rus_suspended,account_age_days,0.008732948869910544,nan,10,56440,452
twibot20,followers_count,0.16671133012655895,nan,10,162988,452
twibot20,statuses_count,0.09572364334155561,nan,10,162988,452
twibot20,account_age_days,0.03740845198843197,nan,10,162988,452
