dataset,target,spearman,spearman_fulldata,shots,n,seed
ukr_rus_suspended,followers_count,0.0534510501270102,nan,10,56440,449
ukr_rus_suspended,statuses_count,0.09692921786310457,nan,10,56440,449
ukr_rus_suspended,account_age_days,0.12034629262679718,nan,10,56440,449
twibot20,followers_count,0.37822405337302767,nan,10,162988,449
twibot20,statuses_count,0.27505584171916064,nan,10,162988,449
twibot20,account_age_days,0.057076110473330575,nan,10,162988,449
