dataset,target,spearman,spearman_fulldata,shots,n,seed
ukr_rus_suspended,followers_count,0.05305718602426225,nan,10,56440,448
ukr_rus_suspended,statuses_count,0.09166060699544627,nan,10,56440,448
ukr_rus_suspended,account_age_days,0.13862937276266343,nan,10,56440,448
twibot20,followers_count,0.4135385633801571,nan,10,162988,448
twibot20,statuses_count,0.27542771901893437,nan,10,162988,448
twibot20,account_age_days,0.055341760076104994,nan,10,162988,448
