stream,scope,metric,n,spearman,pvalue
fresh,target_seed_centered_pool,accuracy,135,0.7098443700818784,5.514377801961133e-22
fresh,target_seed_centered_pool,auc,135,0.6980742781531512,4.982544389176894e-21
original,target_seed_centered_pool,accuracy,135,0.7384084074914147,1.6230610518027252e-24
original,target_seed_centered_pool,auc,135,0.7218316688135141,5.2202914189640137e-23
