arm,dataset,task,target,condition,metric,intact,retained
B0_40k,election2020,pl,,both,0.501224,0.980504,0.5111901634261563
B0_40k,election2020,pl,,random_feat,0.507294,0.980504,0.5173808571918116
B0_40k,election2020,pl,,rewired_edge,0.9753460000000002,0.980504,0.9947394401246707
B0_40k,twibot20,pl,,both,0.49390693055555557,0.6045207499999999,0.8170222950255316
B0_40k,twibot20,pl,,random_feat,0.5560081666666666,0.6045207499999999,0.91975034217877
B0_40k,twibot20,pl,,rewired_edge,0.5448810277777778,0.6045207499999999,0.9013437963507089
B0_40k,covid19_twitter,reg,account_age_days,both,0.007356315122132634,-0.047301361488476926,-0.15552015609370365
B0_40k,covid19_twitter,reg,account_age_days,random_feat,0.026611497854385026,-0.047301361488476926,-0.5625947545054881
B0_40k,covid19_twitter,reg,account_age_days,rewired_edge,-0.05240830524375454,-0.047301361488476926,1.1079661048767426
B0_40k,covid19_twitter,reg,followers_count,both,0.04058272685003753,0.06983710968653244,0.5811054757591666
B0_40k,covid19_twitter,reg,followers_count,random_feat,0.1352758186768051,0.06983710968653244,1.937019147613608
B0_40k,covid19_twitter,reg,followers_count,rewired_edge,0.007055368441381928,0.06983710968653244,0.1010260658416467
B0_40k,covid19_twitter,reg,statuses_count,both,0.036053435043960406,0.07218173890557278,0.49948138671368175
B0_40k,covid19_twitter,reg,statuses_count,random_feat,0.07605668833347369,0.07218173890557278,1.053683237431701
B0_40k,covid19_twitter,reg,statuses_count,rewired_edge,0.03103892786193717,0.07218173890557278,0.4300108078934188
B0_40k,midterm,reg,account_age_days,both,-0.004846639432600982,-0.201741605005683,0.02402399560796819
B0_40k,midterm,reg,account_age_days,random_feat,-0.0007466103293952382,-0.201741605005683,0.0037008247722338005
B0_40k,midterm,reg,account_age_days,rewired_edge,-0.18487684343099806,-0.201741605005683,0.9164041469075758
B0_40k,midterm,reg,followers_count,both,0.020482883466543044,-0.06389700643614557,-0.3205609246657319
B0_40k,midterm,reg,followers_count,random_feat,0.08773496025445,-0.06389700643614557,-1.3730683978462512
B0_40k,midterm,reg,followers_count,rewired_edge,-0.1070023060893801,-0.06389700643614557,1.6746059331638816
B0_40k,midterm,reg,statuses_count,both,0.011374317311238747,-0.03315056305715212,-0.34311083318944646
B0_40k,midterm,reg,statuses_count,random_feat,0.028172673738229948,-0.03315056305715212,-0.8498399767647926
B0_40k,midterm,reg,statuses_count,rewired_edge,-0.03683159663593675,-0.03315056305715212,1.1110398508899673
B0_40k,twibot20,reg,account_age_days,both,0.014404330431021298,0.048239523971213026,0.29860017772184266
B0_40k,twibot20,reg,account_age_days,random_feat,0.11378530094881166,0.048239523971213026,2.3587567119591215
B0_40k,twibot20,reg,account_age_days,rewired_edge,-0.015437227967475538,0.048239523971213026,-0.3200120294861889
B0_40k,twibot20,reg,followers_count,both,0.028201988762024163,0.12137996945705122,0.23234466846692595
B0_40k,twibot20,reg,followers_count,random_feat,0.3083350773914598,0.12137996945705122,2.5402467867695444
B0_40k,twibot20,reg,followers_count,rewired_edge,-0.05903955639659673,0.12137996945705122,-0.4864027949643465
B0_40k,twibot20,reg,statuses_count,both,0.03040632877150282,0.009227944509944717,3.2950272662275664
B0_40k,twibot20,reg,statuses_count,random_feat,0.22850430739580374,0.009227944509944717,24.762210820573376
B0_40k,twibot20,reg,statuses_count,rewired_edge,-0.12571154467821885,0.009227944509944717,-13.62291944243301
B0_40k,ukr_rus_twitter,reg,account_age_days,both,0.014242776316057852,-0.04666606839387209,-0.3052062624141726
B0_40k,ukr_rus_twitter,reg,account_age_days,random_feat,0.017055400422943182,-0.04666606839387209,-0.3654775516761295
B0_40k,ukr_rus_twitter,reg,account_age_days,rewired_edge,-0.0431022723469498,-0.04666606839387209,0.9236319628034002
B0_40k,ukr_rus_twitter,reg,followers_count,both,0.011086236239364671,0.005661326540999133,1.958240027152387
B0_40k,ukr_rus_twitter,reg,followers_count,random_feat,0.07235745235242777,0.005661326540999133,12.781006682518235
B0_40k,ukr_rus_twitter,reg,followers_count,rewired_edge,-0.044350536074091534,0.005661326540999133,-7.833947706938731
B0_40k,ukr_rus_twitter,reg,statuses_count,both,0.028037113859721977,0.03449154721874164,0.8128691265113058
B0_40k,ukr_rus_twitter,reg,statuses_count,random_feat,0.04665765185433661,0.03449154721874164,1.352727135098894
B0_40k,ukr_rus_twitter,reg,statuses_count,rewired_edge,-0.01019788774300102,0.03449154721874164,-0.2956633890131726
B0_40k,covid19_twitter,slp,,both,0.524888375,0.65685325,0.7990953458782459
B0_40k,covid19_twitter,slp,,random_feat,0.5385577500000001,0.65685325,0.8199057399807339
B0_40k,covid19_twitter,slp,,rewired_edge,0.6538647499999999,0.65685325,0.9954502775163248
B0_40k,midterm,slp,,both,0.52283625,0.6575420000000001,0.7951374208795787
B0_40k,midterm,slp,,random_feat,0.556152875,0.6575420000000001,0.8458058572684329
B0_40k,midterm,slp,,rewired_edge,0.64148775,0.6575420000000001,0.975584449358368
B0_40k,twibot20,slp,,both,0.51510075,0.6346687500000001,0.8116056604330998
B0_40k,twibot20,slp,,random_feat,0.490843125,0.6346687500000001,0.7733847381015686
B0_40k,twibot20,slp,,rewired_edge,0.6449457500000001,0.6346687500000001,1.0161926989472854
B0_40k,ukr_rus_twitter,slp,,both,0.52269825,0.7528050000000001,0.6943341901289178
B0_40k,ukr_rus_twitter,slp,,random_feat,0.49402750000000006,0.7528050000000001,0.6562489622146506
B0_40k,ukr_rus_twitter,slp,,rewired_edge,0.752102125,0.7528050000000001,0.999066325276798
B1_40k,election2020,pl,,both,0.5033799999999999,0.9839559999999999,0.5115879165328531
B1_40k,election2020,pl,,random_feat,0.522664,0.9839559999999999,0.5311863538613516
B1_40k,election2020,pl,,rewired_edge,0.98274,0.9839559999999999,0.9987641723816919
B1_40k,twibot20,pl,,both,0.5034608055555556,0.613343125,0.8208469045048081
B1_40k,twibot20,pl,,random_feat,0.6005399166666667,0.613343125,0.9791255370583419
B1_40k,twibot20,pl,,rewired_edge,0.5437876944444444,0.613343125,0.8865962171573121
B1_40k,covid19_twitter,reg,account_age_days,both,-0.00976274549503672,-0.06660864961041658,0.1465687347234551
B1_40k,covid19_twitter,reg,account_age_days,random_feat,-0.0007743005494044222,-0.06660864961041658,0.01162462463858948
B1_40k,covid19_twitter,reg,account_age_days,rewired_edge,-0.07010239037563902,-0.06660864961041658,1.0524517579271877
B1_40k,covid19_twitter,reg,followers_count,both,-0.003511632013215027,-0.07430972822561364,0.0472566929938604
B1_40k,covid19_twitter,reg,followers_count,random_feat,-0.0010094274821701196,-0.07430972822561364,0.013584055631388817
B1_40k,covid19_twitter,reg,followers_count,rewired_edge,-0.06039707624479417,-0.07430972822561364,0.8127748235254082
B1_40k,covid19_twitter,reg,statuses_count,both,-0.03033425754334258,-0.05847556664826714,0.5187509806583721
B1_40k,covid19_twitter,reg,statuses_count,random_feat,-0.01984240192992712,-0.05847556664826714,0.33932808294582173
B1_40k,covid19_twitter,reg,statuses_count,rewired_edge,-0.04566668147587808,-0.05847556664826714,0.7809532099203926
B1_40k,midterm,reg,account_age_days,both,0.0039045983468982168,-0.25283256138215127,-0.015443415695957356
B1_40k,midterm,reg,account_age_days,random_feat,-0.004029601850945614,-0.25283256138215127,0.015937827900477396
B1_40k,midterm,reg,account_age_days,rewired_edge,-0.2525343371433876,-0.25283256138215127,0.9988204674384763
B1_40k,midterm,reg,followers_count,both,0.014042486013772957,-0.19469448005929807,-0.07212575317747087
B1_40k,midterm,reg,followers_count,random_feat,-0.006671694832816195,-0.19469448005929807,0.034267508923643844
