view	objective	source	target	checkpoint_step	metric	value	replicate_std
node_neighborhood	fp	ukr_rus_twitter	ukr_rus_twitter	6500	scaled_cosine_error	0.250381920108936	1.986849464506406e-06
node_neighborhood	fp	ukr_rus_twitter	covid19_twitter	6500	scaled_cosine_error	0.21436414913767457	1.8919249485748481e-06
node_neighborhood	fp	ukr_rus_twitter	midterm	6500	scaled_cosine_error	0.21370612888231255	1.5003655289430245e-05
node_neighborhood	fp	ukr_rus_twitter	covid_political	6500	scaled_cosine_error	0.02124070899191549	3.082823674206423e-05
node_neighborhood	fp	ukr_rus_twitter	election2020	6500	scaled_cosine_error	0.018293336937959127	3.357512897542163e-05
node_neighborhood	fp	ukr_rus_twitter	ukr_rus_suspended	6500	scaled_cosine_error	0.18390834070590975	5.026393297215125e-05
node_neighborhood	fp	ukr_rus_twitter	twibot20	6500	scaled_cosine_error	0.1371483353029995	1.3451777339065428e-05
node_neighborhood	fp	ukr_rus_twitter	cp_hk_twitter	6500	scaled_cosine_error	0.25010903646370025	1.178643025062773e-05
node_neighborhood	fp	ukr_rus_twitter	facebook_page_reference	6500	scaled_cosine_error	0.035402818073299196	2.730491536814305e-05
node_neighborhood	fp	covid19_twitter	ukr_rus_twitter	6250	scaled_cosine_error	0.25086124220383504	2.0806521229254534e-06
node_neighborhood	fp	covid19_twitter	covid19_twitter	6250	scaled_cosine_error	0.21410611888224537	1.7691968018866325e-06
node_neighborhood	fp	covid19_twitter	midterm	6250	scaled_cosine_error	0.2141185776137787	1.537254708994571e-05
node_neighborhood	fp	covid19_twitter	covid_political	6250	scaled_cosine_error	0.021743917796937892	3.825927556122245e-05
node_neighborhood	fp	covid19_twitter	election2020	6250	scaled_cosine_error	0.018658060660032002	3.329693585767598e-05
node_neighborhood	fp	covid19_twitter	ukr_rus_suspended	6250	scaled_cosine_error	0.18470681455963348	5.96795834468341e-05
node_neighborhood	fp	covid19_twitter	twibot20	6250	scaled_cosine_error	0.1373877593906138	1.1710367683005329e-05
node_neighborhood	fp	covid19_twitter	cp_hk_twitter	6250	scaled_cosine_error	0.2500371815257975	1.0183237875964854e-05
node_neighborhood	fp	covid19_twitter	facebook_page_reference	6250	scaled_cosine_error	0.03654449269870917	3.0199737959111492e-05
node_neighborhood	fp	midterm	ukr_rus_twitter	5500	scaled_cosine_error	0.25215499712194944	2.0081610941307685e-06
node_neighborhood	fp	midterm	covid19_twitter	5500	scaled_cosine_error	0.21610664583701333	1.674978644102136e-06
node_neighborhood	fp	midterm	midterm	5500	scaled_cosine_error	0.21272329891184275	1.512214118312257e-05
node_neighborhood	fp	midterm	covid_political	5500	scaled_cosine_error	0.020388179139892545	2.9904881825891656e-05
node_neighborhood	fp	midterm	election2020	5500	scaled_cosine_error	0.015784871151318422	3.5005913272238204e-05
node_neighborhood	fp	midterm	ukr_rus_suspended	5500	scaled_cosine_error	0.18497849591859633	5.742402400118774e-05
node_neighborhood	fp	midterm	twibot20	5500	scaled_cosine_error	0.13809408388680813	1.1687016794432224e-05
node_neighborhood	fp	midterm	cp_hk_twitter	5500	scaled_cosine_error	0.2514843381518419	1.4443927198851609e-05
node_neighborhood	fp	midterm	facebook_page_reference	5500	scaled_cosine_error	0.03909425177123812	3.2823596293172575e-05
node_neighborhood	fp	covid_political	ukr_rus_twitter	10000	scaled_cosine_error	0.2570974527604698	2.2695397480084905e-06
node_neighborhood	fp	covid_political	covid19_twitter	10000	scaled_cosine_error	0.2214200354706725	2.5943965727021543e-06
node_neighborhood	fp	covid_political	midterm	10000	scaled_cosine_error	0.21684531475412339	1.8446414388546852e-05
node_neighborhood	fp	covid_political	covid_political	10000	scaled_cosine_error	0.016635059568273058	2.3185431439830455e-05
node_neighborhood	fp	covid_political	election2020	10000	scaled_cosine_error	0.012342849941169088	2.8644312115994344e-05
node_neighborhood	fp	covid_political	ukr_rus_suspended	10000	scaled_cosine_error	0.18900039761609938	6.011446088626418e-05
node_neighborhood	fp	covid_political	twibot20	10000	scaled_cosine_error	0.14140121212804502	1.7674602361909196e-05
node_neighborhood	fp	covid_political	cp_hk_twitter	10000	scaled_cosine_error	0.2574818024892804	1.9794133110452193e-05
node_neighborhood	fp	covid_political	facebook_page_reference	10000	scaled_cosine_error	0.043518679263989134	3.622141777721802e-05
node_neighborhood	fp	election2020	ukr_rus_twitter	6500	scaled_cosine_error	0.2690623507881588	3.472674017768444e-06
node_neighborhood	fp	election2020	covid19_twitter	6500	scaled_cosine_error	0.23422631919455145	2.7761637544013774e-06
node_neighborhood	fp	election2020	midterm	6500	scaled_cosine_error	0.2257389054900584	3.1194804983562304e-05
node_neighborhood	fp	election2020	covid_political	6500	scaled_cosine_error	0.02259402921613195	2.2057485698741218e-05
node_neighborhood	fp	election2020	election2020	6500	scaled_cosine_error	0.012932923696935175	2.9427361444344576e-05
node_neighborhood	fp	election2020	ukr_rus_suspended	6500	scaled_cosine_error	0.19723675292835868	7.120750837450776e-05
node_neighborhood	fp	election2020	twibot20	6500	scaled_cosine_error	0.15204800433669416	1.9698757676958463e-05
node_neighborhood	fp	election2020	cp_hk_twitter	6500	scaled_cosine_error	0.27153313016281977	2.7865082930372376e-05
node_neighborhood	fp	election2020	facebook_page_reference	6500	scaled_cosine_error	0.06281245064973831	4.285319254607509e-05
node_neighborhood	fp	ukr_rus_suspended	ukr_rus_twitter	6500	scaled_cosine_error	0.2519529757396794	2.4195966887401407e-06
node_neighborhood	fp	ukr_rus_suspended	covid19_twitter	6500	scaled_cosine_error	0.21675824084953094	1.9802037198085147e-06
