view	objective	source	target	checkpoint_step	metric	value	replicate_std
node_neighborhood	lp	ukr_rus_twitter	ukr_rus_twitter	5000	roc_auc	0.7170408163265306	
node_neighborhood	lp	ukr_rus_twitter	covid19_twitter	5000	roc_auc	0.768156887755102	
node_neighborhood	lp	ukr_rus_twitter	midterm	5000	roc_auc	0.6210086734693877	
node_neighborhood	lp	ukr_rus_twitter	twibot20	5000	roc_auc	0.7155420918367347	
node_neighborhood	lp	ukr_rus_twitter	cp_hk_twitter	5000	roc_auc	0.586252806122449	
node_neighborhood	lp	ukr_rus_twitter	facebook_page_reference	5000	roc_auc	0.7909806122448979	
node_neighborhood	lp	covid19_twitter	ukr_rus_twitter	6250	roc_auc	0.7216313775510204	
node_neighborhood	lp	covid19_twitter	covid19_twitter	6250	roc_auc	0.8082640306122449	
node_neighborhood	lp	covid19_twitter	midterm	6250	roc_auc	0.6373331632653061	
node_neighborhood	lp	covid19_twitter	twibot20	6250	roc_auc	0.7525918367346939	
node_neighborhood	lp	covid19_twitter	cp_hk_twitter	6250	roc_auc	0.5857257653061224	
node_neighborhood	lp	covid19_twitter	facebook_page_reference	6250	roc_auc	0.7615744897959184	
node_neighborhood	lp	midterm	ukr_rus_twitter	1500	roc_auc	0.6586627551020409	
node_neighborhood	lp	midterm	covid19_twitter	1500	roc_auc	0.7465135204081632	
node_neighborhood	lp	midterm	midterm	1500	roc_auc	0.713625	
node_neighborhood	lp	midterm	twibot20	1500	roc_auc	0.7614418367346939	
node_neighborhood	lp	midterm	cp_hk_twitter	1500	roc_auc	0.5733410714285714	
node_neighborhood	lp	midterm	facebook_page_reference	1500	roc_auc	0.6710760204081633	
node_neighborhood	lp	covid_political	ukr_rus_twitter	6500	roc_auc	0.5585943877551021	
node_neighborhood	lp	covid_political	covid19_twitter	6500	roc_auc	0.6163395408163266	
node_neighborhood	lp	covid_political	midterm	6500	roc_auc	0.5909928571428571	
node_neighborhood	lp	covid_political	twibot20	6500	roc_auc	0.7084701530612245	
node_neighborhood	lp	covid_political	cp_hk_twitter	6500	roc_auc	0.5113038265306122	
node_neighborhood	lp	covid_political	facebook_page_reference	6500	roc_auc	0.592365306122449	
node_neighborhood	lp	election2020	ukr_rus_twitter	8250	roc_auc	0.5651729591836735	
node_neighborhood	lp	election2020	covid19_twitter	8250	roc_auc	0.628239030612245	
node_neighborhood	lp	election2020	midterm	8250	roc_auc	0.6476525510204082	
node_neighborhood	lp	election2020	twibot20	8250	roc_auc	0.6806214285714286	
node_neighborhood	lp	election2020	cp_hk_twitter	8250	roc_auc	0.5214053571428572	
node_neighborhood	lp	election2020	facebook_page_reference	8250	roc_auc	0.5505474489795918	
node_neighborhood	lp	ukr_rus_suspended	ukr_rus_twitter	9000	roc_auc	0.6807051020408164	
node_neighborhood	lp	ukr_rus_suspended	covid19_twitter	9000	roc_auc	0.7471135204081633	
node_neighborhood	lp	ukr_rus_suspended	midterm	9000	roc_auc	0.6219770408163265	
node_neighborhood	lp	ukr_rus_suspended	twibot20	9000	roc_auc	0.7200051020408164	
node_neighborhood	lp	ukr_rus_suspended	cp_hk_twitter	9000	roc_auc	0.5425109693877551	
node_neighborhood	lp	ukr_rus_suspended	facebook_page_reference	9000	roc_auc	0.7122025510204082	
node_neighborhood	lp	twibot20	ukr_rus_twitter	8250	roc_auc	0.7440204081632653	
node_neighborhood	lp	twibot20	covid19_twitter	8250	roc_auc	0.8449007653061225	
node_neighborhood	lp	twibot20	midterm	8250	roc_auc	0.6920969387755102	
node_neighborhood	lp	twibot20	twibot20	8250	roc_auc	0.8551076530612245	
node_neighborhood	lp	twibot20	cp_hk_twitter	8250	roc_auc	0.5991645408163265	
node_neighborhood	lp	twibot20	facebook_page_reference	8250	roc_auc	0.7286706632653062	
node_neighborhood	lp	cp_hk_twitter	ukr_rus_twitter	250	roc_auc	0.5641048469387755	
node_neighborhood	lp	cp_hk_twitter	covid19_twitter	250	roc_auc	0.5922125	
node_neighborhood	lp	cp_hk_twitter	midterm	250	roc_auc	0.5623849489795918	
node_neighborhood	lp	cp_hk_twitter	twibot20	250	roc_auc	0.5399066326530613	
node_neighborhood	lp	cp_hk_twitter	cp_hk_twitter	250	roc_auc	0.5811885204081633	
node_neighborhood	lp	cp_hk_twitter	facebook_page_reference	250	roc_auc	0.5589581632653061	
node_neighborhood	lp	facebook_page_reference	ukr_rus_twitter	5750	roc_auc	0.6969127551020409	
node_neighborhood	lp	facebook_page_reference	covid19_twitter	5750	roc_auc	0.757006887755102	
node_neighborhood	lp	facebook_page_reference	midterm	5750	roc_auc	0.6026459183673469	
node_neighborhood	lp	facebook_page_reference	twibot20	5750	roc_auc	0.7387392857142857	
node_neighborhood	lp	facebook_page_reference	cp_hk_twitter	5750	roc_auc	0.5608334183673469	
node_neighborhood	lp	facebook_page_reference	facebook_page_reference	5750	roc_auc	0.7341887755102041	
