model,dataset,shots,target,task,split,run,spearman,rmse,mae,r2,mse
nm_ss_covid19_twitter,ukr_rus_twitter,10,followers_count,regression,test,eval_nm_ss_covid19_twitter_to_ukr_rus_twitter_reg_10shot_followers_count_30_07_2026_02_03_23,-0.07797555681449266,5.4215219696058545,4.9225029945373535,-4.779529571533203,29.392900466918945
nm_ss_ukr_rus_twitter,ukr_rus_twitter,10,account_age_days,regression,test,eval_nm_ss_ukr_rus_twitter_to_ukr_rus_twitter_reg_10shot_account_age_days_30_07_2026_02_03_23,-0.10691312216765862,7.2626650451710635,7.130736827850342,-27.727298736572266,52.74630355834961
nm_ss_ukr_rus_twitter,ukr_rus_twitter,10,followers_count,regression,test,eval_nm_ss_ukr_rus_twitter_to_ukr_rus_twitter_reg_10shot_followers_count_30_07_2026_02_03_23,0.009002498521980753,5.233216661420221,4.724008560180664,-4.385022163391113,27.38655662536621
nm_ss_ukr_rus_twitter,ukr_rus_twitter,10,statuses_count,regression,test,eval_nm_ss_ukr_rus_twitter_to_ukr_rus_twitter_reg_10shot_statuses_count_30_07_2026_02_03_23,0.044921040312913114,7.968494605665337,7.562747478485107,-9.060714721679688,63.49690628051758
nm_ss_covid19_twitter,ukr_rus_twitter,10,statuses_count,regression,test,eval_nm_ss_covid19_twitter_to_ukr_rus_twitter_reg_10shot_statuses_count_30_07_2026_02_04_56,-0.046739439258326874,8.170540753588755,7.770817756652832,-9.577374458312988,66.75773620605469
nm_ss_covid19_twitter,ukr_rus_twitter,10,account_age_days,regression,test,eval_nm_ss_covid19_twitter_to_ukr_rus_twitter_reg_10shot_account_age_days_30_07_2026_02_05_09,-0.12273892464136257,7.467998131611309,7.338967323303223,-29.37464141845703,55.77099609375
nm_ss_midterm,ukr_rus_twitter,10,followers_count,regression,test,eval_nm_ss_midterm_to_ukr_rus_twitter_reg_10shot_followers_count_30_07_2026_02_05_12,0.007718343361155624,5.157972013589134,4.646036624908447,-4.231280326843262,26.60467529296875
nm_ss_midterm,ukr_rus_twitter,10,statuses_count,regression,test,eval_nm_ss_midterm_to_ukr_rus_twitter_reg_10shot_statuses_count_30_07_2026_02_05_12,0.02305581081879508,7.892186861976563,7.481485843658447,-8.868951797485352,62.28661346435547
nm_ss_midterm,ukr_rus_twitter,10,account_age_days,regression,test,eval_nm_ss_midterm_to_ukr_rus_twitter_reg_10shot_account_age_days_30_07_2026_02_06_41,-0.10323183689766031,7.181247280243175,7.0485639572143555,-27.086816787719727,51.5703125
nm_ss_covid_political,ukr_rus_twitter,10,followers_count,regression,test,eval_nm_ss_covid_political_to_ukr_rus_twitter_reg_10shot_followers_count_30_07_2026_02_06_43,0.002004396339558714,5.205642411954799,4.693999290466309,-4.328423500061035,27.098712921142578
